,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
C9orf72,30.497387437904866,2.13753702408403,0.501936846100844,4.258577629215485,2.057317756216418e-05,0.13766610925200273
ISG15,162.87193433710252,-3.599904266645358,0.808071105120815,-4.454935022218292,8.391860688585552e-06,0.13766610925200273
IER3,220.0635710211203,-2.5901468946853203,0.6174219675402562,-4.195099997825136,2.72751229329459e-05,0.13766610925200273
SSBP2,37.07036051793943,1.8395845190102327,0.44182825298325223,4.163573756520191,3.1330475478380233e-05,0.13766610925200273
MXD1,48.67370247841735,-2.7314189610733197,0.6671805631196351,-4.093972624594485,4.2404439941584176e-05,0.14906008728265668
UCHL3,30.990507450787344,-1.7150934877276138,0.43572225213323,-3.9362081677737972,8.277917494569157e-05,0.21923835641537096
PMF1,61.627081367215325,-1.4662940059490823,0.37373257454462305,-3.92337758552542,8.731614103934893e-05,0.21923835641537096
LY96,10.804739465065612,-3.8647801817027156,1.0101733670971476,-3.8258583205461236,0.0001303172273214377,0.28630694842519866
TTC21B,20.00151890990468,2.3507198991132903,0.6282829389292073,3.741498858968954,0.00018292600830789325,0.3572341691132813
NME7,19.607695103100127,2.118249643220331,0.5781411017893766,3.6638973369377106,0.0002484063832998172,0.39584670121037835
PNPLA4,27.50185376544898,1.596501941525967,0.43832833083991024,3.642251319842372,0.00027026401994336254,0.39584670121037835
COLCA1,24.68508017634963,2.527235262600472,0.6873480025015967,3.6767914555692647,0.00023618597197868073,0.39584670121037835
LY6K,8.196521059596204,-4.98329494174525,1.377461198086995,-3.61773888706702,0.00029718799025151466,0.4017981628200478
AC099343.3,9.304070088002288,1.8215353548053659,0.5081862649882569,3.584385254582702,0.00033787306181057677,0.42417549531304977
TRIB3,9.363314216130307,-2.4396942904225902,0.7201454539859959,-3.387779894907221,0.0007046078377680468,0.43518748887491876
OAS1,56.32045083497133,-2.594565163777304,0.7332315890395144,-3.5385343492579415,0.00040235492931873314,0.43518748887491876
CDC42EP3,55.13448206136825,1.577475165330209,0.46980970883158757,3.3576895829874935,0.0007859682440692391,0.43518748887491876
EFCAB11,18.622743737816005,2.443311558751774,0.7465035774853779,3.273007166264562,0.0010640977963711994,0.43518748887491876
FKBP10,12.238582016369742,-3.311444016302101,0.9616795567180157,-3.4433964964413653,0.0005744564343900453,0.43518748887491876
MEF2D,33.455965879454155,-1.2857216017289548,0.36957156886096143,-3.4789516025045293,0.0005033794882553695,0.43518748887491876
PURA,51.28590877896938,1.0395891196387774,0.3153497722335787,3.2966223894043494,0.0009785496882313215,0.43518748887491876
RUFY3,21.355317817660207,1.501257104130218,0.4504722344742062,3.3326296034260445,0.0008602939098887433,0.43518748887491876
BAIAP2L2,7.3032765479096176,-4.885424816635963,1.425053495590447,-3.4282395936383914,0.0006075090461618336,0.43518748887491876
CYTOR,21.077800705653104,-2.0368646193646893,0.613446246573459,-3.320363651651716,0.0008990026103997229,0.43518748887491876
SPP1,124.35044553887705,-4.802423286099385,1.4596183048470692,-3.2901911891291036,0.0010011933039227245,0.43518748887491876
ZFP3,9.820136155461025,2.3456913823466725,0.7071303919956781,3.3171978024118203,0.0009092521900311666,0.43518748887491876
GBP1,56.693178031347195,1.3252405153002542,0.39476781218206713,3.357012589185089,0.0007878952506496282,0.43518748887491876
FMO4,10.46196958841563,1.9643724043515864,0.5934856299059696,3.3098904259279482,0.000933325003856678,0.43518748887491876
RBM43,18.74389055755985,2.5493126765080807,0.7806788384359915,3.2655075954349706,0.0010926807500519823,0.43518748887491876
TRIM2,106.97631843739659,1.5004327345031636,0.43416414980572127,3.455911169023452,0.0005484360294563368,0.43518748887491876
LRMP,21.772330767533244,3.911275412674359,1.1006368981935986,3.5536473646246756,0.0003799282742055491,0.43518748887491876
ZNF638,62.53576076514198,1.082659438125487,0.32304682807601015,3.3514009240503877,0.0008040380386142322,0.43518748887491876
KLK7,26.119263703504433,-5.591455629241638,1.6668667341143555,-3.354470705309568,0.0007951697222387094,0.43518748887491876
KCNMB4,9.845386190059052,-4.318511645559104,1.2583713430855463,-3.4318261213498755,0.0005995318138956784,0.43518748887491876
ARL5B,59.3919618004461,-1.6398613807179043,0.49169165564890416,-3.3351417740732594,0.0008525592085439949,0.43518748887491876
HM13,153.9941101892253,-1.3932874813188998,0.42684100812403775,-3.2641837471108626,0.0010977994418346158,0.43518748887491876
CCDC88C,45.94045000381972,1.8096391040159556,0.5381894200860667,3.3624575966702572,0.0007725198969395185,0.43518748887491876
AFAP1-AS1,11.709618479358857,-6.017437358777136,1.8070755631259148,-3.3299312334056776,0.0008686743486495758,0.43518748887491876
SSR3,272.76696900288954,-1.5566997733953618,0.4772586124801407,-3.261753130667994,0.0011072552548834988,0.43518748887491876
BLVRB,67.02498598213316,-1.5337164701957657,0.4664181680292167,-3.288286296128355,0.0010079927795618717,0.43518748887491876
GSTA1,198.7952964326414,2.7671224759012154,0.8407006012713291,3.291448194180784,0.0009967297316635189,0.43518748887491876
CETN3,41.76570955744024,1.375882859860063,0.41625958500416604,3.3053481755772487,0.0009485848098683637,0.43518748887491876
ZNF471,3.4567263646230852,3.3306355476441616,0.9790091902802988,3.4020472746436345,0.000668830671850567,0.43518748887491876
IFRD1,30.079106571780883,-1.700388586662963,0.5156628515720133,-3.297481254426761,0.0009755618642148529,0.43518748887491876
IFT74,33.511827217635286,1.687592507197624,0.5176701536133391,3.2599764452677515,0.001114214667692953,0.43518748887491876
AL365181.3,5.170265985828712,-5.175933809087722,1.5953957486384336,-3.244294598067623,0.0011774190183170311,0.4498764492595682
