,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
CLDN7,356.94657963446,-0.9398888462685925,0.4616067015953222,-2.0361247854944855,0.041737826472282975,0.7619745234593213
TACSTD2,603.1545389775929,-0.8491286652282131,0.48082087558143616,-1.7659979180425518,0.07739619815544879,0.786804118902663
F11R,273.51338080622605,0.6889812558439312,0.395933323238133,1.7401446541784142,0.08183362101709594,0.7884339724749806
CLDN4,521.3112103576252,-0.45383655857976246,0.36719750691447,-1.2359467317556516,0.21647836469584347,0.8911197493279107
CXCL13,10.615414539863377,1.680441759950815,1.6102379869241494,1.0435983833425566,0.29667124119680777,0.9335881658367502
EPCAM,440.2873959778839,-0.3179982719416354,0.37396446129225847,-0.85034356163891,0.3951341042503437,0.9650776027877611
OCLN,57.064378247918505,0.4548797977187565,0.7032379720492977,0.6468362286996484,0.5177379423069693,0.9823017719287794
CDH1,149.78086628069053,-0.1985222064482879,0.48315939151103227,-0.41088346813963345,0.6811579851631926,0.9956408372253118
CLDN3,90.76303948331814,0.37561077783211433,0.9261059916095057,0.4055807663865016,0.6850506633305128,0.9959839902967238
ELF3,341.5783322811813,0.186044749800173,0.48097331268326615,0.386808882934194,0.6988977005320229,0.9963177962960565
TJP1,38.74863783110085,-0.14918919131189637,0.417046717707348,-0.3577277676036911,0.7205470508577284,0.9963547883138676
