gene,mean_high,mean_low,log2FC_high_vs_low,spearman_rho,spearman_p,welch_t,welch_p,mwu_p,spearman_fdr,welch_fdr,up_in_trop2_high,n_high,n_low,n_total
CLDN1,6.432140318231984,4.8720291997813,1.560111118450684,0.42251443689451396,9.295085061740058e-24,9.517408181880759,3.685640561862714e-19,4.337021920267085e-18,4.20021216130761e-21,2.134972181038837e-16,True,172,172,516
CLDN4,8.612779398413153,7.413513574689069,1.199265823724084,0.5355856184379986,1.2092952291094341e-39,11.759191031426221,1.289455901782349e-26,2.0387688050731117e-26,1.333852637707706e-35,9.482013973756504e-23,True,172,172,516
CLDN7,7.189731220817628,6.897339513650671,0.2923917071669573,0.1253508068196557,0.0043476081161633925,3.064779296592734,0.002389511443633471,0.028228431932747707,0.018896312686940094,0.014170380968353814,True,172,172,516
F11R,7.136961109023419,6.648320074983896,0.48864103403952264,0.312672630233388,3.6388679794880574e-13,7.125001240950236,7.0334314259742845e-12,2.9076524493136907e-10,2.187286856335328e-11,6.049162338117181e-10,True,172,172,516
PARD3,5.007703388834085,4.841246377508551,0.1664570113255346,0.11413232549841842,0.009465029878451636,2.1530103215623777,0.032026175283512336,0.06663813616667341,0.035747056859894384,0.10445201653487934,False,172,172,516
