gene,mean_high,mean_low,log2FC_high_vs_low,spearman_rho,spearman_p,welch_t,welch_p,mwu_p,spearman_fdr,welch_fdr,up_in_trop2_high,n_high,n_low,n_total
GPR87,0.6923975933663418,0.15231807678914963,0.5400795165771921,0.49893661546304036,7.841769539695379e-34,10.432876342225576,1.879226204362577e-21,5.283264564551937e-26,2.1623679505710008e-30,1.842518652504028e-18,True,172,172,516
CST6,6.013120790521752,3.746476251583409,2.2666445389383427,0.49589093861322847,2.2202256197973926e-33,11.418427408403296,8.454059577615416e-26,1.2074885457491048e-22,5.762138490909468e-30,2.869242789415152e-22,True,172,172,516
SYT8,2.990676005081951,1.2785522522107393,1.7121237528712117,0.49007035723777476,1.5763157618979776e-32,10.621269381566869,1.3320671188649958e-22,1.7854112060813217e-23,3.86372507860771e-29,1.632559259762291e-19,True,172,172,516
PERP,8.000831948227628,6.948950434422713,1.051881513804915,0.48879125755035513,2.4128360677509812e-32,10.413261348955945,3.228356744330763e-22,1.2695786509355875e-21,5.602859332061752e-29,3.65226481837481e-19,True,172,172,516
RARG,4.7629533350471895,3.857219455820459,0.9057338792267307,0.4885294871632502,2.6318963356207067e-32,10.547403820658648,1.0648298050114933e-22,2.5535273318722025e-21,5.80596331637928e-29,1.3423244521974884e-19,True,172,172,516
PTTG1IP,8.863520240617508,8.163405640737198,0.70011459988031,0.4849011242500961,8.710625631590765e-32,11.544401135760555,3.1953736846178266e-26,1.1331012298953318e-23,1.8300609660275453e-28,2.014044033414616e-22,True,172,172,516
TNFRSF12A,7.549464353320674,6.178811501541042,1.3706528517796315,0.4843790683262636,1.0335368013205e-31,11.200684673914264,9.3961298373308e-25,1.6297789034556068e-22,2.072711076102748e-28,2.3031480252937345e-21,True,172,172,516
BCL10,4.802224109147816,4.090757468719403,0.7114666404284131,0.4832499706305331,1.4946312744538127e-31,10.599607085551911,6.899072956425218e-23,9.56577287793396e-22,2.86709268821314e-28,9.512312434701157e-20,True,172,172,516
PLEKHG6,3.817486886384258,2.661081091240794,1.1564057951434643,0.4820113539086582,2.2366460792703134e-31,10.82256017547897,1.1362023121415765e-23,2.792742813477391e-22,4.111701042391926e-28,2.00521528855994e-20,True,172,172,516
NECTIN4,6.302287326922196,5.053996502894372,1.2482908240278237,0.48137486663641643,2.749661383334032e-31,10.225914885810562,3.1955825255817592e-21,3.946623255603806e-21,4.8526024093079e-28,2.999836098110485e-18,True,172,172,516
SRD5A3,4.961635339273198,3.8618030359098356,1.0998323033633626,0.4766991601424234,1.2369591808539184e-30,10.61905308723489,5.900772648549354e-23,4.852359583643246e-21,2.0976916272658962e-27,8.398322258924067e-20,True,172,172,516
CRYBG2,2.3251995453943515,1.1588015837349115,1.16639796165944,0.4765828718269048,1.2837188108834814e-30,9.75662912186897,7.143574348766433e-20,2.0311279026340383e-21,2.0976916272658962e-27,4.924713185030059e-17,True,172,172,516
TSPAN15,7.001906154039667,6.206388533894185,0.7955176201454819,0.47368325433783776,3.2232225909375295e-30,10.288751320808144,8.300730985775338e-22,1.062419874793453e-21,4.928440810575683e-27,8.514118250418835e-19,True,172,172,516
SRD5A3-AS1,1.482089964289048,0.7857135393419513,0.6963764249470966,0.47366735540438604,3.239455655183472e-30,9.684339849588582,1.469739758379123e-19,4.1560086504204795e-21,4.928440810575683e-27,9.536233511683131e-17,True,172,172,516
ITGB4,7.036958002214806,5.259418543332137,1.7775394588826696,0.47353354648214935,3.379321569600186e-30,11.107836823356124,2.2516064278523436e-24,9.666738077787687e-22,4.969855588358673e-27,4.9671563601636626e-21,True,172,172,516
GNA15,5.2537267349576435,4.294004856702591,0.9597218782550527,0.4727038644977953,4.3901000713594515e-30,10.696399090926612,4.5282368489696446e-23,2.253992536397946e-21,6.248103714463839e-27,6.659677933779656e-20,True,172,172,516
PPP1R13L,5.176214792189783,4.245400815519819,0.9308139766699641,0.47201097374328127,5.4593949839834754e-30,10.457742701057994,2.3677191834764723e-22,5.162163577097681e-21,7.527140834167216e-27,2.8234091376801467e-19,True,172,172,516
PROM2,5.849971658565456,4.443489457401153,1.4064822011643034,0.4711456450430236,7.162614331253618e-30,10.894623921499196,1.1052734909853806e-23,9.034696672602301e-23,9.576198311966958e-27,2.00521528855994e-20,True,172,172,516
ADGRF1,4.3196035227490475,2.002383754759488,2.3172197679895596,0.4700429894773457,1.0112411561742877e-29,11.441724481123135,6.945700699728743e-26,3.901929467740315e-22,1.3122341120708697e-26,2.5537605047727655e-22,True,172,172,516
AGRN,7.167923821984494,6.091931871812676,1.0759919501718178,0.46876770083583996,1.5045623810444485e-29,10.340944293592433,6.687533225453595e-22,6.619202149043826e-22,1.8966083500480307e-26,7.196601303420442e-19,True,172,172,516
CAPN2,7.774843502301581,6.97147770316677,0.8033657991348111,0.46808825077201305,1.8580123536581782e-29,10.124028427644879,3.366331936544509e-21,7.432435958077207e-22,2.2770973623166342e-26,3.0942902369225057e-18,True,172,172,516
GRHL1,3.4717610343948677,2.309393633796857,1.162367400598011,0.46648706818666746,3.049241122111671e-29,10.40162533800188,3.373610307103905e-22,8.993369618020705e-21,3.636014008312619e-26,3.7211765089932844e-19,True,172,172,516
SFN,9.033017678952802,7.673523337119234,1.3594943418335683,0.4660581982738177,3.4803605787666094e-29,10.97679416549385,1.0964775782420626e-23,1.1582587911705192e-23,4.0408818088206e-26,2.00521528855994e-20,True,172,172,516
EPHA2,6.10766897361016,4.677222055965694,1.430446917644466,0.4656841906670167,3.905201851955946e-29,10.456059274080706,2.689250253623422e-22,2.3446888503342442e-20,4.367947309863337e-26,3.122431853687342e-19,True,172,172,516
TMBIM1,7.483645630121701,6.759703693112102,0.7239419370095987,0.46563885905843894,3.9600610243547936e-29,9.764335118918686,5.099474863275978e-20,1.5607491666098922e-19,4.367947309863337e-26,3.8134564481796514e-17,True,172,172,516
TMEM159,6.5707604872193555,5.61141342480634,0.9593470624130154,0.4653835521376823,4.2835686299517275e-29,9.761236892209341,7.674832252167947e-20,1.7628778470043564e-18,4.6095377549626877e-26,5.1306253605742724e-17,True,172,172,516
SDC1,9.422617512804315,8.443643382264472,0.978974130539843,0.46384996373034604,6.855807947964815e-29,9.945098599325346,1.2450646543047061e-20,6.298046224442401e-20,7.201863015814467e-26,1.0512504983044194e-17,True,172,172,516
WNT7B,4.89527453159055,3.457887683683375,1.4373868479071747,0.4625087944630804,1.0323775832389629e-28,11.096585969222119,3.4285135543315746e-24,1.2175017425518008e-21,1.059267417965187e-25,7.203306977650638e-21,True,172,172,516
TTC7A,5.0860908313634985,4.465927949040782,0.6201628823227168,0.46219732526040574,1.1350452121225518e-28,10.2904692829709,8.490768636667998e-22,3.274361279341173e-20,1.138140789973795e-25,8.514118250418835e-19,True,172,172,516
LINC01137,3.4232940055460706,2.651820777069685,0.7714732284763857,0.4589324886572716,3.0483785613187248e-28,9.629971859995756,1.5953552098926652e-19,3.8871407176979103e-20,2.988765825008492e-25,9.91389679094004e-17,True,172,172,516
VPS37B,4.903249659492772,4.25863127553273,0.6446183839600419,0.45713870205734763,5.222055849270345e-28,10.170476083325878,2.1092558717064265e-21,1.1675392419318098e-21,5.008632697169731e-25,2.0230973546860705e-18,True,172,172,516
IKZF2,2.8729634162577655,2.1611092273940558,0.7118541888637098,0.45606028387982206,7.206416648384736e-28,9.044498426217825,1.753734405180841e-17,2.3991238926002575e-21,6.764831968653926e-25,6.34233735171999e-15,True,172,172,516
GIPC1,6.759935676247951,6.011898259323868,0.7480374169240838,0.4558065292364856,7.772497826170878e-28,10.700394378518775,4.2184183254334564e-23,5.004891222771214e-21,7.1442209185554e-25,6.417959825394811e-20,True,172,172,516
ELOVL1,7.287120545258498,6.736899591235193,0.5502209540233043,0.4549667153319101,9.97824466628336e-28,9.52683082249564,4.0786710182663335e-19,1.6729287390767891e-19,8.984492952580038e-25,2.2494380499616112e-16,True,172,172,516
CROT,3.6681209813919495,2.9642799577472045,0.703841023644745,0.4548282748702613,1.0397047791693789e-27,9.756255743790115,5.545082342287499e-20,7.928941606151807e-20,9.12769140448834e-25,4.0775763004011126e-17,True,172,172,516
ANXA2,8.253290020560774,7.293217794795111,0.9600722257656633,0.45477875074297114,1.0551048540999668e-27,10.73630894290769,3.5325730206018805e-23,7.771938483970253e-20,9.12769140448834e-25,5.566451937213414e-20,True,172,172,516
KRT16,3.475373459719861,1.5071030567895882,1.9682704029302729,0.45377638460756936,1.4200872068654947e-27,9.74604796267631,7.364402653163562e-20,2.0538125028192518e-20,1.2048893762866466e-24,4.9988432224650694e-17,True,172,172,516
KRT80,5.713588475370769,4.448257684025224,1.2653307913455452,0.4513394878925739,2.9120699146042313e-27,9.510843831386973,4.277198276739939e-19,1.8857779375840506e-18,2.4241608421195977e-24,2.328782960308613e-16,True,172,172,516
TMEM54,6.8768425671955695,6.020681974269912,0.8561605929256579,0.45091674225574113,3.29648835764058e-27,9.687138352265837,1.5731320431996637e-19,3.4724289353760644e-19,2.693353080353748e-24,9.91389679094004e-17,True,172,172,516
TGM5,0.6383853023779382,0.1470419135873563,0.4913433887905819,0.4489956194124207,5.778553906735451e-27,8.468759233002945,3.1165203096387253e-15,8.291907097971306e-22,4.6354508793666926e-24,6.365925582480102e-13,True,172,172,516
LINC01186,0.8159084899828328,0.3630470990407732,0.4528613909420596,0.44788492147801523,7.980826723517344e-27,8.535605220172481,5.210174524635847e-16,1.200628022756873e-19,6.287751340028307e-24,1.2771006122303233e-13,True,172,172,516
PHLDA3,6.265247807869244,5.192246684026031,1.0730011238432127,0.4464683052136154,1.2026874312199506e-26,9.791099834321232,5.934570927077824e-20,7.092438505257327e-19,9.216355026439538e-24,4.292445965140995e-17,True,172,172,516
S100A11,11.633777226846748,10.907764033926988,0.7260131929197602,0.4464428007247817,1.2115788566035659e-26,9.016668039574796,2.4771017337516145e-17,7.10490273974599e-18,9.216355026439538e-24,8.673984571020238e-15,True,172,172,516
CDH1,8.065201933851982,7.185381566813167,0.8798203670388158,0.4463272444277714,1.2526853734593556e-26,8.927241323868481,4.5225854214402364e-17,9.13303030914009e-19,9.244452660164138e-24,1.5232136746516388e-14,True,172,172,516
MPZL3,5.159716789580148,4.356424263695934,0.8032925258842143,0.44631484155991397,1.257178512261669e-26,9.933612872940591,1.936384167364746e-20,2.6211595020108314e-20,9.244452660164138e-24,1.5256286758624993e-17,True,172,172,516
LINC01547,2.519381796539608,1.571820093968679,0.9475617025709291,0.4452145334799814,1.7261882688924033e-26,10.840040242303694,2.328103678299166e-23,2.8832728381494423e-22,1.24851518727103e-23,3.9507023996245193e-20,True,172,172,516
HHLA3,4.513552274962229,3.65516168306742,0.8583905918948087,0.44423737089416765,2.285329506827253e-26,10.56395268732727,9.224455502178744e-23,1.5813374595953414e-21,1.626269965180942e-23,1.197035885916554e-19,True,172,172,516
AC069200.1,2.4924858405480075,1.4291848418679292,1.0633009986800783,0.4429031428765839,3.3473596356821e-26,9.816245928441916,4.225701800974813e-20,1.2447871344588063e-18,2.3442143988300675e-23,3.214520502772582e-17,True,172,172,516
SLC10A3,6.186080657293376,5.586315083832587,0.5997655734607887,0.4425396531476863,3.7130634872622736e-26,9.36047382413556,1.276717883140344e-18,2.6211595020108314e-20,2.55969314153143e-23,6.19011755187199e-16,True,172,172,516
LAMC2,7.110190421130445,5.5227050968110705,1.587485324319375,0.4422923818877952,3.984133931349751e-26,9.295596764105033,1.772464892267321e-18,4.42040129336938e-18,2.7043075238638613e-23,8.146137865804841e-16,True,172,172,516
MAP7D1,6.3056957224903805,5.619351573889142,0.686344148601238,0.44211219092730225,4.19389949980812e-26,9.9768872034171,1.2628062920181824e-20,1.856395655368771e-20,2.8035582716899134e-23,1.0512504983044194e-17,True,172,172,516
PTPRF,7.449552998753377,6.686508431730974,0.7630445670224022,0.44134539672363404,5.215525608927929e-26,9.377993024628173,1.2519123700881497e-18,4.752541505030684e-19,3.434462535311943e-23,6.137291742295472e-16,True,172,172,516
CNNM4,5.085846041239231,4.31690771843841,0.7689383228008211,0.4411000470348192,5.591673982604678e-26,9.918774044221918,1.5808087711611233e-20,5.892875901032288e-19,3.628009648713506e-23,1.268124796225453e-17,True,172,172,516
B3GNT3,5.963313290438382,4.544090560524618,1.4192227299137645,0.4408132088795801,6.065527690243037e-26,9.060758073178832,1.1812180730406893e-17,1.3851304911353343e-18,3.87842147381917e-23,4.492803672467953e-15,True,172,172,516
CAPN1,7.206730750647467,6.557679141118832,0.6490516095286347,0.43868655376272014,1.1059587955333632e-25,9.988013496351785,1.0045796082246233e-20,5.0567814928218766e-21,6.970700294133141e-23,8.690795469505608e-18,True,172,172,516
PLEKHN1,3.2471439345251496,2.251169562525195,0.9959743719999548,0.4384437370539609,1.1841521679100825e-25,10.716685907849673,2.7335168443113435e-23,4.467723676051039e-21,7.358421640590541e-23,4.4668702476985476e-20,True,172,172,516
LPP-AS2,2.1681482957543796,1.5386291631779347,0.6295191325764449,0.43753455143635456,1.5285654494958352e-25,10.574526341935893,8.442763652359064e-23,2.634330985782552e-21,9.366709393299478e-23,1.128797500320407e-19,True,172,172,516
KCNN4,5.890524374560156,4.242607726609935,1.647916647950221,0.43708649646496434,1.7330133310028124e-25,10.065043194187849,5.695340482228515e-21,2.5592171931509415e-19,1.0474047693677272e-22,5.025682348328087e-18,True,172,172,516
SPINT1,8.254054151925372,7.423377383180242,0.8306767687451302,0.4353320147279689,2.8281448412164377e-25,9.54009910072492,4.3808840621385485e-19,1.832103511077438e-18,1.686185816141476e-22,2.328782960308613e-16,True,172,172,516
BAIAP2L1,5.836169010343721,5.075034892622448,0.7611341177212738,0.4347319604872581,3.3416673490114604e-25,9.768778211983944,6.59301592489166e-20,1.5936267107723953e-20,1.9657915125118083e-22,4.617308819399126e-17,True,172,172,516
AHR,6.13505562117464,5.172252862339654,0.9628027588349859,0.43450792276856465,3.5561541506839956e-25,9.152246655878727,5.4607703960203805e-18,8.583091498718867e-18,2.064441067476025e-22,2.1903150058437745e-15,True,172,172,516
RAC1,8.768683635124477,8.243211286064305,0.5254723490601716,0.4342292949624704,3.8419617125025813e-25,10.090019590299974,3.989205070949874e-21,1.1584117838838e-19,2.201394165657323e-22,3.591994223171008e-18,True,172,172,516
CDH3,6.030572614938949,4.305621564668538,1.7249510502704108,0.4339195726425927,4.186350781977044e-25,9.62121989195792,1.552565249684708e-19,2.3522522610053434e-18,2.3563409758696673e-22,9.91389679094004e-17,True,172,172,516
SDC4,9.549629653255897,8.66781433278851,0.8818153204673873,0.4338913604854237,4.219196216992377e-25,9.494329466991596,5.015457240810986e-19,1.7858733829805448e-17,2.3563409758696673e-22,2.6033763402567236e-16,True,172,172,516
EVPL,5.962608416179434,4.709934823499913,1.2526735926795212,0.43381528373962186,4.309041387007178e-25,9.562176571234245,3.795243831133811e-19,5.397289976715072e-18,2.376436324934459e-22,2.134972181038837e-16,True,172,172,516
ARHGEF5,3.7863177995473265,3.131919768794477,0.6543980307528496,0.43309932382534144,5.25275272496434e-25,9.745793349837449,6.119843180048191e-20,2.251061117622844e-19,2.8611290151287247e-22,4.35505807978881e-17,True,172,172,516
GRHL3,2.1818382199088746,1.2219868829702398,0.9598513369386348,0.4327138588104168,5.842611125981044e-25,9.312407791397058,2.0186040098023777e-18,7.5926935578581335e-19,3.1436097911985813e-22,8.90628275164907e-16,True,172,172,516
AMFR,5.895232144923235,5.336048556372769,0.5591835885504661,0.43220526920992436,6.722020326975375e-25,9.350922340608966,1.3107120434066917e-18,6.00905555238266e-19,3.57319923886932e-22,6.285861529037679e-16,True,172,172,516
PADI1,1.478661856526767,0.3766268335255667,1.1020350230012004,0.431897758087272,7.315900076049647e-25,7.954483985701087,6.815028596792025e-14,1.2812544424452382e-19,3.8425894208965525e-22,1.044048183052295e-11,True,172,172,516
ANXA1,8.06018899460567,6.669409179702431,1.3907798149032402,0.43169282114147445,7.740168172870241e-25,9.36048108303092,1.3601339654718588e-18,1.924482011132681e-17,4.017602585729824e-22,6.452738783933751e-16,True,172,172,516
MBOAT2,4.930071099704693,3.905697148180496,1.0243739515241974,0.4279088983152626,2.1767154979867726e-24,9.92798862099693,1.4953701361288072e-20,1.371782197490101e-19,1.1167056717578652e-21,1.2218004773359092e-17,True,172,172,516
LGALS3,9.2403005861412,8.331146874349178,0.9091537117920225,0.42775316371392524,2.2707121881860448e-24,9.635150935531838,2.7067978722744024e-19,3.037015455219686e-17,1.1515381809513598e-21,1.6138733638191744e-16,True,172,172,516
TTC9,4.92510705658953,3.897850570383301,1.027256486206229,0.42767865916264053,2.3170877143900694e-24,9.30499771081019,1.728235215624038e-18,2.3522522610053434e-18,1.1617035222601121e-21,8.026470099847178e-16,True,172,172,516
ACSF2,5.097223683609277,4.267213001004599,0.8300106826046783,0.4269660183256742,2.810717326063766e-24,8.78543874190963,8.110351953354647e-17,1.152580986503189e-16,1.3810850775610949e-21,2.5023555142234992e-14,True,172,172,516
CTNNBIP1,5.457233737785454,4.784219302123961,0.6730144356614929,0.4269574242509569,2.8172633041817435e-24,9.021409871829041,1.45139246704658e-17,1.0761625454272133e-17,1.3810850775610949e-21,5.381251011643878e-15,True,172,172,516
MPZL2,7.09866653115181,5.965292203234818,1.133374327916992,0.426383694945351,3.290077100104474e-24,9.345235220533695,2.687343030892478e-18,5.195827112096075e-16,1.5951450731495537e-21,1.1359620277620642e-15,True,172,172,516
SERINC2,7.809103303801032,6.9037924046543635,0.9053108991466683,0.4263174880873513,3.349446837061758e-24,8.797168405426387,7.73220417074803e-17,5.629897334853639e-16,1.6062782005561388e-21,2.419521845514708e-14,True,172,172,516
MAP3K13,4.269538949531862,3.658770372606455,0.6107685769254068,0.42579606216789345,3.855527745656937e-24,9.481648434072902,4.350585927533486e-19,3.830696197071088e-19,1.829095528369721e-21,2.328782960308613e-16,True,172,172,516
MYOF,6.887059429471554,5.873014514350412,1.0140449151211417,0.425692278734366,3.964920473801708e-24,9.127520421600755,8.293109879593417e-18,1.5142182096353393e-16,1.860981822384376e-21,3.2380557610401872e-15,True,172,172,516
BCL2L1,6.829750667873086,6.14343401677908,0.686316651094006,0.4248375289818775,4.990521069137496e-24,9.257637731337358,2.7097691367747288e-18,5.74644313925852e-17,2.317703048108909e-21,1.1359620277620642e-15,True,172,172,516
RAB11FIP5,4.658652852074186,4.018318162834656,0.6403346892395305,0.4226411732414242,8.986109627381989e-24,8.859116815022833,4.8469939824322143e-17,4.7793635227809836e-17,4.1298662162509724e-21,1.6079264774352762e-14,True,172,172,516
CLDN1,6.432140318231984,4.8720291997813,1.560111118450684,0.42251443689451396,9.295085061740058e-24,9.517408181880759,3.685640561862714e-19,4.337021920267085e-18,4.20021216130761e-21,2.134972181038837e-16,True,172,172,516
PTPRU,5.513861611759561,4.346918657810895,1.1669429539486655,0.42250054917627916,9.32957370372044e-24,8.99514813963451,1.81450846799759e-17,7.997302032313227e-17,4.20021216130761e-21,6.508774643619648e-15,True,172,172,516
TRIP10,5.684660159079428,5.063160668417718,0.6214994906617095,0.42218942935016407,1.0136198907635531e-23,9.23930974641773,3.659959851120078e-18,3.622000881154746e-17,4.517263593988684e-21,1.4951952647339718e-15,True,172,172,516
EZR,9.427712247693563,8.662861616543838,0.7648506311497254,0.4211736170038078,1.3280014566192657e-23,9.569898526803945,2.319846213774225e-19,1.6962363370825419e-18,5.8591424266042e-21,1.4215824277490636e-16,True,172,172,516
SLC52A3,2.9688696144711266,2.0598477690220043,0.9090218454491223,0.42054828581772,1.5675605614806533e-23,8.962970398026528,2.2181414831413933e-17,4.27812620668223e-17,6.847601185398656e-21,7.829329630214512e-15,True,172,172,516
PSCA,3.2081052070311737,1.3298962565274257,1.878208950503748,0.4204130907238723,1.624711686112305e-23,7.828088295784873,1.0560632996814616e-13,6.84268340703078e-17,7.027674469732834e-21,1.532716080435716e-11,True,172,172,516
SOWAHB,4.096795294356676,3.13311064313359,0.9636846512230863,0.42020135488669413,1.7183787211339234e-23,8.793961428558529,7.64558389663612e-17,5.289427949681255e-17,7.360666910332884e-21,2.4095057650248732e-14,True,172,172,516
AHDC1,4.484831623737037,3.675605193257694,0.8092264304793431,0.4199778757293782,1.8230258821370198e-23,9.457623370500324,5.675240809027485e-19,4.680150667475699e-18,7.733836723065896e-21,2.911596508547694e-16,True,172,172,516
GNG12,6.476435974034321,5.7227273798673455,0.7537085941669757,0.41930305490496295,2.178721244602286e-23,7.7808533875439325,8.824153458683711e-14,4.118698585628158e-16,9.068413331306874e-21,1.3153056579411623e-11,True,172,172,516
TAX1BP1,6.481277670603848,5.939688482032822,0.5415891885710264,0.4192568498549871,2.205441067389929e-23,8.990491516303225,1.734684877530931e-17,7.37889606475483e-18,9.093837373200343e-21,6.325291857978695e-15,True,172,172,516
LMNA,7.719621460898214,6.972648804341344,0.7469726565568697,0.4185737313372867,2.6403765591977237e-23,9.571837101453207,3.822732991139551e-19,7.161858001061792e-19,1.0786427202944774e-20,2.134972181038837e-16,True,172,172,516
EPS8L1,4.836572980556142,3.721290996016964,1.1152819845391786,0.41845992192307346,2.720645027151191e-23,9.262835379495021,2.441220998641346e-18,4.7793635227809836e-17,1.101237234843216e-20,1.0559716831475964e-15,True,172,172,516
LIMK1,5.751275066256213,4.940755559998631,0.8105195062575818,0.4171849595138078,3.8021941928573664e-23,10.287251542367175,8.398798002654239e-22,1.2349825668771797e-20,1.5250255253533363e-20,8.514118250418835e-19,True,172,172,516
TMEM50A,7.417771342218221,7.007074843074974,0.41069649914324735,0.41689366680743645,4.10353646604463e-23,9.117862422155193,6.680163012059945e-18,1.2284740066369813e-16,1.6240185157652284e-20,2.6315667165633646e-15,True,172,172,516
RER1,6.146610159391033,5.753101244469471,0.39350891492156137,0.41687593594704847,4.122621798860054e-23,8.844494946795079,5.1939522871691444e-17,3.037015455219686e-17,1.6240185157652284e-20,1.7101669318073867e-14,True,172,172,516
SUMO3,7.339033355106943,6.717810935846235,0.6212224192607074,0.41654289274183304,4.497831605648873e-23,9.428224278287882,7.919419545182941e-19,1.1088153014117751e-18,1.7561445171790113e-20,3.970598974466097e-16,True,172,172,516
MAML2,3.953360595124764,2.9970210265281674,0.9563395685965967,0.41521631901259914,6.357213673256605e-23,9.3085550643928,1.9773885307878585e-18,9.343596547465913e-18,2.4603532216147492e-20,8.812561552211223e-16,True,172,172,516
GALNT3,5.850884670012196,4.63106049772129,1.219824172290906,0.4150683489730296,6.606724438228156e-23,9.381397439404699,1.822868530812606e-18,7.098774026237796e-17,2.5346841931706632e-20,8.29142087092608e-16,True,172,172,516
GALNT12,4.63595149978528,3.659069852366632,0.9768816474186481,0.4150183098432547,6.69326959356672e-23,9.859765327658895,3.7765816016973976e-20,8.207190321560438e-19,2.545750469553135e-20,2.923272927166507e-17,True,172,172,516
MACC1,4.726247207144693,3.506619549230299,1.219627657914394,0.4147132950445739,7.245534751013606e-23,9.305503812147132,1.7226844282766557e-18,1.163827878400659e-18,2.732247805254019e-20,8.026470099847178e-16,True,172,172,516
TFAP2C,4.7953707016439955,3.723646973321675,1.0717237283223207,0.41455809356038076,7.543572836892645e-23,9.0100753713677,1.9578920477888617e-17,2.8195603376472307e-17,2.8205290979974874e-20,6.966464116168739e-15,True,172,172,516
TMEM53,4.122752618113616,3.6164295132071653,0.5063231049064503,0.414090331051337,8.516972313259762e-23,8.785003678684928,7.826564170582052e-17,4.667970126656996e-16,3.157721163537989e-20,2.4318016744383853e-14,True,172,172,516
AL451042.2,1.4383420935486866,0.8619982169718111,0.5763438765768755,0.4136102854601019,9.644758013643686e-23,9.467180606846998,4.86199698492887e-19,2.833707632807127e-18,3.5460560296829953e-20,2.553763916333889e-16,True,172,172,516
TPRG1L,6.716446904320643,6.180408844209189,0.536038060111454,0.41317411661228776,1.0796566573800184e-22,8.892780694600914,3.505813032015724e-17,2.296328877959619e-16,3.9367315474054885e-20,1.1898459752735828e-14,True,172,172,516
AC093673.1,5.117160442087369,4.319862919197591,0.7972975228897781,0.4130994373727232,1.1006952501630732e-22,9.25293852528727,2.7291306847709433e-18,9.702669405239012e-18,3.9805470850159666e-20,1.1359620277620642e-15,True,172,172,516
