arm	term	es	nes	nom_p	n_set_in_rank	mean_stat	lead_genes	n_lead	label	fdr_thesis	n_low	n_high	n_genes_ranked
ref_q4	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.6727458122256748	3.7886112255807123	0.000999000999000999	198	1.2896191704999276	CCL5,GZMA,CSF2RB,GBP4,CD69,TAP1,IL10RA,EPSTI1,IL15RA,STAT1,SAMHD1,FGL2,CD86,JAK2,LCP2,SAMD9L,PSME2,PSMB9,PFKP,STAT4,OAS2,IFI35,LAP3,RTP4,TNFAIP3	130	IFN-γ	0.001998001998001998	18	16	15779
ref_q4	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.6778311728566649	3.3261117148813604	0.000999000999000999	95	1.230525631223829	GBP2,GBP4,TMEM140,TAP1,EPSTI1,SAMD9L,PSME2,PSMB9,IFI35,LAP3,IFITM1,RTP4,STAT2,CASP1,UBE2L6,SELL,IFI44L,B2M,OASL,IRF9,SP110,SAMD9,BST2,ELF1,CXCL11	60	IFN-α		18	16	15779
ref_q4	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	0.7605748471822823	2.595895046846412	0.000999000999000999	21	1.7029816344961763	TAP2,TAP1,PSMB9,HLA-E,HLA-B,B2M,HLA-F,HLA-C,ERAP1,PSMB10,PSMB8,IRF1,HLA-A,TAPBPL,TAPBP,NLRC5,ERAP2,HLA-G	18	MHC-I / APM	0.001998001998001998	18	16	15779
ref_q4	INTRINSIC_ISG	0.7495835789957119	3.290660927990853	0.000999000999000999	59	1.7247583079649254	GBP5,GBP2,GBP4,GBP1,EPSTI1,STAT1,JAK2,SAMD9L,OAS2,IFI35,IFITM1,STAT2,WARS,XAF1,IFI44L,OASL,IRF9,SP110,SAMD9,BST2,CXCL11,CXCL10,IFIH1,PML,MX1	46	intrinsic ISG		18	16	15779
ref_q4	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	0.4924203799837774	1.3918301199558576	0.03696303696303696	12	0.46966837326642263	NLRC3,IFI16,TBK1	3	Reactome STING	0.04928404928404928	18	16	15779
ref_q4	REACTOME_NHEJ_NO_HISTONE	-0.2654916514401227	-0.8649412301639244	0.5234765234765235	30	-0.5561665589059513	RAD50,BRCA1,LIG4,KAT5,TP53BP1,BABAM1,BRCC3,MDC1,RIF1,BARD1,PIAS4,HERC2,PAXIP1	13	Reactome NHEJ (no histone)	0.5234765234765235	18	16	15779
ref_q4	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	-0.282674725146737	-0.9329467881945279	0.4115884115884116	31	-0.5930890945460432	BABAM1,BRCC3,MDC1,H2AFX,RIF1,BARD1,PIAS4,HERC2,PAXIP1	9	Reactome NHEJ (full)		18	16	15779
ref_q4	KEGG_TIGHT_JUNCTION_NO_CLDN4	-0.25354036854459766	-1.0709235207756946	0.2967032967032967	147	-0.34722981932578256	DLG2,NEDD4L,MAP3K1,ROCK1,PCNA,MICALL2,ROCK2,PPP2R2D,STK11,CLDN9,MARVELD3,PPP2CB,CLDN18,SCRIB,PRKAA1,CDC42,CRB3,MAPK9,IGSF5,AMOTL1,MAPK8,JUN,EPB41L4B,CACNA1D,TJP2	42	KEGG TJ (CLDN4 out)		18	16	15779
q4_drop_leading_edge	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.6651202342608485	3.639410335303902	0.000999000999000999	194	1.2313401536763646	CCL5,CSF2RB,GBP4,TAP1,IL10RA,EPSTI1,IL15RA,STAT1,SAMHD1,FGL2,JAK2,SAMD9L,PSME2,PSMB9,PFKP,STAT4,OAS2,IFI35,LAP3,RTP4,TNFAIP3,VCAM1,STAT2,CASP1,XAF1	126	IFN-γ	0.001998001998001998	18	16	15775
q4_drop_leading_edge	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.6780416759560558	3.413838108563101	0.000999000999000999	95	1.230525631223829	GBP2,GBP4,TMEM140,TAP1,EPSTI1,SAMD9L,PSME2,PSMB9,IFI35,LAP3,IFITM1,RTP4,STAT2,CASP1,UBE2L6,SELL,IFI44L,B2M,OASL,IRF9,SP110,SAMD9,BST2,ELF1,CXCL11	60	IFN-α		18	16	15775
q4_drop_leading_edge	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	0.7607824753066179	2.6184507265990127	0.000999000999000999	21	1.7029816344961763	TAP2,TAP1,PSMB9,HLA-E,HLA-B,B2M,HLA-F,HLA-C,ERAP1,PSMB10,PSMB8,IRF1,HLA-A,TAPBPL,TAPBP,NLRC5,ERAP2,HLA-G	18	MHC-I / APM	0.001998001998001998	18	16	15775
q4_drop_leading_edge	INTRINSIC_ISG	0.7497945113400043	3.335149472331243	0.000999000999000999	59	1.7247583079649254	GBP5,GBP2,GBP4,GBP1,EPSTI1,STAT1,JAK2,SAMD9L,OAS2,IFI35,IFITM1,STAT2,WARS,XAF1,IFI44L,OASL,IRF9,SP110,SAMD9,BST2,CXCL11,CXCL10,IFIH1,PML,MX1	46	intrinsic ISG		18	16	15775
q4_drop_leading_edge	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	0.4926568213210125	1.440008003071983	0.023976023976023976	12	0.46966837326642263	NLRC3,IFI16,TBK1	3	Reactome STING	0.03196803196803197	18	16	15775
q4_drop_leading_edge	REACTOME_NHEJ_NO_HISTONE	-0.26538268576928303	-0.8599732477112463	0.4975024975024975	30	-0.5561665589059513	RAD50,BRCA1,LIG4,KAT5,TP53BP1,BABAM1,BRCC3,MDC1,RIF1,BARD1,PIAS4,HERC2,PAXIP1	13	Reactome NHEJ (no histone)	0.4975024975024975	18	16	15775
q4_drop_leading_edge	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	-0.2826021581824874	-0.9079083109376928	0.45554445554445555	31	-0.5930890945460432	BABAM1,BRCC3,MDC1,H2AFX,RIF1,BARD1,PIAS4,HERC2,PAXIP1	9	Reactome NHEJ (full)		18	16	15775
