arm	term	es	nes	nom_p	n_set_in_rank	mean_stat	lead_genes	n_lead	label	fdr_thesis	n_low	n_high	n_genes_ranked
q4_drop_leading_edge	KEGG_TIGHT_JUNCTION_NO_CLDN4	-0.25347271316187336	-1.0717963228224365	0.3106893106893107	147	-0.34722981932578256	DLG2,NEDD4L,MAP3K1,ROCK1,PCNA,MICALL2,ROCK2,PPP2R2D,STK11,CLDN9,MARVELD3,PPP2CB,CLDN18,SCRIB,PRKAA1,CDC42,CRB3,MAPK9,IGSF5,AMOTL1,MAPK8,JUN,EPB41L4B,CACNA1D,TJP2	42	KEGG TJ (CLDN4 out)		18	16	15775
q4_drop_panel	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.6686451060762167	3.7764363193183117	0.000999000999000999	191	1.230146966229687	CCL5,CSF2RB,GBP4,TAP1,IL10RA,EPSTI1,IL15RA,STAT1,SAMHD1,FGL2,JAK2,SAMD9L,PSME2,PSMB9,PFKP,STAT4,OAS2,IFI35,LAP3,RTP4,TNFAIP3,VCAM1,STAT2,CASP1,XAF1	124	IFN-γ	0.001998001998001998	18	16	15713
q4_drop_panel	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.6808700614401759	3.4846526082415057	0.000999000999000999	95	1.230525631223829	GBP2,GBP4,TMEM140,TAP1,EPSTI1,SAMD9L,PSME2,PSMB9,IFI35,LAP3,IFITM1,RTP4,STAT2,CASP1,UBE2L6,SELL,IFI44L,B2M,OASL,IRF9,SP110,SAMD9,BST2,ELF1,CXCL11	60	IFN-α		18	16	15713
q4_drop_panel	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	0.763631886585595	2.6387677741009123	0.000999000999000999	21	1.7029816344961763	TAP2,TAP1,PSMB9,HLA-E,HLA-B,B2M,HLA-F,HLA-C,ERAP1,PSMB10,PSMB8,IRF1,HLA-A,TAPBPL,TAPBP,NLRC5,ERAP2,HLA-G	18	MHC-I / APM	0.001998001998001998	18	16	15713
q4_drop_panel	INTRINSIC_ISG	0.7526305772019795	3.528178171755426	0.000999000999000999	59	1.7247583079649254	GBP5,GBP2,GBP4,GBP1,EPSTI1,STAT1,JAK2,SAMD9L,OAS2,IFI35,IFITM1,STAT2,WARS,XAF1,IFI44L,OASL,IRF9,SP110,SAMD9,BST2,CXCL11,CXCL10,IFIH1,PML,MX1	46	intrinsic ISG		18	16	15713
q4_drop_panel	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	0.4957001652953855	1.4681254408218756	0.02197802197802198	12	0.46966837326642263	NLRC3,IFI16,TBK1	3	Reactome STING	0.029304029304029307	18	16	15713
q4_drop_panel	REACTOME_NHEJ_NO_HISTONE	-0.2638141366770145	-0.8568506430745725	0.5404595404595405	30	-0.5561665589059513	RAD50,BRCA1,LIG4,KAT5,TP53BP1,BABAM1,BRCC3,MDC1,RIF1,BARD1,PIAS4,HERC2,PAXIP1	13	Reactome NHEJ (no histone)	0.5404595404595405	18	16	15713
q4_drop_panel	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	-0.2814726364015255	-0.8911772125818431	0.4955044955044955	31	-0.5930890945460432	BABAM1,BRCC3,MDC1,H2AFX,RIF1,BARD1,PIAS4,HERC2,PAXIP1	9	Reactome NHEJ (full)		18	16	15713
q4_drop_panel	KEGG_TIGHT_JUNCTION_NO_CLDN4	-0.2524196084069452	-1.0403542482879817	0.3696303696303696	147	-0.34722981932578256	DLG2,NEDD4L,MAP3K1,ROCK1,PCNA,MICALL2,ROCK2,PPP2R2D,STK11,CLDN9,MARVELD3,PPP2CB,CLDN18,SCRIB,PRKAA1,CDC42,CRB3,MAPK9,IGSF5,AMOTL1,MAPK8,JUN,EPB41L4B,CACNA1D,TJP2	42	KEGG TJ (CLDN4 out)		18	16	15713
q4_immune_covariate	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.4666917561177236	2.6562102604068483	0.000999000999000999	191	0.4852460450918526	PFKP,GBP4,STAT1,TAP1,IL15RA,CCL5,RTP4,SAMD9L,IL6,C1S,CSF2RB,C1R,EPSTI1,IFI44L,LATS2,VCAM1,STAT2,BATF2,FPR1,PSMB9,IFI35,CD274,CXCL9,CXCL11,SERPING1	82	IFN-γ	0.001998001998001998	18	16	15713
q4_immune_covariate	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.5734783679781484	2.952665249404051	0.000999000999000999	95	0.6883189382709434	GBP4,TAP1,TMEM140,GBP2,RTP4,SAMD9L,C1S,EPSTI1,IFI44L,STAT2,BATF2,SAMD9,PSMB9,IFI35,CXCL11,PSME2,RIPK2,PLSCR1,IRF9,PNPT1,CXCL10,IFITM3,PROCR,UBE2L6,BST2	48	IFN-α		18	16	15713
q4_immune_covariate	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	0.6563001918786688	2.2915159116289243	0.000999000999000999	21	0.8994187920140484	TAP1,TAP2,PSMB9,HLA-B,HLA-E,IRF1,HLA-F,HLA-C,B2M,PSMB8,HLA-A,TAPBP,ERAP2,PSMB10	14	MHC-I / APM	0.001998001998001998	18	16	15713
q4_immune_covariate	INTRINSIC_ISG	0.6616049779375249	3.112532784930033	0.000999000999000999	59	1.0426934633514702	GBP4,STAT1,WARS,GBP2,SAMD9L,GBP1,EPSTI1,IFI44L,STAT2,BATF2,GBP5,SAMD9,IFI35,CXCL9,CXCL11,IRF9,OAS2,CXCL10,IFITM3,XAF1,IDO1,BST2,JAK2,IFIH1,IRF1	37	intrinsic ISG		18	16	15713
q4_immune_covariate	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	-0.34764784135749105	-0.8931331624003516	0.43156843156843155	12	-0.4879730831887157	XRCC5,XRCC6,TRIM21,NLRC3,DTX4,TMEM173	6	Reactome STING	0.43156843156843155	18	16	15713
q4_immune_covariate	REACTOME_NHEJ_NO_HISTONE	-0.2906150115723674	-0.9471880779953686	0.4255744255744256	30	-0.389099579035002	KAT5,XRCC5,XRCC6,BRCA1,BRCC3,RIF1,MDC1,PAXIP1,BABAM1,TP53BP1,BARD1,HERC2,PIAS4	13	Reactome NHEJ (no histone)	0.43156843156843155	18	16	15713
q4_immune_covariate	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	-0.3172335511642684	-1.0095872552400529	0.34665334665334663	31	-0.4460336296280705	KAT5,XRCC5,XRCC6,BRCA1,BRCC3,RIF1,MDC1,PAXIP1,BABAM1,TP53BP1,BARD1,HERC2,H2AFX,PIAS4	14	Reactome NHEJ (full)		18	16	15713
q4_immune_covariate	KEGG_TIGHT_JUNCTION_NO_CLDN4	-0.23744068852443723	-0.9826693287483297	0.47052947052947053	147	-0.31403313053383075	SRC,TUBA4A,CLDN15,ACTR3B,CLDN1,MYH9,RAB8B,CLDN18,JUN,PPP2R2D,ACTR3C,OCLN,MAPK10,CLDN9,WHAMM,MAPK9,MARVELD2,ARHGEF2,MAPK8,CDC42,TJP3,MICALL2,RAPGEF6,CACNA1D,TJP2	49	KEGG TJ (CLDN4 out)		18	16	15713
q5_drop_panel	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.6278606628280604	3.4469528645517813	0.000999000999000999	188	1.0502676369843407	CCL5,CSF2RB,TAP1,JAK2,GBP4,IL10RA,PFKP,EPSTI1,PSMB9,OAS2,STAT1,SAMHD1,IL15RA,FGL2,PML,IFI35,MTHFD2,STAT2,TNFAIP3,XAF1,SAMD9L,LAP3,STAT4,PDE4B,CXCL11	100	IFN-γ	0.001998001998001998	15	14	15318
q5_drop_panel	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.6294199526174515	3.117805422794284	0.000999000999000999	95	1.0524682429902956	GBP2,TAP1,GBP4,TMEM140,EPSTI1,PSMB9,IFI35,STAT2,IFITM1,SAMD9L,LAP3,CXCL11,CASP1,RTP4,PSME2,IFI44L,SELL,OASL,SP110,UBE2L6,IRF9,SAMD9,IFIH1,ISG15,CXCL10	49	IFN-α		15	14	15318
q5_drop_panel	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	0.7510342545842565	2.6519385430018674	0.000999000999000999	21	1.5495561072225255	TAP2,TAP1,PSMB9,ERAP1,HLA-F,HLA-B,HLA-E,HLA-C,B2M,IRF1,PSMB8,PSMB10,TAPBP,HLA-A,NLRC5,TAPBPL,HLA-G	17	MHC-I / APM	0.001998001998001998	15	14	15318
q5_drop_panel	INTRINSIC_ISG	0.7300909400433495	3.386994384534484	0.000999000999000999	59	1.570651233677108	GBP5,GBP2,JAK2,GBP4,GBP1,EPSTI1,OAS2,STAT1,PML,IFI35,STAT2,IFITM1,XAF1,SAMD9L,WARS,CXCL11,IFI44L,OASL,SP110,IRF9,SAMD9,IFIH1,ISG15,CXCL10,IFIT1	44	intrinsic ISG		15	14	15318
q5_drop_panel	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	0.37894714241034105	1.097048192694666	0.1068931068931069	12	0.32407732919502275	IFI16,NLRC3,TBK1	3	Reactome STING	0.14252414252414253	15	14	15318
q5_drop_panel	REACTOME_NHEJ_NO_HISTONE	-0.2543842395319929	-0.8099684723067869	0.5764235764235764	30	-0.41942395741678606	BRCC3,BABAM1,MDC1,LIG4,RIF1,KAT5,BARD1,PIAS4,PAXIP1,HERC2	10	Reactome NHEJ (no histone)	0.5764235764235764	15	14	15318
q5_drop_panel	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	-0.27573146311915236	-0.8840003230920701	0.5044955044955045	31	-0.45477581707864495	BRCC3,BABAM1,MDC1,LIG4,RIF1,H2AFX,KAT5,BARD1,PIAS4,PAXIP1,HERC2	11	Reactome NHEJ (full)		15	14	15318
q5_drop_panel	KEGG_TIGHT_JUNCTION_NO_CLDN4	-0.21775580799507543	-0.8970820152642139	0.6583416583416584	147	-0.2817856842571525	MICALL2,ROCK1,MAPK9,PCNA,CD1A,RUNX1,MYL12B,ERBB2,DLG2,PPP2CB,MAPK8,ROCK2,EPB41L4B,STK11,CACNA1D,PRKAA1,CLDN9,JUN,AMOTL1,MARVELD3,F11R,CDC42,ARHGEF2,CRB3,CLDN18	43	KEGG TJ (CLDN4 out)		15	14	15318
q5_immune_covariate	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.4286200470275948	2.3799271256427823	0.000999000999000999	188	0.4060094027678766	PFKP,TAP1,STAT1,GBP4,IL6,CXCL11,IFI44L,CCL5,IL15RA,EPSTI1,NCOA3,CSF2RB,RTP4,BATF2,STAT2,PSMB9,SAMD9L,OAS2,LATS2,IFI35,ISG15,VCAM1,PNPT1,CD274,MTHFD2	81	IFN-γ	0.001998001998001998	15	14	15318
q5_immune_covariate	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.5488141192405441	2.7333186888153698	0.000999000999000999	95	0.6361389170188526	TAP1,TMEM140,GBP2,GBP4,CXCL11,IFI44L,EPSTI1,RTP4,SAMD9,BATF2,STAT2,PSMB9,SAMD9L,IFI35,ISG15,PNPT1,C1S,CXCL10,IRF1,RIPK2,IRF9,EIF2AK2,PLSCR1,IFITM3,IFIH1	51	IFN-α		15	14	15318
q5_immune_covariate	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	0.631301890457452	2.2467328119588794	0.000999000999000999	21	0.8640471553956091	TAP1,TAP2,PSMB9,IRF1,HLA-F,TAPBP,HLA-B,HLA-C,HLA-E,B2M,PSMB8,HLA-A,ERAP1,ERAP2,PSMB10	15	MHC-I / APM	0.001998001998001998	15	14	15318
q5_immune_covariate	INTRINSIC_ISG	0.6662106818320582	3.0713178316265184	0.000999000999000999	59	1.0316985975030515	STAT1,GBP2,GBP4,WARS,CXCL11,IFI44L,EPSTI1,GBP5,SAMD9,BATF2,STAT2,SAMD9L,GBP1,OAS2,IFI35,ISG15,CXCL10,PML,IDO1,JAK2,IRF1,IRF9,XAF1,IFIT1,IFITM3	38	intrinsic ISG		15	14	15318
q5_immune_covariate	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	-0.3810329776196145	-0.9734930131067516	0.3336663336663337	12	-0.563274251147203	XRCC5,XRCC6,TRIM21,NLRC3,DTX4,TMEM173	6	Reactome STING	0.4448884448884449	15	14	15318
q5_immune_covariate	REACTOME_NHEJ_NO_HISTONE	-0.2492793874589432	-0.8007570401928041	0.5804195804195804	30	-0.3125629366005827	BRCC3,XRCC4,LIG4,XRCC5,BRCA1,XRCC6,MDC1,RIF1,KAT5,BABAM1,TP53BP1,PAXIP1,BARD1,HERC2,PIAS4	15	Reactome NHEJ (no histone)	0.5804195804195804	15	14	15318
q5_immune_covariate	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	-0.27368983805229025	-0.8834441876126687	0.4945054945054945	31	-0.3656303144507612	BRCC3,XRCC4,LIG4,XRCC5,BRCA1,XRCC6,MDC1,RIF1,KAT5,BABAM1,TP53BP1,PAXIP1,BARD1,H2AFX,HERC2,PIAS4	16	Reactome NHEJ (full)		15	14	15318
q5_immune_covariate	KEGG_TIGHT_JUNCTION_NO_CLDN4	-0.2118563904568331	-0.8789782524948794	0.6903096903096904	147	-0.29191842327656564	MARVELD2,CCND1,JUN,IGSF5,TJP2,ARHGEF2,MAPK9,SLC9A3R1,CACNA1D,ERBB2,RAPGEF6,MAP3K5,PCNA,ACTR3B,MAGI1,PRKAA2,RUNX1,OCLN,CD1C,NF2,MICALL2,CLDN18,CLDN9,TJP3,ROCK1	49	KEGG TJ (CLDN4 out)		15	14	15318
cont_drop_panel	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.5550873177016697	2.864848934190098	0.000999000999000999	191	0.9689134630123428	VCAM1,TAP1,CCL5,CSF2RB,GBP4,STAT1,EPSTI1,CXCL11,IL10RA,STAT2,PSMB9,PFKP,OAS2,FGL2,SERPING1,CXCL10,GPR18,IL15RA,TNFAIP3,LAP3,PDE4B,NCOA3,MTHFD2,ITGB7,XAF1	92	IFN-γ	0.001998001998001998	64	64	16353
cont_drop_panel	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.5577460067835278	2.588321241094741	0.000999000999000999	95	0.9053795522724432	TAP1,GBP4,EPSTI1,TMEM140,CXCL11,STAT2,PSMB9,GBP2,CXCL10,SELL,LAP3,SAMD9L,RIPK2,ELF1,IFITM1,RTP4,OASL,LPAR6,IFI35,B2M,IFIH1,CASP1,IRF1,ISG15,SAMD9	46	IFN-α		64	64	16353
cont_drop_panel	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	0.7123312433439053	2.376576518810883	0.000999000999000999	21	1.6527141361485425	TAP1,TAP2,PSMB9,HLA-E,HLA-F,ERAP1,HLA-B,B2M,IRF1,TAPBP,NLRC5,HLA-C,PSMB10,PSMB8,HLA-G	15	MHC-I / APM	0.001998001998001998	64	64	16353
cont_drop_panel	INTRINSIC_ISG	0.6547343381321775	2.8783463081834415	0.000999000999000999	59	1.357993267525276	GBP5,GBP4,STAT1,EPSTI1,CXCL11,GBP1,STAT2,GBP2,OAS2,CXCL10,XAF1,SAMD9L,WARS,IFITM1,OASL,JAK2,IFI35,IFIH1,IRF1,ISG15,SAMD9,BATF2,IRF9,IDO1,OAS1	36	intrinsic ISG		64	64	16353
cont_drop_panel	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	0.3473005611454068	0.9803113217655481	0.16583416583416583	12	0.3871548110821081	NLRC3,IFI16,PRKDC,DDX41,XRCC6,TBK1	6	Reactome STING	0.2211122211122211	64	64	16353
cont_drop_panel	REACTOME_NHEJ_NO_HISTONE	0.19779473782271997	0.7318069189233012	0.29270729270729273	30	0.013360120499021333	NBN,NHEJ1,PRKDC,UIMC1,UBE2N,ATM	6	Reactome NHEJ (no histone)	0.29270729270729273	64	64	16353
cont_drop_panel	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	0.1762895642917497	0.6427582409393576	0.3096903096903097	31	-0.053345701336412914	NBN,NHEJ1,PRKDC,UIMC1,UBE2N,ATM	6	Reactome NHEJ (full)		64	64	16353
cont_drop_panel	KEGG_TIGHT_JUNCTION_NO_CLDN4	-0.25799839099126526	-1.1323064553908826	0.1798201798201798	151	-0.33433932005863837	MAGI1,ROCK2,PRKAB1,NEDD4L,MICALL2,EPB41L4B,IGSF5,AMOTL1,NF2,MAP2K7,ARHGEF2,PRKAA1,CLDN9,CACNA1D,SRC,F11R,MARVELD3,OCLN,TUBAL3,MAPK9,JUN,RUNX1,ACTR3C,AMOT,PRKAA2	33	KEGG TJ (CLDN4 out)		64	64	16353
cont_spearman	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.5625266459151552	2.9855142311694625	0.000999000999000999	191	0.13799782694493262	CCL5,VCAM1,IL10RA,PDE4B,CSF2RB,GBP4,IRF4,TNFAIP3,IRF8,FGL2,JAK2,IL2RB,SERPING1,STAT4,CD38,PTPN1,XAF1,EPSTI1,ITGB7,B2M,ARID5B,LATS2,SAMHD1,LAP3,HLA-DQA1	110	IFN-γ	0.001998001998001998	64	64	16353
cont_spearman	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.4852306291912839	2.2948040709866824	0.000999000999000999	95	0.10184974291274526	GBP4,ELF1,SELL,GBP2,EPSTI1,B2M,TMEM140,LAP3,LPAR6,IFITM1,CASP1,C1S,PSMB9,SAMD9,IRF1,TAP1,RTP4,TXNIP,SAMD9L,OASL,IFI30,RIPK2,STAT2,HLA-C,PSME1	46	IFN-α		64	64	16353
cont_spearman	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	0.661632801077157	2.2479621195317487	0.000999000999000999	21	0.18743045081098839	HLA-E,HLA-F,B2M,HLA-B,ERAP1,TAP2,PSMB9,IRF1,TAP1,HLA-G,HLA-C	11	MHC-I / APM	0.001998001998001998	64	64	16353
cont_spearman	INTRINSIC_ISG	0.5708453714932566	2.5509976268150556	0.000999000999000999	59	0.15512405504409613	GBP5,GBP4,JAK2,GBP1,GBP2,XAF1,EPSTI1,IFITM1,OAS2,SAMD9,IRF1,WARS,DDX58,SAMD9L,OASL,SP100,STAT2,TRIM22,IFNGR1,IFI44L,IRF2,IFIT1,CXCL10,STAT1,PARP14	45	intrinsic ISG		64	64	16353
cont_spearman	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	0.3632624583769235	1.042644781413471	0.13986013986013987	12	0.03981088970977322	NLRC3,TBK1,IFI16,PRKDC,TRIM21	5	Reactome STING	0.1864801864801865	64	64	16353
cont_spearman	REACTOME_NHEJ_NO_HISTONE	-0.26137581316638675	-0.8881873102640248	0.42357642357642356	30	-0.04286067817192355	BRCA1,PAXIP1,BRCC3,BARD1,BABAM1,PIAS4	6	Reactome NHEJ (no histone)	0.42357642357642356	64	64	16353
cont_spearman	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	-0.25938121583153434	-0.8822946862338785	0.4035964035964036	31	-0.04209251497436534	BRCA1,PAXIP1,BRCC3,BARD1,BABAM1,PIAS4	6	Reactome NHEJ (full)		64	64	16353
cont_spearman	KEGG_TIGHT_JUNCTION_NO_CLDN4	-0.24054761763143398	-1.1086819449375827	0.18981018981018982	151	-0.021503774955450305	ARPC5L,MICALL2,CLDN9,SRC,ERBB2,RAC1,MAPK9,ACTR3B,MYL6B,AMOT,CDK4,IGSF5,MARVELD3,TJP2,PRKAA2,LLGL2,CCND1,ARPC1A,MARVELD2,TUBAL3,CRB3,MAP2K7,CLDN15,CLDN3,PARD6A	26	KEGG TJ (CLDN4 out)		64	64	16353
cont_immune_covariate	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.2397212473440182	1.245058290262065	0.002997002997002997	191	0.12619270773110342	VCAM1,TAP1,PFKP,LATS2,CXCL11,STAT1,NCOA3,STAT2,BATF2,MTHFD2,EPSTI1,GBP4,IL15RA,PSMB9,PSMA2,SERPING1,CSF2RB,CXCL10,RIPK2,TRIM25,PNPT1,OAS2,RTP4,PSMB2,SAMD9L	64	IFN-γ	0.005994005994005994	64	64	16353
cont_immune_covariate	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.29136062395941487	1.3559232215628445	0.00999000999000999	95	0.27561677519815764	TAP1,CXCL11,TMEM140,STAT2,BATF2,PROCR,EPSTI1,GBP4,PSMB9,CXCL10,RIPK2,TRIM25,PNPT1,RTP4,SAMD9L,OAS1,ADAR,ISG15,LAP3,GBP2,IFI35,C1S,IFITM3,IFIH1,IRF1	34	IFN-α		64	64	16353
cont_immune_covariate	CUSTOM_MHC_I_ANTIGEN_PRESENTATION	0.5814685211280283	1.943379133369816	0.002997002997002997	21	0.8415569516580965	TAP1,TAP2,PSMB9,HLA-F,HLA-E,ERAP1,IRF1,HLA-B,TAPBP,HLA-G,HLA-C,B2M,PSMB8	13	MHC-I / APM	0.005994005994005994	64	64	16353
cont_immune_covariate	INTRINSIC_ISG	0.424442741564771	1.882923233392881	0.000999000999000999	59	0.5607952391063586	CXCL11,STAT1,STAT2,BATF2,EPSTI1,GBP4,WARS,GBP5,CXCL10,OAS2,GBP1,SAMD9L,OAS1,XAF1,ISG15,JAK2,GBP2,IFI35,IDO1,IFITM3,IFIH1,IRF1,SAMD9,IRF9,PML	29	intrinsic ISG		64	64	16353
cont_immune_covariate	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	-0.3865871247931543	-0.990448879622463	0.3166833166833167	12	-0.441247495828442	TMEM173	1	Reactome STING	0.3166833166833167	64	64	16353
cont_immune_covariate	REACTOME_NHEJ_NO_HISTONE	0.306586421883528	1.138146901867788	0.07792207792207792	30	0.1624791737155731	NHEJ1,NBN,PRKDC,TDP2,UIMC1,UBE2N,RNF8,UBE2V2,RNF168,DCLRE1C	10	Reactome NHEJ (no histone)	0.10389610389610389	64	64	16353
