gene	stat_low_vs_high
GMDS	0.8470778104614073
LINC00299	0.8469276734134784
CFAP57	0.8469090848191638
TNFAIP8L3	0.8467637505146072
KRTAP4-1	0.8464622201834173
CRYGN	0.8456780767362527
LINC01572	0.8454208064244858
SRP72	0.8453105415541202
RUSC2	0.8449347077911191
ADAM23	0.8448934874133944
BCAS2	0.8443357893019904
TYSND1	0.8435618573136138
GPS2	0.843518585393898
IGHD	0.8433513996247715
LCTL	0.8433457786730101
PAK1IP1	0.8430553983619394
CCAR2	0.8420927835700056
LENG9	0.8415008237009131
HNRNPA1	0.8412625778630508
AKT3	0.8400292043806565
ZSCAN1	0.8389616153931091
NLE1	0.8388610143730844
DMKN	0.8387125633600198
POMP	0.8382069978698719
C11ORF21	0.8379968257697371
MTMR11	0.8371045821396833
FAM156A	0.8370955895475163
IGLV3-19	0.8365360479527605
RBPMS2	0.8364502629184488
POMK	0.8361284108423935
CBL	0.835879703357339
YPEL5	0.8357298605319569
ARFGEF2	0.835540587689073
SEL1L	0.8349671221840778
EEPD1	0.8348054858383774
OGFR	0.8346555263329
RPL31	0.8333723446992322
COL26A1	0.8324817561350077
TIMMDC1	0.8317120737740261
CFI	0.8313668346861663
KDELR3	0.8304326518213397
KPNA1	0.8291589800778759
ELOVL5	0.8285968752240834
CCNG1	0.8281178075694768
UROS	0.8280323818190746
FBXL13	0.827680639209363
FKBP4	0.8273129470268704
PPIP5K2	0.8272997559075382
SYMPK	0.8270665753903732
TAC3	0.8269102058184786
CLDN5	0.8263493104496282
RNF166	0.826276770891202
CCDC113	0.8262415990304911
AGFG1	0.8261863137020191
ERO1A	0.8260021691760732
TMEM139	0.8255612305501062
CCL22	0.825420901777157
ELFN1	0.8249425861436742
RAB32	0.8235067048884281
PABPC4	0.8232479623876688
PARP10	0.8231530313093066
CD1D	0.8230667276236645
C3ORF38	0.8230446567783696
ANKLE2	0.8229691209610586
BLVRB	0.8228685340816888
EPS8L1	0.8222308936508551
ORC1	0.8217185456475781
SLC6A4	0.8210109995193723
ZFP82	0.8209108310058316
CXORF40A	0.8205122624313225
RANBP3L	0.8201855088524737
EIF2B3	0.8200014137231534
IGSF11	0.8193650290522579
RMRP	0.8188767589355314
LINC01116	0.8188104678150369
HLA-DOA	0.8181759105696469
RFT1	0.8177361483204392
NPC1	0.8176599963035494
FAM118A	0.8175311526190515
LLPH	0.8171623820763452
CA2	0.8169403332428209
CLIP1	0.8162663217094356
MRPS12	0.8162116285684706
PDGFB	0.8161117324386924
ASB2	0.8159160328155025
KBTBD8	0.8153363989204468
DPP3	0.8147081590336634
MFAP3L	0.8135612963832424
TICAM1	0.8134170797757868
PRKCG	0.8129478367160228
TNXB	0.8124411556640398
POU6F2	0.8121008697627214
CCDC153	0.8104324751502839
THOC5	0.8094128782819717
PTPN14	0.8089909789714547
CDH5	0.8089209830872072
HCAR3	0.8087776382500522
GFM2	0.8086938269217065
GDA	0.8086506758237069
PLA2G4C	0.80815191598502
LACC1	0.8067608784048772
F10	0.8064126724489084
GLMN	0.8061267776473783
C12ORF10	0.8053429249759262
PPP2R5D	0.8049402143152096
FCER1A	0.8045726120495339
PUSL1	0.8043037698071356
HIST1H2BM	0.8043003569476169
MUC5B	0.8037816747747365
ZDBF2	0.8027483910761032
RP1	0.8025631124962781
ACTN2	0.8020287460143756
GARS	0.801753486028707
TEX264	0.8016870851272041
IMP4	0.8016718352405141
ASMTL	0.8012914938753898
SMAD3	0.8011462698171659
TRMT1	0.8010695698210525
ZKSCAN7	0.8008991227878881
RPS23	0.800746597951347
PRELID1	0.7998151301737723
HDAC3	0.7996863441244423
LAMB3	0.7992494843553867
RBM42	0.7987146724300662
IQUB	0.7980179571972437
MPV17	0.7973827893226402
CYGB	0.7973688955755078
GPR157	0.7968893894510242
HDAC10	0.7967671697778893
PARL	0.7966450489772331
SEC24A	0.7953249920053496
IGLV2-14	0.7946783959526782
TMBIM4	0.7941705630593837
NIM1K	0.7938077388197804
IGKV3-20	0.7937080011114828
DLEC1	0.793599816914148
SPAG8	0.7933858581851244
SLC6A6	0.7933462083651823
ACE2	0.7932473239865183
RNF135	0.7926172316382167
SRD5A3	0.7920668629816755
CYLD	0.7917779392863701
CFAP70	0.7912020374783043
POLR2G	0.7910889777257692
TPM3	0.7907107698661769
EFHC1	0.7905986515311411
FXR1	0.7899333080392466
TGFBI	0.7899305520078389
TINAG	0.7898622939328177
UBE2L3	0.7894948600914841
TFRC	0.7894050420197146
CNBP	0.7886497317431332
PUF60	0.7884837106100635
ZC3H3	0.7874968828268939
TMEM258	0.7874143751588264
PDGFD	0.7872322245147595
NELFE	0.7867284040209961
MB21D2	0.7865934417591476
TCOF1	0.7864763679816729
PALLD	0.7855444117744425
RAVER1	0.7855091325511478
DHRS2	0.7850945293228406
ADCY10	0.7850533845145351
MAFTRR	0.7850176054261537
ATXN7L1	0.7847342661191784
RPS24	0.7841260325731396
KIF1C	0.7840631627054505
C11ORF16	0.7822725684561813
RAB10	0.7820332299609002
NSUN6	0.781184480206876
ACRBP	0.7809966091117329
DDX41	0.7809751627069282
PXK	0.7799097641575845
AOC3	0.7798557421841118
DNAH3	0.7791827609431782
GTF2H2C	0.7789016462067665
TBCCD1	0.7787323125165606
PFKFB3	0.7780340684430347
AFP	0.7778476138899829
CTSC	0.7776052363513623
AGPAT4	0.7771120409768372
FAM162B	0.776976776977871
PRR5L	0.7767151187620313
SMN1	0.7765954155446217
FCRL6	0.7761519930328215
PPBP	0.7760826371842339
ATP11B	0.7758590068369896
STPG1	0.7756548712356898
BCAS1	0.7755430317466091
LCA5L	0.7753025942815999
SMIM3	0.7750261570282307
SLC14A1	0.7746049544634089
DAZAP2	0.7746021985877846
CCNA2	0.7742187686528053
ELL2	0.7739246689833612
A2ML1	0.7738129302488002
NTNG1	0.7733148814148251
RGS14	0.7729892597509004
CYCS	0.7729383127225634
MUS81	0.7726775106966101
TRAPPC1	0.7726732359869087
LPO	0.7725279440300695
C2ORF50	0.7724545330325553
MAFK	0.7717382928654919
STAG1	0.7717055704597776
CFAP43	0.7714413437951381
COPB2	0.7703237085248646
CBWD1	0.7697774325758787
TNS4	0.7689553028629501
SRM	0.768731092503244
IMPDH1	0.7686361494400208
TAX1BP3	0.7682825973727623
FOXF1	0.7681558243886049
GAS7	0.7679865289411779
LINC01234	0.767789182445344
ZNF331	0.7676379925791958
HAND2	0.7675949332906282
FAM98A	0.7668978773324915
MYO18A	0.7668352604290277
PARP4	0.7665974470462128
SFMBT1	0.7656852002264649
C12ORF43	0.7655064148993586
DSCAML1	0.7650814220347675
MAPK15	0.7650328824765472
FGD2	0.7635799678098437
LINC00491	0.7629415113363966
RNASE4	0.7629062577780035
RNF122	0.76267991189097
FAM135A	0.7625094002764662
TBP	0.7617041310291284
CDK7	0.7615792931746335
CXCL12	0.7614694715207465
BATF	0.7601283526931916
RPL37A	0.7599935501811816
CHRM3	0.7599018985621964
AGTPBP1	0.7596255340174715
APLNR	0.7594915640740275
MAG	0.7591554608538188
SPATA24	0.7582226195518088
DUSP14	0.7574940584533524
EBF1	0.7572278298251744
P4HA2	0.75705440838393
HMGXB3	0.7570387210326295
ZNF582	0.7567772224538756
IL1RAP	0.756738590334904
CCDC60	0.7554316085605701
CLDND1	0.7553301214868435
CHIT1	0.7552817351206392
AKR1B15	0.7550445551198768
ANPEP	0.754752613487667
WRAP53	0.7546562814243641
GIPR	0.7546539507673083
BUB1	0.753708248438385
AMPD3	0.7535659611757781
USF1	0.7535389480230873
C1QTNF4	0.7535141873267268
PLEKHN1	0.7533866183661252
PPP2R2A	0.7529488034973006
ZBBX	0.7526842719942967
RPS27	0.7515931150273412
PKP2	0.751392944004496
FBXO32	0.7510210017005466
RPL15	0.7509899173261343
PRIM2	0.7508972718207777
EPHA6	0.7506486410714471
MRPL15	0.74993413140638
RAB7A	0.7496555027948703
MYH3	0.7490982905924404
PDZK1	0.7489474373810686
AAAS	0.7478671806029287
POLR3B	0.7477685774634643
CNOT10	0.7476766567952174
FRZB	0.7474138479469559
TRAPPC10	0.7468850883676157
CFAP54	0.746430320285538
DNAH7	0.7442307262345784
MRPS27	0.7440099522469547
GOLGA8Q	0.7439819573559069
PELO	0.7438054721436804
HIST1H3I	0.7437940284005361
AGBL3	0.7437117948429471
ZNF90	0.7429836196996586
LYPD2	0.7429470848180367
CCDC78	0.7424774760789219
OSER1	0.7423794312225487
COMMD6	0.7420172126343673
TSPAN19	0.7419822820059052
DNAH6	0.7414260506678337
ATM	0.7412439030737418
MT1F	0.7411781304757337
CEPT1	0.7405370830263172
UBE2D2	0.7405140414816368
HTRA2	0.7404173161224812
YBX3	0.7399871819039171
NBPF9	0.7391288126549266
RPP40	0.7390395927454001
CD300LF	0.7390108973739026
C12ORF66	0.7382749197170262
LINC01011	0.73804106608787
EFCAB12	0.7379393499625312
FGD3	0.7368131312929713
PPP1R15A	0.7366333199873684
NDUFA9	0.7362643249153944
PFDN1	0.7360933237320697
CCDC190	0.7359241148699716
LRRTM2	0.7353271069348299
CHST15	0.7352868400134266
CIITA	0.7346457945863752
H3F3C	0.7344116577808608
PSMG4	0.7338645844578296
CAPZB	0.7327407849170694
NCEH1	0.7323614573569611
LINC00106	0.7323461375021315
SPAG17	0.7312904391697989
RNF207	0.7306810091297886
NEGR1	0.7298250900703237
TPBG	0.729756443150526
CLNS1A	0.7292217399601715
DNAH1	0.7288868724464657
LTK	0.72869788851044
NR2F2	0.7285026984874595
ADAMTS8	0.7283736257289594
INPP5K	0.7280333920887747
MAP3K19	0.7278577504814281
DCDC2	0.7277568984950853
DNAJC1	0.7270646944496872
HPDL	0.7258642060594436
HERC6	0.7249219204139039
TOM1	0.7248073613621893
MMP1	0.7243133769447977
MAP7D1	0.7238890824052518
ANXA11	0.7237992351121468
ADCY3	0.7235860015760215
PIGZ	0.7234809350193491
TP53AIP1	0.7230937207159679
SYT11	0.7230359473163004
PDK1	0.7223266010600263
LINC00840	0.7221534304945634
COX7A2L	0.7216715112580924
AVPR1A	0.7211449719280743
POLN	0.720950524720308
ZFHX4	0.7208767625554463
RPS16	0.720842108858481
C20ORF85	0.7204080575340808
FSTL1	0.7201260289470516
KLKB1	0.7199865373519531
AGPS	0.7197123205367778
HIST4H4	0.7196605272349544
NOC3L	0.7195671785256011
TRIM63	0.719532012175547
AKR1C1	0.7195199720593106
RPP30	0.7193867805757878
IL13RA2	0.7190984522825677
MORN2	0.7190289622880821
HLA-DQA2	0.7189411153776962
TAC1	0.7189053250793673
HSPA1L	0.7187402484582288
G0S2	0.7184364423139606
WFDC1	0.7182094273805651
CPEB2	0.7176008716510417
SNRPC	0.717354506349328
C4B	0.7173313683255365
CCDC3	0.7172542309968951
UBE2Q2	0.7172110011382198
SCN4B	0.7169098013763052
GMIP	0.7163746762784459
TNFRSF10D	0.716357842652292
KRT4	0.7153830337528725
NFATC1	0.7153089607531097
SMARCB1	0.7149435980847143
ZNF585B	0.7148786320872453
ARHGEF3	0.7143784455397235
UCHL3	0.7140974326907694
CFAP73	0.7135858837153713
SCN11A	0.7131234862892115
ABCC1	0.7131055435459234
ZNF565	0.712855816619124
KIF21B	0.7127482688196369
PRR34	0.7127148965070838
CFAP69	0.7113646472980334
SFR1	0.7113005437687576
MAEA	0.7110415527570865
GLDC	0.710457657544982
FAM83D	0.7101955357436621
RPL28	0.710174495996938
ARSB	0.7095294299485044
ARMC12	0.7095271170798925
COLGALT2	0.7094667897153497
MPPED2	0.7092638112764725
TIPIN	0.7091472409763374
TFPI	0.7076511647026612
DENND2A	0.7075450618695907
PLXDC2	0.7072398719799435
STT3A	0.7069245994236575
ANKK1	0.7068080690356133
NEK5	0.7067945899125077
PPP4R2	0.7065823143483447
TMEM220	0.7059480196304393
FILIP1	0.70518594078921
TMEM160	0.7049288759515128
TMEM189	0.7043331761572218
ARHGAP21	0.7039825412473787
CHCHD10	0.703845170138757
CCR10	0.7034712165466303
METRN	0.7032320935270577
THAP1	0.7030548216265194
MON2	0.7029239316352631
GJB5	0.7026629695055805
TCTN3	0.7024059329263976
ADM5	0.7012446020653524
TLCD2	0.7010866760037107
FBL	0.7010407798006745
UTY	0.7006322715133414
EMILIN2	0.7003903305345389
CROT	0.7000253014348938
ALDH3B1	0.6998504406340953
IRAK3	0.6998231616287475
RNF114	0.6997998661993211
EMG1	0.6996948625123683
NAV3	0.6995350380917766
SPCS3	0.6991422088163342
MYO1C	0.6990155740498388
PRKCE	0.6987148029772716
ARSA	0.6982371165649515
GCNT4	0.6975509092514988
DNAH2	0.6972609379769388
FAM98C	0.6972357498552679
RPS28	0.6969873869518667
MIA2	0.6968491865794224
RPS21	0.6967051064537754
DAD1	0.6966515186585573
MPHOSPH6	0.6960880891559016
PLAG1	0.6959685757468991
GHITM	0.6955159019693373
FJX1	0.6951972872989989
RAB9A	0.6951263194895162
NIT2	0.6947569978912355
SOHLH2	0.6947403398465299
PCDHGB6	0.6942476021558102
TRAPPC5	0.6941284519578248
SFXN3	0.6936508214249848
XXYLT1	0.6936427982572306
ACOX3	0.6930251919479129
ANKRD31	0.6930206833769657
ACTR5	0.6926426489974732
MGAT2	0.6923109975048398
PITPNM1	0.6917177342376166
CUBN	0.6911436844381714
CCDC58	0.6911395651474456
ABCC10	0.6906920374992244
MMADHC	0.6897918996796779
FGA	0.6897295134442
DCP2	0.6897088180504788
CDNF	0.6894264046012989
RPS18	0.6893747486748285
RASAL2	0.6892203665438621
MFAP4	0.6890841522935788
SPAG7	0.6880973397295389
PAM16	0.6875077872788169
EIF3M	0.6871306597495548
LLGL1	0.6869060095084566
RCN1	0.6857309806119775
CYP2B6	0.6856903354669519
HIST1H3G	0.6848382482499068
LRRC4C	0.6847191118886792
ADAM10	0.6843500644171517
MMP28	0.684180964501707
B4GALT1	0.6834058587336578
MRGPRF	0.6830979433876745
ZNF383	0.6825933689698209
PATL1	0.6824132711422304
TSPAN33	0.6821557257771845
PSMB5	0.6813797812713583
GLI3	0.6811906991285022
DGKQ	0.6811263128285143
ITGB8	0.681118916205699
PHF1	0.68103516746654
RPS6	0.6809213050289074
ZNF560	0.6808883635500601
AAK1	0.6795082508216763
HR	0.6791640105852538
TRAF5	0.6788708786768065
UBE2D3	0.678831741875929
RPF1	0.6787859317758167
TPT1	0.6787168286435333
PNMT	0.678535163612117
GRAMD1C	0.6770498638808324
ADAM9	0.6769626226205341
PSORS1C1	0.6768399541675788
ABL2	0.6761891009815195
DPM1	0.676100507963302
FYTTD1	0.6760205372023342
MAK16	0.6754616683833149
OSMR	0.6753674106247965
HSPA5	0.6752974636011819
MOB3C	0.6751728614773247
HNRNPF	0.6747355567171289
HIST1H2BL	0.6740620666513569
FAM174A	0.6739135578225278
MYO5A	0.6736378945680006
AP4B1	0.6736016785301456
ARPC5	0.6731887046552226
THBS1	0.6729759786872648
DNAH10	0.6728963632296734
SLC27A5	0.6728335989690775
CPNE8	0.6717991411750123
WNT2B	0.6710287159092446
NFKBIE	0.6710008461471496
B4GALT4	0.6706481478611478
ACAD11	0.6704587537940527
GAS6	0.6696836634495484
DNTTIP1	0.6689581272480964
PCOLCE2	0.6686309327069019
ZNF101	0.668420802945117
RFX8	0.6682707180957345
HERC5	0.6681761087190494
MMD	0.6678239287191944
ABLIM3	0.6676173736052481
PTX3	0.6667402473228209
SRP19	0.6663318276237022
HNF4A	0.6658189064848222
PHACTR2	0.665815263051393
TMEM223	0.6652020199884144
KIF2A	0.664496492631883
CENPW	0.664105845886207
ZNF185	0.6640686821750327
BSG	0.6635463361904815
CHMP7	0.6632880201939351
PPP1CC	0.6628047897469089
NOP14	0.6626424756782865
MYOM2	0.6625754983166174
POLR2J2	0.662145038326019
UBLCP1	0.6619098461223236
GPR162	0.6612892281446147
RAET1G	0.6607540273520296
COX7A2	0.6603447367679851
LINC00470	0.6599353419564284
ACO2	0.6593626616677746
SIPA1	0.6585182121595399
C6ORF15	0.658188075011061
ZDHHC2	0.6579028980089443
ZSCAN18	0.6578130993838864
HIST1H4J	0.6575056980240184
MEIOB	0.6571033123292234
STXBP6	0.6569513104743535
ARRDC3-AS1	0.6553588149643734
CDCA2	0.655077683509685
TRAF6	0.6548051685907141
CYSTM1	0.6547502882835253
C21ORF91	0.6543622724344725
CFAP100	0.654159160278775
QTRT1	0.6535452880576748
CCDC89	0.6532326287251782
C11ORF80	0.6529259438625677
ZFAT	0.6527658114377713
MILR1	0.6526865260131215
PTAFR	0.6521404455970612
SMIM13	0.6516397155565313
ID1	0.6516094001459154
STBD1	0.6515925956617852
SYNM	0.6513328902988478
IFT74	0.6505426785989928
PFKL	0.6505426410008088
SERPINB1	0.6501150658790402
SLC25A26	0.6500927844777856
TSHZ3	0.6491805419199972
PIH1D1	0.6489275969439966
TSPAN18	0.648773344501808
LEPR	0.6484502118628834
HGSNAT	0.6483384440269455
CFAP77	0.6480391020056314
AC010894.3	0.6469366585842905
LRTOMT	0.6463306083341548
ELP4	0.6461814133788985
GALNT6	0.6450999446587921
NCOA4	0.6448824477234482
HIST1H2AL	0.6445323401197061
SLC46A3	0.642896908650524
YIF1B	0.6428549399477891
MGARP	0.6419203714902602
IL17RA	0.6412086716863524
LGALS3	0.6410308213857098
TIMM22	0.6406907321951802
RPL21	0.640680215000231
APPL2	0.6406288017721445
ZNF665	0.6406159011731399
KNTC1	0.6403884890154542
TGFBR2	0.6403813848854402
PNP	0.6398051420101212
ATP6V0E1	0.6397073306381761
CLEC7A	0.6396338189209891
CDH3	0.6394423575223658
EIF4A2	0.6393147967601057
RGS9BP	0.639073005362659
AGMAT	0.6390091620216222
KCNAB2	0.6386842567008553
FUT10	0.6379167478095809
NDUFAF4	0.6375343757528762
SPATA12	0.6374813980950794
VSX1	0.6368213912949778
SFMBT2	0.6367845326155891
TIPARP	0.6366263847591214
SPSB1	0.6365943562759236
NR4A2	0.6361615606021219
IQCH	0.6360611187943388
PLGRKT	0.635917595465484
SNX3	0.6353307961779426
CRISP2	0.6347912201782471
STX5	0.6340909760848547
KDM2B	0.63402970642678
FIP1L1	0.6336498162222296
SPINK6	0.6336192383617455
IGLV4-69	0.6334494595267723
ACOT8	0.6331688245278363
CD9	0.6328756516978322
SMNDC1	0.6313162394065288
IGHV1-3	0.6312685651912692
HSPBAP1	0.6310410182023567
HGD	0.630864704328986
NDUFAF3	0.6302591703804863
PC	0.6301271454564752
CNN3	0.630016932774453
MIATNB	0.629981389628519
PPIC	0.6295665171556534
PPP2R1B	0.6276918362075055
ADGRL3	0.6273057588379162
COL9A3	0.6271126984920956
SKI	0.6269036878136053
CKM	0.6268077742387287
B4GALNT2	0.6262584720721841
LINC01597	0.6254592410305466
ARMC8	0.6252949696332943
SEMA4B	0.6249004974426756
ARF5	0.6246319495278839
CNRIP1	0.6230963647397181
DIS3	0.622531656632514
GALNT3	0.6221047980977688
THOC7	0.6220182293943605
BCAN	0.6213984787240995
PIK3CA	0.6212207426606464
FBXO10	0.6210515882293165
WTAP	0.6206493037802094
PDXK	0.6195367428480697
CHST9	0.6192339690478804
FHL1	0.6182610409358343
TUSC3	0.6180714219131016
SPATA21	0.61745917238165
HPS6	0.616678251585471
NOL10	0.6165353769656059
ARL6	0.6160868792241688
MCRS1	0.615874735611517
SARAF	0.6156895459199678
RNF32	0.6145746965707757
TPRG1	0.6145746596351848
SLC45A4	0.6145506590900672
LIX1L	0.6144960982196735
MED11	0.6138866542550359
LINC00665	0.6135870732246967
ITLN2	0.6132326679009256
CAD	0.613191817973104
ZNF274	0.6127696552994295
SUPT3H	0.6126118802259684
CSTF2T	0.6121556833574975
SDF4	0.6120709854269868
KCNQ5	0.6118740960135697
TYW3	0.611777257774221
MGAM	0.610613757944444
BACH2	0.6104411180010376
OGFOD2	0.6104185968319066
RPS12	0.6102638419866916
AZGP1	0.6099929308399921
REEP4	0.6099005813720885
TFB1M	0.6096742519436369
LY6G6C	0.609576969382644
TEKT3	0.609348307474107
TCIRG1	0.6091033707554314
TRIM25	0.6090591895571394
DDX1	0.6090331521598648
TTC21A	0.6081420804215256
BCL6B	0.608135850264533
SGK1	0.6080142438863585
TRBV30	0.6078071605587917
HECA	0.6075691110321778
SFRP1	0.6073244366323616
CD163L1	0.6066572546418374
DDX10	0.6062276838497714
QRICH1	0.6058771586527372
HMCES	0.6057953001305961
CTSD	0.6057565547865624
CDSN	0.6056300694983926
MSLN	0.6049476615922067
BNIP3	0.6046917144697913
PARP8	0.604668081148853
ACTRT3	0.6045998607739134
CYP1B1	0.6043172080458952
NUDT1	0.6041658354513234
CASP4	0.6035602525851069
LHPP	0.6031960752224268
CHST13	0.6031542018440373
NAP1L3	0.6030273368382943
HOXC4	0.6029949857337726
RFX3-AS1	0.601009068274168
ADGRF3	0.6009979712985464
RAP1GDS1	0.6002538894930487
ZFP2	0.6002021646185716
POC1B	0.6000313183010673
PDCD11	0.59995239066264
GRHL3	0.5998893798234219
TAOK3	0.5988298966461306
TWISTNB	0.5979651269800069
P3H2	0.5976923308119243
GLRX3	0.5976711528136052
CALU	0.597526198852758
RRS1-AS1	0.5969250945347049
HNF4G	0.5967574242301
PRSS21	0.5966032236646632
ANGPTL2	0.5964954084641302
EFNB2	0.5962172169476744
SERTAD2	0.5958014688977026
CTSV	0.5953215321297379
HBS1L	0.5952370377217939
RPL18A	0.5951619804114765
COX19	0.5948649918054398
GAN	0.5944092024396949
RBM22	0.5936673296843629
GLB1	0.5934033736517645
TDRD9	0.5929416003006395
DIAPH1	0.5928003959871986
NETO1	0.5924325303942605
MCEMP1	0.5924324959248397
SPESP1	0.5923033968500073
TICAM2	0.5913375744778173
COX6B1	0.5910252952565147
CEP85L	0.5901175224241479
NUP54	0.5899745278190753
CPA4	0.5898559991978162
SENP5	0.588668184146435
GYG1	0.5880025220963205
CEP57L1	0.5879005926485005
HMBS	0.5876177121735471
DNAJB6	0.586381010018957
REEP6	0.5852986718861476
FAM83A	0.5848040297001079
SEC22B	0.5844656585910101
OIP5	0.5842699843480212
RARA	0.5836617521624577
NME1	0.5834908944730254
MORC3	0.5834442024322609
AKNA	0.58272306343942
SNAI3	0.582717285989951
CPD	0.5826451452656232
FCN3	0.5819493497508618
GJB4	0.5819018723168228
EIF2A	0.5816769395631293
AC009120.5	0.581660653491131
VPS37A	0.581628913475026
OSTC	0.5812068343414302
CNPY4	0.5810951609609387
EIF4H	0.581011751485059
EIF5B	0.5809324646842315
C5ORF30	0.5808371774061285
EEFSEC	0.580774999894078
EOMES	0.5803119441049943
NIFK	0.5802364137958733
MTHFS	0.5800926626048987
IL27RA	0.5800698099777551
PRKAG1	0.57968778566858
C5AR2	0.5789815027659015
YAP1	0.5788013351741518
MAML2	0.5786501483859443
AP5Z1	0.5784432003966143
RPS17	0.5783097606132125
IL20RA	0.5782105546691513
C18ORF54	0.5774329211735639
SDHA	0.5772661311387768
FAM114A1	0.577009324911216
PCDH18	0.5764624033541098
SHMT2	0.5761583098170915
DMD	0.5760499169400783
EPHA2	0.5757872544347235
DAB2	0.575340678693541
GCN1	0.5739386700510822
BTN2A1	0.5731686027006311
ZNF599	0.5729694100659396
PAQR7	0.5727612934062838
LETM1	0.5726149959128122
SLPI	0.5725009248903403
GTF2H4	0.5709041596472398
ZCWPW2	0.5708954764061028
NDUFA3	0.5707937850329112
OSTM1	0.5705768057704625
LBX2	0.5704170637941731
TNFRSF10A	0.5702361763180566
FXYD7	0.5702101659804866
GULP1	0.5701223280391995
RPL18	0.5694469142402204
GDI2	0.5688756926769424
RIIAD1	0.5683378872019853
CPT1C	0.5681238268022181
MTA2	0.5678264174393719
LINC01473	0.5677915845789605
BMP4	0.567522544295104
LINC01460	0.5675102354234308
SORBS3	0.5670811849494843
RDH16	0.5670262532086298
SLC18A2	0.5670200689392966
POU3F3	0.566954351056264
CCDC71	0.5662414903835066
LINC01139	0.5661492588166265
PKHD1	0.5655663537859529
FAM183A	0.5653691895995995
PPAN	0.5649757475971957
NOTCH2	0.5649587155394448
SLIT2	0.5648706602846031
SNX24	0.5645657330154596
SDHD	0.5643207394444401
CXCL1	0.5641125985252162
ZNF490	0.5637801161225561
BIN3	0.5629340939069853
SMYD5	0.5629153639749449
CBLB	0.5626861459040166
PEX2	0.5626099538148325
PGAM2	0.5621419818771402
SCUBE1	0.5620861309209784
RGPD5	0.5619243852551724
CDH24	0.5619236800992303
DENND5B	0.5616909008238902
SMIM19	0.5615867464735367
RPL13	0.5615840267674969
TREM2	0.5613871093847143
DPYD	0.5607468841110749
TENM3	0.5607049422934334
KMO	0.5605579968598997
HIST1H3H	0.5604979068321418
TMPRSS11E	0.5604875548684101
AUNIP	0.5604606128067579
FADS3	0.5597351256806373
CDPF1	0.5594848809881221
ALS2CL	0.5594353368797517
TPX2	0.5591785060848511
LRRN4	0.5585297464204462
IGLV3-10	0.5582603242528097
MLLT10	0.5564097978053894
LINC00871	0.5563741014119522
INCENP	0.556214275013527
XRCC6	0.5557827603152449
RILPL1	0.5554891710645512
JARID2	0.5550258590740275
PTH2	0.5548795918768348
NPIPB6	0.5545956248404045
ALDH3B2	0.5544658653221182
MAP4K2	0.5540940185300437
ANXA7	0.553807513657672
FAH	0.5526919090391575
EIF2D	0.5524993927061906
MRI1	0.5524993072403371
ATXN1	0.552157529490546
PSMB3	0.5521404225577844
SHANK3	0.5521274115457504
PRMT1	0.5520639847510953
GPER1	0.5520485138360249
SLC39A14	0.5519762218327856
BCL2L14	0.5518142424159861
COX7C	0.5516715179226422
PCED1B	0.551565239720677
COL6A5	0.550988834083394
IZUMO4	0.5508165144739664
ALDH1B1	0.5494497378563864
MLIP	0.5493206606638268
RPUSD4	0.54896455093289
ANKRD13A	0.5489198898826585
GSS	0.5488565822864054
PRNP	0.5487480877629208
SPRR3	0.5478469126632088
QPRT	0.5478046582001213
IFT27	0.5477514613014006
NDST3	0.5474087604865376
CLEC3B	0.5471113473257456
MTRNR2L8	0.5470790281270532
ALG10	0.5463202264721752
LINC00239	0.5461683068745288
PRRT1	0.5461584221779979
MLLT3	0.5450244985673269
C12ORF29	0.544398439370573
CIAO1	0.5441580227098666
ANXA3	0.5438615146906198
ZNHIT6	0.5437287994253653
LGALS7B	0.5434036425625747
PLCXD1	0.5432320031245623
AGPAT5	0.5425084267704792
CHTF8	0.5424092104621325
ZNF382	0.5420323413332505
CYP26A1	0.5419232156991891
ZNF585A	0.5409611823084693
PLCL2	0.5408615602119006
ASH2L	0.5407015241638563
GPM6B	0.5400538572459527
GSTA1	0.5396743807038877
ANTXR2	0.539483301692614
RNF10	0.5393631270129048
ERVMER34-1	0.5388072106391848
MORN1	0.5385042388518014
GADD45B	0.5384830784143739
PPFIBP1	0.5384527828293875
ODF2	0.5382543283468184
SMAD7	0.5377189592818984
LMBRD1	0.5376564979730535
EIF4A3	0.5374359459697378
FENDRR	0.5374089571370984
PCDHGC3	0.5370892736423184
PLEKHG2	0.5370023104379046
ZNF814	0.5369529456437845
ISY1	0.5367384613263668
PCDHGA2	0.5362326291350524
JAG1	0.5358455382841605
SRSF9	0.5354599599233526
LINC01551	0.535359754279135
KIAA0556	0.5353161353362177
RHCG	0.5352104266209394
ANO1	0.5349031299077287
MTCP1	0.5346202488582827
UBE2N	0.5344560019090853
EME1	0.5342860420184272
RAB35	0.534194354702084
SHCBP1	0.5334374027343408
BAG6	0.5332358943598751
DSC2	0.5328103831245034
S1PR3	0.5321448256416564
PDPN	0.5321011274777728
KCTD20	0.5320317935081821
IL1R1	0.5318935004603558
CARD6	0.531858623127611
ADCY4	0.5318573076598643
MTHFD1	0.5318233854809824
MAFF	0.5316758331646844
RPN1	0.5312416737367398
DSP	0.5304656709603852
SPATS2L	0.530200141780759
PTDSS1	0.5293194543693016
MELK	0.529082986916296
SMAGP	0.5290630797208078
ACTN1	0.5289815280324225
SF3A2	0.5287007568767246
