gene	logFC	t	se	p	df	stat_low_vs_high
CCL19	-0.6475294409958963	-1.3727472854503473	0.47170331193440745	0.18035438366126857	29	1.3727472854503473
PHF11	-0.3014616142078301	-1.3721826268473738	0.21969496502112565	0.18052817228991788	29	1.3721826268473738
UFSP2	-0.24993768554700282	-1.3721682411734886	0.1821479888889239	0.18053260157088377	29	1.3721682411734886
CCDC102B	-0.7020734221309445	-1.3720702737167576	0.5116891135824407	0.18056276754629533	29	1.3720702737167576
LINC00346	-0.6773518791852562	-1.371634338516109	0.49382831864507243	0.1806970477519845	29	1.371634338516109
ORMDL2	-0.255033859576331	-1.3709950395871913	0.18602099366684952	0.18089411077650763	29	1.3709950395871913
RAB24	-0.4878233687616409	-1.370111533349647	0.35604646547935476	0.18116672669606304	29	1.370111533349647
ATP12A	-0.5948937326669318	-1.370078671584693	0.4342040679889218	0.1811768727552155	29	1.370078671584693
IFI27	-1.528666721716507	-1.369885465404105	1.1159084173986493	0.18123653407630091	29	1.369885465404105
MYH9	-0.4254302998339282	-1.3694518752740292	0.3106573567974406	0.18137048089134772	29	1.3694518752740292
NAT1	-0.4682906691411366	-1.367810687912851	0.34236511914942236	0.18187818488790344	29	1.367810687912851
NNMT	-1.4779860343264046	-1.367687770952119	1.0806457919101677	0.18191625406571804	29	1.367687770952119
PLP1	-0.6017775433800938	-1.3667316036139743	0.4403041107623809	0.18221260547779822	29	1.3667316036139743
KLF12	-0.5503868794310098	-1.3655428208358071	0.4030535484007267	0.18258157820756224	29	1.3655428208358071
NAB2	-0.562313464530708	-1.3650820225389915	0.41192650349671306	0.1827247568043824	29	1.3650820225389915
BLOC1S4	-0.3575359284850643	-1.3648542173711682	0.26195906048758133	0.18279557245041075	29	1.3648542173711682
IL20RB	-0.9057098322674952	-1.364180196432185	0.6639224309488202	0.18300522436445177	29	1.364180196432185
CDHR4	-0.7296871268703853	-1.3640319419885327	0.5349487093437286	0.1830513635539213	29	1.3640319419885327
RPS4Y1	-1.8725432701722768	-1.3639565424239406	1.3728760498809638	0.18307483260218402	29	1.3639565424239406
GBE1	-0.38483292468582025	-1.3634336728711909	0.28225276545753686	0.1832376467873412	29	1.3634336728711909
EIF2S2	-0.22733473369790885	-1.3621468531664878	0.16689443812129334	0.18363882507600723	29	1.3621468531664878
RYR3	-0.23285354895503618	-1.361775135685909	0.17099265719648404	0.1837548388945496	29	1.361775135685909
IKBKE	-0.5230999167884155	-1.3611163331422713	0.3843168317441227	0.1839605928945844	29	1.3611163331422713
LINC00882	-0.41096458467324104	-1.3611064418339829	0.3019342000317763	0.1839636834671831	29	1.3611064418339829
CX3CR1	-0.29405308194832497	-1.3604147212708737	0.21614958832085127	0.18417991425060398	29	1.3604147212708737
HLA-DQB1	-1.0017021974853992	-1.3603746923851443	0.7363428642803662	0.18419243327703216	29	1.3603746923851443
MCM5	-0.4722809222171847	-1.3591055893306025	0.34749391506056293	0.1845896888082785	29	1.3591055893306025
C11ORF97	-0.7278848614832389	-1.3588714579705474	0.5356539481448255	0.18466304962509505	29	1.3588714579705474
HLA-DRA	-0.9481351652189134	-1.3584088323501304	0.6979748236608426	0.1848080717283663	29	1.3584088323501304
LRRFIP2	-0.24098520894710224	-1.3579118365893321	0.17746749269995682	0.18496396684431252	29	1.3579118365893321
SLC38A5	-0.6731948926841954	-1.3574692298622781	0.49591908079750313	0.18510288765655095	29	1.3574692298622781
PRRX1	-0.7370928631611798	-1.355564424135288	0.5437534727509318	0.1857016754371129	29	1.355564424135288
ATRIP	-0.22660810552582628	-1.3544195580886262	0.16731012497015213	0.18606229584328177	29	1.3544195580886262
WNT10A	-0.9492413358264471	-1.3537727698485547	0.7011821754493096	0.18626626779204897	29	1.3537727698485547
C5AR1	-0.5926316165768688	-1.3533389853416367	0.43790330655941684	0.1864031640096555	29	1.3533389853416367
ERCC1	-0.2961514223035236	-1.3526247808709464	0.2189457316557764	0.18662872720175971	29	1.3526247808709464
SLC17A5	-0.31573040145322456	-1.3518630757742272	0.23355205649980657	0.1868695260271518	29	1.3518630757742272
FGFR1	-0.6833841784191789	-1.3506752427331654	0.5059574328439703	0.18724551907019138	29	1.3506752427331654
MYL6	-0.19965827480416976	-1.350092566249669	0.14788487826341196	0.18743017247782348	29	1.350092566249669
DHX37	-0.2178125880529728	-1.3493212461332127	0.16142381858817118	0.18767482564381377	29	1.3493212461332127
RBP5	-0.47908353597143377	-1.3489717274393358	0.35514720303356284	0.18778577026923746	29	1.3489717274393358
TANK	-0.2251169319617367	-1.3489690009553887	0.16688073024828645	0.18778663591308248	29	1.3489690009553887
ATG9B	-0.753018498408139	-1.3489549100501348	0.5582236239313236	0.18779110974836666	29	1.3489549100501348
LRP10	-0.45127586059958025	-1.3484506515965904	0.3346624958542319	0.18795126532778555	29	1.3484506515965904
PIK3CD	-0.5394227119723723	-1.3481287025642932	0.4001270137979626	0.1880535737799076	29	1.3481287025642932
CCDC8	-0.4433515336336706	-1.3474772211773705	0.3290233976989148	0.18826073277606142	29	1.3474772211773705
TMC8	-0.6984265183454296	-1.3464447065950356	0.5187190494525761	0.1885894160888842	29	1.3464447065950356
KIF17	-0.3750080042307473	-1.3456376939190422	0.27868422973391305	0.1888466246835931	29	1.3456376939190422
RIOK2	-0.2944588816658589	-1.3453994015140471	0.21886354441252848	0.1889226245347415	29	1.3453994015140471
CDKL4	-0.19291610169142534	-1.3451758350476082	0.14341329710594874	0.1889939493389646	29	1.3451758350476082
CDH13	-0.39113704169702795	-1.344616083006747	0.29089124147793294	0.18917261965252835	29	1.344616083006747
PTGIS	-0.35306183518992224	-1.3443160790814157	0.26263305236308176	0.18926843346153743	29	1.3443160790814157
TRIM31	-0.9181039503986576	-1.3436017788504115	0.6833155216452521	0.1894967147305085	29	1.3436017788504115
MX2	-0.7147529838052814	-1.3434166548965565	0.5320411811183907	0.18955591281789338	29	1.3434166548965565
CSF1R	-0.4485813211190702	-1.3426144830271836	0.3341102950920483	0.18981259336481726	29	1.3426144830271836
PDHB	-0.28270973572588	-1.3422982712918035	0.21061618104730573	0.1899138494405069	29	1.3422982712918035
PTGIR	-0.5003120311363823	-1.342217355753411	0.3727503812939061	0.18993976662255957	29	1.342217355753411
ERICH3	-0.7016625516400392	-1.3408950199289837	0.5232792584144287	0.19036369833686273	29	1.3408950199289837
GTF2B	-0.29733007566977326	-1.3402965317715925	0.22183902488859306	0.19055581036022806	29	1.3402965317715925
CD72	-0.42851280533237535	-1.338578030472329	0.32012538348711045	0.19110827650572912	29	1.338578030472329
ITGB5	-0.5603923937469565	-1.3384841165101147	0.41867690982250194	0.1911385038037016	29	1.3384841165101147
LINC00460	-0.9290495556051819	-1.338348110211404	0.6941763122140399	0.19118228557147107	29	1.338348110211404
BYSL	-0.34370619922380125	-1.3379386822810395	0.25689234026616203	0.1913141313329614	29	1.3379386822810395
IL7	-0.5130337969875394	-1.3375998319212663	0.38354804235482104	0.19142330263203647	29	1.3375998319212663
POMC	-0.4420296717697775	-1.3373837691935633	0.33051819675987204	0.19149293921149926	29	1.3373837691935633
EYS	-0.2810301035918103	-1.3370034615904778	0.2101939984938419	0.19161555921837473	29	1.3370034615904778
TTC29	-0.5637306054070238	-1.3369313907135125	0.42166008616654893	0.19163880339233488	29	1.3369313907135125
FAM107A	-0.571342505003408	-1.3355508133428171	0.42779540792863296	0.19208448625502433	29	1.3355508133428171
FGF11	-0.5430873665592063	-1.3350312536994702	0.40679749260870945	0.192252419886041	29	1.3350312536994702
PITX1	-0.9658594511952829	-1.33494035480797	0.7235225511886042	0.19228181217015672	29	1.33494035480797
ARID5B	-0.4316661743624986	-1.3332323097136216	0.3237741624002651	0.19283475752795523	29	1.3332323097136216
LUZP1	-0.26549141093306683	-1.332842940175766	0.19919181992895252	0.19296098004073103	29	1.332842940175766
RPL22L1	-0.43357647812345085	-1.332319246986777	0.325429869082837	0.19313084717731308	29	1.332319246986777
MT1G	-0.9669979173920199	-1.3315900157764686	0.726197933249109	0.19336757594294576	29	1.3315900157764686
BCL9L	-0.414347137298406	-1.3309141340793527	0.31132522128110596	0.19358718616780426	29	1.3309141340793527
FPR3	-0.31342221578066415	-1.3304623125196602	0.23557391504543854	0.19373410131373994	29	1.3304623125196602
DVL2	-0.30793276122741026	-1.3304455764054774	0.23145085126996742	0.19373954491415182	29	1.3304455764054774
PLEKHA2	-0.5098283371246458	-1.3302043624637359	0.38327068494976824	0.1938180154592115	29	1.3302043624637359
AXDND1	-0.3380271795993094	-1.329177480002739	0.25431305050294173	0.1941523506553816	29	1.329177480002739
HSPA9	-0.28818942892109034	-1.329043077214953	0.21683979538496176	0.1941961428285949	29	1.329043077214953
HOXA3	-0.6075653622667723	-1.328779671978662	0.45723559373997463	0.19428198971935332	29	1.328779671978662
WDR12	-0.1636241379702376	-1.3287146253490987	0.12314468046684438	0.19430319369904875	29	1.3287146253490987
SEC14L1	-0.2846745231423699	-1.3285311503881723	0.2142776426877106	0.19436301272064657	29	1.3285311503881723
SLC22A13	-0.23437801084694174	-1.3281735985384477	0.17646639799560584	0.19447962753513418	29	1.3281735985384477
RPL39L	-0.6920318863691567	-1.3277038858029035	0.5212245695512623	0.19463290548903256	29	1.3277038858029035
NBPF19	-0.33745001389809887	-1.3264357821711708	0.254403581714107	0.19504718233584184	29	1.3264357821711708
APOC2	-0.5182030389503878	-1.3261458484035447	0.3907587084589652	0.19514199633141116	29	1.3261458484035447
DNAJC15	-0.8709794252081166	-1.3258425650786714	0.6569252248712013	0.19524121394942442	29	1.3258425650786714
NUDT18	-0.4500902937233578	-1.3257050898429923	0.3395101196878285	0.1952862011022518	29	1.3257050898429923
TMEM190	-1.049893726331812	-1.3234130387830836	0.7933227915732336	0.196037426608472	29	1.3234130387830836
PLOD3	-0.3794474059634524	-1.3233522542077794	0.28673197537310835	0.19605737919572988	29	1.3233522542077794
TPD52L2	-0.2927562583654329	-1.322646394468512	0.22134128939509423	0.19628919292303973	29	1.322646394468512
LYPD6B	-0.6351460628432222	-1.3219476292902124	0.48046234871214105	0.1965188847714412	29	1.3219476292902124
PPWD1	-0.18498462992756964	-1.3217463019490592	0.1399547172212925	0.19658510172510524	29	1.3217463019490592
GREM1	-0.4210585133772562	-1.3211906592318308	0.3186962535914906	0.19676794291499586	29	1.3211906592318308
AKAP7	-0.461672394895969	-1.32005981040938	0.3497359674580155	0.19714046758685183	29	1.32005981040938
CCDC13	-0.38841569523199887	-1.3200297468620381	0.29424768355056913	0.19715037854154294	29	1.3200297468620381
MYL12A	-0.36818598396955493	-1.3193761978804508	0.27906065348233333	0.19736592684751852	29	1.3193761978804508
MFSD1	-0.3311313928882421	-1.3188689230515662	0.2510722537324471	0.19753335726152357	29	1.3188689230515662
LTBP4	-0.5245721104121074	-1.3185061061329553	0.39785337964844486	0.1976531751779799	29	1.3185061061329553
IGHV3-30	-0.5379668816199926	-1.3180297500817213	0.40815989289060983	0.19781057361215082	29	1.3180297500817213
PLK5	-0.25058674813914594	-1.3179391368329592	0.1901352961877376	0.19784052512808015	29	1.3179391368329592
TUBGCP2	-0.1814509418685048	-1.317564881415604	0.1377168930561903	0.19796426938364128	29	1.317564881415604
SIRPA	-0.6728770147887221	-1.3174462933176505	0.5107434118579923	0.198003491921265	29	1.3174462933176505
CCL21	-0.920721406806561	-1.315002576093745	0.700166998563297	0.198813073873517	29	1.315002576093745
C22ORF23	-0.3499908560394424	-1.3149488318557336	0.2661630989439449	0.19883090743972162	29	1.3149488318557336
DSG3	-0.5472017593096059	-1.3134339999124687	0.4166191520442391	0.19933406954802324	29	1.3134339999124687
TBC1D1	-0.5662237491262153	-1.3127174425268096	0.43133711092945376	0.19957241995683395	29	1.3127174425268096
MATR3	-0.3393498156340337	-1.3125445541820782	0.2585434639554023	0.19962996106578831	29	1.3125445541820782
SLC51A	-0.4657440063524835	-1.3122727207706737	0.35491403500254165	0.19972045909378536	29	1.3122727207706737
UBA2	-0.28167495507977314	-1.3122392795013937	0.2146521289827569	0.1997315944465831	29	1.3122392795013937
DNASE1L2	-0.20971853772624108	-1.3121043958236562	0.15983372846990046	0.1997765131760304	29	1.3121043958236562
FAM20C	-0.7682882511955731	-1.3113047499334876	0.5858960331185733	0.20004296933629445	29	1.3113047499334876
DHX32	-0.3160099819844812	-1.310549294509208	0.241127886839865	0.20029495123233373	29	1.310549294509208
S100A10	-0.8843499219279917	-1.3098918441700174	0.6751320163294394	0.20051444194532414	29	1.3098918441700174
CD44	-0.7629439106336353	-1.3096177509534996	0.5825699217028443	0.20060600289477368	29	1.3096177509534996
LINC00944	-0.46057784901993837	-1.3095765746284131	0.35169982263207894	0.20061976063660444	29	1.3095765746284131
U2AF1L5	-0.3488090085370162	-1.3091743617518845	0.26643434116006826	0.20075418521658636	29	1.3091743617518845
C1QC	-0.8225524415744132	-1.3084256970786143	0.6286581220553571	0.20100458250192085	29	1.3084256970786143
LINC01549	-0.15869027922087728	-1.3083139622074988	0.12129372903207537	0.20104197373749394	29	1.3083139622074988
DENR	-0.2319575716193445	-1.3082844489852306	0.17729903600036073	0.2010518510071678	29	1.3082844489852306
MALT1	-0.3205074619164282	-1.3078430151171099	0.24506569841467446	0.20119963133245178	29	1.3078430151171099
POLR1C	-0.2593964461069762	-1.3075106870995483	0.19838954179594165	0.20131094092370241	29	1.3075106870995483
MMP11	-0.9383620420965343	-1.3070552050446196	0.7179207415837504	0.20146357637239867	29	1.3070552050446196
LUCAT1	-0.7860245243754028	-1.3065154172443365	0.6016190195698282	0.2016445782845805	29	1.3065154172443365
PLEKHO1	-0.6353671282796753	-1.3062567335467912	0.4864029497130366	0.2017313644463113	29	1.3062567335467912
RPLP0	-0.39413763870505675	-1.3059061411662198	0.30181161285686126	0.20184903092010262	29	1.3059061411662198
SLC6A15	-0.334535103992324	-1.305579082645296	0.2562350365743502	0.20195884637980357	29	1.305579082645296
TSC22D2	-0.343681791696268	-1.3054133719355465	0.26327429999180135	0.2020145040587872	29	1.3054133719355465
OAF	-0.6402589565379455	-1.3053034807963113	0.49050582179352664	0.20205141996405585	29	1.3053034807963113
PTGES	-0.7231345394728752	-1.3048644379726844	0.5541836519020936	0.20219895995375833	29	1.3048644379726844
KRT17	-1.2093076674130963	-1.3035308307318976	0.9277169660299499	0.2026476242790582	29	1.3035308307318976
TRIM17	-0.37733377518651495	-1.3031980822607323	0.28954445246875476	0.20275968944832617	29	1.3031980822607323
AC012368.1	-0.3123697347778353	-1.3026823453836345	0.2397896431810809	0.20293347649824187	29	1.3026823453836345
RPL29	-0.41864782277902585	-1.3025588889300732	0.32140414252050037	0.20297509435740124	29	1.3025588889300732
CEP128	-0.4798077381969737	-1.3025588737128746	0.3683578131323211	0.20297509948760706	29	1.3025588737128746
PCDHB15	-0.32032424923221753	-1.3005717182186556	0.2462949522468116	0.20364588102233236	29	1.3005717182186556
PIP4K2A	-0.44403890217789693	-1.3003212461689433	0.34148400134669915	0.2037305503966861	29	1.3003212461689433
LRCH1	-0.38400111628892303	-1.2999864560706478	0.2953885515466128	0.20384376467945306	29	1.2999864560706478
LY6D	-1.5585503489990093	-1.2989004094948455	1.1998998057173176	0.2042113592583368	29	1.2989004094948455
SIK3	-0.28284865702638606	-1.298526085528393	0.21782285329392514	0.2043381743659855	29	1.298526085528393
KCNA3	-0.4828351146403827	-1.2980451857767994	0.3719709605882756	0.20450118414794685	29	1.2980451857767994
WDR78	-0.5104918452641183	-1.2976216194473251	0.39340577993879583	0.2046448421405509	29	1.2976216194473251
CRLF2	-0.34180498236324375	-1.2969099992465771	0.26355335571613364	0.20488637118291814	29	1.2969099992465771
LTF	-0.7552907330410018	-1.2962562124062738	0.5826708684689242	0.20510846335339952	29	1.2962562124062738
RAMP3	-0.6030589280146464	-1.295008754710721	0.46567942171893484	0.20553273709605355	29	1.295008754710721
STX2	-0.41118293193130523	-1.2941246671143785	0.31773054202587403	0.20583383090801685	29	1.2941246671143785
FKBP11	-0.5953058962752606	-1.2930544615588453	0.46038733400106596	0.2061987619670977	29	1.2930544615588453
UNC13D	-0.7887691771819506	-1.2927467032810818	0.6101498268608995	0.20630379643448415	29	1.2927467032810818
MSH5	-0.30549430492004326	-1.2925967921920816	0.2363415310678308	0.206354974223536	29	1.2925967921920816
AFAP1L2	-0.6178692329303123	-1.2924504346292498	0.47806029258487825	0.20640494824153321	29	1.2924504346292498
CHODL	-0.38651248628640633	-1.2918541333975035	0.29919204985620185	0.206608651824348	29	1.2918541333975035
NAA11	-0.46271444608812495	-1.2914021740785648	0.35830390824475633	0.20676314879174734	29	1.2914021740785648
VAMP1	-0.2980660857277162	-1.2912123553890027	0.23084203344531817	0.20682806238381982	29	1.2912123553890027
LSM1	-0.38425315976995894	-1.2907209009565335	0.29770429802848536	0.2069962007341308	29	1.2907209009565335
HIST1H1A	-0.4668533564475717	-1.2896417478488456	0.36200236013318793	0.2073657711548488	29	1.2896417478488456
PRELP	-0.5356735612765515	-1.289081187936396	0.41554679898329416	0.20755794109812856	29	1.289081187936396
POLR3G	-0.45834216787456034	-1.2888441735393354	0.35562264025750495	0.2076392347438638	29	1.2888441735393354
IL15	-0.4741970195207609	-1.2888316309669985	0.3679278255802701	0.2076435374018601	29	1.2888316309669985
NEK10	-0.5207378589853661	-1.2882050556996891	0.4042352237955836	0.20785856710627598	29	1.2882050556996891
GALR2	-0.17058782055509758	-1.2872230312889634	0.13252390332410313	0.20819592258587516	29	1.2872230312889634
TAPBP	-0.27814226455879665	-1.287183014287779	0.21608602776093785	0.20820967850502833	29	1.287183014287779
CLTB	-0.32014446440181415	-1.2871178009178013	0.2487297310110463	0.20823209720890481	29	1.2871178009178013
