contrast,n_high,n_ref,orr_high,orr_ref,odds_ratio,fisher_p,table_SDPD_CRPR_ref_high
both_high_vs_rest,104,194,0.25961538461538464,0.211340206185567,1.3085207475451377,0.38555084885442725,"[[153, 41], [77, 27]]"
both_high_vs_both_low,104,100,0.25961538461538464,0.18,1.5974025974025974,0.18112721334182938,"[[82, 18], [77, 27]]"
