n,n_events,hr,hr_lo,hr_hi,p,coef,feature,scale,bh_q
347,231,0.9793033927615679,0.8970819323053382,1.0690608076452626,0.6401978279122137,-0.020913783785163786,TACSTD2_log2TPM1,per_unit,
347,231,0.9720597097943399,0.8631530372336678,1.0947074720767718,0.6401978279122138,-0.028338046578864955,TACSTD2_log2TPM1_sd,per_1sd,0.6401978279122138
347,231,0.9699395910454799,0.8817049370245763,1.0670041311691665,0.5305214086254447,-0.03052148669671952,CLDN4_log2TPM1,per_unit,
347,231,0.9601707916775221,0.8456476398190297,1.090203420171472,0.5305214086254452,-0.040644102346587274,CLDN4_log2TPM1_sd,per_1sd,0.6401978279122138
347,231,0.9583515527149284,0.835812997728785,1.0988554869173504,0.5422294371387276,-0.042540603070891775,combined_z,per_unit,
347,231,0.9627178933148766,0.8519856515153394,1.0878419612586012,0.5422294371387276,-0.03799485577607975,combined_z_sd,per_1sd,
347,231,0.8730779769647015,0.8215862968734543,0.9277968203237748,1.2070489617737248e-05,-0.1357304064387198,CXCL9_log2TPM1,per_unit,
347,231,0.747982556243977,0.6567692447407262,0.851863738939451,1.2070489617737248e-05,-0.2903756218090301,CXCL9_log2TPM1_sd,per_1sd,
347,231,0.872764581914391,0.791741741982626,0.9620788889275421,0.006188087089693307,-0.13608942512810018,CD8A_log2TPM1,per_unit,
347,231,0.8303816756400023,0.7269193408836425,0.9485697909763982,0.006188087089693311,-0.18586983372150234,CD8A_log2TPM1_sd,per_1sd,
347,231,0.9965419821579317,0.9137366296432858,1.0868513858210485,0.9376178616506292,-0.0034640106051425945,TACSTD2_log2SF,per_unit,
347,231,0.9951982992669047,0.8821868217982121,1.1226869755829159,0.9376178616506292,-0.004813265934670292,TACSTD2_log2SF_sd,per_1sd,
347,231,0.9862529031770266,0.905958969831268,1.0736631805812076,0.7493547721488674,-0.013842463174140632,CLDN4_log2SF,per_unit,
347,231,0.9794839044757211,0.8625193124565743,1.1123098408017458,0.7493547721488674,-0.020729474120792592,CLDN4_log2SF_sd,per_1sd,
