accession	gdstype	taxon	n_samples	title
GSE274940	Expression profiling by high throughput sequencing	Mus musculus	6	Comparative bulk RNAseq between EpH4 WT and Cldn-null cells
GPL34290		Mus musculus	25017	Illumina NovaSeq X Plus (Mus musculus)
GSM8462263		Mus musculus		EpH4 Cldn-null_3
GSM8462262		Mus musculus		EpH4 Cldn-null_2
GSM8462261		Mus musculus		EpH4 Cldn-null_1
GSM8462260		Mus musculus		EpH4 WT_3
GSM8462259		Mus musculus		EpH4 WT_2
GSM8462258		Mus musculus		EpH4 WT_1
