destiny	terminal_cell	terminal_sample	terminal_group	terminal_CLDN4	n_cells	mean_CLDN4	mean_barrier	mean_ifn	mean_pseudotime	defined_by_cldn4_high	n_cells_post	n_cells_mpr	n_cells_nmpr	n_cells_tn	n_patients_all	n_patients_post	n_patients_mpr	n_patients_nmpr	frac_post_cells_mpr
dest_0	BD_immune04_867797	BD_immune04	NMPR	2.2004309929089914	98	1.590896729177149	0.6313308926266078	0.5687023896446176	0.48062027496491594	False	81	7	74	17	8	7	1	6	0.08641975308641975
dest_1	BD_immune05_371320	BD_immune05	TN	1.8880696538327177	1356	0.8603077653698747	0.9020668439020345	0.5146447534742121	0.001001736189621923	False	0	0	0	1356	1	0	0	0	
dest_2	BD_immune07_678631	BD_immune07	NMPR	2.6478301343627186	4874	1.6288832136507245	0.7900791457296316	0.5184846556417262	0.35127411789719803	False	4303	740	3563	571	11	9	2	7	0.1719730420636765
dest_3	BD_immune12_381866	BD_immune12	NMPR	2.238651038848579	299	0.5943735506612238	0.739057532521364	0.17193133560358878	0.9970874007919328	False	299	0	299	0	1	1	0	1	0.0
