sample	CLDN4	CD274	HLA-A	HLA-B	HLA-C	CD8A	B2M	TACSTD2	MHCI
durva001	4.477483055727921	5.1930620467155375	10.047751034506378	10.99734886767138	10.675886483782055	5.383877059978108	10.80304132658508	4.230203013366421	0.7421938563223757
durva003	7.556889189726866	3.6430480542527555	9.188084370561153	8.59051594257054	10.066358324875285	1.8261925362366016	10.053111336459562	7.6120428110206895	-0.7110971382394348
durva006	5.2731428593080825	6.051937583028118	8.73134618738201	9.372797602206294	9.13500892814394	2.2488384016402487	8.200427844387075	7.083043128701803	-0.9516550944906251
durva007	2.1123665230725632	3.2241946639704335	9.03479071072312	10.650010565449461	10.45150992485766	1.9068905956085185	9.904058030509859	1.1342209397606338	0.11888838374670095
durva008	5.144454313926194	4.169844849491355	9.400023382484616	9.977151105691814	9.865689973887873	3.3188952496983046	10.772636236782727	5.88774458270931	-0.190889838097044
durva009	5.070646929006427	4.560470409166514	10.263280939096596	10.978739055354977	11.080111326749448	4.97769206320873	11.571482468347293	3.8495990111514518	0.9709202695929217
durva012	5.659125376228163	2.7842945780317625	9.832353649539414	9.836905616501408	11.02166016405144	4.438425935389111	9.933731958513478	4.815575428862573	0.3560807977891139
durva017	6.128314024933779	3.815063017192867	9.434726210822191	9.709344060224257	9.998942951443086	2.885574364371426	10.4998757768642	7.302456147992687	-0.22596415712235296
durva018	5.730830129169041	2.5028397582559316	8.940413444339876	9.74520034981978	9.333651820378927	2.9126498648972037	11.59458587044182	5.261982056984317	-0.657640698145514
durva021	5.9614149651126045	2.9049657186840263	6.414558399898663	7.36742348820775	7.757016577228726	1.0517201164473275	9.481547190203287	8.148502003893345	-3.134776365315895
durva023	5.338531382768548	3.430686709248299	9.627694377648556	10.210817432089213	10.547174099603819	3.900625332536066	10.89409017060148	6.106034182520036	0.23600228781510546
durva026	1.4308204965197713	5.403540417745252	11.18165543481901	11.852705056529967	11.969771428518733	5.96834423848799	12.240051910537465	2.859770816208743	1.9903262833195887
durva027	7.12013417585824	2.8892788337055366	10.132653951589983	10.509596882832682	10.57533124172961	3.6973290237937193	10.701765625141737	6.765640822980862	0.5621178562299698
durva028	5.056930288382672	2.200378797984026	9.350594484281752	9.841841067051202	9.69424469608516	3.2539892662307865	10.393722936202684	7.752454243031376	-0.32302997994663796
durva029	6.104336659814735	5.922626025463204	8.921787392759773	9.368593762650853	9.430450460801639	3.220639512876857	10.334139178838237	8.537393144401806	-0.7675761892616845
durva030	5.725168544850915	2.529571107573895	10.18556925608937	10.50712069666405	9.380248920288738	1.7957669477823923	11.841796260989852	6.166755608523193	0.14738825175845824
durva033	7.037788526816011	2.9143731719397246	8.781290855981776	9.069898148319293	9.356046946344616	2.3999913506641812	9.701457222211598	7.781038350203309	-0.9613217023760415
durva036	6.295405288125403	4.27025233702385	9.227685730143643	9.680361281824696	9.883629979715925	3.274416733319735	9.608441500737749	7.808217704802233	-0.3633233537336456
durva037	2.4811464997414676	4.188408837564402	9.700913024803755	10.37728645970837	9.346449464213112	5.385037521245937	11.146810483492594	2.2327313550329713	-0.11075217077679034
durva038	6.0737367019147825	3.3133227741203015	10.435295215647166	11.624110035762989	11.635382570837526	4.492750494082538	10.451066835114284	7.381715977694854	1.4794442746568093
durva039	4.735170125420377	3.3153749402719224	9.533255746047663	9.962123855703817	9.77902820598444	4.0282331914427525	10.791447817112273	6.2867407146943455	-0.1734209182323477
durva040	4.8466938852740595	2.4908447811152947	9.35434195833582	9.712078130372776	9.764063787053946	3.9457481456288805	10.044817575637017	4.894798365597157	-0.3434598167523655
durva042	6.2508630668324185	4.96519323571825	10.010290317840445	11.01707981187593	10.77741971551583	4.9515038713851585	11.3585632960037	6.008979822360662	0.7710661993544939
durva044	7.111657346263132	2.16675400200239	9.564595379646452	10.335602500130802	10.428108883179304	2.8131634572680215	10.491392161788426	6.5532237849125154	0.2123730736941074
durva045	4.29088144048196	3.4605459979414093	9.775221778905658	10.376125389276174	10.678274417668183	3.722695525881377	11.112380859449651	4.463975502538819	0.4045560661791523
durva046	6.925845174821571	2.995739568432744	9.142696781985531	9.831258150160751	9.989479653949854	1.2330229198713327	9.762622883062953	6.5845326337881165	-0.30441526388140366
durva053	5.005090035527286	2.860424541430915	8.301701952977462	8.830119025444516	7.925756180549662	3.723405656090354	10.620458116316685	4.67782955707597	-1.766432276071619
durva055	5.7686792563350755	3.1068692172791676	10.083505920543718	10.903919493862926	10.774004564162944	4.323211522433175	10.9362919451347	5.119032405921335	0.758451824276872
durva056	5.872225458861675	4.737757055932427	10.303575286468755	10.905778089347605	10.654340657497336	3.8929932375314085	11.564983039205092	6.71963523890685	0.8056100562573393
durva057	7.084723364596823	2.557044866740041	9.947322797997334	11.140382453192014	10.903896905104773	3.8959326932540788	11.110163545494567	6.354628466662086	0.8364244087779276
durva060	5.974549961597188	4.374796064669972	9.657307729825988	10.777312857436309	10.853254965909887	3.4558308836707035	11.295803365872183	7.343985140130816	0.5666152454144205
durva061	7.063535299039021	2.1076811746582793	9.184260455242258	10.10539784554837	10.578250024043077	2.2436568959910743	10.662347938814603	6.541446692688694	0.0272958272579919
