cohort	axis	n	rho	p	partial_cd8a_rho	partial_cd8a_p	cd8a_present	note
GSE253564	CD274	32	-0.22800586510263926	0.20944578739468875	-0.09480803292471957	0.6119291323907937	True	primary
GSE253564	HLA-A	32	-0.11290322580645161	0.53839688472732	0.2699137552367583	0.1419757868380482	True	primary
GSE253564	HLA-B	32	-0.18071847507331376	0.322268987103645	0.11679847532737993	0.5314920401310999	True	primary
GSE253564	HLA-C	32	0.06378299120234603	0.7287345717677496	0.39688251804184693	0.027061512758499412	True	primary
GSE253564	MHCI	32	-0.09054252199413489	0.6221380952492982	0.27442804245419994	0.1351719073964464	True	primary
GSE253564	CD8A	32	-0.43768328445747795	0.012237262024570398	0.04709468387105738	0.8013687065603018	True	companion
GSE253564	B2M	32	-0.249633431085044	0.16823861835999765	-0.03737866700938655	0.8417677875963748	True	companion
GSE253564	TACSTD2	32	0.6873167155425219	1.390081662090993e-05	0.5963819177306334	0.00039896696632971384	True	companion
