dataset	unit_id	histology	program	tier	expect	n_cells_fit	n_genes	before	after	delta_cldn4	delta_cldn4_single	delta_control	perm_p	stable_sign	control_gene	kd_like
GSE131907	NS_03	LUAD	IFN	primary	up	400	209	0.2562926991792175	0.24326428788946017	-0.013028411289757326	-0.013604035621255452	0.0025382296214593167	0.024390243902439025	True	FTL	False
GSE131907	NS_03	LUAD	MHC_I_APM	primary	up	400	21	0.8654047888204882	0.820064465298351	-0.04534032352213723	-0.04822498247951296	0.0072429136468209416	0.024390243902439025	True	FTL	False
GSE131907	NS_03	LUAD	chemokine	primary	up	400	18	0.07255567466782403	0.06560724543809658	-0.0069484292297274566	-0.006732143356047252	0.0026866984890746163	0.024390243902439025	True	FTL	False
GSE131907	NS_03	LUAD	barrier_ligands	primary	down	400	13	0.5763445103175591	0.5355769912885997	-0.04076751902895937	-0.04505938009639612	0.006842870412089414	0.024390243902439025	True	FTL	True
GSE131907	NS_03	LUAD	chemokine_ligands	secondary	up	400	12	0.10489456725045926	0.09517560094730033	-0.009718966303158924	-0.00932109185406061	0.004666977577337565	0.024390243902439025	True	FTL	False
GSE131907	NS_03	LUAD	TJ_broad	secondary	down	400	175	0.3213209538219407	0.31117895263760115	-0.010142001184339533	-0.010914560115155162	0.002824107027876924	0.024390243902439025	True	FTL	True
GSE131907	NS_04	LUAD	IFN	primary	up	400	213	0.2923330588364794	0.2826106179580909	-0.009722440878388552	-0.010298943710150459	-0.0060248042316200035	0.024390243902439025	True	UBB	False
GSE131907	NS_04	LUAD	MHC_I_APM	primary	up	400	21	0.7492543245908305	0.7183167975066349	-0.03093752708419564	-0.03381011802368001	-0.028029674086618717	0.024390243902439025	True	UBB	False
GSE131907	NS_04	LUAD	chemokine	primary	up	400	21	0.06892311167734998	0.06766807432518589	-0.001255037352164091	-0.0008404008882939973	-0.003003316002411679	0.4878048780487805	True	UBB	False
GSE131907	NS_04	LUAD	barrier_ligands	primary	down	400	14	0.569287570521832	0.5410815121115082	-0.0282060584103237	-0.02907479954476626	-0.020122367423778438	0.024390243902439025	True	UBB	True
GSE131907	NS_04	LUAD	chemokine_ligands	secondary	up	400	14	0.0940047195482866	0.09287709956034705	-0.00112761998793954	-0.0008717782050427764	-0.0038279789636461864	0.5121951219512195	True	UBB	False
GSE131907	NS_04	LUAD	TJ_broad	secondary	down	400	184	0.32430522325577604	0.31506105607985274	-0.009244167175923322	-0.008811992800940844	-0.00858201578291035	0.024390243902439025	True	UBB	True
GSE131907	NS_06	LUAD	IFN	primary	up	83	209	0.28412184797791823	0.280818790688867	-0.0033030572890512017	-0.0035438444227614495	-0.004222877730164964	0.024390243902439025	True	UBB	False
GSE131907	NS_06	LUAD	MHC_I_APM	primary	up	83	21	0.8502811938773588	0.8421341245640751	-0.008147069313283723	-0.008777335184743246	-0.0066097668881893385	0.04878048780487805	True	UBB	False
GSE131907	NS_06	LUAD	chemokine	primary	up	83	18	0.14248169761700755	0.14037025119695468	-0.002111446420052864	-0.002112880393783175	-0.0013758693662391404	0.024390243902439025	True	UBB	False
GSE131907	NS_06	LUAD	barrier_ligands	primary	down	83	13	0.27559333429730165	0.26772965723276243	-0.007863677064539224	-0.008074204803362548	-0.004480536981944312	0.024390243902439025	True	UBB	True
GSE131907	NS_06	LUAD	chemokine_ligands	secondary	up	83	13	0.14353322634933136	0.1421147099953023	-0.0014185163540290742	-0.0014820921061500104	-0.0020123409897420653	0.0975609756097561	True	UBB	False
GSE131907	NS_06	LUAD	TJ_broad	secondary	down	83	159	0.2730490634788898	0.2709127311449239	-0.0021363323339658787	-0.002310381827589514	-0.0038326038614639063	0.024390243902439025	True	UBB	True
GSE131907	NS_07	LUAD	IFN	primary	up	400	194	0.19979207709948527	0.19829266824947614	-0.0014994088500091202	-0.0009015856410670524	-0.013207252139547595	0.4634146341463415	True	GSTP1	False
GSE131907	NS_07	LUAD	MHC_I_APM	primary	up	400	20	0.49537783784216505	0.49654181521947566	0.0011639773773106296	0.0020741260106006505	-0.03475512730391708	0.7073170731707317	True	GSTP1	True
GSE131907	NS_07	LUAD	chemokine	primary	up	400	14	0.09841087568863874	0.10433659309149146	0.005925717402852724	0.005507762301130181	-0.009549502961909968	0.07317073170731707	True	GSTP1	True
GSE131907	NS_07	LUAD	barrier_ligands	primary	down	400	14	0.36156225998295505	0.33389483810275095	-0.027667421880204126	-0.026543218879016187	-0.022506016277007518	0.024390243902439025	True	GSTP1	True
GSE131907	NS_07	LUAD	chemokine_ligands	secondary	up	400	10	0.1296248341924543	0.1381358132349338	0.008510979042479487	0.00803411842499793	-0.014956105876135016	0.07317073170731707	True	GSTP1	True
GSE131907	NS_07	LUAD	TJ_broad	secondary	down	400	164	0.33895850687287105	0.33531312683878767	-0.003645380034083394	-0.0030216708015399114	-0.023122867072831153	0.12195121951219512	True	GSTP1	True
GSE131907	NS_12	LUAD	IFN	primary	up	400	202	0.26744047192861814	0.26207886275007014	-0.005361609178547972	-0.004999614881511316	-0.008853568899931429	0.024390243902439025	True	GSTP1	False
GSE131907	NS_12	LUAD	MHC_I_APM	primary	up	400	21	0.8167095491226498	0.7968482714843658	-0.019861277638284065	-0.016059451354343966	-0.0020216495192951277	0.024390243902439025	True	GSTP1	False
GSE131907	NS_12	LUAD	chemokine	primary	up	400	16	0.0650734737439655	0.06505311633718705	-2.0357406778440567e-05	0.0005961386950557937	-0.004378304885589962	0.6585365853658537	False	GSTP1	False
GSE131907	NS_12	LUAD	barrier_ligands	primary	down	400	14	0.5000017937860668	0.4942248850935468	-0.005776908692519985	-0.006082828380186975	-2.1274707732189493e-06	0.24390243902439024	True	GSTP1	True
GSE131907	NS_12	LUAD	chemokine_ligands	secondary	up	400	11	0.09021937556679037	0.09006375388262713	-0.00015562168416324076	0.000799995082063577	-0.008525252988261171	0.6829268292682927	False	GSTP1	False
GSE131907	NS_12	LUAD	TJ_broad	secondary	down	400	179	0.3247276750005271	0.3207099639266737	-0.004017711073853405	-0.0048398862161784595	-0.006619339098391082	0.024390243902439025	True	GSTP1	True
GSE131907	NS_13	LUAD	IFN	primary	up	400	207	0.2715668061149676	0.2682159679632685	-0.003350838151699083	-0.0035108017315096138	-0.009836926397887046	0.024390243902439025	True	TPT1	False
GSE131907	NS_13	LUAD	MHC_I_APM	primary	up	400	21	0.6806125482041802	0.6680315332722907	-0.012581014931889437	-0.011875766251090809	-0.018461246405124098	0.024390243902439025	True	TPT1	False
GSE131907	NS_13	LUAD	chemokine	primary	up	400	17	0.0812813231694608	0.08214216679197983	0.0008608436225190373	-5.125252505769011e-06	-0.005269602686749	1.0	False	TPT1	True
GSE131907	NS_13	LUAD	barrier_ligands	primary	down	400	15	0.3160651773389619	0.30562827808722165	-0.010436899251740218	-0.010630038938966736	-0.008167533310642993	0.024390243902439025	True	TPT1	True
GSE131907	NS_13	LUAD	chemokine_ligands	secondary	up	400	12	0.10546723548171173	0.1068268525961472	0.001359617114435473	0.0003103282111499486	-0.007086381967929115	0.926829268292683	True	TPT1	True
GSE131907	NS_13	LUAD	TJ_broad	secondary	down	400	178	0.2671683152201021	0.2634111948894962	-0.0037571203306058587	-0.0037500416275203243	-0.010605244659120732	0.024390243902439025	True	TPT1	True
GSE131907	NS_17	LUAD	IFN	primary	up	400	204	0.2613532246747661	0.2481469426101541	-0.013206282064612015	-0.013150859323951528	-0.005955912316860379	0.024390243902439025	True	RPLP0	False
GSE131907	NS_17	LUAD	MHC_I_APM	primary	up	400	21	0.7087136799724344	0.6622640933206669	-0.04644958665176747	-0.04633450250856446	-0.007601773017459702	0.024390243902439025	True	RPLP0	False
GSE131907	NS_17	LUAD	chemokine	primary	up	400	14	0.11057371678098585	0.10071905427633945	-0.009854662504646401	-0.010588747832849637	-0.00442292816794665	0.024390243902439025	True	RPLP0	False
GSE131907	NS_17	LUAD	barrier_ligands	primary	down	400	15	0.40854006962447437	0.3690470674020845	-0.0394930022223899	-0.04008046973053164	-0.0061873155872424	0.024390243902439025	True	RPLP0	True
GSE131907	NS_17	LUAD	chemokine_ligands	secondary	up	400	11	0.13083021957842078	0.1185638136760159	-0.01226640590240488	-0.012686380584626728	-0.004542289619830623	0.024390243902439025	True	RPLP0	False
GSE131907	NS_17	LUAD	TJ_broad	secondary	down	400	175	0.2960945122818568	0.2868027634853024	-0.00929174879655439	-0.00990224297268888	-0.006601190592750943	0.024390243902439025	True	RPLP0	True
GSE131907	NS_19	LUAD	IFN	primary	up	400	213	0.3470605484875454	0.342341920883979	-0.0047186276035663735	-0.004733757377495037	-0.012511119761722837	0.024390243902439025	True	UBB	False
GSE131907	NS_19	LUAD	MHC_I_APM	primary	up	400	21	0.8741192782842045	0.8605244671412517	-0.013594811142952775	-0.012083951647625737	-0.019703715615127286	0.024390243902439025	True	UBB	False
GSE131907	NS_19	LUAD	chemokine	primary	up	400	19	0.154611538752229	0.1547966968718323	0.0001851581196033277	0.0008668477730205948	0.002676407222273454	0.5365853658536586	True	UBB	True
GSE131907	NS_19	LUAD	barrier_ligands	primary	down	400	14	0.41573275277902666	0.4049459107493539	-0.01078684202967277	-0.010871867779449039	-0.0104805780152993	0.024390243902439025	True	UBB	True
GSE131907	NS_19	LUAD	chemokine_ligands	secondary	up	400	14	0.20220096845362004	0.20292112784349872	0.0007201593898786872	0.0013339254975694263	0.0031171371934328026	0.4878048780487805	True	UBB	True
GSE131907	NS_19	LUAD	TJ_broad	secondary	down	400	180	0.31278282959764786	0.3087278188171542	-0.004055010780493618	-0.003906909791517253	-0.004644746792685938	0.024390243902439025	True	UBB	True
GSE205335	P0031	ADC	IFN	primary	up	319	217	0.25425622059485237	0.2522385694297508	-0.00201765116510155	-0.002317653005281676	-0.0010950193373128027	0.04878048780487805	True	GSTP1	False
GSE205335	P0031	ADC	MHC_I_APM	primary	up	319	21	0.7817598360454819	0.78117412790694	-0.0005857081385419662	-0.0016443531528024388	0.0071406699608365844	0.6585365853658537	True	GSTP1	False
GSE205335	P0031	ADC	chemokine	primary	up	319	22	0.09522638123343687	0.09737833263065161	0.0021519513972147477	0.0020165145239719245	0.014712269887671204	0.1951219512195122	True	GSTP1	True
GSE205335	P0031	ADC	barrier_ligands	primary	down	319	15	0.3639362604831338	0.34361895638866613	-0.020317304094467713	-0.019736742268849188	-0.02875247976576695	0.024390243902439025	True	GSTP1	True
GSE205335	P0031	ADC	chemokine_ligands	secondary	up	319	16	0.09329669361300433	0.09442647642291714	0.0011297828099128082	0.0009061785687726608	0.011399805996489959	0.5609756097560976	True	GSTP1	True
GSE205335	P0031	ADC	TJ_broad	secondary	down	319	190	0.2931220318959049	0.2876792818887659	-0.005442750007138985	-0.005423286576916409	-0.004819132765760803	0.024390243902439025	True	GSTP1	True
GSE205335	P1006	ADC	IFN	primary	up	400	211	0.1479364427213704	0.14471310814089136	-0.003223334580479043	-0.0030428507648958504	-0.005675198996621893	0.024390243902439025	True	GAPDH	False
GSE205335	P1006	ADC	MHC_I_APM	primary	up	400	21	0.34995204003248875	0.33787544404073383	-0.01207659599175491	-0.013048451575305119	-0.023776938002682123	0.024390243902439025	True	GAPDH	False
GSE205335	P1006	ADC	chemokine	primary	up	400	18	0.03404744947125454	0.03524784745089101	0.0012003979796364683	0.0011208816430991742	-0.002527209505070269	0.43902439024390244	True	GAPDH	True
GSE205335	P1006	ADC	barrier_ligands	primary	down	400	14	0.6257249443799315	0.5962732817028443	-0.029451662677087157	-0.029568813375746707	-0.0028261937604972683	0.024390243902439025	True	GAPDH	True
GSE205335	P1006	ADC	chemokine_ligands	secondary	up	400	13	0.041775418849329386	0.04244747571983231	0.0006720568705029219	0.000676042302692616	-0.002707522069585373	0.7804878048780488	True	GAPDH	True
GSE205335	P1006	ADC	TJ_broad	secondary	down	400	177	0.3479069714889779	0.33877720125004535	-0.009129770238932567	-0.008959617295571931	-0.009158067917511377	0.024390243902439025	True	GAPDH	True
GSE205335	P1015	ADC	IFN	primary	up	291	219	0.25122783023745193	0.24693279183745795	-0.004295038399993974	-0.004434337754079889	-0.00025601388419777763	0.024390243902439025	True	UBB	False
GSE205335	P1015	ADC	MHC_I_APM	primary	up	291	21	0.7062198033315407	0.688729888166595	-0.017489915164945736	-0.019272685904474816	0.0024980216858035745	0.024390243902439025	True	UBB	False
GSE205335	P1015	ADC	chemokine	primary	up	291	22	0.07154288243700338	0.0713611009083662	-0.00018178152863718622	-0.0006761481200874199	-0.00010535195096903223	0.5609756097560976	True	UBB	False
GSE205335	P1015	ADC	barrier_ligands	primary	down	291	14	0.29795002003912974	0.2789398000133072	-0.01901022002582252	-0.019454287210821455	0.003165465571878997	0.024390243902439025	True	UBB	True
GSE205335	P1015	ADC	chemokine_ligands	secondary	up	291	15	0.09640807574521505	0.09597751382956918	-0.0004305619156458745	-0.0010706934045002093	-0.0002449283822037928	0.4634146341463415	True	UBB	False
GSE205335	P1015	ADC	TJ_broad	secondary	down	291	172	0.28436486607710026	0.27964991173851067	-0.00471495433858961	-0.004775033032401789	-0.0002443006466013593	0.024390243902439025	True	UBB	True
GSE205335	P1016	SCLC	IFN	primary	up	400	193	0.24312243338716447	0.23781652602798414	-0.005305907359180311	-0.005454140773239915	-0.001961068559414575	0.024390243902439025	True	GSTP1	False
GSE205335	P1016	SCLC	MHC_I_APM	primary	up	400	21	0.8420496639070417	0.8317195817784628	-0.010330082128578834	-0.013662350492298315	0.010161778314115752	0.024390243902439025	True	GSTP1	False
GSE205335	P1016	SCLC	chemokine	primary	up	400	12	0.05879690292426232	0.059900882989388664	0.001103980065126349	0.0006772358276707338	0.0018967961022816628	0.6097560975609756	True	GSTP1	True
GSE205335	P1016	SCLC	barrier_ligands	primary	down	400	16	0.2626822593113722	0.2452632837217441	-0.017418975589628065	-0.016122615004526324	-0.005733511987270188	0.024390243902439025	True	GSTP1	True
GSE205335	P1016	SCLC	chemokine_ligands	secondary	up	400	9	0.011803150781784275	0.011442600519227212	-0.00036055026255706296	-0.0002066280818579019	-0.0005837774209862152	0.8292682926829268	True	GSTP1	False
GSE205335	P1016	SCLC	TJ_broad	secondary	down	400	184	0.37144203989275265	0.36486157948118186	-0.006580460411570763	-0.006688846153318403	-0.0071600758987511144	0.024390243902439025	True	GSTP1	True
GSE205335	P1017	SQ	IFN	primary	up	400	219	0.31752183492792824	0.30369685661841533	-0.013824978309512896	-0.014217756297802088	-0.009370664249779177	0.024390243902439025	True	UBB	False
GSE205335	P1017	SQ	MHC_I_APM	primary	up	400	21	0.7620253286450047	0.7251902200116119	-0.0368351086333928	-0.039363824503506395	-0.02417655598792841	0.024390243902439025	True	UBB	False
GSE205335	P1017	SQ	chemokine	primary	up	400	21	0.12019445909946978	0.1181318184679203	-0.002062640631549489	-0.0030808156845967207	0.0004923477406606605	0.21951219512195122	True	UBB	False
GSE205335	P1017	SQ	barrier_ligands	primary	down	400	15	0.41557300531093355	0.37087445619475806	-0.044698549116175504	-0.04489737179898568	-0.010433821828544836	0.024390243902439025	True	UBB	True
GSE205335	P1017	SQ	chemokine_ligands	secondary	up	400	14	0.1574949318484751	0.1520431559760975	-0.005451775872377598	-0.006482829228124166	0.0004714891961035904	0.04878048780487805	True	UBB	False
GSE205335	P1017	SQ	TJ_broad	secondary	down	400	194	0.3412827774185599	0.33139431615609616	-0.009888461262463741	-0.00989268436897267	-0.00590277642132249	0.024390243902439025	True	UBB	True
GSE205335	P1018	ADC	IFN	primary	up	400	219	0.42098444181787065	0.4139635521298576	-0.007020889688013087	-0.006623251469343278	-0.011905755439417081	0.024390243902439025	True	UBB	False
GSE205335	P1018	ADC	MHC_I_APM	primary	up	400	21	1.049463959563551	1.0364600306012184	-0.013003928962332614	-0.012727120361098309	-0.04621705575962659	0.024390243902439025	True	UBB	False
GSE205335	P1018	ADC	chemokine	primary	up	400	23	0.09731175802802094	0.0982572830889472	0.0009455250609262485	0.0009529638222850718	-0.004089414957284893	0.5365853658536586	True	UBB	True
GSE205335	P1018	ADC	barrier_ligands	primary	down	400	15	0.48157978881073277	0.44710586492335913	-0.034473923887373636	-0.03535064907494682	0.002846689743828291	0.024390243902439025	True	UBB	True
GSE205335	P1018	ADC	chemokine_ligands	secondary	up	400	15	0.12977602081406356	0.1294807186590669	-0.00029530215499665104	-0.00023309131413580515	-0.002162455604020038	0.9024390243902439	True	UBB	False
GSE205335	P1018	ADC	TJ_broad	secondary	down	400	190	0.36664321808201866	0.3580374983392271	-0.008605719742791553	-0.008597732291827077	-0.0032159780635949275	0.024390243902439025	True	UBB	True
GSE205335	P1025	SCLC	IFN	primary	up	400	207	0.2410953469118966	0.23636373003995412	-0.004731616871942477	-0.003973964353055951	-0.01411295491238796	0.07317073170731707	True	GSTP1	False
GSE205335	P1025	SCLC	MHC_I_APM	primary	up	400	21	0.6084604242298066	0.5909739342365667	-0.017486489993239922	-0.017291469687843966	-0.03527021873392644	0.024390243902439025	True	GSTP1	False
GSE205335	P1025	SCLC	chemokine	primary	up	400	17	0.03091316679298746	0.029564604213267145	-0.001348562579720314	-0.0012181547760348704	-0.0026480807320965025	0.3902439024390244	True	GSTP1	False
GSE205335	P1025	SCLC	barrier_ligands	primary	down	400	16	0.42756166735595086	0.39760218537587144	-0.02995948198007939	-0.02923643440110341	-0.03147445778138539	0.024390243902439025	True	GSTP1	True
GSE205335	P1025	SCLC	chemokine_ligands	secondary	up	400	11	0.022030148022113206	0.019379878299547015	-0.002650269722566191	-0.002224225185070877	-0.00304987364828517	0.17073170731707318	True	GSTP1	False
GSE205335	P1025	SCLC	TJ_broad	secondary	down	400	191	0.3110246465440517	0.3031737845979885	-0.00785086194606324	-0.007691322646495108	-0.014959075992949475	0.024390243902439025	True	GSTP1	True
GSE205335	P1027	ADC	IFN	primary	up	400	217	0.3839190352491286	0.3778068875553719	-0.0061121476937567336	-0.006919100575439372	-0.0033450458188001133	0.024390243902439025	True	UBB	False
GSE205335	P1027	ADC	MHC_I_APM	primary	up	400	21	1.026393914451743	0.9999580391389645	-0.026435875312778537	-0.028981647281867532	-0.011739831462303596	0.024390243902439025	True	UBB	False
GSE205335	P1027	ADC	chemokine	primary	up	400	22	0.08692974130732524	0.09614216529505024	0.009212423987725003	0.01034194718120432	0.0031750538838138578	0.024390243902439025	True	UBB	True
GSE205335	P1027	ADC	barrier_ligands	primary	down	400	16	0.5063566460678879	0.46533122214652944	-0.041025423921358446	-0.04156987070803795	-0.006298620010929295	0.024390243902439025	True	UBB	True
GSE205335	P1027	ADC	chemokine_ligands	secondary	up	400	15	0.10697638531080784	0.11542337582584017	0.008446990515032319	0.009905166522712443	0.0029084799075189947	0.024390243902439025	True	UBB	True
GSE205335	P1027	ADC	TJ_broad	secondary	down	400	186	0.36172352767369326	0.35043112112134295	-0.011292406552350311	-0.01198588209729812	-0.005191234573666571	0.024390243902439025	True	UBB	True
GSE205335	P1030	ADC	IFN	primary	up	400	213	0.24348856213903503	0.232426488851669	-0.011062073287366024	-0.011343170781377634	-0.004257903615501099	0.024390243902439025	True	UBB	False
GSE205335	P1030	ADC	MHC_I_APM	primary	up	400	21	0.7162760595237049	0.6578701209347884	-0.058405938588916545	-0.06024327371487404	-0.011366356044096923	0.024390243902439025	True	UBB	False
GSE205335	P1030	ADC	chemokine	primary	up	400	20	0.039342554339362346	0.03652964058268516	-0.0028129137566771864	-0.003073957108102433	-0.000579559895547056	0.024390243902439025	True	UBB	False
GSE205335	P1030	ADC	barrier_ligands	primary	down	400	14	0.4339066333565832	0.392494412710353	-0.0414122206462302	-0.043747770550790585	-0.0008714115839629767	0.024390243902439025	True	UBB	True
GSE205335	P1030	ADC	chemokine_ligands	secondary	up	400	14	0.05193849051713682	0.04743174875900449	-0.004506741758132334	-0.004825420276330218	-0.00035257687319387886	0.024390243902439025	True	UBB	False
GSE205335	P1030	ADC	TJ_broad	secondary	down	400	184	0.3080852841112552	0.2983994766978545	-0.009685807413400688	-0.010473562740518869	-0.0034588725538955336	0.024390243902439025	True	UBB	True
GSE205335	P1037	SQ	IFN	primary	up	400	189	0.18391243357263187	0.18162570137297898	-0.0022867321996528937	-0.002097171944154917	-0.002692975423829204	0.04878048780487805	True	UBB	False
GSE205335	P1037	SQ	MHC_I_APM	primary	up	400	20	0.5835895004981123	0.576842805523602	-0.006746694974510342	-0.0064004439282296715	-0.01586431525659436	0.024390243902439025	True	UBB	False
GSE205335	P1037	SQ	chemokine	primary	up	400	9	0.13169772767027996	0.12934280189869043	-0.002354925771589523	-0.0025740523427603746	0.005280085202633031	0.14634146341463414	True	UBB	False
GSE205335	P1037	SQ	barrier_ligands	primary	down	400	16	0.15946983188347036	0.1602831706724026	0.0008133387889322496	0.00033672790401676617	-0.0044193741764292725	0.9024390243902439	True	UBB	False
GSE205335	P1037	SQ	chemokine_ligands	secondary	up	400	6	0.17542946453261515	0.1741095989971955	-0.001319865535419663	-0.0010663895109908354	0.009349493725312965	0.8048780487804879	True	UBB	False
GSE205335	P1037	SQ	TJ_broad	secondary	down	400	166	0.19211955947189815	0.19080601207236877	-0.0013135473995293673	-0.0014844796708492862	-0.0028523583187571957	0.04878048780487805	True	UBB	True
GSE205335	P1056	NUT	IFN	primary	up	400	210	0.16518507024033918	0.16390945814494684	-0.0012756120953923283	-0.0016171558503632933	-0.004677393690496525	0.04878048780487805	True	UBB	False
GSE205335	P1056	NUT	MHC_I_APM	primary	up	400	20	0.5716767722866379	0.5723793886527887	0.0007026163661508052	-0.0007041525151295637	-0.02218174302714419	0.7560975609756098	False	UBB	True
GSE205335	P1056	NUT	chemokine	primary	up	400	18	0.030105221411741896	0.029546266887129264	-0.0005589545246126328	-0.00032155385719999575	-0.002084137034605501	0.6829268292682927	True	UBB	False
GSE205335	P1056	NUT	barrier_ligands	primary	down	400	16	0.1633956298011485	0.1545082049383787	-0.008887424862769815	-0.009416573092797174	-6.71142842021951e-05	0.024390243902439025	True	UBB	True
GSE205335	P1056	NUT	chemokine_ligands	secondary	up	400	12	0.038142175011414314	0.03704951425960044	-0.0010926607518138784	-0.0008621531427395871	-0.001071872745048563	0.2926829268292683	True	UBB	False
GSE205335	P1056	NUT	TJ_broad	secondary	down	400	185	0.22320034262327254	0.21999421607074135	-0.0032061265525311793	-0.003522860443203853	-0.0047405223163126025	0.024390243902439025	True	UBB	True
GSE205335	P1062	ADC	IFN	primary	up	188	218	0.4003184455361265	0.40346233875177845	0.003143893215651938	0.002910950852889961	-0.03274588216089789	0.36585365853658536	True	TMSB4X	True
GSE205335	P1062	ADC	MHC_I_APM	primary	up	188	21	1.1308778009840148	1.1342454897313747	0.003367688747359848	0.002514502850795672	-0.08764644046314071	0.7317073170731707	True	TMSB4X	True
GSE205335	P1062	ADC	chemokine	primary	up	188	21	0.13363062543300488	0.14348172974934306	0.009851104316338174	0.010687699993134176	-0.01124065613139301	0.07317073170731707	True	TMSB4X	True
GSE205335	P1062	ADC	barrier_ligands	primary	down	188	16	0.2891582135850171	0.24336823103076569	-0.04578998255425141	-0.047690187798996524	0.06537171667155295	0.024390243902439025	True	TMSB4X	True
GSE205335	P1062	ADC	chemokine_ligands	secondary	up	188	12	0.12801891785746783	0.13455553622486358	0.0065366183673957546	0.0074197279615986125	0.01160203577631096	0.21951219512195122	True	TMSB4X	True
GSE205335	P1062	ADC	TJ_broad	secondary	down	188	188	0.3890392725853887	0.3790812482564313	-0.009958024328957347	-0.010157186010522332	-0.015115384446753647	0.024390243902439025	True	TMSB4X	True
GSE205335	P1063	ADC	IFN	primary	up	131	209	0.3701064989556167	0.3729508336539251	0.002844334698308409	0.002121629909104057	0.01449646119549958	0.5609756097560976	True	GSTP1	True
GSE205335	P1063	ADC	MHC_I_APM	primary	up	131	21	1.0363447897163383	1.0427990548428874	0.006454265126549129	0.004560661973888764	0.024533559560290907	0.6341463414634146	True	GSTP1	True
GSE205335	P1063	ADC	chemokine	primary	up	131	20	0.14805686757444625	0.16135125045291743	0.01329438287847118	0.011982821615145673	-0.012344025455254452	0.024390243902439025	True	GSTP1	True
GSE205335	P1063	ADC	barrier_ligands	primary	down	131	15	0.2394900373939993	0.19533829281685533	-0.04415174457714395	-0.04569386607348898	-0.05809397418024425	0.024390243902439025	True	GSTP1	True
GSE205335	P1063	ADC	chemokine_ligands	secondary	up	131	11	0.1260293733058223	0.13803802546202457	0.012008652156202252	0.010465507484767784	-0.048198011217444124	0.21951219512195122	True	GSTP1	True
GSE205335	P1063	ADC	TJ_broad	secondary	down	131	178	0.3890375040830129	0.3846803670225482	-0.004357137060464678	-0.004763343031663838	0.0032604612201810592	0.17073170731707318	True	GSTP1	True
GSE205335	P1072	SCLC	IFN	primary	up	400	215	0.15037543373234738	0.14746590815081873	-0.00290952558152865	-0.0025600906307842977	-0.004100642751015023	0.024390243902439025	True	UBB	False
GSE205335	P1072	SCLC	MHC_I_APM	primary	up	400	21	0.3916915339900445	0.38283013731662924	-0.008861396673415298	-0.007511138663741749	-0.014485026288117963	0.024390243902439025	True	UBB	False
GSE205335	P1072	SCLC	chemokine	primary	up	400	21	0.011435887471941983	0.011151690617692769	-0.00028419685424921386	-0.0001373215886761849	-0.0016033791506295256	0.8292682926829268	True	UBB	False
GSE205335	P1072	SCLC	barrier_ligands	primary	down	400	15	0.3079222744233637	0.2971174561179088	-0.010804818305454867	-0.010526173151947501	-0.010884208399298817	0.024390243902439025	True	UBB	True
GSE205335	P1072	SCLC	chemokine_ligands	secondary	up	400	12	0.012422176873939192	0.01243149040806516	9.313534125967475e-06	6.728710156316626e-05	-0.0005414139924331605	0.9512195121951219	True	UBB	True
GSE205335	P1072	SCLC	TJ_broad	secondary	down	400	186	0.32896796847462006	0.3251665323089351	-0.003801436165684982	-0.0036205175878212745	-0.006895420789880116	0.024390243902439025	True	UBB	True
GSE205335	P1076	ADC	IFN	primary	up	400	220	0.30321791558966626	0.29905626722138823	-0.004161648368278033	-0.004663674993429592	-0.0062965965280063815	0.024390243902439025	True	UBB	False
GSE205335	P1076	ADC	MHC_I_APM	primary	up	400	21	0.7475223711803758	0.7320669894095224	-0.015455381770853371	-0.015606176715660162	-0.018342998417278655	0.04878048780487805	True	UBB	False
GSE205335	P1076	ADC	chemokine	primary	up	400	23	0.08470463066404511	0.08648082423713656	0.0017761935730914466	0.0013102061289563917	-0.0013892498976071995	0.43902439024390244	True	UBB	True
GSE205335	P1076	ADC	barrier_ligands	primary	down	400	14	0.35088476218762693	0.3276432300668953	-0.023241532120731646	-0.023533033564577293	-0.0022392008979227654	0.024390243902439025	True	UBB	True
GSE205335	P1076	ADC	chemokine_ligands	secondary	up	400	16	0.10846123664519045	0.10997839284312294	0.0015171561979324968	0.0010691440810652265	0.00025848905398032036	0.5121951219512195	True	UBB	True
GSE205335	P1076	ADC	TJ_broad	secondary	down	400	181	0.24240699699347604	0.23778509097771167	-0.00462190601576438	-0.004891706083301197	-0.003279484238524016	0.024390243902439025	True	UBB	True
GSE205335	P1079	ADC	IFN	primary	up	400	214	0.3512051475889363	0.34189680854148297	-0.009308339047453332	-0.009234252885127605	-0.001570696826181608	0.024390243902439025	True	FTL	False
GSE205335	P1079	ADC	MHC_I_APM	primary	up	400	21	1.2445833340338628	1.2075710847806702	-0.03701224925319247	-0.03730365027083377	-0.0007446419563724836	0.024390243902439025	True	FTL	False
GSE205335	P1079	ADC	chemokine	primary	up	400	21	0.053686402699317	0.05419230668986065	0.0005059039905436526	0.0007246769172370878	-0.0037032518494316755	0.43902439024390244	True	FTL	True
GSE205335	P1079	ADC	barrier_ligands	primary	down	400	14	0.4047190387428418	0.37841900811169293	-0.026300030631148878	-0.02675593855779126	0.0026599620457604563	0.024390243902439025	True	FTL	True
GSE205335	P1079	ADC	chemokine_ligands	secondary	up	400	13	0.07258635027374112	0.07288446565125714	0.00029811537751602403	0.0005560662352759753	-0.0042913963088082865	0.6829268292682927	True	FTL	True
