dataset	unit_id	histology	n_cells_qc	n_cells_fit	status	alpha	cv_r2	n_reg	n_targets	control_gene	cldn4_pct	cldn4_mean_log1p	scale_cldn
GSE131907	NS_12	LUAD	2811	400	fit	1000.0	0.008179752398529049	42.0	401.0	GSTP1	83.25	1.6389671835224482	-1.8139591978680512
GSE131907	NS_13	LUAD	1352	400	fit	1000.0	0.011009012396219328	42.0	406.0	TPT1	75.0	1.3001270121308703	-1.4192529433546646
GSE131907	NS_16	LUAD	79	0	below_min_cells_80								
GSE131907	NS_17	LUAD	1112	400	fit	1000.0	0.0005354053242831851	42.0	397.0	RPLP0	86.75	2.062532839617743	-2.0822119490234754
GSE131907	NS_19	LUAD	755	400	fit	1000.0	-0.002454577398975743	42.0	415.0	UBB	65.5	0.9886681784797784	-1.2031318051791893
GSE205335	P0031	ADC	319	319	fit	1000.0	0.025702192855503656	41.0	432.0	GSTP1	59.24764890282132	0.9488405678584309	-1.0377813376825566
GSE205335	P1006	ADC	1282	400	fit	1000.0	-0.022215733912417723	42.0	410.0	GAPDH	71.75	1.292029480670128	-1.3831881499700094
GSE205335	P1015	ADC	291	291	fit	1000.0	-0.05142609133448867	38.0	416.0	UBB	41.580756013745706	0.7684376084668274	-0.7454747052840477
GSE205335	P1016	SCLC	5336	400	fit	1000.0	0.03125079621403335	42.0	397.0	GSTP1	81.0	1.4321028670306037	-1.4582761512576232
GSE205335	P1017	SQ	2186	400	fit	1000.0	0.03658856336197907	42.0	437.0	UBB	64.25	1.4679494452210553	-1.1062467993680531
GSE205335	P1018	ADC	1180	400	fit	1000.0	0.0891558773256687	42.0	435.0	UBB	64.75	1.39083289280225	-1.1941088368668882
GSE205335	P1025	SCLC	980	400	fit	1000.0	0.02235188631558424	42.0	420.0	GSTP1	92.5	1.6739785482393432	-2.2825432527062772
GSE205335	P1027	ADC	1318	400	fit	1000.0	0.012598249569076457	42.0	428.0	UBB	76.25	2.1059107108537596	-1.6125696285663986
GSE205335	P1030	ADC	603	400	fit	1000.0	0.016105324528790196	42.0	420.0	UBB	61.25000000000001	1.5966310145145246	-1.1663325978472237
GSE205335	P1037	SQ	3671	400	fit	1000.0	-0.0073186048372060235	42.0	372.0	UBB	86.0	0.943571953520221	-1.5621431020098524
GSE205335	P1056	NUT	2386	400	fit	1000.0	0.01903575402641197	42.0	419.0	UBB	51.24999999999999	0.842521460579794	-0.8180595299521171
GSE205335	P1062	ADC	188	188	fit	100.0	0.09263330952337301	25.0	432.0	TMSB4X	45.21276595744681	0.9858522627525454	-0.8257187159084532
GSE205335	P1063	ADC	131	131	fit	100.0	0.022013257312785185	18.0	413.0	GSTP1	35.11450381679389	0.7369170353566662	-0.68931296038093
GSE205335	P1072	SCLC	406	400	fit	1000.0	0.004470607586307798	42.0	426.0	UBB	58.75	0.9361207354000928	-0.9479131444979182
GSE205335	P1076	ADC	849	400	fit	1000.0	0.00744288128452156	42.0	427.0	UBB	61.0	0.9357767964088288	-1.092193131623454
GSE205335	P1079	ADC	543	400	fit	1000.0	0.053705086729271094	42.0	412.0	FTL	49.5	0.9312423084410064	-0.8562234290319233
GSE205335	P1084	ADC	196	196	fit	1000.0	-0.021649340745153085	26.0	435.0	UBB	86.73469387755102	2.256213852289076	-1.9646343279941898
GSE205335	P1089	ADC	1063	400	fit	1000.0	0.011060653475844088	42.0	394.0	RPLP0	90.5	2.2047363195749035	-2.3752735805244214
GSE205335	P1090	SQ	566	400	fit	1000.0	-0.06327173843294084	42.0	420.0	UBB	37.75	0.7096845094270346	-0.6369063593775515
GSE205335	P1115	SCLC	3769	400	fit	1000.0	-0.00036375847037645154	42.0	390.0	GSTP1	89.5	1.5984827682667093	-2.13009748720376
GSE205335	P1119	ADC	1222	400	fit	1000.0	0.03287487312697521	42.0	414.0	TMSB4X	34.75	0.5373465856736978	-0.624003866291745
GSE205335	P4001	ADC	27	0	below_min_cells_80								
GSE189357	TD1	NSCLC	1970	400	fit	1000.0	0.04512086905475723	42.0	432.0	UBB	52.25	1.0762421554135475	-0.9298790166832107
GSE189357	TD2	NSCLC	1104	400	fit	1000.0	0.03255130342842736	42.0	437.0	RPLP0	36.25	0.6778594296845419	-0.6820682515282768
GSE189357	TD3	NSCLC	647	400	fit	1000.0	0.056267038249105505	42.0	441.0	GAPDH	49.75	0.7674004787169713	-0.8747233471447851
GSE189357	TD4	NSCLC	477	400	fit	1000.0	0.04207036542475454	42.0	433.0	GAPDH	29.75	0.4992095130471036	-0.603055237957463
GSE189357	TD5	NSCLC	1724	400	fit	1000.0	0.014384427812792366	42.0	437.0	GSTP1	35.25	0.7136820924712777	-0.6956445490264344
GSE189357	TD6	NSCLC	1169	400	fit	1000.0	0.014462647742057577	42.0	442.0	GAPDH	66.25	1.1066446302665685	-1.184193812449266
GSE189357	TD7	NSCLC	848	400	fit	1000.0	-0.007609002224251406	42.0	435.0	RPLP0	37.25	0.7735868901243896	-0.709316993024094
GSE189357	TD8	NSCLC	1014	400	fit	1000.0	0.04448595583028992	42.0	432.0	GSTP1	44.5	0.6638190611474449	-0.7964605007584341
GSE189357	TD9	NSCLC	4836	400	fit	1000.0	0.005623752089892308	42.0	423.0	GAPDH	78.25	1.737315885674974	-1.6213233223084624
