dataset	unit_id	histology	n_cells_qc	n_cells_fit	status	alpha	cv_r2	n_reg	n_targets	control_gene	cldn4_pct	cldn4_mean_log1p	scale_cldn
GSE123902	LX255B	LUAD	198	198	fit	1000.0	-0.007907018778175307	26.0	389.0	GSTP1	39.39393939393939	0.6911035274695164	-0.7342267297229468
GSE123902	LX653	LUAD	139	139	fit	1000.0	-0.05540064267222242	19.0	418.0	GAPDH	74.82014388489209	1.1690528566289704	-1.429069937286558
GSE123902	LX661	LUAD	112	112	fit	1000.0	-0.04930580964920766	17.0	408.0	GSTP1	61.60714285714286	0.9157965300978353	-1.0700983985858898
GSE123902	LX666	LUAD	752	400	fit	1000.0	0.019992292565136804	42.0	406.0	GSTP1	69.0	0.529302532451453	-1.0545816248308093
GSE123902	LX675	LUAD	582	400	fit	1000.0	0.05528649207149285	42.0	442.0	GSTP1	33.75	0.4900920804122154	-0.6155735074717898
GSE123902	LX676	LUAD	145	145	fit	1000.0	-0.02582341168444091	20.0	413.0	GSTP1	42.758620689655174	0.8238000985428957	-0.7619972883177448
GSE123902	LX679	LUAD	450	400	fit	1000.0	0.009519829605000751	42.0	423.0	GSTP1	49.25	0.7612193183183714	-0.8701173084949642
GSE123902	LX680	LUAD	220	220	fit	1000.0	-0.034239042630598626	29.0	427.0	GSTP1	83.63636363636363	1.5736807212338224	-1.8038542049465962
GSE123902	LX681	LUAD	934	400	fit	1000.0	-0.05064840486590188	42.0	418.0	TPT1	81.25	1.068977745489323	-1.5767316754140748
GSE123902	LX682	LUAD	388	388	fit	1000.0	0.06782163652274807	42.0	438.0	GSTP1	19.84536082474227	0.4147649907781708	-0.4542716805987573
GSE123902	LX684	LUAD	166	166	fit	1000.0	-0.042011624530860214	22.0	418.0	RPLP0	75.30120481927712	1.0249969500473164	-1.4209643604120799
GSE123902	LX699	LUAD	39	0	below_min_cells_80								
GSE123902	LX701	LUAD	83	83	fit	1000.0	-0.18544459030870186	17.0	373.0	UBB	10.843373493975903	0.22537671304314338	-0.3176201063881589
GSE131907	BRONCHO_11	LUAD	203	203	fit	1000.0	0.007320549800139106	27.0	418.0	UBB	80.78817733990148	1.392881176809237	-1.643887733957923
GSE131907	BRONCHO_58	LUAD	460	400	fit	1000.0	0.05362056772523469	42.0	430.0	UBB	73.0	0.9589244793618502	-1.3433189659648141
GSE131907	EBUS_06	LUAD	1186	400	fit	1000.0	0.002974451410339248	42.0	406.0	GAPDH	72.75	1.3214523773376647	-1.410527103309692
GSE131907	EBUS_10	LUAD	367	367	fit	1000.0	0.01863882806496539	42.0	424.0	UBB	84.46866485013625	1.2945740132568715	-1.5797746118797504
GSE131907	EBUS_12	LUAD	257	257	fit	1000.0	0.06355889441813065	34.0	423.0	UBB	88.32684824902724	1.351490756957306	-1.9334488363311224
GSE131907	EBUS_13	LUAD	376	0	cldn4_pct_below_5.0								
GSE131907	EBUS_15	LUAD	256	256	fit	1000.0	1.9178795247264933e-05	34.0	407.0	UBB	47.265625	0.8119832798535316	-0.8065854810067553
GSE131907	EBUS_19	LUAD	217	217	fit	1000.0	0.012760517874883399	29.0	421.0	UBB	94.00921658986175	1.7474658600633575	-2.8517436542858206
GSE131907	EBUS_28	LUAD	4640	400	fit	1000.0	-0.0008682839798642494	42.0	392.0	GSTP1	97.75	2.247284444194035	-3.382362849128167
GSE131907	EBUS_49	LUAD	114	114	fit	1000.0	-0.05974395057837583	17.0	379.0	UBB	49.122807017543856	0.739481158228922	-0.8693827386287354
GSE131907	EBUS_51	LUAD	1285	400	fit	1000.0	0.017009976629749794	42.0	416.0	UBB	85.25	1.1712671458849178	-1.6887734333138147
GSE131907	NS_02	LUAD	181	181	fit	1000.0	-0.02469882927490873	24.0	405.0	GSTP1	58.5635359116022	0.8218572045084204	-1.014772522078195
GSE131907	NS_03	LUAD	2712	400	fit	1000.0	0.010044506286026439	42.0	406.0	FTL	94.25	2.043910708465763	-2.7887571699065528
GSE131907	NS_04	LUAD	1229	400	fit	1000.0	0.036654578357623056	42.0	421.0	UBB	89.0	1.3790401508072312	-2.09846689142336
GSE131907	NS_06	LUAD	83	83	fit	1000.0	-0.3440601479009162	17.0	390.0	UBB	60.24096385542169	1.1611399711934334	-1.0989124923804658
GSE131907	NS_07	LUAD	5108	400	fit	1000.0	0.003962016978678438	42.0	377.0	GSTP1	92.25	1.795032302760182	-2.36862285804137
