kind	k	combo	score	n	rho	p	I2	ci95_lo	ci95_hi	stouffer_z	stouffer_p	member_rhos	member_ns	note	source	n_q1	n_q4	n_compared	r_rb	p_q4q1	delta_median	thin_q4	median_q1	median_q4	q4_method	stacked_n_q1	stacked_n_q4	stacked_n_compared	stacked_r_rb	stacked_p_q4q1	stacked_delta_median
concordant4	4	GSE123902+GSE131907+GSE205335+GSE189357	pct	65	-0.5311678045689989	1.6462232944573955e-05	0.0	-0.6967711225150761	-0.3118052568209761	-4.26684237480895	1.9825913407818403e-05	GSE123902:-0.659,GSE131907:-0.522,GSE205335:-0.435,GSE189357:-0.600	GSE123902:13,GSE131907:21,GSE205335:22,GSE189357:9	FOUR-SET POOLED n (new number). DerSimonian–Laird Fisher-z of cohort Spearmans; n=sum of units	this_pr	19	16	35	-0.7236842105263157	0.00028794861470847027	-0.30967571417026035	False	0.4334841628959276	0.12380844872566725	within_cohort_rank_then_qcut	19	16	35	-0.7236842105263157	0.00028794861470847027	-0.30967571417026035
concordant4	4	GSE123902+GSE131907+GSE205335+GSE189357	mean	65	-0.40317105396341596	0.0018599115894476507	0.0	-0.6022411894971033	-0.1568962517228598	-3.103581696531927	0.0019119344040982823	GSE123902:-0.654,GSE131907:-0.396,GSE205335:-0.200,GSE189357:-0.517	GSE123902:13,GSE131907:21,GSE205335:22,GSE189357:9	FOUR-SET POOLED n (new number). DerSimonian–Laird Fisher-z of cohort Spearmans; n=sum of units	this_pr	19	16	35	-0.5921052631578947	0.0030402259610744988	-0.2428040792066643	False	0.4086294416243655	0.16582536241770118	within_cohort_rank_then_qcut	19	16	35	-0.5921052631578947	0.0030402259610744988	-0.2428040792066643
