matrix	predictor	purity_method	feature	feature_class	n	spearman_rho	spearman_p	partial_rho	partial_p	circular_with_this_purity	spearman_fdr	partial_fdr	sig_partial_fdr05
HiSeqV2	TACSTD2	estimate_purity	LeukocyteFraction_methylation	leukocyte_fraction_DNA	513	-0.0009174314780726419	0.983462088362392	-0.007652613746483609	0.8628572277144814	False	0.9913444474699076	0.9121633550124517	False
HiSeqV2	TACSTD2	estimate_purity	ESTIMATE_Immune_score	estimate_score_circular	515	0.036355759060409235	0.41033121855225385	0.08250214708611504	0.061610771259436564	True	0.5839328879397458	0.11397992682995764	False
HiSeqV2	TACSTD2	estimate_purity	ESTIMATE_Stromal_score	estimate_score_circular	515	-0.020046378970509166	0.6499260512873973	-0.05989435303888117	0.1751595245033325	True	0.7757181902462484	0.2587992397541785	False
HiSeqV2	TACSTD2	estimate_purity	Wolf_LymphocyteInfiltration	Wolf_signature	457	-0.09406564118689632	0.04444761393098813	-0.13118277614479582	0.0050200687939841344	False	0.10278510721541005	0.015478545448117748	True
HiSeqV2	TACSTD2	estimate_purity	Wolf_IFNgamma	Wolf_signature	457	0.10596905259791764	0.023479696078735974	0.12805987746355432	0.00617411520312402	False	0.07239572957610259	0.016317304465399196	True
HiSeqV2	TACSTD2	estimate_purity	Wolf_TGFbeta	Wolf_signature	457	0.16103762488447684	0.0005487770430728636	0.1985428530045142	1.9488898952493998e-05	False	0.015886633980055256	0.0007210892612422779	True
HiSeqV2	TACSTD2	estimate_purity	Wolf_MacrophageCSF1	Wolf_signature	457	0.002658913472124876	0.9547957179354466	0.013010927167330716	0.7817136674952464	False	0.9913444474699076	0.850688402862474	False
HiSeqV2	TACSTD2	estimate_purity	Wolf_WoundHealing_CSR	Wolf_signature	457	0.08979350180196385	0.055087543481342316	0.09167494694943654	0.05041929530645075	False	0.11989641816527445	0.09818494349150936	False
HiSeqV2	TACSTD2	estimate_purity	CIBERSORT_CD8_T	CIBERSORT	515	-0.11267640466031748	0.010498129566758765	-0.1130482611662587	0.010318515826191695	False	0.057280479809914416	0.023861567848068296	True
HiSeqV2	TACSTD2	estimate_purity	CIBERSORT_Tregs	CIBERSORT	515	0.12036769703192987	0.006240110161861374	0.12098308991660864	0.0060272970853287745	False	0.057280479809914416	0.016317304465399196	True
HiSeqV2	TACSTD2	estimate_purity	CIBERSORT_NK_activated	CIBERSORT	515	-0.054143193442639154	0.21996588674992865	-0.05385280079001445	0.22290510852377984	False	0.3648021735470745	0.29455317912070905	False
HiSeqV2	TACSTD2	estimate_purity	CIBERSORT_Macrophage_M1	CIBERSORT	515	0.00627476439714835	0.8870385742605311	0.004860664678301151	0.9124639020983548	False	0.9653066837541073	0.9143028952243138	False
HiSeqV2	TACSTD2	estimate_purity	CIBERSORT_Macrophage_M2	CIBERSORT	515	0.07173409917365035	0.10393999084228936	0.07171760132825242	0.10435794492555565	False	0.21365442562026146	0.1838687601069314	False
HiSeqV2	TACSTD2	estimate_purity	CYT_GZMA_PRF1	gene_score	515	-0.11219255404488757	0.01083684753160543	-0.14834559853169496	0.0007415878803548383	False	0.057280479809914416	0.006859687893282254	True
HiSeqV2	TACSTD2	estimate_purity	CD8_score	gene_score	515	-0.10977252705061137	0.012680494807756893	-0.13654369682855702	0.001917856965634238	False	0.05864728848587563	0.014192141545693362	True
HiSeqV2	TACSTD2	estimate_purity	GEP18	gene_score	515	-0.03308451853967343	0.45374394102485643	-0.05897899572653491	0.18185892523266597	False	0.5994016013694619	0.2587992397541785	False
HiSeqV2	TACSTD2	estimate_purity	CD8A	gene_marker	515	-0.09598934893947342	0.029399829332099343	-0.12473681476107668	0.004623428543938448	False	0.0836764373298212	0.015478545448117748	True
HiSeqV2	TACSTD2	estimate_purity	CD8B	gene_marker	515	-0.10509233053568323	0.017044839835933506	-0.12412284280606611	0.004830672424087755	False	0.06306590739295397	0.015478545448117748	True
HiSeqV2	TACSTD2	estimate_purity	CD3E	gene_marker	515	-0.05960551865970562	0.17683043690942507	-0.09302818573949553	0.03498480490670196	False	0.3271363082824364	0.07614339891458662	False
HiSeqV2	TACSTD2	estimate_purity	CD2	gene_marker	515	-0.03401959564694253	0.4410777504491069	-0.056839001959898924	0.1982573865311182	False	0.5994016013694619	0.27168604820931014	False
