sample	CCL5	CD2	CD27	CD274	CD276	CD3E	CD68	CD8A	CD8B	CLDN4	CMKLR1	CTLA4	CXCL10	CXCL9	CXCR6	FOXP3	GZMA	GZMB	HAVCR2	HLA-DQA1	HLA-DRB1	HLA-E	IDO1	IFNG	LAG3	MS4A1	NKG7	PDCD1	PDCD1LG2	PRF1	PSMB10	STAT1	TACSTD2	TIGIT	CYT_GZMA_PRF1	CD8_score	GEP18	ESTIMATE_Stromal_score	ESTIMATE_Immune_score	ESTIMATE_score	estimate_purity	absolute_purity	aran_estimate_purity	aran_absolute_purity	aran_lump_purity	aran_ihc_purity	aran_cpe_purity	LeukocyteFraction_methylation	CIBERSORT_CD8_T	CIBERSORT_Tregs	CIBERSORT_NK_activated	CIBERSORT_Macrophage_M1	CIBERSORT_Macrophage_M2	Wolf_LymphocyteInfiltration	Wolf_MacrophageCSF1	Wolf_IFNgamma	Wolf_TGFbeta	Wolf_WoundHealing_CSR
TCGA-64-1681-01	10.5938	8.0172	7.7125	5.1431	10.7761	8.5497	11.7555	5.9811	3.6514	13.886	8.2846	5.7292	8.8478	10.3796	6.0614	6.3545	5.787	5.349	9.1454	11.5386	14.3408	13.919	12.1552	1.0596	7.6605	7.3091	5.7193	5.1431	6.473	8.1182	11.4621	13.006	13.8065	5.8606	6.9526	4.81625	9.281516666666667	99.19	948.01	1047.2	0.7257282341364589	0.31	0.7257	0.27	0.709	0.375	0.6654	0.294435219895142	0.0243236391823174	0.0191702375668916	0.0310962792847766	0.0900068961523486	0.307454054022956	0.8236	0.7058	0.3676	0.2541	-0.043
TCGA-64-5774-01	7.5122	7.0032	7.5628	5.3985	11.1285	7.4167	9.7971	6.8882	9.0682	13.3238	6.5493	5.7887	7.1387	8.0366	6.2185	6.2291	6.5275	5.5502	6.6602	9.1513	9.9521	11.8285	7.7535	2.0961	6.1631	4.2313	5.1738	5.3661	4.4323	6.3731	9.3793	12.0711	10.7484	5.6068	6.4503	7.978199999999999	7.822577777777777	-692.62	-529.23	-1221.85	0.910777223033963	0.76	0.9108	0.76	0.6612	0.8	0.7704	0.150211297237923	0.0817304782534149	0.0210884098679905	0.0663233674097216	0.0	0.125338488286398	0.5766	-0.4666	0.0345	0.0864	0.141
TCGA-64-5775-01	7.59	5.9166	4.8688	9.218	11.8679	5.9166	12.8749	5.9055	4.1463	10.5857	8.3482	3.0748	7.9291	5.5241	4.5693	4.7261	5.3214	4.7544	8.7815	8.342	10.542	12.5077	4.5693	0.55	4.6516	2.2366	5.5812	2.9064	8.6791	6.7137	9.3552	12.3319	9.3315	3.8539	6.01755	5.0259	7.68365	-130.35	407.23	276.87	0.798721752246941	0.71	0.7987	0.71	0.6705	0.8	0.6923	0.145016314675639	0.0484838274064954	0.0	0.0472670623420956	0.0230202980048166	0.610537196629014	-0.7823	0.1987	0.2535	0.3988	0.2215
TCGA-64-5778-01	12.0586	10.231	9.946	6.8797	10.1109	10.4715	12.1472	10.7756	8.8641	13.6608	8.2184	7.3341	11.2779	13.2848	8.5771	7.4589	9.9695	9.5038	9.5344	14.1804	15.9862	14.2943	12.8378	6.2721	9.015	9.8243	9.8259	8.0163	7.4153	9.133	11.462	14.1425	13.7185	8.2871	9.55125	9.81985	10.960977777777778	-537.66	1864.53	1326.87	0.6968814896118899	0.59	0.6969	0.42	0.5739	0.75	0.58	0.316319533077813	0.23154763990072	0.0472428926303913	0.0469597884467718	0.131311709261224	0.122799254122333	2.4054	0.9693	0.5491	-0.2758	0.2185
TCGA-64-5779-01	10.1236	8.4292	9.8643	5.1774	11.2354	9.3166	9.9836	8.6598	6.3433	11.4315	7.267	7.5639	8.7254	10.0597	7.4196	7.6445	7.3918	7.6069	7.7288	8.4664	9.4344	12.9836	8.4015	1.7887	6.8628	9.3423	7.3634	6.2221	6.2687	7.9972	9.6754	12.527	10.8129	7.778	7.6945	7.50155	8.864888888888888	360.85	725.43	1086.28	0.7217697155287888	0.44	0.7218	0.44	0.5343	0.75	0.6064	0.320019775510846	0.155303914609605	0.0242360155077354	0.0	0.0655711505659455	0.0363627011950317					
TCGA-64-5781-01	12.7941	10.0605	8.9249	6.1776	11.1094	10.4602	12.1907	10.4882	8.6451	12.9169	6.3467	7.4535	10.1482	11.3175	8.803	6.2971	10.5277	10.4972	8.9916	10.1441	12.746	13.7353	9.3568	7.4429	8.6475	5.4623	9.5474	7.1676	7.4901	10.0439	12.0738	13.7959	13.8567	7.9688	10.2858	9.56665	10.081505555555555	6.68	1368.25	1374.93	0.6918046917236347	0.38	0.6918	0.38	0.5397	0.75	0.5576	0.411735469136274	0.237075328599554	0.0	0.134898626702392	0.0345609090144388	0.061868796110743	1.9334	0.3987	0.6341	0.3925	0.2315
TCGA-64-5815-01	8.384	8.3497	8.0857	6.2105	12.475	8.6942	13.4697	7.1617	4.5233	13.4496	8.7105	6.2258	7.9704	8.6665	6.2851	7.822	5.6353	7.1458	10.0325	11.0876	13.3204	13.8244	7.808	1.3624	6.4236	4.4212	6.3698	4.91	6.8043	7.0378	10.2538	13.155	12.7525	6.8541	6.33655	5.842499999999999	8.993333333333332	1457.51	1464.83	2922.34	0.5114260878346025	0.35	0.5114	0.36	0.635	0.75	0.5551	0.300374935670049	0.0265330588306136	0.03204011094767	0.0	0.0035351351364457	0.374093086163564					
TCGA-67-3770-01	9.8993	8.9386	6.4008	5.4044	10.3607	8.6318	12.5521	7.6114	6.2155	13.0756	7.993	6.4813	9.8677	10.12	8.5291	5.23	8.154	6.1016	9.7545	14.2193	15.8785	14.4274	10.0282	2.922	4.7717	3.7244	6.9224	5.4361	7.1495	9.7018	10.784	12.4656	12.2964	5.0424	8.927900000000001	6.913449999999999	9.333761111111109	-189.5	1238.99	1049.5	0.7254959210657824	0.65	0.7255	0.49		0.8	0.6326		0.0650632586607426	0.0	0.0068565136485309	0.046564105363915	0.398577130015157	0.5904	0.8197	0.2658	-0.2334	0.06
TCGA-67-3771-01	10.4919	8.5176	8.8332	5.8336	10.8764	8.5852	12.8148	8.5329	6.4643	12.5918	9.5104	6.5165	10.2755	12.5927	7.5443	6.5296	8.1284	8.3111	9.3951	10.9944	12.4745	13.4206	8.5379	4.165	7.3506	7.3215	8.0203	6.2951	7.7061	8.3917	9.8801	13.5662	12.9513	7.079	8.26005	7.4986	9.624727777777778	271.68	1066.71	1338.39	0.6956677300954077	0.46	0.6957	0.46		0.75	0.5991	0.349555092463225	0.10798761344612	0.0152272581565789	0.0048452207538783	0.0941519307803155	0.250497780813007	1.4723	0.9292	0.3024	0.0033	0.049
TCGA-67-3772-01	9.3502	8.3379	9.0515	3.9554	11.0577	8.3545	12.3226	7.3361	5.8839	13.9398	8.0804	5.2825	8.2629	8.6801	6.7197	5.8504	7.6301	6.9227	9.2584	11.5377	15.2766	14.4351	9.6263	1.7402	7.4055	7.7604	6.8248	4.6093	7.0195	9.0333	10.7273	12.4839	14.1049	6.015	8.3317	6.609999999999999	9.199044444444446	771.41	1171.82	1943.23	0.6292326427407546	0.45	0.6292	0.43		0.725	0.5707	0.367485964642831	0.0528318904592995	0.0291199960311634	0.0303539748919928	0.0210331036907738	0.251153034805117	1.4166	0.7474	0.3115	0.2973	0.0825
TCGA-67-3773-01	10.2586	9.6743	8.0885	6.6089	11.0893	9.1738	12.2995	8.7083	6.9817	13.3417	9.0422	6.8846	11.0081	11.7554	8.7775	6.1575	8.9907	7.0836	9.8612	13.9145	15.3276	14.3003	9.3837	3.6212	6.1682	5.5305	7.7672	5.8201	7.5311	7.8722	10.9282	12.8531	12.6291	5.9931	8.43145	7.845	9.91642777777778	422.7	1548.55	1971.25	0.6260306273528236	0.7	0.626	0.69		0.8	0.6599	0.185076949268787	0.0667620067463958	0.0152824144543586	0.0206944898407698	0.075641271321479	0.255146068073223	1.4072	0.9762	0.335	-0.1628	-0.085
TCGA-67-3774-01	9.7998	9.0052	8.0243	5.703	11.353	8.9448	12.4259	7.9773	5.6118	11.7095	8.7009	5.5541	8.5664	10.9332	8.4631	5.7085	7.5799	6.6252	8.8035	12.3152	13.9543	13.9006	9.8977	2.611	6.6712	7.9809	7.4646	5.9316	6.9348	8.1719	10.3945	12.7195	12.2719	6.4571	7.875900000000001	6.794549999999999	9.536894444444444	-6.81	1124.26	1117.45	0.7185953889885918	0.48	0.7186	0.48		0.775	0.6284	0.274479637273596	0.0902110948949732	0.0183817981421326	0.0511378138418651	0.0450873218769272	0.197439632958116	1.4556	0.7333	0.2103	0.1133	-0.144
TCGA-67-4679-01	9.2522	8.0433	6.7764	6.1614	11.0911	8.2667	12.1457	8.0275	6.0903	13.4536	8.9414	5.4225	7.311	8.4316	6.425	5.2416	6.262	5.9093	8.9926	11.7484	13.95	13.7013	7.3058	1.7204	5.3018	6.2181	6.4153	5.1468	6.1614	8.1137	9.8936	11.757	12.7764	5.6538	7.187849999999999	7.0588999999999995	8.721944444444444	349.41	1172.87	1522.28	0.6760259290864392	0.71	0.676	0.7	0.8187	0.75	0.8218	0.154595274892252	0.0722455718282316	0.0	0.0174826577007629	0.0148032741878098	0.202904090556992	0.6689	0.8255	-0.0464	-0.0079	-0.258
TCGA-67-6215-01	7.3053	6.9873	5.6714	4.8359	11.1793	6.8543	12.4616	5.9031	3.2006	12.5587	7.9752	4.3999	7.0934	8.1386	5.3653	5.5404	5.2986	5.4291	9.0413	10.5482	13.1934	13.4467	6.3076	1.6935	4.7184	2.2401	5.5601	3.6056	5.3522	7.3814	10.3887	11.9495	12.0522	4.7184	6.34	4.55185	7.91985	-825.59	693.22	-132.37	0.8334044802832233	0.69	0.8334	0.69	0.7617	0.8	0.7878	0.149603136461507	0.0491584441546741	0.0075347080243249	0.0	0.0	0.475431080512444	-0.3554	0.5328	-0.0881	-0.1715	-0.059
TCGA-67-6216-01	9.7348	8.6691	8.2137	6.7662	11.5071	8.6754	12.5401	8.1905	6.3215	13.0958	7.7198	6.1405	7.4056	8.6029	7.1543	5.983	7.1602	6.3108	9.1997	12.2013	13.8162	13.7032	8.4868	1.7473	7.3494	9.2907	6.8789	5.9054	6.8571	7.01	10.5454	12.1905	13.6824	6.8717	7.0851	7.256	9.2661	-337.91	1315.55	977.64	0.732714986064953	0.56	0.7327	0.39	0.6228	0.55	0.5915	0.331484918354617	0.0687468118698857	0.0451432182932284	0.0353602071582259	0.0146763176410454	0.279505466271389	1.4422	0.8636	0.1426	0.1659	-0.0845
TCGA-67-6217-01	10.252	8.8125	8.9647	5.8963	10.4822	9.3105	11.6555	9.129	6.9783	13.1887	8.7567	6.9717	8.4863	11.2748	7.8463	6.9878	7.5767	6.9783	8.836	11.2711	13.4777	14.3571	8.6808	2.8588	7.0104	8.5643	7.223	6.3827	6.6913	8.2454	10.7176	13.0688	13.0594	7.6843	7.9110499999999995	8.05365	9.599116666666669	50.99	1251.38	1302.36	0.6994572549865361	0.25	0.6995	0.25	0.5905	0.575	0.578	0.348091874701601	0.135196872718553	0.011755006761745	0.0	0.0473919942487399	0.314668175876302	1.6018	0.7276	0.2043	-0.023	-0.23
TCGA-69-7760-01	5.3785	5.4212	4.2915	4.7673	10.839	4.5916	10.2966	5.312	2.0437	13.4997	5.5803	4.2565	4.8939	5.5803	5.6357	4.96	3.7541	3.7541	6.903	9.7542	12.425	11.9222	9.9224	0.7001	4.0544	2.0437	3.3742	2.0437	4.6285	4.5148	10.1895	11.8603	12.8505	3.9992	4.13445	3.6778500000000003	7.19525	-678.68	-457.5	-1136.18	0.9055130024920276	0.65	0.9055	0.65	0.7929	0.65	0.7853	0.116220183983418	0.0869259826475835	0.0118435952301833	0.0007989487474958	0.0	0.162292504079687	-1.329	-0.6303	0.1246	0.0787	0.1205
TCGA-69-7761-01	10.9398	10.0086	9.9524	6.7384	10.6375	9.854	12.4657	9.9294	7.1149	12.3437	9.3942	7.4314	11.5846	13.562	8.7283	7.9767	8.353	8.3789	9.3255	13.9167	13.9589	14.4988	12.1145	5.0609	7.7996	7.9073	7.782	6.884	7.4314	8.5569	10.9081	14.3187	12.7153	8.4849	8.45495	8.52215	10.616422222222223	373.6	1822.97	2196.56	0.5999027862088009	0.23	0.5999	0.23	0.4686	0.55	0.4103	0.468105416924569	0.129388472939763	0.0063341289611395	0.0	0.0980172029728191	0.136795711956982	1.9322	1.1077	0.344	0.4251	-0.1275
TCGA-69-7763-01	8.9134	8.2293	8.0664	5.4052	11.2543	8.3308	12.1712	7.1645	4.7234	12.0187	8.7267	4.9333	6.6902	7.3167	7.1344	4.9948	5.8809	6.315	8.263	11.7179	12.5565	13.211	7.1997	1.4716	5.3435	6.7705	6.3468	3.8078	6.2715	7.6152	9.3548	12.7605	12.2069	5.5212	6.748049999999999	5.94395	8.570277777777779	645.59	558.97	1204.56	0.7096446262076095	0.35	0.7096	0.36	0.7058	0.575	0.6144	0.227250954277171	0.0662904747497392	0.015625347839238	0.0	0.0141418394230264	0.235527229364245	0.8465	0.4248	0.16	0.4629	-0.132
TCGA-69-7764-01	9.9314	8.3218	8.5396	5.2531	10.6791	9.1327	10.4266	8.6253	6.1286	12.682	8.1706	6.284	8.1838	10.909	7.7976	5.6596	7.5081	5.8084	7.4975	9.8887	11.4909	13.0914	8.8902	2.3158	5.9232	7.8524	6.8126	5.1218	5.5874	7.2371	8.9082	12.9202	12.751	6.6975	7.3726	7.376949999999999	8.895333333333332	-412.83	330.91	-81.91	0.8292881093220155	0.8	0.8293	0.8	0.807	0.8	0.8079	0.162910984917823	0.136989565215615	0.0152582811757598	0.0158251300476869	0.0609605879456129	0.0678691004442868	1.1146	0.0834	0.0174	-0.0636	-0.177
TCGA-69-7765-01	9.3803	8.8331	8.7177	6.015	11.3773	8.7051	12.1653	8.0837	5.5021	13.0924	8.1923	6.2928	8.4012	10.1304	7.3458	6.6961	7.6037	7.2662	9.0491	12.0503	13.6734	13.3539	8.1035	4.3021	6.6564	8.5695	7.2125	5.4203	6.5451	7.715	9.5144	13.1151	11.9324	7.2246	7.65935	6.7929	9.26065	1086.21	1079.11	2165.32	0.6035653358670818	0.41	0.6036	0.38	0.5916	0.65	0.539	0.352871383908877	0.0749526812763616	0.003532703958305	0.0	0.0533352226857999	0.254294786109834	1.2423	0.7469	0.1939	0.6011	-0.148
TCGA-69-7973-01	8.2669	7.1086	6.8638	5.2538	10.836	7.6655	11.0744	7.5688	8.1499	12.5765	7.9111	5.4195	6.6225	8.2862	6.3759	5.9208	6.2544	7.7492	7.7265	10.0539	11.7378	11.8594	7.5431	1.1954	6.0392	7.0196	6.3669	5.1838	4.9866	6.8297	9.2676	12.72	9.5597	5.9636	6.54205	7.859350000000001	8.2167	-201.31	-142.75	-344.06	0.8501726590109165	0.55	0.8502	0.56	0.7422	0.8	0.7392	0.188759348643401	0.107939697377455	0.0130227339054298	0.0362218485733385	0.0141906953500661	0.312998739689157					
TCGA-69-7974-01	10.1607	8.2633	7.351	8.6475	11.4477	8.5274	13.0351	8.1152	5.9017	13.4729	10.1048	6.2301	11.0005	11.8735	7.7637	6.7067	8.2866	8.1736	10.0728	12.614	12.9249	13.6608	8.4628	4.197	8.1514	7.8654	8.0447	6.5161	7.209	9.1872	10.2205	13.6278	12.1696	7.3586	8.7369	7.00845	9.874366666666667	437.33	1577.74	2015.07	0.6210018387675784	0.29	0.621	0.29	0.6516	0.8	0.5606	0.319967280282831	0.0881893798018026	0.0128750799785418	0.0436386364955192	0.0442406324737163	0.497619075808239					
TCGA-69-7978-01	11.1898	9.8129	9.5917	9.4672	11.6446	10.1306	13.4948	9.773	7.4774	13.366	10.3095	7.3904	10.8679	12.3381	8.5517	8.2243	8.8849	8.8726	10.2277	14.4136	15.4927	13.931	11.222	5.627	9.0741	8.2886	9.0533	8.4148	8.7313	9.4367	10.5536	14.1191	13.4099	8.706	9.1608	8.6252	11.009016666666664	939.94	2205.25	3145.2	0.4830460738292218	0.2	0.483	0.2	0.4625	0.8	0.3778	0.491265890141564	0.147150957301692	0.0604243792748342	0.0208613982355593	0.0806515457414103	0.315565228615603					
TCGA-69-7979-01	7.9323	6.2607	6.1608	5.8171	11.572	6.5242	11.4915	6.222	4.0327	14.1813	7.1547	4.9747	8.4823	10.4352	5.0524	4.3171	5.7719	6.9934	8.2017	8.2697	10.2337	12.4165	8.689	1.1109	6.2276	2.2537	5.8681	5.0524	5.4848	6.7352	9.3934	12.3457	12.6137	4.3108	6.25355	5.12735	7.976988888888889	-199.09	-181.52	-380.61	0.8529851645872252	0.53	0.853	0.53	0.8225	0.65	0.7452	0.146615300478293	0.08015735540481	0.0	0.013171676384044	0.112160813329435	0.323373070638544					
TCGA-69-7980-01	10.6392	9.0585	7.5814	6.72	12.2226	9.1225	12.0848	8.8397	6.6021	13.7292	8.9573	6.5227	10.6239	11.9987	8.0988	6.82	7.9918	7.9242	9.4	10.0798	11.2614	13.6637	8.7847	4.8203	7.9133	6.7366	8.021	7.065	6.6067	8.3469	11.0244	13.5426	12.9765	7.1607	8.16935	7.7209	9.617555555555557	151.19	1096.91	1248.11	0.7051261633656757	0.55	0.7051	0.55	0.7902	0.8	0.7267	0.1984687704065	0.165944095956348	0.0232542886435977	0.020451321077457	0.103392535555766	0.267575133545918	1.0799	0.7292	0.4848	0.4336	-0.027
TCGA-69-8253-01	8.076	7.1483	8.091	4.6438	11.2146	8.0638	11.7352	6.4477	4.7851	13.1877	7.413	5.4641	5.0935	8.0622	5.9968	5.394	6.167	5.7123	7.7113	11.4203	13.5647	12.6747	6.7568	1.0995	4.5414	8.2992	6.1381	4.7851	5.0318	7.116	10.373	11.5649	12.4346	5.5546	6.6415	5.6164000000000005	8.198077777777776	-689.81	379.46	-310.36	0.8475577739183288	0.39	0.8476	0.39	0.7361	0.7	0.758	0.223787299857649	0.0556426592344384	0.0051897039327033	0.0293769191314611	0.0	0.113252488660447	0.8848	0.1768	-0.066	0.0287	-0.0505
TCGA-69-8254-01	9.8717	8.4004	8.8563	6.501	10.5664	8.9989	11.8728	7.9095	5.1377	13.6928	8.2604	6.5811	8.9058	11.0971	7.3846	6.5587	7.5791	6.187	8.5222	11.7147	12.9849	14.0517	9.2393	2.23	9.5461	8.1155	7.3994	6.2015	6.1068	7.9488	10.6959	13.0167	12.172	6.4693	7.76395	6.5236	9.537322222222222	-565.74	1026.02	460.27	0.782235917252299	0.41	0.7822	0.52	0.6906	0.65	0.693	0.282357367257425	0.0803314447023579	0.0101169203358127	0.0	0.0942204142637093	0.332062272972525	1.3886	0.7373	0.1641	0.079	-0.2565
TCGA-69-8255-01	11.9039	10.0564	8.3965	6.2031	10.5003	10.1767	13.1601	10.5609	8.1381	11.5661	9.1617	7.3827	10.4442	12.7263	9.9373	6.8686	10.1884	10.7579	8.857	11.5342	12.3658	13.5755	9.4201	7.3827	9.9283	7.8057	10.2264	8.6131	6.5996	10.8836	10.417	14.4374	8.0213	8.2034	10.536	9.349499999999999	10.338761111111111	-987.02	1350.23	363.21	0.7910320320692733	0.37	0.791	0.37	0.4646	0.6	0.6203	0.422947952837305	0.249823943603752	0.0	0.0536657960078787	0.0441185548731885	0.142549874451023	1.9764	0.7057	0.3466	-0.426	0.38
TCGA-69-8453-01	10.7951	9.0545	7.882	6.5558	11.5024	9.5527	14.6181	8.6337	6.3122	13.4106	9.4836	6.518	9.384	11.2744	8.1652	7.1081	8.1154	7.113	10.2062	14.2976	15.5134	14.3012	9.3381	3.4898	7.607	8.3228	8.1871	6.8337	7.3555	9.0637	11.2696	12.8772	13.5481	7.2532	8.58955	7.472949999999999	10.127338888888888	421.26	2188.01	2609.27	0.5503626757066521	0.56	0.5504		0.6174	0.7	0.4925	0.341746082557473	0.0905375093888759	0.0303422016097535	0.0231025193811097	0.0501424689457049	0.358570249620899	1.739	1.529	0.3745	0.3533	-0.1035
TCGA-71-6725-01	5.8987	3.2834	4.5254	4.4736	11.0803	3.5754	10.685	2.8561	1.3562	14.4992	7.1815	1.3562	5.9723	4.1324	3.3289	1.3579	3.0315	2.6564	7.814	10.4112	14.4895	13.2573	5.388	0.0	4.5332	3.0855	3.9405	0.9532	3.1376	6.1602	9.5287	10.9188	13.325	1.9291	4.5958499999999995	2.10615	6.722822222222224	-953.41	141.19	-812.22	0.8843191018510004	0.63	0.8843	0.63	0.5944	0.775	0.8068	0.248399292902167	0.0330344221018301	0.0	0.0524074540975964	0.0016268440366815	0.518031132811775	-1.3718	-0.1407	-0.2217	-0.2364	-0.114
TCGA-73-4658-01	9.6053	8.9587	8.2541	9.0617	11.5376	9.2411	13.0389	8.4664	6.0194	13.6656	9.6821	7.3045	9.3134	10.4797	7.7485	7.6258	7.4349	7.5143	10.2805	12.7717	14.1069	13.5508	8.0597	3.6447	6.9624	4.8389	7.401	6.5131	6.866	7.6361	10.0642	12.191	12.4766	7.5368	7.5355	7.242900000000001	9.685883333333333	1336.99	1917.98	3254.97	0.4688755511260069	0.29	0.4689	0.35	0.6063	0.5	0.5334	0.388598726446778	0.0671719373161182	0.0099554562423996	0.0149516023619374	0.0420819249866261	0.290273477891622	1.2308	1.3083	0.2607	0.6292	-0.019
TCGA-73-4659-01	7.4792	6.5552	6.4576	6.0065	11.4786	6.7144	13.2189	6.2933	4.6099	12.9723	9.6642	4.321	6.3316	7.536	5.8623	5.5513	5.8675	5.4468	9.8378	11.6695	12.8924	12.9556	6.4753	0.5078	5.0926	6.0393	6.5257	4.4795	6.529	7.0537	9.8779	11.8098	12.2802	5.2688	6.4605999999999995	5.4516	8.32635	435.09	698.1	1133.19	0.7169867202715162	0.33	0.717	0.33		0.85	0.6262	0.249554246670724	0.022006146975914	0.0	0.007752298471337	0.0	0.522789066373446	0.2562	0.7764	0.0141	0.316	0.1125
TCGA-73-4662-01	10.0201	9.1547	9.2381	7.3794	10.7284	9.2371	12.2548	8.5477	6.5266	14.4697	8.9116	6.9901	7.8486	10.1298	7.7795	7.574	7.5279	6.6394	8.7276	12.4433	13.3621	13.6133	7.9696	3.0059	6.1516	8.9895	6.7122	6.3471	7.1222	7.4332	9.8461	12.8911	11.4804	7.7085	7.48055	7.5371500000000005	9.475255555555554	64.72	1359.37	1424.09	0.6865760770844463	0.48	0.6866	0.49		0.85	0.6275	0.301013770594611	0.100011938657387	0.0543146349522972	0.0	0.013256965143984	0.212712278937221	1.6729	0.8098	0.1432	0.0869	-0.099
TCGA-73-4666-01	11.6247	9.6522	8.2575	9.4287	10.3674	9.7096	13.8397	10.1458	8.24	14.6697	10.0889	7.4371	10.7237	14.0222	8.7999	6.8565	9.1496	10.3394	10.3088	10.825	12.5414	14.3499	10.6418	6.2034	9.1329	5.2277	9.8177	7.6705	8.7769	10.3873	11.414	14.1339	12.3287	8.1585	9.76845	9.1929	10.695950000000002	-87.83	1814.71	1726.88	0.6535938161061897	0.45	0.6536	0.46		0.925	0.5991	0.334216292509046	0.224911755880989	0.016032478421869	0.001589662309946	0.0978345261743846	0.32659294604564	1.1073	1.0713	0.3503	-0.0069	0.24
TCGA-73-4668-01	7.9909	6.5277	7.8264	5.7119	11.1243	7.0048	12.0466	7.3968	4.8105	14.1461	6.8718	4.6215	5.9883	9.3883	6.0592	5.3157	4.6919	6.0646	8.1266	9.5734	11.7205	13.5755	7.5121	0.7974	5.4851	4.7056	5.5771	5.1868	5.5547	6.4888	9.5256	12.0124	13.6097	5.0859	5.590350000000001	6.10365	8.221772222222222	-31.24	191.44	160.2	0.8089087266213886	0.53	0.8089	0.53		0.8	0.6655	0.220254454317007	0.0906000687135348	0.0205344180097732	0.0	0.0041928326770029	0.125202894593188	0.2742	0.0142	0.1146	0.6224	0.161
TCGA-73-4670-01	7.6827	5.9595	6.3335	5.5605	11.8401	6.0032	12.2707	6.4401	4.2301	13.3303	7.5203	4.4078	7.7953	8.3182	5.275	4.5451	5.2232	6.4172	8.3353	9.921	10.8659	12.8074	6.431	2.9696	5.2852	5.7845	6.2717	3.7334	6.1767	6.8758	9.7396	12.2666	13.1045	4.7236	6.0495	5.335100000000001	7.969949999999999	-34.45	182.59	148.14	0.8099482598136104	0.62	0.8099	0.62		0.9	0.7508	0.181372195306201	0.0855540723970906	0.0	0.0	0.0	0.274447228607204	0.0601	0.0377	0.1102	0.447	0.315
TCGA-73-4675-01	8.0102	6.8101	7.243	3.4884	11.6793	7.3072	12.5618	6.1437	4.7561	12.6741	6.8914	5.2662	4.6533	5.6243	5.1948	6.2123	5.0267	6.0044	8.868	11.9079	12.8517	12.1773	6.1873	0.3893	4.5426	5.962	4.942	4.4017	5.4915	6.0856	9.7699	11.6075	11.876	5.6061	5.556150000000001	5.4498999999999995	7.74216111111111	174.63	381.76	556.39	0.7733685043348973	0.57	0.7734	0.57		0.825	0.7027	0.133261342358791	0.0570219864646131	0.0462911134514722	0.04173271433174	0.0	0.345071371266959	0.3204	0.3031	-0.0549	0.283	-0.113
TCGA-73-4676-01	8.5038	6.6316	4.9537	7.4172	11.4787	7.0314	12.4988	7.9386	5.4683	13.5947	7.8719	4.2435	7.094	7.5852	5.4335	4.415	5.4683	7.2014	9.2121	10.6753	12.1687	12.6197	6.3436	1.3691	4.4665	2.8743	5.8709	4.5338	6.5116	6.9037	9.6961	12.1972	13.6673	4.5338	6.186	6.70345	8.12588888888889	-284.68	537.66	252.98	0.800826865201457	0.77	0.8008	0.52	0.7384	0.85	0.7337	0.188101301066966	0.0749442426533867	0.0	0.0110955936256891	0.0090537606537489	0.400134671000399	-0.2732	0.5375	0.0812	0.0533	0.2985
TCGA-73-4677-01	9.2869	8.07	8.0914	5.1101	10.7546	8.5175	12.048	8.1632	5.7982	12.4689	8.0916	5.1221	6.8002	8.7724	6.8188	6.075	6.201	6.5649	8.4899	11.5109	13.3443	13.6587	7.3982	1.1087	4.9027	7.118	6.6833	5.4139	5.5974	7.7185	9.8673	12.0159	12.3872	6.6379	6.95975	6.9807	8.705866666666665	-462.7	605.39	142.7	0.8104163397966053	0.47	0.8104	0.47		0.85	0.7019	0.175735805611862	0.0922661024422934	0.0	0.0254709589361947	0.0113129548873795	0.330358907780325	1.0607	0.3393	-0.0936	-0.2105	-0.207
TCGA-73-7498-01	8.9698	8.7798	8.5676	4.643	10.839	8.7932	11.4397	7.0778	4.9533	13.2693	8.6508	5.4704	6.4763	9.3568	7.1708	6.265	6.0652	5.0632	7.6514	11.1031	13.3597	13.3088	6.7888	1.9993	5.5397	7.5076	6.1781	5.9427	5.9298	7.1626	9.6553	11.5027	12.2025	6.3662	6.6139	6.015549999999999	8.611544444444444	186.29	685.92	872.21	0.7431587256178674	0.62	0.7432	0.62	0.7359	0.775	0.7355	0.181805070248991	0.0875671348895079	0.0093201618977158	0.0157185607342142	0.0184947711867968	0.309581462913526	1.0796	0.4368	-0.1186	0.1446	-0.2825
TCGA-73-7499-01	12.0369	10.6285	9.5698	5.8653	10.5184	10.2287	12.055	10.438	8.6894	13.5325	8.4415	6.9688	11.7294	13.1286	8.7779	7.3216	9.6851	8.9725	9.7081	11.6205	13.6822	14.2781	12.5781	6.412	8.0649	8.118	9.274	7.6549	7.608	8.5224	12.2072	13.5629	12.591	7.7847	9.10375	9.5637	10.524277777777778	-102.58	1678.33	1575.74	0.6702226663947032	0.38	0.6702	0.39	0.6066	0.6	0.5676	0.323128773624105	0.196603186918478	0.0552452576140411	0.0467722799027827	0.112935739167239	0.125384616268526	2.11	0.9403	0.6204	-0.072	0.4065
