stratum	covariates	method	outcome	cut	predictor_cut	k	effect	fe	se	p	I2	ci_low	ci_high	tau2	neg	npos	cohorts	eligible	q
basal_high	keratin_z_ESTIMATE	pearson_winsor	CD3_z	0.10	expression	2	-0.0014227506971662793	0.006385965249330378	0.10780423525082052	0.9894701923379385	0.6998366890503842	-0.2127151691696578	0.20986966777532526	0.05598737808313754	4	3	7	False	0.9915780586342929
basal_high	keratin_z_ESTIMATE	pearson_winsor	CD3_rank	0.10	expression	2	0.04516094697896317	0.053978984157965024	0.10852010048666746	0.67729817341988	0.706339615498032	-0.16753454157357264	0.25785643553149895	0.0572847324095351	4	3	7	False	0.7304516357798346
basal_high	keratin_z_ESTIMATE	pearson_winsor	CD3_pc1	0.10	expression	2	-0.001615532100129118	0.006319455768897675	0.10794018172846834	0.9880585711797838	0.7007201425452804	-0.21317440077263547	0.2099433365723772	0.05619931934774498	4	3	7	False	0.9903996071189411
basal_high	keratin_z_ESTIMATE	pearson_winsor	CD8_mean	0.10	expression	2	-0.04599033261900697	-0.05102786480763906	0.14476407076814038	0.7507188660316568	0.8469743873594612	-0.32972269757996975	0.2377420323419558	0.12314531034985382	4	3	7	False	0.794387578459575
basal_high	keratin_z_ESTIMATE	pearson_winsor	CD8_z	0.10	expression	2	-0.0414219086816824	-0.04577316008146077	0.1432910477914337	0.7725237224779318	0.8416206973918635	-0.3222672016599001	0.2394233842965353	0.11975609114970551	4	3	7	False	0.8128869457169383
basal_high	keratin_z_ESTIMATE	pearson_winsor	CD8_rank	0.10	expression	2	-0.014331648600654213	0.00028034382855179223	0.13887355456844894	0.9178048241506827	0.8306674086093813	-0.28651881395987205	0.2578555167585636	0.1109513297289623	4	3	7	False	0.9339544909302042
basal_high	keratin_z_ESTIMATE	pearson_winsor	CD8_pc1	0.10	expression	2	-0.0414219086816824	-0.04577316008146077	0.1432910477914337	0.7725237224779318	0.8416206973918635	-0.3222672016599001	0.2394233842965353	0.11975609114970551	4	3	7	False	0.8128869457169383
basal_high	keratin_z_ESTIMATE	pearson_winsor	CD3CD8_mean	0.10	expression	2	-0.022034271291948963	-0.00906597327949926	0.1238990930903231	0.8588482739536579	0.7789339310807852	-0.26487203146615773	0.22080348888225979	0.082684478429043	4	3	7	False	0.8855108082852363
basal_high	keratin_z_ESTIMATE	pearson_winsor	CD3CD8_z	0.10	expression	2	-0.024477081436555907	-0.0123608838136662	0.12604820028269337	0.8460284704221439	0.787405488082172	-0.2715270143067264	0.22257285143361455	0.08655401063182985	4	3	7	False	0.8748348010943269
basal_high	keratin_z_ESTIMATE	pearson_winsor	CD3CD8_rank	0.10	expression	2	0.011222459241573628	0.030613704454196384	0.1241002333770073	0.9279450366837405	0.7816893100109625	-0.23200952865037622	0.2544544471335235	0.08318287443056646	4	3	7	False	0.9421286796333574
basal_high	keratin_z_ESTIMATE	pearson_winsor	CD3CD8_pc1	0.10	expression	2	-0.020162106222667626	-0.007734599066359535	0.12321656108693176	0.8700212742179376	0.7760562245891574	-0.26166212825193336	0.22133791580659812	0.08146750089228103	4	3	7	False	0.8944825215820955
basal_high	keratin_z_ESTIMATE	pearson_winsor	CD3D	0.10	residual	2	-0.0819407951186688	-0.06695597542735147	0.09713639108960824	0.39891290121131096	0.6207073467598792	-0.27232462324249834	0.10844303300516077	0.039989662938897975	5	2	7	False	0.47595013799625613
basal_high	keratin_z_ESTIMATE	pearson_winsor	CD3E	0.10	residual	2	0.004833040789017745	0.005676502706629276	0.08782331266684687	0.9561134395756222	0.5322082561949246	-0.16729748904100245	0.17696357061903795	0.02819621568977127	4	3	7	False	0.9648379402729312
basal_high	keratin_z_ESTIMATE	pearson_winsor	CD3G	0.10	residual	2	0.0358241459275108	0.030920093320274258	0.07090037437012052	0.6133661028141115	0.26973448882597184	-0.10313803432833216	0.17478632618335374	0.00940315670079479	4	3	7	False	0.672970004298998
basal_high	keratin_z_ESTIMATE	pearson_winsor	CD8A	0.10	residual	2	-0.022109546349678322	-0.027710385667070337	0.10534700001655142	0.8337663852282943	0.6820428956059493	-0.2285858722614596	0.18436677956210296	0.05214003503420936	5	2	7	False	0.8648417478608342
basal_high	keratin_z_ESTIMATE	pearson_winsor	CD8B	0.10	residual	2	-0.0917973200076768	-0.0831744790293945	0.10771477737275871	0.3940887400056604	0.6937393818772698	-0.30291440426103383	0.11931976424568021	0.05514140157504393	4	3	7	False	0.47131837924747777
basal_high	keratin_z_ESTIMATE	pearson_winsor	CD3_mean	0.10	residual	2	-0.022705908564370006	-0.019905943942463516	0.0848448341659464	0.7889942476428293	0.4928698052898631	-0.18899872780389843	0.14358691067515844	0.024303586697789894	4	3	7	False	0.8273411273031154
basal_high	keratin_z_ESTIMATE	pearson_winsor	CD3_z	0.10	residual	2	-0.02138066111825312	-0.01935325401580215	0.08426769259235936	0.7997094782111185	0.48582255920540207	-0.18654230365957017	0.14378098142306392	0.02363517312853359	4	3	7	False	0.8362583014302362
basal_high	keratin_z_ESTIMATE	pearson_winsor	CD3_rank	0.10	residual	2	0.012232531357413272	0.01791299537696534	0.08458849776424948	0.8850170400084588	0.4908072836899702	-0.15355787776686258	0.17802294048168915	0.024057574590940677	4	3	7	False	0.9069144281622592
basal_high	keratin_z_ESTIMATE	pearson_winsor	CD3_pc1	0.10	residual	2	-0.021370943540340925	-0.019332462721841755	0.08426523886451966	0.7997928697156425	0.4857833643083255	-0.18652777686346428	0.14378588978278245	0.023631583143707342	4	3	7	False	0.8363177568368402
basal_high	keratin_z_ESTIMATE	pearson_winsor	CD8_mean	0.10	residual	2	-0.038842713665463616	-0.03953581718756654	0.11455080454760151	0.734544026986722	0.7380387379481299	-0.2633581649788496	0.18567273764792241	0.0667788520038905	4	3	7	False	0.7804530286733922
basal_high	keratin_z_ESTIMATE	pearson_winsor	CD8_z	0.10	residual	2	-0.042520346739361385	-0.04054991706371314	0.11220900722237682	0.7047333095690957	0.7236965030149947	-0.26244595963621475	0.177405266157492	0.062737289279176	4	3	7	False	0.7551689542378798
basal_high	keratin_z_ESTIMATE	pearson_winsor	CD8_rank	0.10	residual	2	-0.038680217669734986	-0.032689781971955524	0.11403424283644692	0.7344603738983193	0.7331122582225571	-0.2621832266334656	0.18482279129399565	0.06557617726887807	4	3	7	False	0.7804009063216869
basal_high	keratin_z_ESTIMATE	pearson_winsor	CD8_pc1	0.10	residual	2	-0.042520346739361385	-0.04054991706371314	0.11220900722237682	0.7047333095690957	0.7236965030149947	-0.26244595963621475	0.177405266157492	0.062737289279176	4	3	7	False	0.7551689542378798
basal_high	keratin_z_ESTIMATE	pearson_winsor	CD3CD8_mean	0.10	residual	2	-0.03883657334500846	-0.03606477371054864	0.09977112585207987	0.6970863071666886	0.6421812647941494	-0.2343843867120981	0.1567112400220812	0.04389791531881331	4	3	7	False	0.7485734742106295
basal_high	keratin_z_ESTIMATE	pearson_winsor	CD3CD8_z	0.10	residual	2	-0.0391983928150797	-0.036378567006236644	0.10055733446052774	0.6966760318067355	0.648576186117577	-0.23628714673906254	0.15789036110890314	0.04505202113845726	4	3	7	False	0.7482522080211511
basal_high	keratin_z_ESTIMATE	pearson_winsor	CD3CD8_rank	0.10	residual	2	-0.016142014450780135	-0.006438010886023024	0.10186556370412417	0.8740912652161384	0.6582184432418314	-0.21579485057573405	0.18351082167417376	0.04684622154251795	4	3	7	False	0.8978051837143991
basal_high	keratin_z_ESTIMATE	pearson_winsor	CD3CD8_pc1	0.10	residual	2	-0.03725325591841525	-0.03484336807789519	0.09928724838439348	0.7075066346196546	0.638472351436612	-0.23185268687590915	0.15734617503907866	0.04322018075067338	4	3	7	False	0.7575612478110537
basal_low	KRT5_KRT6A	spearman	CD3D	0.25	expression	2	-0.15660052603122487	-0.16878425505575528	0.047854372223386725	0.0010662378290460998	0.38476741116383906	-0.2503933720918368	-0.06280767997061294	0.006809064743724693	7	1	8	True	0.009279492998999026
basal_low	KRT5_KRT6A	spearman	CD3E	0.25	expression	2	-0.12535450663590245	-0.1443413334336331	0.052886086818349574	0.017774916096105754	0.48804461633269963	-0.22900933208312613	-0.02169968118867878	0.010466710101243917	6	2	8	True	0.05657458273335633
basal_low	KRT5_KRT6A	spearman	CD3G	0.25	expression	2	-0.13832093203185308	-0.15001385061363104	0.04448776221642947	0.0018760065530704756	0.2846535196899693	-0.22551534372883664	-0.051126520334869516	0.004399718817426177	7	1	8	True	0.013068399721444414
basal_low	KRT5_KRT6A	spearman	CD8A	0.25	expression	2	-0.17060511574368314	-0.1932704057775786	0.05720344316033099	0.002859724728161916	0.5762605185364191	-0.282721804129616	-0.05848842735775031	0.014421347049119276	6	2	8	True	0.017250430799840205
basal_low	KRT5_KRT6A	spearman	CD8B	0.25	expression	2	-0.12606510754101646	-0.13977733018637017	0.05134384309763905	0.014076271374004553	0.4621336726282835	-0.22669719084026446	-0.02543302424176848	0.009372522525174929	5	3	8	False	0.048365411660947946
basal_low	KRT5_KRT6A	spearman	CD3_mean	0.25	expression	2	-0.1463259406099372	-0.15959215567165014	0.046993873043384246	0.0018474234641146154	0.3581970864005893	-0.23843223926901802	-0.05421964195085638	0.006123057175932095	7	1	8	True	0.012925996426235542
basal_low	KRT5_KRT6A	spearman	CD3_z	0.25	expression	2	-0.14502416865702103	-0.15842446509469277	0.047118631248791926	0.002084985071444099	0.3612127776884575	-0.23737498890547676	-0.0526733484085653	0.006205115865725516	7	1	8	True	0.01398182116633513
basal_low	KRT5_KRT6A	spearman	CD3_rank	0.25	expression	2	-0.1443311007730973	-0.1575054316343216	0.04669100998032382	0.001993514576343113	0.349812109232935	-0.2358437987363322	-0.052818402809862386	0.005908458078826417	7	1	8	True	0.013581824626689281
basal_low	KRT5_KRT6A	spearman	CD3_pc1	0.25	expression	2	-0.14568856957094284	-0.1589991844444626	0.04700457144646833	0.0019387680996909341	0.35837642929030916	-0.23781583671476056	-0.05356130242712512	0.006128389507080807	7	1	8	True	0.013352321590577773
basal_low	KRT5_KRT6A	spearman	CD8_mean	0.25	expression	2	-0.16067794792978732	-0.18399579710673677	0.05896132118546102	0.0064273919281097065	0.5967049148498765	-0.2762400139341894	-0.04511588192538524	0.01585939253949448	5	3	8	False	0.028626939700439728
basal_low	KRT5_KRT6A	spearman	CD8_z	0.25	expression	2	-0.157673908770548	-0.17925891995317425	0.058078930859833275	0.006631157508724946	0.584249948926679	-0.27150652151641314	-0.043841296024682855	0.015078573199732413	5	3	8	False	0.029222710061520257
basal_low	KRT5_KRT6A	spearman	CD8_rank	0.25	expression	2	-0.15209767570867863	-0.17116030123866918	0.055029402597357745	0.005710896575060635	0.5342855230556184	-0.25995332289025475	-0.044242028527102545	0.012390015310429164	5	3	8	False	0.026561800081570296
basal_low	KRT5_KRT6A	spearman	CD8_pc1	0.25	expression	2	-0.157673908770548	-0.17925891995317425	0.058078930859833275	0.006631157508724946	0.584249948926679	-0.27150652151641314	-0.043841296024682855	0.015078573199732413	5	3	8	False	0.029222710061520257
basal_low	KRT5_KRT6A	spearman	CD3CD8_mean	0.25	expression	2	-0.15741572872420934	-0.1735290786537343	0.05183101090854359	0.002388697828991644	0.47562230193370053	-0.2590026433872574	-0.05582881406116123	0.00980237969638061	7	1	8	True	0.015285154525444504
basal_low	KRT5_KRT6A	spearman	CD3CD8_z	0.25	expression	2	-0.15733891231161504	-0.17340145276064187	0.051617222709638186	0.0023022713006661845	0.47073324222228535	-0.25850680980448887	-0.05617101481874122	0.009623011343285937	7	1	8	True	0.014899997300697495
basal_low	KRT5_KRT6A	spearman	CD3CD8_rank	0.25	expression	2	-0.14821823913435025	-0.16559776651239383	0.05141575512068674	0.003942330495382502	0.4640868546980018	-0.24899126740882713	-0.04744521085987338	0.009412137959032162	7	1	8	True	0.021047577293718256
basal_low	KRT5_KRT6A	spearman	CD3CD8_pc1	0.25	expression	2	-0.15765272332059754	-0.17303119259061878	0.05114401914257921	0.0020525241203034105	0.46100803284099495	-0.2578931588646799	-0.05741228777651519	0.00925743917012533	7	1	8	True	0.0138392245638513
basal_low	KRT5_KRT6A	spearman	CD3D	0.25	residual	2	-0.15598872793135377	-0.16184870711625474	0.04801582070218294	0.0011593595813501664	0.3929198154724648	-0.250098007195765	-0.06187944866694248	0.007023522757999052	7	1	8	True	0.009749385081375277
basal_low	KRT5_KRT6A	spearman	CD3E	0.25	residual	2	-0.12335968033063592	-0.13677025682757238	0.05634269181277491	0.028563925000763008	0.5546420960891713	-0.2337893270757145	-0.012930033585557332	0.013537141498543808	6	2	8	True	0.07742902106076818
basal_low	KRT5_KRT6A	spearman	CD3G	0.25	residual	2	-0.13608039356520013	-0.14544677341255244	0.047986033528249955	0.00457062906402227	0.38531795462759594	-0.23013129104150154	-0.04202949608889872	0.00687189115262082	7	1	8	True	0.023087921602669106
basal_low	KRT5_KRT6A	spearman	CD8A	0.25	residual	2	-0.16938230642119081	-0.18363939484276828	0.06038805795569973	0.005033259941654836	0.6231739008110836	-0.2877407251106798	-0.051023887731701856	0.01750469970124973	6	2	8	True	0.024583648975837147
basal_low	KRT5_KRT6A	spearman	CD8B	0.25	residual	2	-0.12393068927569152	-0.12990779012861	0.04643633161065843	0.007611589470787481	0.34576298324825144	-0.21494422680674088	-0.03291715174464216	0.00579789227936158	5	3	8	False	0.03192947054505621
basal_low	KRT5_KRT6A	spearman	CD3_mean	0.25	residual	2	-0.143950563140241	-0.1528685319154987	0.05015864605929324	0.004105947756706549	0.44042273527387626	-0.24225970292974763	-0.04564142335073433	0.008555048506176175	7	1	8	True	0.02157630361156843
basal_low	KRT5_KRT6A	spearman	CD3_z	0.25	residual	2	-0.14450840367501155	-0.15309868434844082	0.050295384732993935	0.004063443535510929	0.44340042615623104	-0.24308554634026536	-0.045931261009757765	0.008659168922804023	7	1	8	True	0.021443097924567455
basal_low	KRT5_KRT6A	spearman	CD3_rank	0.25	residual	2	-0.1418887136857097	-0.1509146711990558	0.04864506973998935	0.003536244088395792	0.40525294761376546	-0.23723129840152804	-0.04654612896989138	0.007419207601262014	7	1	8	True	0.01974104287143185
basal_low	KRT5_KRT6A	spearman	CD3_pc1	0.25	residual	2	-0.14528198242142404	-0.15382603810467202	0.050112250830605755	0.003741984538231352	0.4393827969135571	-0.24350018923364875	-0.047063775609199346	0.008520017206091579	7	1	8	True	0.020411884506053263
basal_low	KRT5_KRT6A	spearman	CD8_mean	0.25	residual	2	-0.15499724526811345	-0.1701112850412439	0.05759041687807096	0.0071158762612273455	0.5788109328103821	-0.2678723882037802	-0.04212210233244672	0.014744167623026994	6	2	8	True	0.030641189698936193
basal_low	KRT5_KRT6A	spearman	CD8_z	0.25	residual	2	-0.15268845517656038	-0.16614930788497248	0.05716534725446703	0.007562638515624164	0.572495154846969	-0.2647304769590414	-0.040646433394079334	0.014379303712662543	6	2	8	True	0.03178758961598218
basal_low	KRT5_KRT6A	spearman	CD8_rank	0.25	residual	2	-0.14722301534789903	-0.15904597569397455	0.05408096421671028	0.006483504219287672	0.5188378291246274	-0.2532197574618506	-0.041226273233947466	0.011671154632539793	6	2	8	True	0.02876690345861998
basal_low	KRT5_KRT6A	spearman	CD8_pc1	0.25	residual	2	-0.15268845517656038	-0.16614930788497248	0.05716534725446703	0.007562638515624164	0.572495154846969	-0.2647304769590414	-0.040646433394079334	0.014379303712662543	6	2	8	True	0.03178758961598218
basal_low	KRT5_KRT6A	spearman	CD3CD8_mean	0.25	residual	2	-0.15446857527663138	-0.16363031179651305	0.05354031766655101	0.003913031684316824	0.5127164810361211	-0.25940566962390493	-0.049531480929357816	0.011323904433967148	6	2	8	True	0.020971081895306522
basal_low	KRT5_KRT6A	spearman	CD3CD8_z	0.25	residual	2	-0.15477767389216798	-0.16373995309625344	0.0535388501638172	0.0038408983599089413	0.5121868052732415	-0.25971189198693606	-0.04984345579739989	0.011310919490364571	6	2	8	True	0.020761007461432
basal_low	KRT5_KRT6A	spearman	CD3CD8_rank	0.25	residual	2	-0.1447054450416751	-0.15514562979668636	0.05173068025251707	0.005153408646426147	0.47493362247415255	-0.24609571523236595	-0.04331517485098425	0.009799280223928732	6	2	8	True	0.024959682476843534
basal_low	KRT5_KRT6A	spearman	CD3CD8_pc1	0.25	residual	2	-0.15585268026511265	-0.16421585632572366	0.053262303291331504	0.003432021696386582	0.5076773860439197	-0.26024487644977157	-0.051460484080453714	0.011099510558744311	6	2	8	True	0.019391587388805483
basal_low	KRT5_KRT6A	spearman	CD3D	0.20	expression	2	-0.16560857228884662	-0.17473382142769664	0.050051169926575226	0.0009370168244781824	0.30519146429759925	-0.26370706272902833	-0.06751008184866492	0.005959140757257284	7	1	8	True	0.008631564014000687
basal_low	KRT5_KRT6A	spearman	CD3E	0.20	expression	2	-0.12140547518178033	-0.13897069084453942	0.0557779737154902	0.029511579810781424	0.4247354418187685	-0.23072829479476292	-0.012082655568797743	0.0101625346377963	6	2	8	True	0.0791311454390775
basal_low	KRT5_KRT6A	spearman	CD3G	0.20	expression	2	-0.1429715512546736	-0.1513678267726417	0.04722856310068296	0.0024680905989750627	0.21825246993395733	-0.23553783397358954	-0.050405268535757636	0.003844151905060883	7	1	8	True	0.015607113693320972
basal_low	KRT5_KRT6A	spearman	CD8A	0.20	expression	2	-0.18626285753764635	-0.20285893052367798	0.058413755679142636	0.0014292329378782537	0.49659042053392904	-0.30075171487048796	-0.07177400020480473	0.012989895931175078	6	2	8	True	0.011029141364107639
basal_low	KRT5_KRT6A	spearman	CD8B	0.20	expression	2	-0.15584160121486026	-0.16543342660956895	0.05448570094737772	0.004233347228239052	0.4103371473390626	-0.2626316127441405	-0.04905158968558003	0.00940460291787283	5	3	8	False	0.022017597019742315
basal_low	KRT5_KRT6A	spearman	CD3_mean	0.20	expression	2	-0.15014318542837454	-0.16120373382176403	0.05056829804330743	0.0029865701120774233	0.31234182996565757	-0.24925522835274438	-0.05103114250400469	0.0062158401569734865	7	1	8	True	0.017763072148496723
basal_low	KRT5_KRT6A	spearman	CD3_z	0.20	expression	2	-0.1494980911658089	-0.160307366399224	0.05030501333385999	0.0029602780002852677	0.30499444936981457	-0.24809410554198166	-0.050902076789636125	0.00601160890379764	7	1	8	True	0.017659135424054333
basal_low	KRT5_KRT6A	spearman	CD3_rank	0.20	expression	2	-0.1496119320096967	-0.15885751135031045	0.04839823645474385	0.0019930348817051506	0.25443156966627134	-0.24447073237624817	-0.05475313164314523	0.004677140217790245	7	1	8	True	0.013581824626689281
basal_low	KRT5_KRT6A	spearman	CD3_pc1	0.20	expression	2	-0.15041042856597425	-0.16097872542213867	0.049984621163322196	0.0026199343863659743	0.2968790636657001	-0.24837848582696434	-0.052442371304984164	0.005783769483959524	7	1	8	True	0.016253339629855878
basal_low	KRT5_KRT6A	spearman	CD8_mean	0.20	expression	2	-0.17957378116009232	-0.19781060244059592	0.06051524211151255	0.0030031621059375233	0.5257127979147227	-0.2981814762143785	-0.0609660861058061	0.014735088242726159	6	2	8	True	0.017812057606518692
basal_low	KRT5_KRT6A	spearman	CD8_z	0.20	expression	2	-0.17967777432222562	-0.1963161585111247	0.06032519197750998	0.0028967572105482093	0.523886714692166	-0.29791297795860977	-0.061442570685841455	0.014604074436357644	6	2	8	True	0.017392131395763115
basal_low	KRT5_KRT6A	spearman	CD8_rank	0.20	expression	2	-0.17326463945130985	-0.18728436060452855	0.05700282528083738	0.002369083871834201	0.4638342173870696	-0.2849881240187804	-0.061541154883839294	0.011576783816334674	6	2	8	True	0.015202847495158373
basal_low	KRT5_KRT6A	spearman	CD8_pc1	0.20	expression	2	-0.17967777432222562	-0.1963161585111247	0.06032519197750998	0.0028967572105482093	0.523886714692166	-0.29791297795860977	-0.061442570685841455	0.014604074436357644	6	2	8	True	0.017392131395763115
basal_low	KRT5_KRT6A	spearman	CD3CD8_mean	0.20	expression	2	-0.16825712006374177	-0.18006028334603627	0.05292038862631176	0.0014756068770025968	0.3786568747913344	-0.2719791758191759	-0.06453506430830762	0.008194095474688185	7	1	8	True	0.01124064714184117
basal_low	KRT5_KRT6A	spearman	CD3CD8_z	0.20	expression	2	-0.16914739028714748	-0.18088163015146289	0.05315316385089176	0.001461286430238548	0.383924684300557	-0.27332567709925165	-0.0649691034750433	0.00837740043138958	7	1	8	True	0.011174772706116354
basal_low	KRT5_KRT6A	spearman	CD3CD8_rank	0.20	expression	2	-0.16181273235014468	-0.17361945501345916	0.05164601508548471	0.0017296362578661465	0.3460163443888754	-0.26303706186270703	-0.06058840283758232	0.007152390401869629	7	1	8	True	0.012385339900265675
basal_low	KRT5_KRT6A	spearman	CD3CD8_pc1	0.20	expression	2	-0.16978893536602152	-0.18065606114912863	0.052547470107879746	0.001232917628087594	0.37053253340967074	-0.2727800842561609	-0.06679778647588215	0.007913446343163077	7	1	8	True	0.010144654171012867
basal_low	KRT5_KRT6A	spearman	CD3D	0.20	residual	2	-0.18889062803894538	-0.19818208304238025	0.047427275608966715	6.812454412705952e-05	0.2394178460011204	-0.2818463801173751	-0.09593487596051566	0.004236909261580766	7	1	8	True	0.002273675522434901
basal_low	KRT5_KRT6A	spearman	CD3E	0.20	residual	2	-0.1421465732587239	-0.16374852248650748	0.058280095331136	0.014726974740604457	0.4789901393190653	-0.2563734611233114	-0.02791968539413639	0.0124665314131465	6	2	8	True	0.049920928143081446
basal_low	KRT5_KRT6A	spearman	CD3G	0.20	residual	2	-0.16345396410357066	-0.17664839338533259	0.0513232299802669	0.0014485660480650063	0.33569229122120564	-0.26404564643516015	-0.06286228177198118	0.006863395956570691	7	1	8	True	0.01111769504905448
basal_low	KRT5_KRT6A	spearman	CD8A	0.20	residual	2	-0.21196024039151196	-0.2278224895677822	0.057257898112554995	0.00021403181755443927	0.48450050342703616	-0.3241836585225837	-0.09973682226044023	0.01220032663920599	7	1	8	True	0.003879741432191836
basal_low	KRT5_KRT6A	spearman	CD8B	0.20	residual	2	-0.1663393863167062	-0.179455575460087	0.054383410412463466	0.002223426349456882	0.41160063432550964	-0.27292891208159514	-0.05974986055181723	0.00938969328375146	5	3	8	False	0.01455212503078538
basal_low	KRT5_KRT6A	spearman	CD3_mean	0.20	residual	2	-0.17552558487039305	-0.18823821026377902	0.050460321010367314	0.0005042523655782225	0.3185440979071241	-0.2744259966990428	-0.07662517304174332	0.006305809805246328	7	1	8	True	0.0060962892436879235
basal_low	KRT5_KRT6A	spearman	CD3_z	0.20	residual	2	-0.17553079297835392	-0.18814291381580606	0.05071372562908714	0.0005377555658938927	0.32507935892209444	-0.2749278687332106	-0.07613371722349722	0.006495760710514552	7	1	8	True	0.0063222421406869955
basal_low	KRT5_KRT6A	spearman	CD3_rank	0.20	residual	2	-0.1730787550513009	-0.18528330770443013	0.04962795456394157	0.0004875125054292941	0.29740350658388426	-0.2703477586230166	-0.07580975147958523	0.005711319300452624	7	1	8	True	0.0059854000426639384
basal_low	KRT5_KRT6A	spearman	CD3_pc1	0.20	residual	2	-0.17675398254030328	-0.1890837621187857	0.050360912105564794	0.00044853585199974643	0.31644972733717036	-0.2754595564957975	-0.07804840858480906	0.006242264886955812	7	1	8	True	0.005707663646159071
basal_low	KRT5_KRT6A	spearman	CD8_mean	0.20	residual	2	-0.1973212403202339	-0.2171309100857459	0.05925827955119612	0.0008689247457757377	0.51047242025715	-0.31346533402638466	-0.08117714661408315	0.013720810559747712	6	2	8	True	0.008286466002226838
basal_low	KRT5_KRT6A	spearman	CD8_z	0.20	residual	2	-0.19395294574971464	-0.2127208493164569	0.05866117765817809	0.0009452821844710999	0.5000340505736733	-0.3089267412504494	-0.07897915024897992	0.013179367727806212	6	2	8	True	0.008660873223883758
basal_low	KRT5_KRT6A	spearman	CD8_rank	0.20	residual	2	-0.1882165544101524	-0.20360973383098607	0.05502043487373989	0.0006242617080158499	0.42824141610883065	-0.2960546251764142	-0.08037848364389061	0.009971777342027829	6	2	8	True	0.0068822160231044194
basal_low	KRT5_KRT6A	spearman	CD8_pc1	0.20	residual	2	-0.19395294574971464	-0.2127208493164569	0.05866117765817809	0.0009452821844710999	0.5000340505736733	-0.3089267412504494	-0.07897915024897992	0.013179367727806212	6	2	8	True	0.008660873223883758
basal_low	KRT5_KRT6A	spearman	CD3CD8_mean	0.20	residual	2	-0.192164774174261	-0.2051599792939907	0.05265746400761685	0.00026291912359982343	0.37991741569303566	-0.2953715071464042	-0.0889580412021178	0.008140716859186336	7	1	8	True	0.004303942264536045
basal_low	KRT5_KRT6A	spearman	CD3CD8_z	0.20	residual	2	-0.19309469364304538	-0.20558816817270084	0.052381376333876954	0.000227517189935333	0.37365264130982173	-0.29576030471808296	-0.09042908256800782	0.007927903759753031	7	1	8	True	0.004002738623407202
basal_low	KRT5_KRT6A	spearman	CD3CD8_rank	0.20	residual	2	-0.18258299515613755	-0.19637800158243635	0.05176594977325476	0.0004201590892151835	0.35583014207660607	-0.2840423923372263	-0.08112359797504884	0.007383717981640129	7	1	8	True	0.005506267847768878
basal_low	KRT5_KRT6A	spearman	CD3CD8_pc1	0.20	residual	2	-0.19206225797772875	-0.2040224228808002	0.05192995931984664	0.00021688880947585537	0.36316951099238015	-0.2938431079632583	-0.0902814079921992	0.007582431540002304	7	1	8	True	0.0038944202638010956
basal_low	KRT5_KRT6A	spearman	CD3D	0.10	expression	2	-0.16030987925520776	-0.16190844136583354	0.06333667727495079	0.011371353687959268	0.10058599471068967	-0.2844474856145478	-0.03617227289586772	0.00286550464153192	5	2	7	False	0.0418743224134946
basal_low	KRT5_KRT6A	spearman	CD3E	0.10	expression	2	-0.11694667382700463	-0.13349562719440108	0.08736523000502915	0.1807025034105495	0.5160948804789915	-0.28817937813791983	0.05428603048391059	0.02684631050924165	5	2	7	False	0.26598269746483905
basal_low	KRT5_KRT6A	spearman	CD3G	0.10	expression	2	-0.13647164561285316	-0.13812627715536763	0.06198445265514673	0.02768596370143066	0.06271036271083785	-0.25795894041836887	-0.01498435080733744	0.0017252446614862836	6	1	7	True	0.07582605178499231
basal_low	KRT5_KRT6A	spearman	CD8A	0.10	expression	2	-0.17889720460065503	-0.20328277917855667	0.09036467579466999	0.0477344417899758	0.5760604606873444	-0.35600871463284656	-0.001785694568463475	0.032050111766203385	4	3	7	False	0.10950170289328558
basal_low	KRT5_KRT6A	spearman	CD8B	0.10	expression	2	-0.1626461032730963	-0.17362797441886146	0.08531471716965763	0.05659509747539005	0.5098708156535215	-0.3298598762768462	0.004567669730653617	0.02535434616149556	4	3	7	False	0.12264184277419943
basal_low	KRT5_KRT6A	spearman	CD3_mean	0.10	expression	2	-0.14852680883598834	-0.15139965281907092	0.0655074186562032	0.023370192207053476	0.14995930261061008	-0.27691899012233384	-0.020134627549642847	0.004528419758972631	5	2	7	False	0.06768655738370803
basal_low	KRT5_KRT6A	spearman	CD3_z	0.10	expression	2	-0.1461640123263543	-0.14928460374287164	0.06534216477423145	0.02529275256738113	0.14703109931459923	-0.27423230195572973	-0.018095722696978844	0.0044199150802191785	5	2	7	False	0.07131344897934784
basal_low	KRT5_KRT6A	spearman	CD3_rank	0.10	expression	2	-0.1431081034186276	-0.14671167285045827	0.06662067977066984	0.03170554852281907	0.17931075157629306	-0.2736822363947166	-0.012533970442538567	0.005573164371301001	5	2	7	False	0.08313952147279101
basal_low	KRT5_KRT6A	spearman	CD3_pc1	0.10	expression	2	-0.14685698373785364	-0.14970704908195656	0.06491863824141424	0.023686913605173207	0.13683173312970798	-0.2740951766164102	-0.019618790859297075	0.0040674496148177895	5	2	7	False	0.06831663094874169
basal_low	KRT5_KRT6A	spearman	CD8_mean	0.10	expression	2	-0.17822532062987073	-0.20357865455788293	0.0956340837285464	0.06237548447460407	0.6213186985147786	-0.3656646804323097	0.009214039172568217	0.03877634759241006	4	3	7	False	0.13058889499289722
