stratum	covariates	method	outcome	cut	predictor_cut	k	effect	fe	se	p	I2	ci_low	ci_high	tau2	neg	npos	cohorts	eligible	q
all	KRT5_KRT6A	spearman	CD3_mean	0.25	residual	2	-0.14520563863331404	-0.1602691863299906	0.042304735696453856	0.0005983237203599573	0.6031729815664851	-0.2281213969738496	-0.062289880292778474	0.00828889444360256	7	1	8	True	0.0067279912856806874
all	KRT5_KRT6A	spearman	CD3_z	0.25	residual	2	-0.14456297875917784	-0.1597954810202774	0.04250529880301756	0.0006712562893865684	0.6064701202870583	-0.22787183356520574	-0.061254123953149955	0.008411877318253741	7	1	8	True	0.007182128020078323
all	KRT5_KRT6A	spearman	CD3_rank	0.25	residual	2	-0.1431097610400096	-0.15878045413794176	0.042906987133765666	0.0008519251835226961	0.6142388330912915	-0.2272059105073138	-0.05901361157270542	0.008684301568907123	7	1	8	True	0.008187292870334588
all	KRT5_KRT6A	spearman	CD3_pc1	0.25	residual	2	-0.14452698416132065	-0.1597399253188001	0.04250894135527058	0.0006740566254997994	0.6065462942422163	-0.22784297823857624	-0.06121099008406504	0.008414410789902608	7	1	8	True	0.007199226269909414
all	KRT5_KRT6A	spearman	CD8_mean	0.25	residual	2	-0.16346769829112098	-0.17545804920072358	0.04438595269777695	0.00023062268812694243	0.6458857614924947	-0.25046256699826225	-0.07647282958397972	0.00979851873036745	7	1	8	True	0.004034840901684692
all	KRT5_KRT6A	spearman	CD8_z	0.25	residual	2	-0.161703903023746	-0.17270643988651113	0.043550292505492215	0.00020478590087075503	0.631507804151153	-0.24706090785069534	-0.07634689819679662	0.009219611273039451	7	1	8	True	0.0038079303974303583
all	KRT5_KRT6A	spearman	CD8_rank	0.25	residual	2	-0.15738064845581662	-0.16797309256555393	0.04162518307299723	0.00015626252963639532	0.5944712059233124	-0.23896450812877748	-0.07579678878285576	0.007923836381841132	7	1	8	True	0.00334814941759068
all	KRT5_KRT6A	spearman	CD8_pc1	0.25	residual	2	-0.161703903023746	-0.17270643988651113	0.043550292505492215	0.00020478590087075503	0.631507804151153	-0.24706090785069534	-0.07634689819679662	0.009219611273039451	7	1	8	True	0.0038079303974303583
all	KRT5_KRT6A	spearman	CD3CD8_mean	0.25	residual	2	-0.15505730159949624	-0.1679790399268117	0.041660970721075115	0.00019774184217989147	0.5936109496849354	-0.23671130377378113	-0.07340329942521133	0.007913617106878644	7	1	8	True	0.0037414520000141607
all	KRT5_KRT6A	spearman	CD3CD8_z	0.25	residual	2	-0.15453823697126146	-0.16744532341499907	0.04222075194622273	0.00025197558537852385	0.6040348240219807	-0.2372893901860574	-0.0717870837564655	0.008269861409640969	7	1	8	True	0.004223220685966665
all	KRT5_KRT6A	spearman	CD3CD8_rank	0.25	residual	2	-0.14835543448015795	-0.16225854694547556	0.04293503263220945	0.0005495850933374543	0.6166695344288432	-0.23250655211434043	-0.06420431684597547	0.008733974157403903	7	1	8	True	0.006409555216210873
all	KRT5_KRT6A	spearman	CD3CD8_pc1	0.25	residual	2	-0.15297452388956082	-0.16640214073512277	0.0426903294043515	0.00033921157718233693	0.6127539539763105	-0.23664603201024104	-0.06930301576888061	0.008577928102028988	7	1	8	True	0.004886993751721769
all	KRT5_KRT6A	spearman	CD3D	0.20	expression	2	-0.14832274249675048	-0.1652061422870859	0.0464194282660485	0.00139698663775551	0.5894124632879678	-0.2393031500811461	-0.05734233491235485	0.00974321457568463	7	1	8	True	0.010892829274793918
all	KRT5_KRT6A	spearman	CD3E	0.20	expression	2	-0.13545703911980905	-0.15285719686337365	0.046314922966070246	0.0034479360865873583	0.5837754803792118	-0.22623262008005374	-0.044681458159564355	0.009607709128126503	7	1	8	True	0.01944835912861907
all	KRT5_KRT6A	spearman	CD3G	0.20	expression	2	-0.14923202809417946	-0.16437528115961375	0.04563696819682317	0.0010755463170417068	0.571464792592876	-0.23867884212355273	-0.05978521406480619	0.009125100078630993	6	2	8	True	0.009321894354604844
all	KRT5_KRT6A	spearman	CD8A	0.20	expression	2	-0.17004205556255844	-0.1892795682052328	0.051612904136138595	0.0009857422514259508	0.6756210739797139	-0.2712014888069085	-0.06888262231820841	0.013845436958903496	7	1	8	True	0.008866616518391301
all	KRT5_KRT6A	spearman	CD8B	0.20	expression	2	-0.15369593358889475	-0.16619751667381566	0.04690972474887371	0.0010513230438792393	0.6000269225518408	-0.24563730462137445	-0.06175456255641504	0.010127766408443201	7	1	8	True	0.009203055047072868
all	KRT5_KRT6A	spearman	CD3_mean	0.20	expression	2	-0.14759599032390516	-0.16426675356019477	0.04649966146255476	0.0015028614182422818	0.5893763963706399	-0.23873365208381758	-0.05645832856399273	0.009775199373477903	7	1	8	True	0.01136585151293587
all	KRT5_KRT6A	spearman	CD3_z	0.20	expression	2	-0.14814918306848376	-0.1648891637167602	0.046421475033869605	0.001415884113438813	0.5876723739247067	-0.23913360224409347	-0.057164763892874046	0.009711023076327902	7	1	8	True	0.010969969392174168
all	KRT5_KRT6A	spearman	CD3_rank	0.20	expression	2	-0.14735612709454915	-0.16438842097522405	0.046912085829557	0.0016830751603971281	0.5965922772185831	-0.2393021257601327	-0.0554101284289656	0.010070292156333404	7	1	8	True	0.01222003291992552
all	KRT5_KRT6A	spearman	CD3_pc1	0.20	expression	2	-0.14807724219688434	-0.16477933654930227	0.04644063682543049	0.0014299946532963228	0.5880287744408417	-0.23909921779383264	-0.05705526659993604	0.00972506006992934	7	1	8	True	0.011033187633437821
all	KRT5_KRT6A	spearman	CD8_mean	0.20	expression	2	-0.1720268814332634	-0.19081590059100725	0.05314757775461134	0.0012088764626532295	0.6935577941890059	-0.27619421969784375	-0.067859543168683	0.015060437082516712	7	1	8	True	0.010008239650618464
all	KRT5_KRT6A	spearman	CD8_z	0.20	expression	2	-0.17090356048271443	-0.1885424217131323	0.053001094542947824	0.001261801250717861	0.691827401366022	-0.27478379692809457	-0.0670233240373343	0.014943129527712231	7	1	8	True	0.010275912555288085
all	KRT5_KRT6A	spearman	CD8_rank	0.20	expression	2	-0.16672953945771202	-0.18227817588644118	0.04957523768946044	0.000770552217198571	0.6449917944098047	-0.26389521985406716	-0.06956385906135687	0.012171012605421413	7	1	8	True	0.007757698781614028
all	KRT5_KRT6A	spearman	CD8_pc1	0.20	expression	2	-0.17090356048271443	-0.1885424217131323	0.053001094542947824	0.001261801250717861	0.691827401366022	-0.27478379692809457	-0.0670233240373343	0.014943129527712231	7	1	8	True	0.010275912555288085
all	KRT5_KRT6A	spearman	CD3CD8_mean	0.20	expression	2	-0.16098480149758823	-0.176458216648526	0.046883403489159474	0.000595343798470884	0.5990092084620354	-0.2528745838090003	-0.06909501918617615	0.010093396439147995	7	1	8	True	0.006711260663529568
all	KRT5_KRT6A	spearman	CD3CD8_z	0.20	expression	2	-0.16187142093461146	-0.17740388437837257	0.047441638892189976	0.0006448537545789779	0.6085692832184021	-0.2548553245308585	-0.0688875173383644	0.01049960683753013	7	1	8	True	0.0070132852438993185
all	KRT5_KRT6A	spearman	CD3CD8_rank	0.20	expression	2	-0.15566989871548081	-0.17204879067955772	0.04784204778551696	0.001138603245739184	0.614748544053583	-0.2494385893217383	-0.061901208109223324	0.010788979259443674	7	1	8	True	0.00965079927368767
all	KRT5_KRT6A	spearman	CD3CD8_pc1	0.20	expression	2	-0.16089117928559257	-0.17645574855012666	0.04712766115341309	0.0006402981855443539	0.6031490539589943	-0.2532596978218896	-0.06852266074929554	0.010268740727949716	7	1	8	True	0.006984225025778491
all	KRT5_KRT6A	spearman	CD3D	0.20	residual	2	-0.19214265465074654	-0.19874015568657902	0.03574573639097241	7.647192285655591e-08	0.3263162676951305	-0.26220301057791523	-0.12208229872357784	0.003247427702279643	8	0	8	True	0.00011150437698743517
all	KRT5_KRT6A	spearman	CD3E	0.20	residual	2	-0.16156056003313984	-0.17325361288642177	0.041721040067319484	0.00010776884949278874	0.49530472612593285	-0.24333229596263858	-0.0797888241036411	0.006637920525883396	7	1	8	True	0.002807454073087238
all	KRT5_KRT6A	spearman	CD3G	0.20	residual	2	-0.16761071303494413	-0.17902718154366298	0.04253181747244127	8.119975486954664e-05	0.5125027560344259	-0.2509715434779604	-0.08424988259192784	0.007133995814303722	6	2	8	True	0.002444035100037342
all	KRT5_KRT6A	spearman	CD8A	0.20	residual	2	-0.20076863251268956	-0.2112311455335738	0.04644607437771756	1.541886383162977e-05	0.6055531465665609	-0.2918012655162846	-0.10973599950909453	0.010070743139982232	7	1	8	True	0.0013339840330323038
all	KRT5_KRT6A	spearman	CD8B	0.20	residual	2	-0.17999311477057556	-0.18468249751362675	0.041472395229440434	1.424370786438327e-05	0.4949102717659265	-0.26127751577288955	-0.09870871376826156	0.006563544863744351	7	1	8	True	0.0012814899379855152
all	KRT5_KRT6A	spearman	CD3_mean	0.20	residual	2	-0.17932797770842226	-0.18900990681183188	0.03999624538730608	7.338719880322262e-06	0.45474312605775713	-0.25771917818436846	-0.10093677723247607	0.0056100878639218504	7	1	8	True	0.0009645866262970529
all	KRT5_KRT6A	spearman	CD3_z	0.20	residual	2	-0.178978865971045	-0.18877046636432762	0.04021767527626749	8.57688311275703e-06	0.46007118382140966	-0.25780406105445625	-0.10015367088763376	0.0057367391866538515	7	1	8	True	0.0010477759765421554
all	KRT5_KRT6A	spearman	CD3_rank	0.20	residual	2	-0.17704081102591823	-0.18736587421999318	0.040377748507768735	1.1619202423859916e-05	0.46442832849480764	-0.25617974387796083	-0.0979018781738756	0.005836147941698605	7	1	8	True	0.0011665013248355002
all	KRT5_KRT6A	spearman	CD3_pc1	0.20	residual	2	-0.1789135152022336	-0.18866983816728763	0.04021876549896339	8.64686777485165e-06	0.4601004452993824	-0.25774084708286393	-0.10008618332160325	0.0057374484942576895	7	1	8	True	0.0010529542717413116
all	KRT5_KRT6A	spearman	CD8_mean	0.20	residual	2	-0.20667130597080494	-0.21549483902277658	0.047233431954460794	1.2113769166293194e-05	0.6186964390927333	-0.29924713146777143	-0.11409548047383844	0.01063856517110437	7	1	8	True	0.0011894136342156664
all	KRT5_KRT6A	spearman	CD8_z	0.20	residual	2	-0.2047070595693548	-0.2131356144510422	0.04683259856828944	1.236573693004797e-05	0.6114756042200626	-0.2964972660656242	-0.11291685307308541	0.01033445673088963	7	1	8	True	0.0012010579246879876
all	KRT5_KRT6A	spearman	CD8_rank	0.20	residual	2	-0.19961841434609318	-0.20630027674062035	0.04361357439971627	4.717387840432573e-06	0.5489253751663122	-0.28509944940659515	-0.11413737928559119	0.008048051100557488	7	1	8	True	0.0007525743895405695
all	KRT5_KRT6A	spearman	CD8_pc1	0.20	residual	2	-0.2047070595693548	-0.2131356144510422	0.04683259856828944	1.236573693004797e-05	0.6114756042200626	-0.2964972660656242	-0.11291685307308541	0.01033445673088963	7	1	8	True	0.0012010579246879876
all	KRT5_KRT6A	spearman	CD3CD8_mean	0.20	residual	2	-0.19225824232729954	-0.20069088758956677	0.04087282825215383	2.5534403605299435e-06	0.48300044384423174	-0.27236751364781225	-0.11214897100678682	0.006217131740871428	7	1	8	True	0.0006028414478141031
all	KRT5_KRT6A	spearman	CD3CD8_z	0.20	residual	2	-0.19280678480322494	-0.2014268803857177	0.04173883316162203	3.849215668753573e-06	0.5037690840572033	-0.2746133945567302	-0.11100017504971968	0.00675645301314831	7	1	8	True	0.0006932890931153076
all	KRT5_KRT6A	spearman	CD3CD8_rank	0.20	residual	2	-0.18712725454392584	-0.19610789699318468	0.04118177519755062	5.521404082370671e-06	0.4892851585419692	-0.2678420507505499	-0.10641245833730176	0.0063918911241959715	7	1	8	True	0.0008179448364054869
all	KRT5_KRT6A	spearman	CD3CD8_pc1	0.20	residual	2	-0.19079834494534817	-0.19965400388511143	0.04153574412734906	4.35676635063076e-06	0.498555908220196	-0.2722069075060234	-0.10938978238467295	0.006622303389744742	7	1	8	True	0.0007343131649154026
all	KRT5_KRT6A	spearman	CD3D	0.10	expression	2	-0.19139597300899935	-0.20112353358332524	0.05498647869229719	0.0004999512832890627	0.41793175124933174	-0.29916749088258093	-0.08362445513541777	0.00972984403262679	7	1	8	True	0.006071046243791383
all	KRT5_KRT6A	spearman	CD3E	0.10	expression	2	-0.17294444719378144	-0.17540937386089342	0.04536886670999554	0.00013786744461416383	0.15101879551600714	-0.2618657919647709	-0.08402310242279196	0.002487249554338274	7	1	8	True	0.0031613722221529397
all	KRT5_KRT6A	spearman	CD3G	0.10	expression	2	-0.16593613733363521	-0.16923198100199002	0.04413998216111054	0.0001703785886434476	0.11363798026839544	-0.25244891264765235	-0.07942336201961808	0.0017882150191559348	6	2	8	True	0.00348927378613657
all	KRT5_KRT6A	spearman	CD8A	0.10	expression	2	-0.21234277880238472	-0.2229124883966603	0.053153766069917785	6.472773879240219e-05	0.3966195375997218	-0.3165222459420907	-0.10816331166267873	0.008651903935134736	7	1	8	True	0.0022400055965831646
all	KRT5_KRT6A	spearman	CD8B	0.10	expression	2	-0.2141787628899866	-0.22224323727657894	0.05735669342243637	0.0001883467470986885	0.4843244959770066	-0.3265958162702673	-0.10176170950970591	0.0122464224461876	7	1	8	True	0.003642505109714455
all	KRT5_KRT6A	spearman	CD3_mean	0.10	expression	2	-0.18537683033233593	-0.1906736850865527	0.049020513754035495	0.00015581267676248204	0.2682269619132863	-0.28145527179389584	-0.089298388870776	0.005049184940435723	7	1	8	True	0.0033418876802993594
all	KRT5_KRT6A	spearman	CD3_z	0.10	expression	2	-0.18370076376756228	-0.18937643251141317	0.04880027467005825	0.00016699039996891123	0.26231691239859256	-0.2793475445565387	-0.08805398297858584	0.004897587273907096	7	1	8	True	0.003458083722877887
all	KRT5_KRT6A	spearman	CD3_rank	0.10	expression	2	-0.18275459873377256	-0.18830207064174304	0.04847431874500085	0.00016316097800622936	0.253073112330431	-0.27776251764908905	-0.08774667981845606	0.004668278691168447	7	1	8	True	0.003417366857270729
all	KRT5_KRT6A	spearman	CD3_pc1	0.10	expression	2	-0.18316882387426126	-0.1888473904088973	0.04886332864973037	0.0001778280596893205	0.264080481622471	-0.278939188192477	-0.08739845955604554	0.004942028273354077	7	1	8	True	0.0035585935144685737
all	KRT5_KRT6A	spearman	CD8_mean	0.10	expression	2	-0.2291655993034492	-0.24481507137350375	0.06397508965026925	0.00034083447888837176	0.5878905527795786	-0.35455447092569814	-0.1037767276812003	0.018419260687607176	7	1	8	True	0.004898504836116598
all	KRT5_KRT6A	spearman	CD8_z	0.10	expression	2	-0.22924173165557488	-0.2451732802902708	0.0654894979853347	0.0004644994811933085	0.6072759922575023	-0.3575987890724393	-0.10088467423871045	0.019940031336665626	7	1	8	True	0.0058257439905494215
all	KRT5_KRT6A	spearman	CD8_rank	0.10	expression	2	-0.2225492263831548	-0.23400725190978366	0.05941637686298931	0.0001799722496442915	0.5184216985609049	-0.3390031851264728	-0.10609526763983679	0.01403112454401319	7	1	8	True	0.003576522928303139
all	KRT5_KRT6A	spearman	CD8_pc1	0.10	expression	2	-0.22924173165557488	-0.2451732802902708	0.0654894979853347	0.0004644994811933085	0.6072759922575023	-0.3575987890724393	-0.10088467423871045	0.019940031336665626	7	1	8	True	0.0058257439905494215
all	KRT5_KRT6A	spearman	CD3CD8_mean	0.10	expression	2	-0.20674975653195019	-0.21224563340029348	0.0507698843363145	4.655291365561059e-05	0.32858246523536033	-0.30625690133039085	-0.10724261173350955	0.006580757555648171	7	1	8	True	0.001960950745901247
all	KRT5_KRT6A	spearman	CD3CD8_z	0.10	expression	2	-0.20792866950900993	-0.21357101983683682	0.051289613165233484	5.034679040967906e-05	0.34149167756529947	-0.30845446409385896	-0.1074028749241609	0.00697001207375824	7	1	8	True	0.0020243694122300147
all	KRT5_KRT6A	spearman	CD3CD8_rank	0.10	expression	2	-0.1991026533210437	-0.20455273134356994	0.04952535122513078	5.814458671827009e-05	0.29343377628063605	-0.29617055804399667	-0.10203474859809074	0.005617475772421538	7	1	8	True	0.002158887594752682
all	KRT5_KRT6A	spearman	CD3CD8_pc1	0.10	expression	2	-0.20618519742183014	-0.21188343978000213	0.05112591458621066	5.5095037620820284e-05	0.3370921629566489	-0.30639014868747405	-0.10598024615618623	0.006839780959534358	7	1	8	True	0.0021013516189939204
all	KRT5_KRT6A	spearman	CD3D	0.10	residual	2	-0.19429347736757302	-0.19429347736757302	0.04037917010459561	1.4963287188324472e-06	0.0	-0.27343519649819686	-0.11515175823694918	0.0	8	0	8	True	0.000499061254604879
all	KRT5_KRT6A	spearman	CD3E	0.10	residual	2	-0.15717920251139972	-0.15717920251139972	0.04085150547977402	0.00011929310563294969	0.0	-0.23724668196599746	-0.07711172305680197	0.0	8	0	8	True	0.0029615022241957748
all	KRT5_KRT6A	spearman	CD3G	0.10	residual	2	-0.1745113588181955	-0.1745113588181955	0.04071411754231737	1.817049971672792e-05	0.0	-0.25430956286346795	-0.09471315477292302	0.0	8	0	8	True	0.0013959290043917048
all	KRT5_KRT6A	spearman	CD8A	0.10	residual	2	-0.22161445445925065	-0.22354500681893263	0.04193643241274767	1.260259380780618e-07	0.07824475202952061	-0.30380835162833425	-0.13942055729016706	0.001120191811599251	7	1	8	True	0.00014711427838312414
all	KRT5_KRT6A	spearman	CD8B	0.10	residual	2	-0.20831554706965644	-0.2072632325126492	0.055332328276733046	0.00016667764850994632	0.44065120517020234	-0.31676491767280046	-0.09986617646651243	0.01040835265091096	8	0	8	True	0.003456142412467709
all	KRT5_KRT6A	spearman	CD3_mean	0.10	residual	2	-0.18054084816478133	-0.18054084816478133	0.04063636840787114	8.877953959153193e-06	0.0	-0.26018666670671003	-0.10089502962285264	0.0	8	0	8	True	0.0010579030354804927
all	KRT5_KRT6A	spearman	CD3_z	0.10	residual	2	-0.17987120437693818	-0.17987120437693818	0.04065397923536128	9.669153238731905e-06	0.0	-0.25955153950648546	-0.10019086924739087	0.0	8	0	8	True	0.0010838570987707417
all	KRT5_KRT6A	spearman	CD3_rank	0.10	residual	2	-0.17998222163172617	-0.17998222163172617	0.0406232118408287	9.400323973365302e-06	0.0	-0.2596022537760915	-0.10036218948736085	0.0	8	0	8	True	0.0010826559491483828
all	KRT5_KRT6A	spearman	CD3_pc1	0.10	residual	2	-0.17990004680726157	-0.17990004680726157	0.04065445439551401	9.639739147677847e-06	0.0	-0.2595813132335951	-0.10021878038092802	0.0	8	0	8	True	0.0010838570987707417
all	KRT5_KRT6A	spearman	CD8_mean	0.10	residual	2	-0.23091202587240234	-0.23385738979498072	0.05052099158285075	4.862938709108843e-06	0.3406656558461416	-0.329931349838041	-0.13189270190676367	0.006762666203651924	8	0	8	True	0.0007606456686535609
all	KRT5_KRT6A	spearman	CD8_z	0.10	residual	2	-0.22927438195055597	-0.232687105797392	0.05344916572718857	1.7901268682363417e-05	0.4087346379708936	-0.3340328217795582	-0.12451594212155376	0.009026862459309094	8	0	8	True	0.0013883043350348837
all	KRT5_KRT6A	spearman	CD8_rank	0.10	residual	2	-0.22465530492741245	-0.22607857441876766	0.04727065054530883	2.00884426348298e-06	0.25193739010124827	-0.3173040775219964	-0.1320065323328285	0.004426293620473233	8	0	8	True	0.0005678453228381756
all	KRT5_KRT6A	spearman	CD8_pc1	0.10	residual	2	-0.22927438195055597	-0.232687105797392	0.05344916572718857	1.7901268682363417e-05	0.4087346379708936	-0.3340328217795582	-0.12451594212155376	0.009026862459309094	8	0	8	True	0.0013883043350348837
all	KRT5_KRT6A	spearman	CD3CD8_mean	0.10	residual	2	-0.2040659595809346	-0.2040659595809346	0.040237876403041106	3.9471446482950785e-07	0.0	-0.28293074814526925	-0.12520117101659994	0.0	8	0	8	True	0.0003023324111339141
all	KRT5_KRT6A	spearman	CD3CD8_z	0.10	residual	2	-0.2055633648148691	-0.2055633648148691	0.040240409683646235	3.249300663974817e-07	0.0	-0.28443311851795255	-0.12669361111178562	0.0	8	0	8	True	0.00026259348289014946
all	KRT5_KRT6A	spearman	CD3CD8_rank	0.10	residual	2	-0.19719396205322703	-0.19719396205322703	0.04033319827364226	1.0128626499232227e-06	0.0	-0.27624557805087896	-0.11814234605557512	0.0	8	0	8	True	0.00045604864286114476
all	KRT5_KRT6A	spearman	CD3CD8_pc1	0.10	residual	2	-0.2033518188843101	-0.2033518188843101	0.040269201616067486	4.4224960435726026e-07	0.0	-0.2822780037379845	-0.12442563403063567	0.0	8	0	8	True	0.000320760574603946
all	KRT5_6AB	spearman	CD3D	0.25	expression	3	-0.13333734191552463	-0.1409757268206324	0.03779306925492957	0.0004185701420660095	0.49939618760372856	-0.2074103965204146	-0.059264287310634656	0.005491064198436439	7	1	8	True	0.00549691410555239
all	KRT5_6AB	spearman	CD3E	0.25	expression	3	-0.1085872367292646	-0.12025440566326871	0.044904694495150485	0.015598737979056745	0.6430324673190299	-0.19659882067653356	-0.02057565278199562	0.009977756498207114	7	1	8	True	0.05187181089089581
all	KRT5_6AB	spearman	CD3G	0.25	expression	3	-0.11936237293504508	-0.12937163830099677	0.04353695437436615	0.006113451073720463	0.6180086109295135	-0.20469323550536628	-0.03403151036472386	0.009001752388259291	6	2	8	True	0.027708333468726136
all	KRT5_6AB	spearman	CD8A	0.25	expression	3	-0.13825032667972473	-0.14872905956542054	0.049596171187900176	0.005311315064727835	0.7156775782294335	-0.23545703597909218	-0.04104361738035728	0.013615593905997727	6	2	8	True	0.025423650726720613
all	KRT5_6AB	spearman	CD8B	0.25	expression	3	-0.12944256169674273	-0.13109626682699418	0.03709240630168162	0.00048350495087971004	0.4815525356775353	-0.20214234214796523	-0.05674278124552022	0.005104159386185531	7	1	8	True	0.005958595910782679
all	KRT5_6AB	spearman	CD3_mean	0.25	expression	3	-0.12488132919631438	-0.13455636760898204	0.04200580157191612	0.0029494834502207263	0.5924918102760004	-0.20721118741900596	-0.0425514709736228	0.00803466911707377	7	1	8	True	0.01761641451280213
all	KRT5_6AB	spearman	CD3_z	0.25	expression	3	-0.12449126894161269	-0.1342654580253847	0.04200535829754828	0.0030396473316566227	0.5921834435049352	-0.20682025836250803	-0.042162279520717355	0.008028536465541433	7	1	8	True	0.01796093074599802
