stratum	covariates	method	outcome	k	effect	fe	se	p	I2	ci_low	ci_high	tau2	neg	npos	cohorts	eligible	q
basal_low	KRT5_KRT6A	spearman	CD3G	2	-0.10441225821592694	-0.10858649175939186	0.02794044575138255	0.0001763929159745037	0.29328016193399525	-0.15821609591364855	-0.049990218822870275	0.0017895237596440164	7	1	8	True	0.0020345971567890943
basal_low	KRT5_KRT6A	spearman	CD8A	2	-0.12506259333834244	-0.13109009405523708	0.03745883251715688	0.0007901020465472978	0.5996791515477715	-0.19654749505526437	-0.052255198034459716	0.006459706794518273	6	2	8	True	0.005300646296951411
basal_low	KRT5_KRT6A	spearman	CD8B	2	-0.09725027261304113	-0.10167345740959223	0.02867091478149011	0.0006672275355030264	0.32619665910649837	-0.15255235497948047	-0.041341073071757294	0.002087605405027404	6	2	8	True	0.004742823063595938
basal_low	KRT5_KRT6A	spearman	CD3_mean	2	-0.10473581421276433	-0.10959370488433014	0.02980131293592502	0.00041965303890887615	0.3733889632246484	-0.16208851895976292	-0.04667787901800353	0.00256959986416604	7	1	8	True	0.0034991070053782955
basal_low	KRT5_KRT6A	spearman	CD3_z	2	-0.10427170577645913	-0.10925052089229803	0.029903165821180376	0.0004657830920645299	0.37742790622138966	-0.16182598577246168	-0.04601045466855712	0.0026142458171721544	7	1	8	True	0.0037412210743348246
basal_low	KRT5_KRT6A	spearman	CD3_rank	2	-0.1032617415563536	-0.1084007924076083	0.02958433694033767	0.00046021285690840295	0.36467001187731163	-0.16022281055985035	-0.045615221559526666	0.0024751570491882125	7	1	8	True	0.003716369158093529
basal_low	KRT5_KRT6A	spearman	CD3_pc1	2	-0.10443329756909028	-0.1094033417576991	0.029862706240761396	0.0004482555107104116	0.3758275883017278	-0.161907854513664	-0.04625260836748211	0.0025964869968476607	7	1	8	True	0.0036454791724776668
basal_low	KRT5_KRT6A	spearman	CD8_mean	2	-0.12107587709109718	-0.128441023037805	0.036608602601709436	0.0008885993299378674	0.580854585322967	-0.1910476787095243	-0.049879796559426155	0.005975919884322046	6	2	8	True	0.005782381455263143
basal_low	KRT5_KRT6A	spearman	CD8_z	2	-0.1196989862669461	-0.12656522680393648	0.03553950356253425	0.0007136520821147277	0.555341331693191	-0.18768038480737628	-0.050576290550364666	0.0053856149304266545	6	2	8	True	0.0049068251143307125
basal_low	KRT5_KRT6A	spearman	CD8_rank	2	-0.11563284395018733	-0.12175824227181986	0.03413309831256603	0.0006666844455465881	0.5183034370659405	-0.1810345007230629	-0.049212961227909136	0.0046399425705780616	6	2	8	True	0.004742823063595938
basal_low	KRT5_KRT6A	spearman	CD8_pc1	2	-0.1196989862669461	-0.12656522680393648	0.03553950356253425	0.0007136520821147277	0.555341331693191	-0.18768038480737628	-0.050576290550364666	0.0053856149304266545	6	2	8	True	0.0049068251143307125
basal_low	KRT5_KRT6A	spearman	CD3CD8_mean	2	-0.11521069615798152	-0.12016330885498874	0.03182954629905067	0.00027716386118781374	0.4477118112622657	-0.17624952182799583	-0.053289251520737095	0.0034957056805593836	7	1	8	True	0.0026924789614799203
basal_low	KRT5_KRT6A	spearman	CD3CD8_z	2	-0.11659221374167184	-0.12149384158934613	0.031440542619336806	0.00019509734489760286	0.4344113859146769	-0.17686753218309165	-0.0554456197836921	0.0033120936302029275	7	1	8	True	0.002170252393376691
basal_low	KRT5_KRT6A	spearman	CD3CD8_rank	2	-0.1116459807806444	-0.1172077305220382	0.03138211946332277	0.00035355754724772614	0.43237648699995007	-0.17189740562929318	-0.050562385214052014	0.003284760846233586	7	1	8	True	0.003162569733115178
basal_low	KRT5_KRT6A	spearman	CD3CD8_pc1	2	-0.11595895416971963	-0.1208034941598474	0.03139379285981375	0.00020694750262631494	0.4327838653199364	-0.17615682115994438	-0.05489698410650981	0.003290217055559231	7	1	8	True	0.002248387241563666
basal_low	KRT5_6AB	spearman	CD3D	3	-0.11198149564011824	-0.11349263258538883	0.02637626605890911	2.013207007842045e-05	0.21277210202943708	-0.16269103360341078	-0.060681946985871406	0.001170758333452584	7	1	8	True	0.0007097568061875343
basal_low	KRT5_6AB	spearman	CD3E	3	-0.08887424137171604	-0.09397986669200956	0.03096148935194049	0.00400115611151104	0.41474443474739453	-0.14868237689656974	-0.028418293604468705	0.003069644379078423	6	2	8	True	0.01684815475251903
basal_low	KRT5_6AB	spearman	CD3G	3	-0.10506332822144279	-0.10719140271307764	0.02610624112228882	5.35974551348027e-05	0.19842440993117022	-0.15535160173408946	-0.05423192886309391	0.001072268786798677	7	1	8	True	0.0010976508063279477
basal_low	KRT5_6AB	spearman	CD8A	3	-0.12554962614527337	-0.12964683033629681	0.03685716856939071	0.0006160407260121789	0.5844708782647342	-0.1958894094269042	-0.05392452097876598	0.00609276546754812	6	2	8	True	0.004507834572257061
basal_low	KRT5_6AB	spearman	CD8B	3	-0.09705115546318746	-0.09970748895498521	0.027499970439988364	0.0003997027414975102	0.26938348834407805	-0.1501134962773669	-0.04343130461712487	0.0015971089358291226	6	2	8	True	0.003394726760042718
basal_low	KRT5_6AB	spearman	CD3_mean	3	-0.10481275281531532	-0.10757417923245337	0.028191282650681763	0.00019025333963581202	0.301793028999629	-0.15909008609641062	-0.04990372986282628	0.0018723113645488711	7	1	8	True	0.002143930915456042
basal_low	KRT5_6AB	spearman	CD3_z	3	-0.10450780770855139	-0.10735477043253855	0.028304478821030567	0.00021072286435637653	0.3069296972242476	-0.15900581127429014	-0.04937485345686658	0.0019182918015906282	7	1	8	True	0.0022752871664214716
basal_low	KRT5_6AB	spearman	CD3_rank	3	-0.10346218906873088	-0.10642843694408174	0.0278448713666348	0.00019223510360815715	0.28577792420041775	-0.15709685723878364	-0.049218998715098536	0.0017331991114090202	7	1	8	True	0.0021554130186844174
basal_low	KRT5_6AB	spearman	CD3_pc1	3	-0.10465292331685536	-0.10749347762214834	0.028256388253529927	0.0002013620726271818	0.304753185623792	-0.15905694891117197	-0.04961523919873942	0.0018987259958029462	7	1	8	True	0.002217515655158461
basal_low	KRT5_6AB	spearman	CD8_mean	3	-0.12130357306741016	-0.12667370178966375	0.03576164719126518	0.0006525227385668665	0.5586922861345426	-0.18967054575744446	-0.05176600344945675	0.005483832818358011	6	2	8	True	0.004669893658980585
basal_low	KRT5_6AB	spearman	CD8_z	3	-0.11993419689374818	-0.1248708226118454	0.034680867319327326	0.000510949427105987	0.5309817588456998	-0.18628662086368303	-0.052492719349455846	0.004903914820577596	6	2	8	True	0.003970439852940458
basal_low	KRT5_6AB	spearman	CD8_rank	3	-0.11588385456971091	-0.12007457186113495	0.033131527621169735	0.0004422851201142112	0.48681720711847326	-0.17938136587497786	-0.05142480805072495	0.004109101646437403	6	2	8	True	0.003618884323925158
basal_low	KRT5_6AB	spearman	CD8_pc1	3	-0.11993419689374818	-0.1248708226118454	0.034680867319327326	0.000510949427105987	0.5309817588456998	-0.18628662086368303	-0.052492719349455846	0.004903914820577596	6	2	8	True	0.003970439852940458
basal_low	KRT5_6AB	spearman	CD3CD8_mean	3	-0.11524383861974075	-0.11814301040141258	0.0305491395470908	0.0001511066521209615	0.3995255916252159	-0.17384942971218043	-0.05582482010854797	0.002882060878906709	7	1	8	True	0.0018689919689494894
basal_low	KRT5_6AB	spearman	CD3CD8_z	3	-0.11671316902881651	-0.1195873771697849	0.030144165900321353	0.00010042675145375984	0.38406371983812815	-0.17452395394477357	-0.058100508950586216	0.002700974898433495	7	1	8	True	0.0014808057061693638
basal_low	KRT5_6AB	spearman	CD3CD8_rank	3	-0.11178140245700485	-0.11524734386766894	0.029884040958659264	0.00017251141063526356	0.3738548477070209	-0.16917976655838776	-0.05362735519878064	0.002586312768258337	7	1	8	True	0.0020048726550155743
basal_low	KRT5_6AB	spearman	CD3CD8_pc1	3	-0.11617363144432191	-0.1189876548132433	0.03009390795251408	0.00010537095801555758	0.38210840707567634	-0.17389808572081944	-0.057653561141147246	0.0026787202256625064	7	1	8	True	0.0015206418748783626
basal_low	KRT5_6_14	spearman	CD3D	4	-0.10856645062127673	-0.1107637120878577	0.027333865774784374	6.675006009591201e-05	0.25820744317083355	-0.1611522383278206	-0.05536596905252492	0.0015146062634514698	7	1	8	True	0.001217493283624395
basal_low	KRT5_6_14	spearman	CD3E	4	-0.08551373755875276	-0.09072740016271635	0.030771119631565487	0.005339091072723859	0.40505115551655574	-0.1450040746867176	-0.02540734402892441	0.0029624000925287707	6	2	8	True	0.020945664977608986
basal_low	KRT5_6_14	spearman	CD3G	4	-0.09816962823408641	-0.09942201683972599	0.025029730503534756	8.326817281173233e-05	0.13507078410390244	-0.14648279463877878	-0.04938923947329299	0.0006795075967571773	7	1	8	True	0.0013432639461052169
basal_low	KRT5_6_14	spearman	CD8A	4	-0.12374909974681192	-0.12704977580429627	0.03660514872712825	0.0006786439707416482	0.5766727444053142	-0.19365463828678717	-0.052593313644071715	0.005927433045821604	6	2	8	True	0.004762724396981445
basal_low	KRT5_6_14	spearman	CD8B	4	-0.09987923888731988	-0.10226827386000845	0.026963172883538212	0.0002018613126805429	0.23980694039189177	-0.15187604252484335	-0.04733112865659851	0.0013726231220186013	7	1	8	True	0.0022206858125882554
basal_low	KRT5_6_14	spearman	CD3_mean	4	-0.1004782818634203	-0.10337214087391808	0.028256409779091364	0.00035973525385670673	0.3017280636321134	-0.15494195999154203	-0.04540569598396561	0.001880202302246249	7	1	8	True	0.0032110268283929997
basal_low	KRT5_6_14	spearman	CD3_z	4	-0.099931845587595	-0.1028125612763639	0.028242795002848837	0.0003849937577273403	0.3011088800882289	-0.1543771381771608	-0.044881472248179906	0.0018746815436464328	7	1	8	True	0.003348298359837283
basal_low	KRT5_6_14	spearman	CD3_rank	4	-0.09878776071689975	-0.10174612652477878	0.027792650619970206	0.00036235098254853206	0.2802505195163972	-0.15238732022889023	-0.044608793609317486	0.0016942540356773667	7	1	8	True	0.0032218140500759975
basal_low	KRT5_6_14	spearman	CD3_pc1	4	-0.10010275848508446	-0.10297759184787363	0.02819657392743345	0.00036789376291890464	0.29900172196297586	-0.15445723001509132	-0.04514417043646565	0.0018559667899341922	7	1	8	True	0.0032479763640554725
basal_low	KRT5_6_14	spearman	CD8_mean	4	-0.12175538582626819	-0.12647622158910132	0.03535220356367346	0.0005376942041389854	0.5462800328687031	-0.1893389872860361	-0.05302362191712004	0.005238909514344057	6	2	8	True	0.004120361275480803
basal_low	KRT5_6_14	spearman	CD8_z	4	-0.12085822333651992	-0.12525474144062815	0.03426367561820576	0.00039317199347803253	0.5173141192126295	-0.1864023929473554	-0.05424301779981524	0.004663405699165783	6	2	8	True	0.00336922101425792
basal_low	KRT5_6_14	spearman	CD8_rank	4	-0.11633696040541507	-0.12003155936474957	0.03282898169479007	0.0003710727265665213	0.47504255833024706	-0.17925198313086885	-0.05247424516351399	0.003937511952417663	6	2	8	True	0.0032623347826844125
basal_low	KRT5_6_14	spearman	CD8_pc1	4	-0.12085822333651992	-0.12525474144062815	0.03426367561820576	0.00039317199347803253	0.5173141192126295	-0.1864023929473554	-0.05424301779981524	0.004663405699165783	6	2	8	True	0.00336922101425792
basal_low	KRT5_6_14	spearman	CD3CD8_mean	4	-0.11273253266767619	-0.11551192576612507	0.030532297121875142	0.0002089024335876147	0.3961318541490194	-0.17134883483904842	-0.053320944202676634	0.002854375520531876	6	2	8	True	0.0022649421746867696
basal_low	KRT5_6_14	spearman	CD3CD8_z	4	-0.11422616106294077	-0.11694784907475307	0.030109431066167473	0.00013878120455956876	0.37990087301240877	-0.1720129768507111	-0.05565590615307201	0.002665769742027875	7	1	8	True	0.0018064840394199063
basal_low	KRT5_6_14	spearman	CD3CD8_rank	4	-0.10921332110078626	-0.11251904637383149	0.029808523015940624	0.00023460910019458808	0.36800109100908573	-0.16650934160489664	-0.05118227634667783	0.0025336477784490287	6	2	8	True	0.002444018451599812
basal_low	KRT5_6_14	spearman	CD3CD8_pc1	4	-0.11334961346593156	-0.11604975218016596	0.03004157254088251	0.00015102576835692452	0.37724306185588097	-0.17102196826773788	-0.05490316795091501	0.0026358224272171995	7	1	8	True	0.0018689919689494894
basal_low	basal_broad	spearman	CD3D	7	-0.10390450672631192	-0.10744414091614705	0.034537161034470715	0.002532912280315902	0.517847599306915	-0.17029694570317674	-0.03657295918650835	0.004737725146047321	7	1	8	True	0.012336938533610972
basal_low	basal_broad	spearman	CD3E	7	-0.07425591574130139	-0.08219083197006063	0.03680306491849341	0.04324080711651366	0.5749583377720808	-0.14548583832132445	-0.002260164359757197	0.005967014637962084	6	2	8	True	0.09931961512157685
basal_low	basal_broad	spearman	CD3G	7	-0.07417201260941407	-0.07963370769721695	0.03352932563958125	0.026676193613455548	0.488959990364995	-0.1391167217520356	-0.00859200004731674	0.004220565548961051	6	2	8	True	0.07082640639448168
basal_low	basal_broad	spearman	CD8A	7	-0.10789335807667477	-0.11548578097831663	0.03993136798838591	0.00667720673323924	0.6391352436513341	-0.1844436940719663	-0.03004188239147889	0.007812688801489156	6	2	8	True	0.024794979288254228
basal_low	basal_broad	spearman	CD8B	7	-0.08514927182803851	-0.09206527797888928	0.032109643955902954	0.00785439774336407	0.4440695903367294	-0.1472122271055253	-0.022418457851461508	0.0035235694131921405	6	2	8	True	0.028153634490543474
basal_low	basal_broad	spearman	CD3_mean	7	-0.08743289348740309	-0.09297833190233694	0.035752346321655824	0.01421534518498139	0.5497336804610637	-0.1564348707180041	-0.017581591840462332	0.005385612613898071	6	2	8	True	0.04438719185937387
basal_low	basal_broad	spearman	CD3_z	7	-0.0860108217436638	-0.09161003381182328	0.03579006375426801	0.015989437175374963	0.5506753530731961	-0.15510892187463202	-0.01607524604319248	0.0054061441982452005	6	2	8	True	0.0484385890901065
basal_low	basal_broad	spearman	CD3_rank	7	-0.08468113383092875	-0.09054777400901343	0.03514902054600652	0.015735777840322596	0.5342852025044815	-0.1525744943219527	-0.01599224444347329	0.005060638756067847	6	2	8	True	0.04787723196942635
basal_low	basal_broad	spearman	CD3_pc1	7	-0.08612862732058955	-0.09174434491625419	0.03571923497222867	0.015637994491183114	0.5489047089878096	-0.15508926921834984	-0.016332685084218486	0.005367609233492279	6	2	8	True	0.047710418202494935
basal_low	basal_broad	spearman	CD8_mean	7	-0.10613233956993116	-0.11524725719643228	0.03984863197615032	0.00750742107627314	0.6376232818716902	-0.18256556373995636	-0.02842400675564252	0.007761686674917909	6	2	8	True	0.027178830402248663
basal_low	basal_broad	spearman	CD8_z	7	-0.10530655203442964	-0.11411713632822836	0.03901117526784954	0.0067396953051667855	0.6217905296168535	-0.1801705218038947	-0.029229600302143863	0.00725210247071733	6	2	8	True	0.024923350537163762
basal_low	basal_broad	spearman	CD8_rank	7	-0.10144655289331486	-0.10926448496287405	0.03731693054661181	0.0063739590142921155	0.5865683551344781	-0.1731736275441913	-0.02864904502329649	0.0062584551228829725	6	2	8	True	0.023975944648819535
basal_low	basal_broad	spearman	CD8_pc1	7	-0.10530655203442964	-0.11411713632822836	0.03901117526784954	0.0067396953051667855	0.6217905296168535	-0.1801705218038947	-0.029229600302143863	0.00725210247071733	6	2	8	True	0.024923350537163762
basal_low	basal_broad	spearman	CD3CD8_mean	7	-0.09874146437518859	-0.10443774174849708	0.036912154927099365	0.007279406234487317	0.5774615298537875	-0.1697514762312505	-0.02671141069831868	0.006028496731558115	6	2	8	True	0.02651783699706094
basal_low	basal_broad	spearman	CD3CD8_z	7	-0.09899397521921464	-0.10486276837364113	0.03663671300594251	0.006709644826548551	0.5711004400429701	-0.1694748182693313	-0.027505686240342414	0.005873664312417535	6	2	8	True	0.024856633521735852
basal_low	basal_broad	spearman	CD3CD8_rank	7	-0.09448701500932273	-0.10113151936374426	0.03588137574175236	0.00826141025362669	0.5529436144886984	-0.16361210943041732	-0.024438646620929334	0.00545595491479376	6	2	8	True	0.02927297677052344
basal_low	basal_broad	spearman	CD3CD8_pc1	7	-0.09846454110703401	-0.10418593407008832	0.03656792560041862	0.006904810332516973	0.5694906332074984	-0.16882450640388885	-0.027106159632929443	0.005835206215487394	6	2	8	True	0.025408507213356114
basal_low	KRT5_6_14_TP63	spearman	CD3D	5	-0.12228328933377595	-0.1223875740756814	0.030740991685557016	6.391646339660465e-05	0.4011774269642073	-0.18112882947204903	-0.06256526161345818	0.0029283415066708673	7	1	8	True	0.0011988797980160726
basal_low	KRT5_6_14_TP63	spearman	CD3E	5	-0.10406340139811625	-0.10486375741586274	0.036925228875757166	0.004677266785047903	0.5819220251402147	-0.17499379657447348	-0.03205839393825597	0.006084023797126608	6	2	8	True	0.018921588311017815
basal_low	KRT5_6_14_TP63	spearman	CD3G	5	-0.121832003554134	-0.11907964659649736	0.03322862706380641	0.0002288993307474729	0.4848600333293262	-0.18539802077033501	-0.05725063060444087	0.0041140971147485385	8	0	8	True	0.0024048163688329505
basal_low	KRT5_6_14_TP63	spearman	CD8A	5	-0.13614780191955175	-0.1354698939030736	0.03826113492234908	0.0003427825943484463	0.610649606623479	-0.20886946880915444	-0.06192870743917343	0.006855432539356515	7	1	8	True	0.0030994408096266714
basal_low	KRT5_6_14_TP63	spearman	CD8B	5	-0.10589635698846923	-0.10738563569821823	0.02690607130453515	7.795844072225726e-05	0.23375142331557103	-0.1577025924990034	-0.05350879656666216	0.0013334231194854123	8	0	8	True	0.0013021166585501346
basal_low	KRT5_6_14_TP63	spearman	CD3_mean	5	-0.11926744673778802	-0.11857523454471178	0.03335844254546353	0.00032760985547182004	0.4887771264025111	-0.18312979905935195	-0.05440272579785608	0.004179111845124889	7	1	8	True	0.0030033762142992505
basal_low	KRT5_6_14_TP63	spearman	CD3_z	5	-0.1195094543532546	-0.11856888657163486	0.03372720812558955	0.000370248766007734	0.49968214383328047	-0.18406543454013635	-0.0539268657248538	0.004365472179767905	7	1	8	True	0.00326054780861463
basal_low	KRT5_6_14_TP63	spearman	CD3_rank	5	-0.11788039123079298	-0.11728764956025342	0.03369383439787902	0.00043989284752230407	0.49870856449904716	-0.18240535511909298	-0.052344415388849236	0.004348504656374547	7	1	8	True	0.003604925316746745
basal_low	KRT5_6_14_TP63	spearman	CD3_pc1	5	-0.11964538081931646	-0.1187201338716071	0.03371516318974469	0.00036275964387700427	0.4993310714072221	-0.18417585064121017	-0.05408790052497363	0.004359346088325116	7	1	8	True	0.0032218140500759975
basal_low	KRT5_6_14_TP63	spearman	CD8_mean	5	-0.13159400951636827	-0.13335631920461635	0.036037802891242345	0.00023985611628936013	0.561138798924507	-0.20025135932929095	-0.06165052346673155	0.005588902182025625	7	1	8	True	0.002483820561849653
basal_low	KRT5_6_14_TP63	spearman	CD8_z	5	-0.13050283272675117	-0.13211403365795665	0.03487251679908952	0.00016738565365284519	0.5315573941390055	-0.19699110121829155	-0.06281965232807189	0.004959948568815941	8	0	8	True	0.001978125621233736
basal_low	KRT5_6_14_TP63	spearman	CD8_rank	5	-0.12581945835527647	-0.12693218965400577	0.03395193707494702	0.00019488691539856185	0.5061700760712876	-0.19067191425572405	-0.059873492908644854	0.004480252200088294	7	1	8	True	0.002170252393376691
basal_low	KRT5_6_14_TP63	spearman	CD8_pc1	5	-0.13050283272675117	-0.13211403365795665	0.03487251679908952	0.00016738565365284519	0.5315573941390055	-0.19699110121829155	-0.06281965232807189	0.004959948568815941	8	0	8	True	0.001978125621233736
basal_low	KRT5_6_14_TP63	spearman	CD3CD8_mean	5	-0.12832503198453404	-0.12739364610554937	0.03433441062416083	0.00017112250053266851	0.5169456659217695	-0.1938463986854797	-0.061663919259888	0.0046776994387615935	7	1	8	True	0.0019931407878006823
basal_low	KRT5_6_14_TP63	spearman	CD3CD8_z	5	-0.12980432925318083	-0.12905142325390737	0.03367678826147648	0.00010606355303392192	0.4982102799701973	-0.19405373506344947	-0.06444608438069192	0.0043398460348622525	7	1	8	True	0.001523479915951775
basal_low	KRT5_6_14_TP63	spearman	CD3CD8_rank	5	-0.12501148982525012	-0.12487259697557057	0.033993510029138536	0.00021829176981408955	0.5073574539253302	-0.1899592965925438	-0.05897431766101557	0.00450158574485183	7	1	8	True	0.0023330349274331887
basal_low	KRT5_6_14_TP63	spearman	CD3CD8_pc1	5	-0.1291398050282005	-0.12828881353166968	0.033788240417546245	0.00012129397345364199	0.5014558039804458	-0.19361350930709587	-0.06355545175612425	0.004396553834938889	7	1	8	True	0.00166577056876335
basal_low	basal_z	spearman	CD3D	1	-0.11351778747726353	-0.11755541067487936	0.03049691004749704	0.00018520595485128701	0.4030239378221531	-0.17205350599474678	-0.05418323717322532	0.0028982399244116774	7	1	8	True	0.0021187048114290094
basal_low	basal_z	spearman	CD3E	1	-0.08726914457339237	-0.09636845471182896	0.03520313394015707	0.012942826996204375	0.5490257250301446	-0.1552235721195638	-0.018492723783425632	0.005226384229679831	7	1	8	True	0.04111803459997677
basal_low	basal_z	spearman	CD3G	1	-0.10072760515098966	-0.10597860934283239	0.028903408050772277	0.00047081857636909255	0.3391780755725974	-0.15642508551716502	-0.04439152382397518	0.002203452729214686	7	1	8	True	0.0037627354349226445
basal_low	basal_z	spearman	CD8A	1	-0.12262347155504377	-0.1300203148243541	0.03822548781743317	0.001263589718618963	0.6174958205017187	-0.19561046357132114	-0.04828552891614267	0.006930399134255784	7	1	8	True	0.0075107332099544925
basal_low	basal_z	spearman	CD8B	1	-0.09826069875699636	-0.10464814102530305	0.032823643254179274	0.0026708140801167484	0.48225643877826674	-0.16148583699476243	-0.03423224491131965	0.003998745255251878	6	2	8	True	0.012783404430845812
basal_low	basal_z	spearman	CD3_mean	1	-0.10326073389394115	-0.10938759545676208	0.03229194892841366	0.0013312217588521676	0.4654758194583931	-0.1653879674610316	-0.04031719234088701	0.0037384379646588587	7	1	8	True	0.00777408657599582
basal_low	basal_z	spearman	CD3_z	1	-0.10262955599959331	-0.10890081068965007	0.03228835580376336	0.0014238990668599028	0.46535989037152714	-0.16476056190740684	-0.039687305704063564	0.003736696462844956	7	1	8	True	0.008134575093219215
basal_low	basal_z	spearman	CD3_rank	1	-0.10147798485785944	-0.10802531070309221	0.03212047586809482	0.0015233154596029342	0.45990473520124636	-0.16330799772942706	-0.038853940480275434	0.0036555937070765865	7	1	8	True	0.008535441183247162
basal_low	basal_z	spearman	CD3_pc1	1	-0.10279695351612333	-0.10906266851667351	0.0322536856904743	0.0013817505394801998	0.46423951486102283	-0.16485904248461256	-0.03992406453171757	0.003719904873655569	7	1	8	True	0.00796306701468951
basal_low	basal_z	spearman	CD8_mean	1	-0.12092070350988557	-0.1299078999407027	0.03986900265817318	0.0023047438460787623	0.6485955415735862	-0.19704575443514977	-0.04334630098645033	0.007923683160597963	6	2	8	True	0.01156886710315503
basal_low	basal_z	spearman	CD8_z	1	-0.11947047396306013	-0.1280965482701246	0.03923290226200424	0.0022150433152745216	0.6370088196741391	-0.1944316789831444	-0.04312196658099077	0.007533725323766536	6	2	8	True	0.011254987589238395
basal_low	basal_z	spearman	CD8_rank	1	-0.11570731153184095	-0.12317627246240725	0.03703174277216849	0.0016975634611549183	0.5923565613527748	-0.18659669106316693	-0.04361929203372839	0.00623825547727568	7	1	8	True	0.00923594081972738
basal_low	basal_z	spearman	CD8_pc1	1	-0.11947047396306013	-0.1280965482701246	0.03923290226200424	0.0022150433152745216	0.6370088196741391	-0.1944316789831444	-0.04312196658099077	0.007533725323766536	6	2	8	True	0.011254987589238395
basal_low	basal_z	spearman	CD3CD8_mean	1	-0.1143401719291178	-0.12058913124013947	0.03485269753242455	0.0009839393624505592	0.5399808544625442	-0.18113160438971787	-0.04649881173477625	0.005039214725407482	7	1	8	True	0.006238543718711874
basal_low	basal_z	spearman	CD3CD8_z	1	-0.11572237785894596	-0.12193033501867706	0.034616014414630754	0.0007848757709272996	0.5337265543920064	-0.18203756423220055	-0.04835924810861005	0.00491403830337467	7	1	8	True	0.005279068405481569
basal_low	basal_z	spearman	CD3CD8_rank	1	-0.11063676952089631	-0.11760104473565601	0.03444837020304682	0.0012602969472110678	0.5292239352937718	-0.17673374009894513	-0.04354640856789948	0.004825979949738348	7	1	8	True	0.0075018015452688255
basal_low	basal_z	spearman	CD3CD8_pc1	1	-0.1149275258988867	-0.12101383587488887	0.03426311809029561	0.0007540046053843164	0.5241770044516745	-0.18058955538487298	-0.04824561203579851	0.0047292573497436105	7	1	8	True	0.005117294821813714
basal_low	basal_PC1	spearman	CD3D	1	-0.11572757173892924	-0.11973234338512334	0.028987571529605845	6.064566392211267e-05	0.3427662838138519	-0.17135566078954528	-0.05936392659044637	0.00223892049001683	7	1	8	True	0.0011744660800312998
basal_low	basal_PC1	spearman	CD3E	1	-0.08924420764482292	-0.09845756057759618	0.033976207714515816	0.008446639171691087	0.5162095686209526	-0.1548193626795796	-0.02288613525464562	0.0045806719001246715	7	1	8	True	0.029755951281962827
basal_low	basal_PC1	spearman	CD3G	1	-0.10440380446624156	-0.1086429387698399	0.02679559924039542	9.208458046664564e-05	0.24075253356645343	-0.15601929486084815	-0.05221969089821615	0.001361281443365009	7	1	8	True	0.0014058391358090828
basal_low	basal_PC1	spearman	CD8A	1	-0.1258830909340908	-0.1336621429044576	0.03664110909970332	0.0005525591887643932	0.5836148442356892	-0.19580800721145802	-0.0546845614478049	0.006017159183097174	7	1	8	True	0.004201930336783207
basal_low	basal_PC1	spearman	CD8B	1	-0.10214878089763067	-0.10807471537081256	0.03079848355928029	0.0008738061817709536	0.4141800216088586	-0.1614452080398438	-0.04211745922785433	0.003035186469900071	6	2	8	True	0.00571975560478856
basal_low	basal_PC1	spearman	CD3_mean	1	-0.10558703882944726	-0.11162109390318262	0.030654978043208988	0.0005457087376446466	0.4089063780388282	-0.16455482489605514	-0.04586720925666413	0.002969805594421323	7	1	8	True	0.004172646286531774
basal_low	basal_PC1	spearman	CD3_z	1	-0.10500036806307736	-0.11114378892398427	0.030617291620630916	0.0005771443113115097	0.4075109370357359	-0.16390570597173096	-0.04534890568272583	0.0029527001139120325	7	1	8	True	0.004309508269110676
basal_low	basal_PC1	spearman	CD3_rank	1	-0.1039458671121673	-0.11031278059161058	0.030485262359130145	0.0006214645641076195	0.4025873924418983	-0.1626161103442005	-0.04454317176617313	0.0028929850964064347	7	1	8	True	0.004521542043292694
basal_low	basal_PC1	spearman	CD3_pc1	1	-0.10516764244189984	-0.11130268198952988	0.03058767015676723	0.0005585194925492468	0.40641103473383566	-0.16401380484568845	-0.04557563526132555	0.002939274060710194	7	1	8	True	0.004214582153221904
basal_low	basal_PC1	spearman	CD8_mean	1	-0.12428172233431807	-0.1335130472334141	0.038103659960894126	0.001043142554047402	0.6150340357867763	-0.1969999106642792	-0.05020355892155442	0.006858627644426012	7	1	8	True	0.006511738367689843
basal_low	basal_PC1	spearman	CD8_z	1	-0.12289616727534877	-0.1317049832531536	0.037420354127291965	0.0009637790767335708	0.6007945015838424	-0.19435876783938766	-0.05013593752721095	0.006460852772869545	6	2	8	True	0.006145990780253948
basal_low	basal_PC1	spearman	CD8_rank	1	-0.11910567946823858	-0.12672031614280327	0.0352200859978745	0.0006790939602777656	0.5494568685622645	-0.18649543019913112	-0.05060038776275996	0.005235493721342567	7	1	8	True	0.004762724396981445
basal_low	basal_PC1	spearman	CD8_pc1	1	-0.12289616727534877	-0.1317049832531536	0.037420354127291965	0.0009637790767335708	0.6007945015838424	-0.19435876783938766	-0.05013593752721095	0.006460852772869545	6	2	8	True	0.006145990780253948
basal_low	basal_PC1	spearman	CD3CD8_mean	1	-0.11713071889516491	-0.12343079078811388	0.03291778146148299	0.000350644315897678	0.4851515576897059	-0.18019913625758535	-0.05310316765850619	0.004045371743399147	7	1	8	True	0.003151812359362509
basal_low	basal_PC1	spearman	CD3CD8_z	1	-0.11858124649449452	-0.12479629975792146	0.03263288089629996	0.0002612478670124397	0.47632042751352666	-0.1810819229917028	-0.05512657855189167	0.003904756740658482	7	1	8	True	0.002594206135002544
