n_q4	n_q1	median_q4	median_q1	delta_median_q4_minus_q1	U	p	rank_biserial_q4_gt_q1	cohort	predictor	endpoint	role	test	tacstd2_gate
20	20	8179.4215	8785.913	-606.4915000000001	168.0	0.39417090995164517	-0.16000000000000003	LUAD	CLDN4_protein	ImmuneScore	primary	MWU_Q4_vs_Q1	none
20	20	8.57245	9.2357	-0.6632499999999997	133.0	0.0720454304673439	-0.33499999999999996	LUAD	CLDN4_protein	CD274_RNA	primary	MWU_Q4_vs_Q1	none
20	20	22.102598664973	22.05087281932675	0.05172584564625282	226.0	0.49033426450951045	0.1299999999999999	LUAD	CLDN4_protein	CD274_protein	supporting	MWU_Q4_vs_Q1	none
