sample	TACSTD2	CD8A	CD3E	CD2	GZMA	GZMB	PRF1	NKG7	IFNG	CXCL9	CXCL10	CD274	PDCD1	CTLA4	LAG3	TIGIT	HAVCR2	IDO1	FOXP3	MS4A1	CD68	CYT_GZMA_PRF1	purity	LeukocyteFraction_methylation	CIBERSORT_CD8_T	CIBERSORT_Tregs	CIBERSORT_NK_activated	CIBERSORT_Macrophage_M1	CIBERSORT_Macrophage_M2	Wolf_LymphocyteInfiltration	Wolf_MacrophageCSF1	Wolf_IFNgamma	Wolf_TGFbeta	Wolf_WoundHealing_CSR
TCGA-49-AARQ-01	10.6115	7.8816	8.7069	8.6854	8.2656	9.1278	7.4617	8.2603	4.587	11.4106	9.2724	4.8624	6.9741	6.3156	10.3774	5.9201	8.3249	10.2501	6.2479	7.0309	9.7187	7.86365	0.52	0.24545356944318	0.15116082829216	0.0314509519963788	0.0815820512085765	0.170604405283598	0.0921374802472867	0.9981	0.1541	0.2224	-0.3715	0.106
TCGA-55-7574-01	11.2297	9.6388	10.1739	9.4552	8.0212	8.6704	8.5775	8.1517	3.0258	10.7618	8.913	5.6037	7.5932	8.0816	6.9547	8.2377	9.1309	8.4226	7.082	11.4227	12.0635	8.29935	0.19	0.50864227104791	0.133509564240924	0.0	0.0	0.0185973688754143	0.163061737364703	2.3839	1.0561	0.3133	0.5363	-0.1445
TCGA-50-5066-01	11.5856	10.3138	9.6822	10.3709	10.2656	10.2471	8.9485	10.1987	6.5443	12.6111	11.7482	6.4612	6.7095	7.9154	7.7675	7.6027	10.5135	9.2421	4.9375	8.862	12.8528	9.60705	0.27	0.486015393126763	0.18336169111171	0.0	0.0015810282838241	0.0838707148387609	0.263354470976401					
TCGA-86-A4P7-01	11.7238	9.0276	9.1579	9.2108	7.686	7.4403	8.9115	8.4082	3.737	8.6454	7.5095	5.7329	6.7514	7.0015	7.2192	7.1535	9.3368	7.864	6.1041	9.2971	12.8706	8.29875	0.19	0.407103081457513	0.102325470615734	0.0	0.0132201376164079	0.0148393039687602	0.273926636462083	1.7516	0.9392	0.1689	0.1669	-0.1575
TCGA-64-5779-01	10.8129	8.6598	9.3166	8.4292	7.3918	7.6069	7.9972	7.3634	1.7887	10.0597	8.7254	5.1774	6.2221	7.5639	6.8628	7.778	7.7288	8.4015	7.6445	9.3423	9.9836	7.6945	0.44	0.320019775510846	0.155303914609605	0.0242360155077354	0.0	0.0655711505659455	0.0363627011950317					
TCGA-55-8096-01	11.8094	7.565	7.9757	7.8271	6.6099	7.311	6.6236	6.245	1.3557	8.9421	7.8212	5.2986	7.1429	4.6081	6.5245	6.0885	9.6056	9.6628	6.0025	7.4487	13.1347	6.61675	0.25	0.36056916286536	0.0478860310043452	0.0207721574412899	0.0	0.0258820869623889	0.406480261230591	1.1023	0.985	0.1312	0.6388	-0.0585
TCGA-97-8175-01	13.5359	6.1898	7.6131	8.2788	6.4241	6.4241	6.9956	6.7566	2.2709	8.0076	8.522	7.5449	4.9663	6.257	6.4005	5.999	9.8273	7.6028	6.561	6.8334	11.8741	6.709849999999999	0.43	0.358447905107835	0.0120798367068351	0.0315833729976793	0.0132049036633631	0.0291850988961974	0.348041263292931	0.5562	0.7898	0.304	0.1553	0.078
TCGA-44-A4SS-01	13.769	9.2294	9.5809	9.0616	8.3759	8.8597	9.7894	8.5608	4.9238	13.6443	11.7294	6.0155	7.6664	7.4459	8.1914	7.885	9.7417	10.1698	6.8865	6.3936	12.5289	9.082650000000001	0.25	0.516416864833295	0.176332389428747	0.0	0.0212171316282487	0.0557158560124822	0.320366906625033	1.1992	1.0078	0.3207	0.5156	-0.0985
TCGA-91-7771-01	11.8391	9.5143	9.8675	9.5098	8.1749	7.3763	8.6454	7.4998	3.9341	11.0717	9.6559	5.9968	6.7981	7.2136	6.5213	8.1137	9.562	9.7979	7.3251	8.7696	12.6715	8.41015	0.32	0.290921164978627	0.098945836185492	0.0	0.0248104817321871	0.0653603483073581	0.229092519664516	1.7881	1.122	0.2833	0.1781	-0.188
TCGA-86-8278-01	12.1006	6.7491	8.2801	8.3216	6.6295	6.5074	7.2272	6.006	2.7998	9.4757	8.6261	6.5756	4.871	5.2211	8.5965	5.4693	8.5493	10.948	6.3384	5.9825	11.903	6.92835	0.56	0.295999164262384	0.0574759931060449	0.0030023097895867	0.0324736648821955	0.0288141325790782	0.273570048439825	0.8748	0.5101	0.1678	0.5003	-0.139
TCGA-55-8087-01	12.8622	5.4799	6.8689	7.7735	5.3625	2.1668	6.1879	3.8691	1.2607	6.6203	4.4784	4.0624	4.5446	3.646	6.6557	4.9222	8.1197	6.3935	4.6996	3.3327	11.4316	5.7752	0.82	0.073282203224676	0.0278811310393908	0.013123649638289	0.0257266909376795	0.0079427781655724	0.316151691398384	-0.2089	0.2749	-0.3934	-0.0564	-0.291
TCGA-MP-A4T8-01	12.7561	5.4119	6.6454	6.4374	5.339	4.8854	6.2512	5.1299	0.5058	5.6356	6.6271	4.0839	4.6157	4.1536	5.2778	4.2838	7.3717	5.1299	5.9513	3.6251	10.5469	5.7951	0.59	0.16901123350821	0.0378271036639318	0.05351217539915	0.0163664781566468	0.0	0.261553270780874	-0.4452	-0.4393	0.1334	0.3695	0.0695
TCGA-L9-A5IP-01	13.846	7.95	7.8926	7.634	7.8384	8.2005	8.5964	7.3107	2.8349	8.8829	7.6083	6.638	5.3838	6.0697	6.7829	6.0603	8.1919	6.0316	6.2475	2.9209	11.6867	8.2174	0.53	0.296086190307741	0.148702277082964	0.0209585561866554	0.0328316513527949	0.0199069949631172	0.062412568247486	0.4681	0.0892	0.4145	0.091	0.083
TCGA-55-6979-01	12.4533	9.8298	9.8662	9.9843	8.4417	8.7345	9.0116	8.671	6.6389	13.5438	12.4183	8.2778	8.4241	7.7114	8.8381	8.573	10.3955	11.9595	7.9349	8.2712	13.3908	8.72665	0.33	0.467538586520621	0.132855815822842	0.0268974443008065	0.0292669096772639	0.104572967651266	0.28807920029379	2.0986	1.5243	0.5022	0.5298	0.032
TCGA-69-7980-01	12.9765	8.8397	9.1225	9.0585	7.9918	7.9242	8.3469	8.021	4.8203	11.9987	10.6239	6.72	7.065	6.5227	7.9133	7.1607	9.4	8.7847	6.82	6.7366	12.0848	8.16935	0.55	0.1984687704065	0.165944095956348	0.0232542886435977	0.020451321077457	0.103392535555766	0.267575133545918	1.0799	0.7292	0.4848	0.4336	-0.027
TCGA-62-A472-01	12.5572	8.9349	8.6804	9.0628	8.0989	7.7758	7.7108	7.8858	4.9949	10.7929	9.3392	7.3502	6.6637	5.5939	7.3587	6.7568	8.5894	8.3543	5.484	7.0786	11.6045	7.90485	0.4	0.280934074817154	0.161348009646696	0.0260658043034524	0.0707159420714447	0.0615396087734528	0.221007720588178	0.9109	0.5565	0.2047	-0.1577	0.0305
TCGA-49-4507-01	14.2829	10.6705	10.4399	10.0501	10.9219	10.4842	10.1014	10.9505	6.7063	12.1871	9.8825	4.5322	8.4441	6.3257	9.7942	7.9215	9.4585	8.9781	6.811	5.7894	11.8012	10.51165	0.35	0.438484992107884	0.300274805832273	0.063563551951276	0.110801051595954	0.0606184081913108	0.0972754906074541	1.987	0.6189	0.7429	0.1309	0.466
TCGA-55-6642-01	11.9068	8.8991	9.1071	8.9187	9.0565	9.4995	8.7179	7.7719	3.8838	10.5063	8.4001	5.9375	5.3566	5.8253	7.3533	7.1685	8.5337	8.8487	6.67	4.9909	11.7711	8.8872	0.37	0.369819355509741	0.0920513498147739	0.003646567601273	0.0	0.037465310305737	0.167035926217057	1.5944	0.6363	0.0844	0.6706	-0.0875
TCGA-86-7701-01	10.599	9.3304	10.1656	10.2099	10.0354	7.9456	8.6528	8.6145	6.0516	9.7531	8.6715	6.284	7.1518	7.622	8.1733	8.424	8.6864	11.4608	7.6225	9.6585	11.3985	9.3441	0.42	0.369573236324229	0.118390531782058	0.0156619535098444	0.0093203470258386	0.0335136964588319	0.128742634262151					
TCGA-62-A46R-01	13.3491	8.5005	8.7655	8.5261	6.023	6.2101	6.5552	6.2294	0.5852	9.0761	8.5893	5.7149	5.2101	7.9254	5.8833	7.5893	8.8586	7.63	6.9386	7.9978	11.9351	6.2890999999999995	0.42	0.315830656279658	0.088344269988619	0.0386139628339581	0.0173994960407073	0.0152566316764662	0.238070798872971	1.134	0.7334	0.0868	-0.1073	-0.031
TCGA-62-A46V-01	13.0962	4.2377	6.6618	6.8902	5.199	1.7997	6.1593	3.8968	1.3155	7.2561	6.6114	4.3821	3.3826	4.8722	4.5133	3.6339	8.4609	5.3293	5.6824	0.5814	11.5697	5.67915	0.52	0.218921133977613	0.0219815025234149	0.0219557748204064	0.0040755203373329	0.0	0.392449859323629	-0.8227	0.2053	-0.0599	-0.0052	-0.0625
TCGA-44-6146-01	13.4662	6.7781	6.6989	6.7176	5.6362	4.4731	6.8248	5.8545	1.235	7.8156	6.3773	4.7879	2.6815	3.6184	3.7207	4.0699	6.0733	6.9876	2.7871	2.9577	12.125	6.230499999999999	0.7	0.11951341412591505	0.07361683145371455	0.0	0.0048457032221909	0.0207728437652056	0.188187858893887	-0.3729	-0.4049	-0.1882	0.0007	-0.387
TCGA-49-4501-01	13.7542	7.9818	9.3621	9.0894	7.7798	5.9853	9.0191	7.5055	2.3112	9.7199	8.0101	6.0327	5.5858	4.791	5.4702	7.0564	8.9887	10.2096	6.6006	9.1783	11.994	8.39945	0.43	0.29329501606521	0.0687965759170166	0.0433413240794852	0.0395018029749171	0.0248704687158574	0.221527395167876	1.7852	0.7525	0.4056	0.2617	0.124
TCGA-55-7914-01	11.9094	8.8211	8.7921	8.8131	7.5992	6.9593	9.3959	7.1439	4.0868	10.8792	8.7708	6.3212	5.3743	5.614	7.092	6.6431	7.7774	9.3313	5.2196	7.9359	10.6218	8.49755	0.56	0.329963026651215	0.113523077408449	0.0275015128321112	0.0082558168299781	0.0743775868899925	0.128056682623565	1.4223	0.3748	0.1632	-0.0915	-0.0395
TCGA-73-4659-01	12.2802	6.2933	6.7144	6.5552	5.8675	5.4468	7.0537	6.5257	0.5078	7.536	6.3316	6.0065	4.4795	4.321	5.0926	5.2688	9.8378	6.4753	5.5513	6.0393	13.2189	6.4605999999999995	0.33	0.249554246670724	0.022006146975914	0.0	0.007752298471337	0.0	0.522789066373446	0.2562	0.7764	0.0141	0.316	0.1125
TCGA-86-8669-01	12.2747	7.7624	8.8267	8.5373	6.9673	6.8696	7.7832	7.0791	2.0533	9.9183	7.1766	5.8664	6.3953	6.1096	6.2356	6.8222	8.4333	8.6726	6.8154	7.164	11.7845	7.375249999999999	0.57	0.197905478256352	0.11764026618548	0.0572059615493823	0.0	0.0189766222749383	0.191601889972663	1.1714	0.5728	-0.0414	-0.184	-0.122
TCGA-49-AAQV-01	13.1257	7.8898	9.1292	8.7992	6.6353	6.4582	6.9078	6.6305	2.3034	9.5631	7.9292	6.3978	6.6542	6.3694	6.317	7.1301	8.0538	11.3173	6.7024	9.0094	11.251	6.7715499999999995	0.25	0.500738621216611	0.0822300639248346	0.0681643737464636	0.0402020628668526	0.037574722172575	0.179899275776656	1.5834	0.4578	0.3995	-0.0068	0.187
TCGA-78-7149-01	13.1578	6.702	7.604	7.2009	6.0815	5.6461	7.5541	6.9344	2.9292	8.5545	6.8747	2.576	3.8861	3.0301	4.3434	4.6589	6.0815	8.6427	4.8222	6.1726	11.015	6.8178	0.6	0.133778008759167	0.0589665235601911	0.005517279898767	0.0489565268408432	0.0384330619297265	0.122136532478265	0.4542	-0.3342	0.0264	0.0401	-0.1625
TCGA-86-8055-01	12.6454	7.0368	7.7359	8.0383	5.8793	6.757	6.9343	6.0755	2.0001	9.9604	9.1412	6.395	5.1758	5.8367	5.5371	6.3502	9.2201	9.0636	6.916	6.304	12.3999	6.4068000000000005	0.28	0.310278993410503	0.0364646839462075	0.0053024404274067	0.0	0.059243316474437	0.418237800545684	0.8212	0.7786	0.3151	0.9242	-0.0305
TCGA-91-6829-01	12.3219	7.7464	7.2357	7.0514	6.4803	6.3675	7.9708	6.154	1.3498	7.7289	7.2258	6.284	4.1729	3.1283	6.1748	5.2929	8.9886	6.2354	4.9246	4.536	12.3871	7.22555	0.49	0.226545239539553	0.103279361760445	0.0068543294843146	0.0469083566788441	0.0003929257684011	0.310998691457324	0.2086	0.4816	0.1691	0.7769	0.007
TCGA-78-7163-01	11.5719	7.6334	8.1312	7.8501	6.9492	4.719	6.648	6.2924	1.0194	6.8712	5.5189	5.7749	4.0952	3.3567	6.5565	4.0058	5.9206	12.3962	4.8341	5.5189	8.8924	6.7986	0.68	0.189798839610304	0.117708270871014	0.0281532768230506	0.0646398730236502	0.0053208674868171	0.0672417932135693	0.3191	-0.7615	-0.1039	-0.5443	-0.184
TCGA-62-8398-01	12.7447	7.3698	8.1985	8.2633	6.5843	8.0367	7.8262	7.5071	3.8213	10.4316	8.1874	6.4545	5.9231	6.0993	6.7444	7.0767	8.3833	9.8662	6.9553	3.7825	12.6253	7.2052499999999995	0.5	0.216400365609169	0.0363663746892863	0.0456790899040638	0.0307428623683439	0.091880478888893	0.192729652426356	0.5746	0.5152	0.2758	0.3822	0.0635
TCGA-38-A44F-01	12.7598	8.3401	9.7425	9.7888	8.3452	7.1952	8.4873	8.124	4.2245	11.5681	10.0712	4.8277	6.4366	7.6617	7.6162	7.3547	9.3556	9.7104	6.8499	10.2583	12.7144	8.41625	0.26	0.399930557406542	0.0665320108304155	0.0497473872867677	0.0552139914862614	0.0717745499041366	0.204529689481868	2.1364	1.1018	0.4166	0.345	-0.146
TCGA-38-4631-01	12.3032	7.5827	7.1682	7.5285	7.2817	8.0861	7.453	7.4203	3.0113	9.9418	9.5273	3.9189	4.7494	5.7436	6.2837	5.3305	8.0309	8.1109	5.0203	2.5131	13.2569	7.36735	0.49	0.310960988616116	0.052857842353103	0.0	0.0023478448822143	0.0536763444481327	0.107331178953888	0.5354	0.0869	0.5523	-0.1696	0.564
TCGA-L9-A7SV-01	11.5556	7.0799	7.0799	6.9048	6.2845	5.2323	6.319	6.3326	2.5616	9.9574	8.1203	4.5856	5.0306	5.1882	5.612	5.5782	7.3704	7.7296	5.891	6.9626	10.0491	6.30175	0.83	0.0874234500868492	0.185734802859221	0.0118447935422812	0.063280944768325	0.0682295483753714	0.189595395658262	0.1866	-0.2008	-0.185	-0.3238	0.038
TCGA-49-AAR2-01	12.8758	8.094	8.7639	8.8535	7.4602	7.9425	7.1378	6.8435	2.9645	10.5797	7.6499	4.0415	6.6348	6.3584	8.1826	6.7718	8.3258	7.7733	6.159	8.3203	13.0995	7.299	0.69	0.274197031899069	0.117809551273813	0.0429810962970931	0.0016002960393814	0.0518584838231456	0.150056827666052	1.5978	0.388	0.3022	-0.2844	0.063
TCGA-MP-A4SY-01	12.3029	5.7028	6.876	6.9786	5.4969	4.294	5.3049	4.7065	0.0	8.389	7.6573	7.1815	4.445	4.8862	5.3818	5.2567	8.9996	7.5109	5.9443	3.6154	12.4428	5.4009	0.35	0.278688288111456	0.0330477135033364	0.0080055925441171	0.0	0.0	0.433273123904826	-0.2164	0.4015	0.141	0.6293	-0.0135
TCGA-05-4432-01	11.6769	8.5163	8.6805	8.6896	7.8849	8.167	8.3567	7.8831	3.9197	11.0657	8.9591	5.9031	6.4659	6.2478	8.0096	7.0087	8.7401	9.7472	6.8892	7.6564	12.7046	8.1208	0.36	0.346038790133469	0.09859223485641	0.0290308921606943	0.0335521036913492	0.08322917571585	0.168695584346277	1.5551	0.6707	0.278	0.2037	0.11
TCGA-05-4398-01	13.2303	8.3339	8.4878	8.6798	7.3451	8.1295	7.286	7.4935	4.437	11.4627	11.0082	9.35	6.9038	6.352	7.1064	7.1064	9.9565	8.4737	6.9902	7.7173	12.6063	7.31555	0.33	0.286317880916589	0.08254566201345	0.0097478005864119	0.0	0.0709403761238122	0.337780797786456	1.311	1.0578	0.3803	0.3573	0.1785
TCGA-75-6211-01	11.6566	7.9167	8.0371	7.9819	7.3288	7.0062	7.3752	6.3081	3.1521	8.5562	6.6192	4.3267	4.9034	5.7082	6.3896	6.412	7.9744	8.4105	6.261	5.7962	10.8241	7.352	0.39	0.32239465406039	0.0784152017075673	0.0333717107813645	0.009229348075268	0.0279464740115788	0.248831543175214	0.8776	0.0461	-0.1623	0.0628	0.131
TCGA-44-6778-01	9.9283	9.8727	10.2801	10.2053	9.6975	8.9503	9.1616	9.6124	5.6398	13.2291	10.6364	8.2703	7.3413	8.3169	8.5643	8.4924	10.354	10.1058	7.425	10.315	13.9429	9.429549999999999	0.25	0.389841624053616	0.0775228685417167	0.0	0.0259050112973762	0.0823975929918413	0.258997504731074					
TCGA-55-8510-01	13.3129	9.2203	9.4383	9.423	7.6475	7.6737	8.5991	8.4455	5.0095	11.4262	9.842	7.1597	7.3611	6.5828	7.5845	7.4241	9.5485	9.1302	6.6847	7.9768	13.3554	8.1233	0.28	0.410543314351848	0.120169947373484	0.0527070179121927	0.0350951810189808	0.0667304674422568	0.246307284034529	1.6871	1.1572	0.3687	0.4038	-0.0615
TCGA-55-8205-01	12.0472	10.1244	9.452	9.5917	9.1183	9.3812	9.1548	9.0648	6.694	13.2655	12.2758	9.5738	7.1154	7.3795	8.3147	8.0269	10.5238	9.8593	6.5844	8.9196	13.6459	9.13655	0.22	0.453479453902544	0.133213561303574	0.0	0.0505176513339198	0.0825948672998222	0.328870116187124	1.8731	1.5172	0.5315	0.2103	0.2135
TCGA-55-7573-01	13.4735	7.9796	9.2777	9.399	6.8911	5.7071	7.0651	6.6247	3.7877	11.0386	8.3596	5.493	5.0455	5.9319	6.0056	6.8416	8.6283	7.3744	6.8628	10.0654	11.5248	6.9780999999999995	0.33	0.289831877748144	0.0487244172208746	0.0026838489672751	0.0312912238095251	0.0396037667849475	0.162261139992258	1.6829	0.7642	0.0939	0.1342	-0.2255
TCGA-97-7941-01	12.8834	7.7404	8.6572	8.5177	6.449	6.338	7.7404	6.9867	2.3799	9.3512	6.9457	4.7656	5.3035	4.9277	6.449	6.261	8.2666	7.634	6.1457	7.7447	11.9219	7.0947	0.36	0.227724124002268	0.0622714353733824	0.0361211233967195	0.015720895570772	0.029033414140882	0.440502459595426	1.1105	0.5858	0.165	0.3034	-0.2345
TCGA-55-7994-01	12.9067	9.7072	9.3275	9.3894	8.8878	8.884	10.4203	8.9146	6.3132	13.6539	10.6734	9.6723	7.2391	6.6315	8.73	7.8976	9.5613	8.565	6.3008	8.4245	13.0853	9.65405	0.51	0.31533459786484	0.235475589104425	0.0168903456259577	0.0392063153934007	0.0989837398590439	0.354630909826722					
TCGA-05-4420-01	13.9231	6.6382	6.3481	6.6608	6.3939	6.2959	7.598	5.9604	0.8391	6.9395	6.2666	4.3912	4.373	2.7623	5.2901	4.2588	7.9007	5.9543	3.9875	3.5258	12.0484	6.995950000000001	0.59	0.204150962214001	0.0770099011955316	0.0253269318947459	0.0	0.0006846544121388	0.184819655381044	0.1669	-0.0875	-0.0045	0.1043	0.333
TCGA-50-6591-01	8.7459	1.9953	8.7338	1.134	5.2493	0.6757	2.3734	1.7611	0.0	2.9205	3.1319	2.6727	1.7611	1.4814	5.1797	1.134	5.3584	6.7135	2.6754	0.0	9.1914	3.81135	0.9	0.0574122906065205	0.0460249704899718	0.0147435425636109	0.0	0.0	0.0					
TCGA-38-4630-01	10.8605	7.6893	7.4193	7.2491	5.6933	5.459	6.4165	5.9371	2.1123	10.2667	9.7904	4.854	4.9188	5.8118	6.8635	6.1725	7.72	8.3441	6.9697	2.7092	10.8582	6.0549	0.79	0.191862671997972	0.102375795973681	0.0	0.0309437694166823	0.0793103597281068	0.320262232010773					
TCGA-49-6743-01	13.2828	7.8856	8.1836	8.0183	6.9371	7.2151	7.9312	7.2971	3.2752	10.4027	8.5418	7.1778	5.3437	5.9103	6.5345	6.9812	8.7397	8.5099	6.0589	7.1832	12.6426	7.43415	0.27	0.450274356346776	0.0568232516940722	0.0055443024826378	0.0157613061745149	0.0633044779169791	0.225296260157835					
TCGA-55-8206-01	13.3713	6.351	8.4947	8.7644	6.1616	6.1969	6.8155	5.2335	1.4709	7.64	6.4996	5.8056	4.7856	6.7137	7.2159	7.2044	9.1655	6.7096	6.9832	7.4163	12.9769	6.48855	0.46	0.264924109464602	0.0547324998863605	0.035306241692771	0.0573297306553368	0.0	0.13214503700529	1.1335	1.2246	-0.1479	-0.0136	-0.2745
TCGA-MP-A5C7-01	12.9499	4.6478	6.6224	6.8418	5.3518	5.0782	9.6754	5.2135	2.4763	8.7246	6.8154	3.6093	2.4763	4.5232	9.3268	4.103	5.9639	7.474	4.1684	3.9174	10.0022	7.5136	0.87	0.067334992908227	0.0452949703781755	0.0	0.159641406930487	0.0079331665112229	0.18177119533468	-0.518	-0.5917	-0.2777	-0.4225	-0.3005
TCGA-49-AARE-01	14.4067	7.9365	8.894	8.5105	6.7422	7.923	7.4577	7.3041	2.8821	11.2058	9.0851	4.1571	6.1791	6.4733	7.9994	6.5453	8.2378	8.4703	6.8197	8.7881	11.1184	7.09995	0.42	0.289298650126357	0.102438293738225	0.0478876108413495	0.0	0.102974123310543	0.124134557631118	1.268	0.1818	0.1899	0.2642	0.1695
TCGA-75-6203-01	11.7977	8.091	9.331	9.2289	8.1516	7.3756	9.354	8.8251	3.3134	9.1473	8.0278	6.4984	5.1169	5.2532	6.2209	6.2342	10.5753	9.363	6.3591	5.3292	14.2986	8.7528	0.26	0.35284516282837	0.0452474146522751	0.0	0.0	0.0121630803524285	0.51388653925277	1.2251	1.5082	0.0899	0.0538	-0.3045
TCGA-86-7955-01	12.8437	6.6057	6.2986	6.0259	5.6205	5.7793	6.3947	5.7062	2.1089	7.0047	7.7249	4.4651	4.3419	3.6377	4.8436	5.0545	5.4815	8.6637	4.9057	5.7633	10.3007	6.0076	0.73	0.116302394036637	0.116844677913086	0.0	0.0578848041221566	0.0298367392758128	0.133022494031171					
TCGA-49-6744-01	12.5061	9.4185	10.1529	9.7309	8.4227	8.054	8.781	8.191	2.7226	10.2592	9.703	6.1239	7.009	6.9685	8.1809	8.186	9.8206	10.3208	8.0359	7.5179	12.863	8.60185	0.37	0.442276768802795	0.070385500481301	0.0355743668416843	0.0194935707405869	0.0254810223603228	0.255087481251218	1.9612	1.176	0.4832	0.5446	-0.0635
TCGA-95-A4VN-01	12.212	9.6505	9.3276	9.4153	9.0459	9.4309	9.5533	9.2518	5.6731	12.269	10.8816	10.368	7.2783	7.8297	8.6811	8.0549	10.0299	9.9504	7.4449	8.3576	12.2123	9.2996	0.18	0.454917446121227	0.154995988388966	0.015204520533604	0.0299636601601478	0.0908864221672398	0.306494373296094	1.5421	0.9991	0.4408	0.3151	0.0995
TCGA-55-7576-01	14.0262	8.4702	8.6282	8.351	7.047	6.7124	7.3316	6.7877	1.5632	9.9428	8.438	6.0392	5.945	5.9846	6.1869	7.1842	9.124	7.1374	7.2545	7.3811	12.2405	7.189299999999999	0.47	0.22628984792737	0.0858005851550634	0.0421553426170947	0.0167208778546216	0.057642764874896	0.34833681942242	1.0448	0.66	0.1975	0.311	0.039
TCGA-53-7626-01	13.1945	9.651	9.7808	9.562	8.3796	7.7191	8.8498	8.5828	4.0072	11.2876	9.4509	6.4974	6.8503	6.807	7.2488	8.1108	9.5374	9.0811	7.2891	9.1871	12.6004	8.6147	0.42	0.378272864185675	0.109202221973284	0.0231646497829566	0.0045878427267286	0.0482623156161826	0.235659426903164	2.0202	1.2712	0.2788	0.3146	-0.197
TCGA-97-7546-01	12.2939	8.776	9.2191	9.0925	7.1275	5.8157	7.6314	6.0496	2.6367	10.0863	7.5003	7.3423	5.8022	5.5684	6.4958	6.5611	8.7726	7.0727	6.1061	8.776	11.6006	7.37945	0.67	0.27707565615704	0.130518402616416	0.0220650958226486	0.0088130653127545	0.0221084581055573	0.300737653799983	1.5452	0.8066	0.1288	0.1303	-0.2275
TCGA-44-7672-01	12.0696	8.868	10.0289	9.6949	8.7473	9.3268	9.3717	8.4074	4.6105	11.637	9.961	7.1885	7.5786	7.5786	8.5778	8.5954	10.0159	9.284	8.5585	9.3294	13.039	9.0595	0.21	0.521924871393451	0.0813053755980008	0.077076068301694	0.0568632935118053	0.0665355052440763	0.237579846566405	2.2361	1.2388	0.3769	0.6613	0.0085
TCGA-62-A46O-01	12.0706	5.6129	4.7947	5.0587	5.8404	6.2099	5.2185	4.7051	2.2933	7.0981	6.0122	4.0538	1.9211	3.7293	4.1014	4.2355	5.6928	6.663	2.7471	4.6095	9.5031	5.52945	0.82	0.0815419727902604	0.0474708931596695	0.0	0.0213136348133144	0.0	0.0862083835351454	-1.0044	-1.2211	-0.1592	-0.5136	0.259
TCGA-55-6984-01	13.6567	6.4717	8.1235	7.5645	5.5455	5.7057	6.9588	6.3797	0.0	5.6542	4.9618	5.2312	5.0035	4.576	4.7818	6.1389	6.7045	6.2471	5.3821	8.987	11.6	6.25215	0.81	0.359702516427527	0.0822543356380809	0.0746017560882154	0.0303997663105256	0.0	0.107708075933703	1.0159	-0.0647	0.0505	0.3702	-0.002
TCGA-97-8174-01	11.0333	7.7284	9.1385	8.7072	7.1989	6.3773	8.2456	6.8578	2.4993	10.9002	8.524	5.503	6.1625	6.661	7.0126	7.2875	8.7371	10.1619	6.7731	7.6182	11.8805	7.72225	0.3	0.271937511116407	0.0875835860592927	0.0010719736594856	0.0	0.0437309481732021	0.365439801723584	1.1334	0.7205	0.0644	0.2727	-0.3365
TCGA-35-4123-01	12.5089	11.6923	10.4584	11.0358	10.608	9.7619	9.528	10.558	7.038	11.6711	12.7067	9.0645	8.5796	7.3798	9.2297	8.0105	10.7331	9.0065	7.0025	7.9631	12.5239	10.068000000000001	0.4	0.514541758516428	0.33714816808716	0.0263742385639657	0.0256853859271305	0.0417131445619872	0.237500185154462					
TCGA-93-A4JO-01	12.4814	9.2272	9.9589	9.6385	8.0787	7.7823	9.1992	8.5384	4.2313	11.5955	9.5005	6.3587	7.4221	6.9653	8.2042	7.7651	9.6175	9.3293	7.2291	10.0118	12.1137	8.63895	0.2	0.49324524051135	0.139879265267002	0.0425196518830356	0.0310538256991238	0.0596694338383255	0.266811196629054	2.0743	1.0605	0.2182	0.2089	-0.1175
TCGA-97-7937-01	13.1913	5.3063	6.1231	6.2118	5.1519	4.8839	9.387	4.284	1.141	8.0276	7.414	4.127	3.1756	3.75	5.2465	3.9508	7.8046	6.6473	4.4931	5.7981	10.9801	7.269450000000001	0.59	0.187472100052	0.0544784792005531	0.0	0.0023349362194074	0.0349930203655398	0.357538986693051	-0.5248	-0.0694	-0.1034	0.0713	-0.003
TCGA-50-6597-01	13.1161	7.8037	10.4644	9.8689	8.9204	6.1637	6.7482	7.8691	3.2453	11.3949	8.9835	3.2453	8.0646	6.0857	7.9756	7.3329	7.9538	8.9482	8.3228	7.2901	11.2483	7.834300000000001	0.48	0.274501606093575	0.131993418687134	0.130410151143873	0.0515573524091713	0.0942163184002602	0.104622964272151	1.7853	0.5097	0.2711	-0.309	-0.0845
TCGA-99-8033-01	12.346	9.3404	9.1512	9.1797	9.719	10.3019	10.0567	9.2508	7.0213	10.8186	10.1275	7.3838	7.4106	7.1929	8.7387	8.0092	8.8257	9.944	4.8988	6.2027	11.462	9.88785	0.29	0.402544642546143	0.164935098878673	0.0076410828305601	0.110066740056897	0.0423026604413947	0.110595257886747	1.0195	0.4218	0.4674	0.3118	0.1955
TCGA-55-7570-01	10.1821	8.1794	7.1066	7.0883	5.8271	7.0075	6.8088	6.3812	2.9949	9.2541	7.4062	4.6668	5.4639	9.6051	6.2715	5.7239	7.0413	7.1066	5.3345	4.3343	10.0934	6.31795	0.57	0.325854480934957	0.194683729773752	0.0	0.0281674158574395	0.0065852989678253	0.0583849237795556					
