feature	feature_class	n	spearman_rho	spearman_p	partial_rho_purity_adj	partial_p	spearman_fdr	partial_fdr	sig_after_purity_adj_fdr05
Wolf_TGFbeta	Wolf_signature	444	0.18025483435479198	0.0001340897995917524	0.2160218754706966	4.471413734280657e-06	0.004290873586936077	0.00014308523949698102	True
GZMB	gene_marker	502	-0.1426966676094716	0.0013477245242647388	-0.15760274263787327	0.00039866107375257184	0.02156359238823582	0.006378577180041149	True
Wolf_IFNgamma	Wolf_signature	444	0.1186031721658648	0.012387399542040847	0.14821486354770277	0.001759751807223375	0.056628112192186726	0.018770685943716	True
GZMA	gene_marker	502	-0.1239883413440133	0.0054055154319739614	-0.13520265461088324	0.0024243937339933934	0.05437428380372565	0.019395149871947147	True
LAG3	gene_marker	502	-0.11274734044356999	0.0114743123301512	-0.1224384345665879	0.006069024515303931	0.056628112192186726	0.037340183678526234	True
CIBERSORT_Tregs	CIBERSORT	502	0.1173448259400716	0.008495981844332133	0.1191550762396145	0.0075872142168332875	0.05437428380372565	0.037340183678526234	True
CIBERSORT_CD8_T	CIBERSORT	502	-0.1178483939433465	0.008215833205080427	-0.11771384223024978	0.008354770605559234	0.05437428380372565	0.037340183678526234	True
CYT_GZMA_PRF1	gene_marker	502	-0.10605442954121817	0.01745547662624787	-0.11603590888743637	0.009335045919631559	0.06982190650499148	0.037340183678526234	True
CTLA4	gene_marker	502	-0.09478682853664035	0.03373535094787012	-0.10750216934357797	0.016075657934662483	0.08996093586098698	0.057157894878799936	False
IFNG	gene_marker	502	-0.0986954935647859	0.02702225768007744	-0.10373371099305337	0.020214463337691398	0.08996093586098698	0.0592807643049017	False
CD8A	gene_marker	502	-0.09534326289465019	0.03270046004131604	-0.10359934147872987	0.02037776272980996	0.08996093586098698	0.0592807643049017	False
PRF1	gene_marker	502	-0.0952649534730879	0.032844445454076186	-0.1020716882181553	0.022316498009255278	0.08996093586098698	0.059510661358014076	False
NKG7	gene_marker	502	-0.08427072740413945	0.05919179547624321	-0.0921077706439069	0.03931412498726894	0.14570288117229097	0.09677323073789278	False
Wolf_LymphocyteInfiltration	Wolf_signature	444	-0.08779785422766509	0.06454866388751133	-0.09493052497742087	0.0458335562829333	0.1475398031714545	0.1047624143609904	False
CIBERSORT_Macrophage_M2	CIBERSORT	502	0.08114777618364427	0.06927696688859683	0.08140492477818283	0.06867378054481589	0.14779086269567324	0.1465040651622739	False
Wolf_WoundHealing_CSR	Wolf_signature	444	0.08162267137808853	0.08581203046140062	0.08173281870810638	0.08574331827145817	0.17162406092280125	0.17148663654291635	False
PDCD1	gene_marker	502	-0.06728738754905114	0.13218368675290462	-0.07256026468491808	0.10476041591933502	0.2488163515348793	0.19719607702463063	False
HAVCR2	gene_marker	502	0.051394957301653894	0.2503863603507519	0.0657015350979758	0.14196491435942463	0.3815411205344791	0.25238206997231044	False
CD3E	gene_marker	502	-0.055462638635787355	0.21478409238626148	-0.0613022140698416	0.17068984805821177	0.3617416292821246	0.287477638834883	False
CIBERSORT_NK_activated	CIBERSORT	502	-0.055805210510130515	0.21196093243119005	-0.056209062421255805	0.20912337691933935	0.3617416292821246	0.32667403095925024	False
CXCL9	gene_marker	502	-0.053694632424422614	0.22978426254129392	-0.05556705798437261	0.21437983281700798	0.36765482006607025	0.32667403095925024	False
CD68	gene_marker	502	0.04321041099522296	0.3339528692106221	0.051605062575242354	0.248926509433217	0.46169508153838246	0.34345666518720036	False
MS4A1	gene_marker	502	-0.0484776088425628	0.27832583006805733	-0.050791790363445055	0.25647299823117375	0.4048375710080834	0.34345666518720036	False
CD274	gene_marker	502	0.04212300850744079	0.34627131115378684	0.05067256332832781	0.25759249889040026	0.46169508153838246	0.34345666518720036	False
Wolf_MacrophageCSF1	Wolf_signature	444	0.02152058918904144	0.6510953586715201	0.03679123314442398	0.4398541221934319	0.7716685732403201	0.5442308540960437	False
TIGIT	gene_marker	502	-0.03271138564148052	0.46460881352270345	-0.03441002867058986	0.44218756895303546	0.5946992813090604	0.5442308540960437	False
LeukocyteFraction_methylation	leukocyte_fraction	500	0.014128905193808241	0.7526425155055151	0.032803547414148836	0.46469682266115914	0.8601628748634458	0.550751789820633	False
CD2	gene_marker	502	-0.029020243667695584	0.5165163737259332	-0.02959303395744284	0.5086944383030585	0.6357124599703793	0.5813650723463526	False
IDO1	gene_marker	502	-0.012253649632007285	0.7841820272392912	-0.010171003637947186	0.8203498060189992	0.8653043059192179	0.9052135790554474	False
CIBERSORT_Macrophage_M1	CIBERSORT	502	0.0038240634386348814	0.9318907442447797	0.00602818360526024	0.892933520876978	0.9318907442447797	0.9303825851256576	False
CXCL10	gene_marker	502	-0.008225951625733878	0.854131887397176	-0.00555414549597245	0.9013081293404809	0.9110740132236544	0.9303825851256576	False
FOXP3	gene_marker	502	-0.0040594285350032755	0.9277098491783125	-0.0001323977732398091	0.9976414081021575	0.9318907442447797	0.9976414081021575	False
