split	radius_um	min_hi	min_lo	min_cd8	min_gap	endpoint	ligand	n_fov	n_slides	median_delta	median_hi	median_lo	fold	n_pos	n_neg	p	n_patients	n_patients_pos	n_patients_neg
tertile	50.0	10	10	5	0.25	interface_logmean	CXCL9	216	8	-0.006058204155040627	0.04845031840128026	0.04870027455368212	0.9948674590709681	1	7	0.1484375	5	1	4
tertile	50.0	10	10	5	0.25	interface_detection	CXCL9	216	8	0.021158017012266675	0.08831750970263466	0.06319822775305883	1.3974681386276697	7	1	0.015625	5	4	1
tertile	50.0	10	10	5	0.25	interface_cohens_d	CXCL9	216	8	-0.03679862680777369	-0.03679862680777369	0.0		1	7	0.0546875	5	1	4
tertile	50.0	10	10	5	0.25	class_logmean	HLA-A	217	8	0.05894265096322657	0.7615764258163316	0.6869637045477117	1.1086123193622637	7	1	0.0234375	5	4	1
tertile	50.0	10	10	5	0.25	class_detection	HLA-A	217	8	0.1571305429276475	0.7348921707193108	0.5907823574545923	1.2439304617788876	8	0	0.0078125	5	5	0
tertile	50.0	10	10	5	0.25	class_rank	HLA-A	217	8	0.04286534711718562	0.5229311118865836	0.48417073458873583	1.0800551841093238	7	1	0.015625	5	4	1
tertile	50.0	10	10	5	0.25	interface_logmean	HLA-A	216	8	0.08668969738586196	0.8164494220022258	0.7484931743754248	1.090790737916223	7	1	0.0390625	5	4	1
tertile	50.0	10	10	5	0.25	interface_detection	HLA-A	216	8	0.15796146178057877	0.7565889618905257	0.6054962355740321	1.2495353685778943	8	0	0.0078125	5	5	0
tertile	50.0	10	10	5	0.25	interface_cohens_d	HLA-A	216	8	0.12229193962145671	0.12229193962145671	0.0		6	2	0.0390625	5	4	1
tertile	50.0	10	10	5	0.25	class_logmean	ICAM1	217	8	0.018545962908063776	0.11118641700595618	0.09009784205903854	1.2340630415221143	8	0	0.0078125	5	5	0
tertile	50.0	10	10	5	0.25	class_detection	ICAM1	217	8	0.06225483418437023	0.1701417892260092	0.10825846661228472	1.5716257079028515	8	0	0.0078125	5	5	0
tertile	50.0	10	10	5	0.25	class_rank	ICAM1	217	8	0.028768275318474645	0.5161762232594009	0.48740794794092623	1.0590229918080067	8	0	0.0078125	5	5	0
tertile	50.0	10	10	5	0.25	interface_logmean	ICAM1	216	8	0.026055323220147135	0.1237069951627275	0.10056856855190373	1.230076125612566	7	1	0.0546875	5	4	1
tertile	50.0	10	10	5	0.25	interface_detection	ICAM1	216	8	0.07917540415818487	0.20282576398470786	0.12349034549020049	1.6424422749777066	8	0	0.0078125	5	5	0
tertile	50.0	10	10	5	0.25	interface_cohens_d	ICAM1	216	8	0.058469747970310564	0.058469747970310564	0.0		7	1	0.0546875	5	4	1
tertile	50.0	10	10	5	0.25	class_logmean	IFNG_on_cd8	217	8	0.0017254978639137924	0.03343014139530866	0.03315691867323181	1.0082402929165255	6	2	0.1484375	5	4	1
tertile	50.0	10	10	5	0.25	class_detection	IFNG_on_cd8	217	8	0.002674161701794169	0.058046088804457385	0.058333835185592535	0.9950672473321929	7	1	0.109375	5	4	1
tertile	50.0	10	10	5	0.25	class_rank	IFNG_on_cd8	217	0					0	0		5	0	0
tertile	50.0	10	10	5	0.25	interface_logmean	IFNG_on_cd8	214	8	0.0017254978639137924	0.03343014139530866	0.03315691867323181	1.0082402929165255	6	2	0.1484375	5	4	1
tertile	50.0	10	10	5	0.25	interface_detection	IFNG_on_cd8	214	8	0.002674161701794169	0.058046088804457385	0.058333835185592535	0.9950672473321929	7	1	0.109375	5	4	1
tertile	50.0	10	10	5	0.25	interface_cohens_d	IFNG_on_cd8	214	8	0.0	0.0	0.0		3	3	0.6875	5	3	2
tertile	50.0	10	10	5	0.25	class_logmean	LGALS9	217	8	0.01587588071290936	0.08835761085467994	0.07371445550982442	1.198646998659631	7	1	0.0390625	5	4	1
tertile	50.0	10	10	5	0.25	class_detection	LGALS9	217	8	0.089682598391427	0.1953475300945911	0.11386292751220348	1.715637691413251	8	0	0.0078125	5	5	0
tertile	50.0	10	10	5	0.25	class_rank	LGALS9	217	8	0.039940352767265486	0.5185350486687546	0.4807844952706446	1.0785186580878805	8	0	0.0078125	5	5	0
tertile	50.0	10	10	5	0.25	interface_logmean	LGALS9	216	8	0.01099498167500964	0.08004414989913583	0.07711439752019941	1.037992287732897	6	2	0.109375	5	3	2
tertile	50.0	10	10	5	0.25	interface_detection	LGALS9	216	8	0.08011987827868365	0.1753572176017426	0.1097821272957471	1.5973202735390595	8	0	0.0078125	5	5	0
tertile	50.0	10	10	5	0.25	interface_cohens_d	LGALS9	216	8	0.04885538776085427	0.04885538776085427	0.0		7	1	0.0234375	5	4	1
tertile	50.0	10	10	5	0.25	class_logmean	MIF	217	8	0.12581602173852804	0.6884850439748593	0.5786751714946707	1.1897608155479673	8	0	0.0078125	5	5	0
tertile	50.0	10	10	5	0.25	class_detection	MIF	217	8	0.21462391872784137	0.7158290395021085	0.5254009465885684	1.3624433761491883	8	0	0.0078125	5	5	0
tertile	50.0	10	10	5	0.25	class_rank	MIF	217	8	0.08205559406968876	0.5426302802716864	0.4622729276183737	1.1738309726838496	8	0	0.0078125	5	5	0
tertile	50.0	10	10	5	0.25	interface_logmean	MIF	216	8	0.12498015408482169	0.642552113639457	0.5476327378174354	1.17332670103018	8	0	0.0078125	5	5	0
tertile	50.0	10	10	5	0.25	interface_detection	MIF	216	8	0.20360929729046356	0.6566931054981205	0.4975397204318941	1.319880762340084	8	0	0.0078125	5	5	0
tertile	50.0	10	10	5	0.25	interface_cohens_d	MIF	216	8	0.2748504895627525	0.2748504895627525	0.0		8	0	0.0078125	5	5	0
tertile	50.0	10	10	5	0.25	class_logmean	PDCD1LG2	217	8	-0.0021552621101954463	0.025468896386048302	0.02918968484253175	0.8725307081403648	1	7	0.015625	5	0	5
tertile	50.0	10	10	5	0.25	class_detection	PDCD1LG2	217	8	0.014527944877246849	0.056147227907820965	0.03967910749764712	1.4150325309396226	8	0	0.0078125	5	5	0
tertile	50.0	10	10	5	0.25	class_rank	PDCD1LG2	217	8	0.006866394206630655	0.5025836623140744	0.49615856144665066	1.012949692631908	8	0	0.0078125	5	5	0
tertile	50.0	10	10	5	0.25	interface_logmean	PDCD1LG2	216	8	-0.003558199150055383	0.027964089904774236	0.032836721900717486	0.8516102791662409	0	8	0.0078125	5	0	5
tertile	50.0	10	10	5	0.25	interface_detection	PDCD1LG2	216	8	0.012160153446348531	0.058792421983705836	0.04448919297824458	1.3214989539696889	8	0	0.0078125	5	5	0
tertile	50.0	10	10	5	0.25	interface_cohens_d	PDCD1LG2	216	8	-0.015233533070082583	-0.015233533070082583	0.0		2	6	0.0390625	5	2	3
tertile	50.0	10	10	5	0.25	class_logmean	TGFB1	217	8	-0.007577630611402642	0.06123094478956988	0.07850917974220856	0.779920832068642	2	6	0.25	5	2	3
tertile	50.0	10	10	5	0.25	class_detection	TGFB1	217	8	0.02632811975339384	0.11265606715496868	0.09842207882991075	1.144621902872592	8	0	0.0078125	5	5	0
tertile	50.0	10	10	5	0.25	class_rank	TGFB1	217	8	0.011619443514130329	0.5032885118641637	0.4923679203569115	1.02217973806932	8	0	0.0078125	5	5	0
tertile	50.0	10	10	5	0.25	interface_logmean	TGFB1	216	8	-0.00814652213911441	0.0636803963189495	0.08304130389089032	0.7668520764392198	2	6	0.546875	5	2	3
tertile	50.0	10	10	5	0.25	interface_detection	TGFB1	216	8	0.024114719610966846	0.11445953647748426	0.10386816446977859	1.1019693768708827	8	0	0.0078125	5	5	0
tertile	50.0	10	10	5	0.25	interface_cohens_d	TGFB1	216	8	-0.05119383263302425	-0.05119383263302425	0.0		3	5	0.3828125	5	3	2
tertile	80.0	10	10	5	0.25	class_logmean	CCL5	217	8	-0.012884088413413673	0.04203372053535921	0.058029739687554344	0.7243479078430917	0	8	0.0078125	5	0	5
tertile	80.0	10	10	5	0.25	class_detection	CCL5	217	8	0.013491068791650233	0.08938089635732893	0.0687233021029614	1.3005908275975777	8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	class_rank	CCL5	217	8	0.004635363151134941	0.5025141505217643	0.49594009955381524	1.0132557358718595	8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	interface_logmean	CCL5	217	8	-0.014523388706100093	0.04370091254157679	0.06377854882295997	0.6851976620365604	1	7	0.015625	5	1	4
tertile	80.0	10	10	5	0.25	interface_detection	CCL5	217	8	0.013451106878826932	0.09107896064635404	0.07173727233337349	1.2696183961817913	7	1	0.015625	5	4	1
tertile	80.0	10	10	5	0.25	interface_cohens_d	CCL5	217	8	-0.05875978923144569	-0.05875978923144569	0.0		0	8	0.0078125	5	0	5
tertile	80.0	10	10	5	0.25	class_logmean	CD274	217	8	-0.008418017100724658	0.03980445004878687	0.05136718762639378	0.7749003184346873	2	6	0.109375	5	2	3
tertile	80.0	10	10	5	0.25	class_detection	CD274	217	8	0.01660593685743679	0.08278818407330206	0.06386581766878896	1.2962831620295752	8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	class_rank	CD274	217	8	0.0075849112590928025	0.5028830648679745	0.49545913139656506	1.0149839472137356	8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	interface_logmean	CD274	217	8	-0.005836994098130963	0.04029983112757857	0.053024614070143014	0.7600212058925764	2	6	0.1953125	5	2	3
tertile	80.0	10	10	5	0.25	interface_detection	CD274	217	8	0.019725552579524866	0.0849768438726961	0.06630382429272555	1.2816280927858825	8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	interface_cohens_d	CD274	217	8	-0.031245876296406357	-0.031245876296406357	0.0		3	5	0.3828125	5	3	2
tertile	80.0	10	10	5	0.25	class_logmean	CDH1	217	8	0.07186343661908594	0.2771531086553026	0.16582278378169846	1.6713813526382946	8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	class_detection	CDH1	217	8	0.19240949312311634	0.4671721394643954	0.21464772010242733	2.1764598256224965	8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	class_rank	CDH1	217	8	0.08630224327955924	0.5429226687976292	0.4631272376024077	1.1722969946840514	8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	interface_logmean	CDH1	217	8	0.10458229876877298	0.26446535827385054	0.14971262349737266	1.7664867002914533	8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	interface_detection	CDH1	217	8	0.18868896087132156	0.4487013790779109	0.19324173659417881	2.3219692960026292	8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	interface_cohens_d	CDH1	217	8	0.22127959636434888	0.22127959636434888	0.0		8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	class_logmean	CXCL16	217	8	0.033227715005850415	0.15704605173536393	0.11677885267183816	1.3448158475805647	7	1	0.015625	5	4	1
tertile	80.0	10	10	5	0.25	class_detection	CXCL16	217	8	0.12426644200137353	0.2997732926200666	0.16437035220900825	1.8237674166377895	8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	class_rank	CXCL16	217	8	0.05271562199874463	0.523380911221792	0.47705743533783945	1.097102513141101	8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	interface_logmean	CXCL16	217	8	0.03432743268757324	0.15881869808410998	0.12122049497036391	1.3101637484893796	8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	interface_detection	CXCL16	217	8	0.12874219733546086	0.3022040635833181	0.16218760114256012	1.8632994227326038	8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	interface_cohens_d	CXCL16	217	8	0.11367130796291433	0.11367130796291433	0.0		8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	class_logmean	CXCL9	217	8	-0.005934344865036783	0.037254000803278314	0.045957434197355596	0.8106196843648403	1	7	0.0390625	5	1	4
tertile	80.0	10	10	5	0.25	class_detection	CXCL9	217	8	0.016465069559486196	0.08332320588529459	0.05987381539626124	1.391646838168553	8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	class_rank	CXCL9	217	8	0.007281410631048646	0.5040510221211998	0.4948405269721542	1.018613057433681	8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	interface_logmean	CXCL9	217	8	-0.006302631902508441	0.04094201958893488	0.04777586737514607	0.8569602570990416	1	7	0.0390625	5	1	4
tertile	80.0	10	10	5	0.25	interface_detection	CXCL9	217	8	0.018898168177031455	0.08548372099485502	0.06257051639212508	1.3661981061357154	8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	interface_cohens_d	CXCL9	217	8	-0.03597775434019404	-0.03597775434019404	0.0		1	7	0.0234375	5	1	4
tertile	80.0	10	10	5	0.25	class_logmean	HLA-A	217	8	0.05894265096322657	0.7615764258163316	0.6869637045477117	1.1086123193622637	7	1	0.0234375	5	4	1
tertile	80.0	10	10	5	0.25	class_detection	HLA-A	217	8	0.1571305429276475	0.7348921707193108	0.5907823574545923	1.2439304617788876	8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	class_rank	HLA-A	217	8	0.04286534711718562	0.5229311118865836	0.48417073458873583	1.0800551841093238	7	1	0.015625	5	4	1
tertile	80.0	10	10	5	0.25	interface_logmean	HLA-A	217	8	0.06884395650454928	0.7978715229924622	0.7291018170823018	1.094321128131817	7	1	0.078125	5	4	1
tertile	80.0	10	10	5	0.25	interface_detection	HLA-A	217	8	0.16502063139752127	0.7517838517070409	0.5973398314280658	1.258553024849765	8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	interface_cohens_d	HLA-A	217	8	0.08988389122861339	0.08988389122861339	0.0		7	1	0.078125	5	4	1
tertile	80.0	10	10	5	0.25	class_logmean	ICAM1	217	8	0.018545962908063776	0.11118641700595618	0.09009784205903854	1.2340630415221143	8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	class_detection	ICAM1	217	8	0.06225483418437023	0.1701417892260092	0.10825846661228472	1.5716257079028515	8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	class_rank	ICAM1	217	8	0.028768275318474645	0.5161762232594009	0.48740794794092623	1.0590229918080067	8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	interface_logmean	ICAM1	217	8	0.021821183235994697	0.11620026838419767	0.09437908514820297	1.231207827472888	6	2	0.078125	5	4	1
tertile	80.0	10	10	5	0.25	interface_detection	ICAM1	217	8	0.07268761198124524	0.1828704265849017	0.11417268286689453	1.6017003541740085	8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	interface_cohens_d	ICAM1	217	8	0.04882870328248639	0.04882870328248639	0.0		5	3	0.109375	5	3	2
tertile	80.0	10	10	5	0.25	class_logmean	IFNG_on_cd8	217	8	0.0006710192118274359	0.0331785227731475	0.032486624350505214	1.0212979475853583	7	1	0.078125	5	5	0
tertile	80.0	10	10	5	0.25	class_detection	IFNG_on_cd8	217	8	0.0010926398354656822	0.05673014084468679	0.05665793708984951	1.001274380228895	7	1	0.0234375	5	5	0
tertile	80.0	10	10	5	0.25	class_rank	IFNG_on_cd8	217	0					0	0		5	0	0
tertile	80.0	10	10	5	0.25	interface_logmean	IFNG_on_cd8	214	8	0.0007260141276907855	0.0331785227731475	0.032486624350505214	1.0212979475853583	7	1	0.078125	5	5	0
tertile	80.0	10	10	5	0.25	interface_detection	IFNG_on_cd8	214	8	0.0011763163333797268	0.05673014084468679	0.05665793708984951	1.001274380228895	7	1	0.0234375	5	5	0
tertile	80.0	10	10	5	0.25	interface_cohens_d	IFNG_on_cd8	214	8	0.0007089643959600891	0.0007089643959600891	0.0		4	2	1.0	5	2	2
tertile	80.0	10	10	5	0.25	class_logmean	LGALS9	217	8	0.01587588071290936	0.08835761085467994	0.07371445550982442	1.198646998659631	7	1	0.0390625	5	4	1
tertile	80.0	10	10	5	0.25	class_detection	LGALS9	217	8	0.089682598391427	0.1953475300945911	0.11386292751220348	1.715637691413251	8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	class_rank	LGALS9	217	8	0.039940352767265486	0.5185350486687546	0.4807844952706446	1.0785186580878805	8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	interface_logmean	LGALS9	217	8	0.013621397269889715	0.08314007790956311	0.07968720273957366	1.0433303598480401	6	2	0.078125	5	3	2
tertile	80.0	10	10	5	0.25	interface_detection	LGALS9	217	8	0.0860709429585183	0.18518015674374927	0.1134404140412143	1.6324002191711944	8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	interface_cohens_d	LGALS9	217	8	0.06535211976717442	0.06535211976717442	0.0		6	2	0.078125	5	3	2
tertile	80.0	10	10	5	0.25	class_logmean	MIF	217	8	0.12581602173852804	0.6884850439748593	0.5786751714946707	1.1897608155479673	8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	class_detection	MIF	217	8	0.21462391872784137	0.7158290395021085	0.5254009465885684	1.3624433761491883	8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	class_rank	MIF	217	8	0.08205559406968876	0.5426302802716864	0.4622729276183737	1.1738309726838496	8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	interface_logmean	MIF	217	8	0.12807631173304151	0.6736713806433337	0.5650625114612351	1.1922068213324561	8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	interface_detection	MIF	217	8	0.2141714406597847	0.6848411052251835	0.5194725704659608	1.3183393005926936	8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	interface_cohens_d	MIF	217	8	0.25256869948574145	0.25256869948574145	0.0		8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	class_logmean	PDCD1LG2	217	8	-0.0021552621101954463	0.025468896386048302	0.02918968484253175	0.8725307081403648	1	7	0.015625	5	0	5
tertile	80.0	10	10	5	0.25	class_detection	PDCD1LG2	217	8	0.014527944877246849	0.056147227907820965	0.03967910749764712	1.4150325309396226	8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	class_rank	PDCD1LG2	217	8	0.006866394206630655	0.5025836623140744	0.49615856144665066	1.012949692631908	8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	interface_logmean	PDCD1LG2	217	8	-0.002558160566591791	0.02750353750145845	0.029602326020332317	0.929100553874303	1	7	0.0234375	5	1	4
tertile	80.0	10	10	5	0.25	interface_detection	PDCD1LG2	217	8	0.014660144835812749	0.05909482342510951	0.04157313994013473	1.421466444685342	8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	interface_cohens_d	PDCD1LG2	217	8	-0.01876923806788449	-0.01876923806788449	0.0		1	7	0.1953125	5	1	4
tertile	80.0	10	10	5	0.25	class_logmean	TGFB1	217	8	-0.007577630611402642	0.06123094478956988	0.07850917974220856	0.779920832068642	2	6	0.25	5	2	3
tertile	80.0	10	10	5	0.25	class_detection	TGFB1	217	8	0.02632811975339384	0.11265606715496868	0.09842207882991075	1.144621902872592	8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	class_rank	TGFB1	217	8	0.011619443514130329	0.5032885118641637	0.4923679203569115	1.02217973806932	8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	interface_logmean	TGFB1	217	8	-0.005817731243691268	0.061074988478381796	0.07909927736701709	0.772130802093129	4	4	0.3828125	5	3	2
tertile	80.0	10	10	5	0.25	interface_detection	TGFB1	217	8	0.028537135302957168	0.11379029055535464	0.10008547521740543	1.1369311112144858	8	0	0.0078125	5	5	0
tertile	80.0	10	10	5	0.25	interface_cohens_d	TGFB1	217	8	-0.031112226339866614	-0.031112226339866614	0.0		4	4	0.3125	5	3	2
tertile	100.0	10	10	5	0.25	class_logmean	CCL5	217	8	-0.012884088413413673	0.04203372053535921	0.058029739687554344	0.7243479078430917	0	8	0.0078125	5	0	5
tertile	100.0	10	10	5	0.25	class_detection	CCL5	217	8	0.013491068791650233	0.08938089635732893	0.0687233021029614	1.3005908275975777	8	0	0.0078125	5	5	0
tertile	100.0	10	10	5	0.25	class_rank	CCL5	217	8	0.004635363151134941	0.5025141505217643	0.49594009955381524	1.0132557358718595	8	0	0.0078125	5	5	0
tertile	100.0	10	10	5	0.25	interface_logmean	CCL5	217	8	-0.014907964432700076	0.04360881147773138	0.0610655052143903	0.7141316742509289	1	7	0.015625	5	1	4
tertile	100.0	10	10	5	0.25	interface_detection	CCL5	217	8	0.013352548087997147	0.09117248618786408	0.07103763328359952	1.2834392416183311	8	0	0.0078125	5	5	0
tertile	100.0	10	10	5	0.25	interface_cohens_d	CCL5	217	8	-0.05260724957285577	-0.05260724957285577	0.0		1	7	0.015625	5	1	4
tertile	100.0	10	10	5	0.25	class_logmean	CD274	217	8	-0.008418017100724658	0.03980445004878687	0.05136718762639378	0.7749003184346873	2	6	0.109375	5	2	3
tertile	100.0	10	10	5	0.25	class_detection	CD274	217	8	0.01660593685743679	0.08278818407330206	0.06386581766878896	1.2962831620295752	8	0	0.0078125	5	5	0
tertile	100.0	10	10	5	0.25	class_rank	CD274	217	8	0.0075849112590928025	0.5028830648679745	0.49545913139656506	1.0149839472137356	8	0	0.0078125	5	5	0
tertile	100.0	10	10	5	0.25	interface_logmean	CD274	217	8	-0.00756379466202825	0.04035356743472882	0.052495823574385474	0.7687005305774215	2	6	0.1953125	5	2	3
tertile	100.0	10	10	5	0.25	interface_detection	CD274	217	8	0.018945167356316326	0.08340814208306625	0.06535618381448613	1.2762088790223844	8	0	0.0078125	5	5	0
tertile	100.0	10	10	5	0.25	interface_cohens_d	CD274	217	8	-0.04526637253879449	-0.04526637253879449	0.0		3	5	0.25	5	3	2
tertile	100.0	10	10	5	0.25	class_logmean	CDH1	217	8	0.07186343661908594	0.2771531086553026	0.16582278378169846	1.6713813526382946	8	0	0.0078125	5	5	0
tertile	100.0	10	10	5	0.25	class_detection	CDH1	217	8	0.19240949312311634	0.4671721394643954	0.21464772010242733	2.1764598256224965	8	0	0.0078125	5	5	0
tertile	100.0	10	10	5	0.25	class_rank	CDH1	217	8	0.08630224327955924	0.5429226687976292	0.4631272376024077	1.1722969946840514	8	0	0.0078125	5	5	0
tertile	100.0	10	10	5	0.25	interface_logmean	CDH1	217	8	0.09802768658846614	0.269010197205676	0.15577227367511975	1.7269453084232846	8	0	0.0078125	5	5	0
tertile	100.0	10	10	5	0.25	interface_detection	CDH1	217	8	0.19139900443477342	0.4578265158262441	0.20073694744856463	2.2807286931747046	8	0	0.0078125	5	5	0
tertile	100.0	10	10	5	0.25	interface_cohens_d	CDH1	217	8	0.22766079051815982	0.22766079051815982	0.0		8	0	0.0078125	5	5	0
tertile	100.0	10	10	5	0.25	class_logmean	CXCL16	217	8	0.033227715005850415	0.15704605173536393	0.11677885267183816	1.3448158475805647	7	1	0.015625	5	4	1
tertile	100.0	10	10	5	0.25	class_detection	CXCL16	217	8	0.12426644200137353	0.2997732926200666	0.16437035220900825	1.8237674166377895	8	0	0.0078125	5	5	0
tertile	100.0	10	10	5	0.25	class_rank	CXCL16	217	8	0.05271562199874463	0.523380911221792	0.47705743533783945	1.097102513141101	8	0	0.0078125	5	5	0
tertile	100.0	10	10	5	0.25	interface_logmean	CXCL16	217	8	0.03431465125326159	0.158221009768861	0.12457141086025528	1.2701229654238562	7	1	0.015625	5	4	1
tertile	100.0	10	10	5	0.25	interface_detection	CXCL16	217	8	0.12856188475423064	0.3031592163470126	0.1623441932372493	1.8673856471353838	8	0	0.0078125	5	5	0
tertile	100.0	10	10	5	0.25	interface_cohens_d	CXCL16	217	8	0.12072399116121678	0.12072399116121678	0.0		8	0	0.0078125	5	5	0
tertile	100.0	10	10	5	0.25	class_logmean	CXCL9	217	8	-0.005934344865036783	0.037254000803278314	0.045957434197355596	0.8106196843648403	1	7	0.0390625	5	1	4
tertile	100.0	10	10	5	0.25	class_detection	CXCL9	217	8	0.016465069559486196	0.08332320588529459	0.05987381539626124	1.391646838168553	8	0	0.0078125	5	5	0
tertile	100.0	10	10	5	0.25	class_rank	CXCL9	217	8	0.007281410631048646	0.5040510221211998	0.4948405269721542	1.018613057433681	8	0	0.0078125	5	5	0
tertile	100.0	10	10	5	0.25	interface_logmean	CXCL9	217	8	-0.006795367332071894	0.03969154014096905	0.04729914525523782	0.8391597760759469	2	6	0.0390625	5	2	3
tertile	100.0	10	10	5	0.25	interface_detection	CXCL9	217	8	0.01766042052533008	0.08517596240876242	0.06183452226082527	1.3774823398728662	8	0	0.0078125	5	5	0
tertile	100.0	10	10	5	0.25	interface_cohens_d	CXCL9	217	8	-0.04377351955656804	-0.04377351955656804	0.0		1	7	0.015625	5	1	4
tertile	100.0	10	10	5	0.25	class_logmean	HLA-A	217	8	0.05894265096322657	0.7615764258163316	0.6869637045477117	1.1086123193622637	7	1	0.0234375	5	4	1
tertile	100.0	10	10	5	0.25	class_detection	HLA-A	217	8	0.1571305429276475	0.7348921707193108	0.5907823574545923	1.2439304617788876	8	0	0.0078125	5	5	0
tertile	100.0	10	10	5	0.25	class_rank	HLA-A	217	8	0.04286534711718562	0.5229311118865836	0.48417073458873583	1.0800551841093238	7	1	0.015625	5	4	1
tertile	100.0	10	10	5	0.25	interface_logmean	HLA-A	217	8	0.06272097148478323	0.783913045093931	0.7211920736091477	1.0869684703700377	7	1	0.0390625	5	4	1
tertile	100.0	10	10	5	0.25	interface_detection	HLA-A	217	8	0.1648459884350218	0.7474758001603921	0.5982816152267492	1.2493711675848476	8	0	0.0078125	5	5	0
tertile	100.0	10	10	5	0.25	interface_cohens_d	HLA-A	217	8	0.10458289777892632	0.10458289777892632	0.0		7	1	0.0390625	5	4	1
tertile	100.0	10	10	5	0.25	class_logmean	ICAM1	217	8	0.018545962908063776	0.11118641700595618	0.09009784205903854	1.2340630415221143	8	0	0.0078125	5	5	0
tertile	100.0	10	10	5	0.25	class_detection	ICAM1	217	8	0.06225483418437023	0.1701417892260092	0.10825846661228472	1.5716257079028515	8	0	0.0078125	5	5	0
tertile	100.0	10	10	5	0.25	class_rank	ICAM1	217	8	0.028768275318474645	0.5161762232594009	0.48740794794092623	1.0590229918080067	8	0	0.0078125	5	5	0
tertile	100.0	10	10	5	0.25	interface_logmean	ICAM1	217	8	0.02099054372259255	0.11433535439829373	0.09317518124503675	1.2271009604758256	6	2	0.0546875	5	4	1
tertile	100.0	10	10	5	0.25	interface_detection	ICAM1	217	8	0.06873541257900646	0.17705250312029008	0.11279688970200183	1.5696576704202145	8	0	0.0078125	5	5	0
tertile	100.0	10	10	5	0.25	interface_cohens_d	ICAM1	217	8	0.027240435513220255	0.027240435513220255	0.0		6	2	0.1484375	5	3	2
tertile	100.0	10	10	5	0.25	class_logmean	IFNG_on_cd8	217	8	0.00032927738502621685	0.032341150131511995	0.03234004011444215	1.000034323305287	5	3	0.3828125	5	3	2
tertile	100.0	10	10	5	0.25	class_detection	IFNG_on_cd8	217	8	0.0007413441612485819	0.05567900981266612	0.05642460276856801	0.9867860309276784	6	2	0.25	5	4	1
tertile	100.0	10	10	5	0.25	class_rank	IFNG_on_cd8	217	0					0	0		5	0	0
tertile	100.0	10	10	5	0.25	interface_logmean	IFNG_on_cd8	214	8	0.00032927738502621685	0.032341150131511995	0.03234004011444215	1.000034323305287	5	3	0.3828125	5	3	2
tertile	100.0	10	10	5	0.25	interface_detection	IFNG_on_cd8	214	8	0.0007413441612485819	0.05567900981266612	0.05642460276856801	0.9867860309276784	6	2	0.3125	5	4	1
tertile	100.0	10	10	5	0.25	interface_cohens_d	IFNG_on_cd8	214	8	0.0	0.0	0.0		1	2	0.5	5	1	2
tertile	100.0	10	10	5	0.25	class_logmean	LGALS9	217	8	0.01587588071290936	0.08835761085467994	0.07371445550982442	1.198646998659631	7	1	0.0390625	5	4	1
