sample	patient	pair_id	n_tumor_hi_interface	n_tumor_lo_interface	n_cd8_interface	mean_hi	mean_lo	delta_mean	p_hi	p_lo
Lung5_Rep1	Lung5	CDH1|CDH1	424	1149	1858	0.11171199296598601	0.06626805594644963	0.045443937019536376	0.0	1.0
Lung5_Rep1	Lung5	CDH1|ITGA2_ITGB1	424	1149	1858	0.1013188191441782	0.05587488212464182	0.04544393701953638	0.0	0.0
Lung5_Rep1	Lung5	ICAM1|ITGAL_ITGB2	424	1149	1858	0.10928080243874103	0.06883215239073459	0.040448650048006435	0.0	0.044
Lung5_Rep1	Lung5	ICAM1|ITGAL	424	1149	1858	0.1582321879153264	0.11778353786731996	0.040448650048006435	0.0	0.0
Lung5_Rep1	Lung5	CD274|PDCD1	424	1149	1858	0.060580975126295705	0.05728360817678464	0.003297366949511063	0.762	0.762
Lung5_Rep1	Lung5	PDCD1LG2|PDCD1	424	1149	1858	0.04635410177373435	0.04503534843549369	0.0013187533382406566	0.438	0.438
Lung5_Rep1	Lung5	LGALS9|HAVCR2	424	1149	1858	0.07002908806152466	0.0754230836904098	-0.005393995628885137	0.822	0.104
Lung5_Rep1	Lung5	LGALS9|PTPRC	424	1149	1858	0.21528262462462264	0.22067662025350776	-0.005393995628885123	0.0	0.0
Lung5_Rep1	Lung5	LGALS9|CD44	424	1149	1858	0.20067232327428802	0.20606631890317317	-0.005393995628885151	0.022	0.0
Lung5_Rep1	Lung5	MIF|CD74_CD44	424	1149	1858	0.30639746757856157	0.28714920959854945	0.019248257980012118	0.004	0.01
Lung5_Rep1	Lung5	MIF|CD74_CXCR4	424	1149	1858	0.37269139686405267	0.35344313888404055	0.019248257980012118	0.0	0.004
Lung5_Rep1	Lung5	TGFB1|TGFBR1_TGFBR2	424	1149	1858	0.04314729669506141	0.05547101514375512	-0.012323718448693705	1.0	1.0
Lung5_Rep1	Lung5	CXCL12|CXCR4	424	1149	1858	0.25671591169773983	0.26514785184584855	-0.008431940148108719	0.05	0.0
Lung5_Rep1	Lung5	CXCL16|CXCR6	424	1149	1858	0.12578330521696718	0.09723453942431715	0.028548765792650033	0.0	0.102
Lung5_Rep1	Lung5	CXCL9|CXCR3	424	1149	1858	0.063776205306356	0.06146505273190816	0.0023111525744478403	0.478	0.478
Lung5_Rep1	Lung5	CXCL10|CXCR3	424	1149	1858	0.06424611697417304	0.05744645363090714	0.006799663343265899	0.46	0.879
Lung5_Rep1	Lung5	CCL5|CCR5	424	1149	1858	0.05965281416308079	0.07213502318210176	-0.012482209019020966	1.0	1.0
Lung5_Rep1	Lung5	HLA-A|CD8A	424	1149	1858	0.8002142933635148	0.7387465306994196	0.06146776266409515	0.0	0.0
Lung5_Rep1	Lung5	HLA-B|CD8A	424	1149	1858	0.9492500500681758	0.9250594937717955	0.024190556296380228	0.0	0.0
Lung5_Rep1	Lung5	HLA-C|CD8A	424	1149	1858	0.9728883301767468	0.9134146959911968	0.05947363418554996	0.0	0.0
Lung5_Rep1	Lung5	HLA-A|CD8B	424	1149	1858	0.6014518174205203	0.5399840547564253	0.06146776266409504	0.536	1.0
