sample,patient,fov,radius_um,n_high,n_low,mean_high,mean_low,delta_high_minus_low,ci95_lo,ci95_hi
Lung13,P13,15,40,635,565,2.059842519685039,2.7309734513274337,-0.6711309316423946,-0.9083213713330078,-0.3796697094279144
Lung13,P13,16,40,263,809,1.9657794676806084,2.3300370828182944,-0.36425761513768595,-0.6023408235299645,-0.028872076026827117
Lung13,P13,17,40,470,552,2.3276595744680852,3.295289855072464,-0.9676302806043786,-1.2843430080172678,-0.6928769657724331
Lung13,P13,18,40,476,298,3.01890756302521,4.587248322147651,-1.5683407591224414,-2.0616822232248606,-1.106699072246348
Lung13,P13,19,40,616,545,1.5827922077922079,1.926605504587156,-0.3438132967949481,-0.5465086232574764,-0.13814503157393063
Lung13,P13,20,40,356,459,2.4241573033707864,3.2004357298474946,-0.7762784264767082,-1.1002379072727715,-0.43870667180729966
Lung5_Rep1,P5,1,40,193,819,1.4974093264248705,2.6837606837606836,-1.186351357335813,-1.499704397502325,-0.8507522126693108
Lung5_Rep1,P5,2,40,355,734,1.6309859154929578,2.9059945504087192,-1.2750086349157614,-1.647359250873086,-0.8758425758913152
Lung5_Rep1,P5,3,40,526,1144,1.1311787072243347,1.770979020979021,-0.6398003137546864,-0.8306918722912068,-0.4600800340344066
Lung5_Rep1,P5,4,40,649,1070,1.5331278890600923,2.980373831775701,-1.4472459427156086,-1.6709361274714514,-1.2084363434759442
Lung5_Rep1,P5,5,40,553,994,1.6383363471971066,2.846076458752515,-1.2077401115554085,-1.4783441153248607,-0.9351571454040701
Lung5_Rep1,P5,6,40,247,690,5.0242914979757085,7.053623188405797,-2.029331690430088,-2.781965323006513,-1.3302575837587278
Lung5_Rep1,P5,7,40,540,1042,0.6537037037037037,1.566218809980806,-0.9125151062771024,-1.111657069737684,-0.7262455569773228
Lung5_Rep1,P5,8,40,766,1009,0.40992167101827676,1.0525272547076314,-0.6426055836893547,-0.7502469937662862,-0.5257485825999425
Lung5_Rep1,P5,9,40,253,1106,2.9209486166007905,3.1419529837251354,-0.2210043671243449,-0.5623402533075068,0.08375747807503464
Lung5_Rep1,P5,10,40,570,896,1.3350877192982455,2.4765625,-1.1414747807017545,-1.3343767622180451,-0.8884728422619045
Lung5_Rep1,P5,11,40,411,615,2.272506082725061,3.5414634146341464,-1.2689573319090854,-1.635180998160347,-0.8748418491484183
Lung5_Rep1,P5,12,40,415,1080,1.2409638554216869,2.3064814814814816,-1.0655176260597947,-1.3300092034805893,-0.7969466755912535
Lung5_Rep1,P5,13,40,373,1116,1.7855227882037534,2.545698924731183,-0.7601761365274295,-0.9866049035717372,-0.5454380951694582
Lung5_Rep1,P5,14,40,157,1132,2.4140127388535033,2.7685512367491167,-0.3545384978956134,-0.6934870923454342,-0.03444385676667184
Lung5_Rep1,P5,15,40,304,785,1.5230263157894737,2.2407643312101913,-0.7177380154207176,-0.9333389205497822,-0.5043545717398594
Lung5_Rep1,P5,16,40,346,757,2.38728323699422,3.322324966974901,-0.9350417299806812,-1.304916444590374,-0.5761519650888433
Lung5_Rep1,P5,17,40,285,917,0.8385964912280702,1.4580152671755726,-0.6194187759475024,-0.7940690466624577,-0.4541147716619793
Lung5_Rep1,P5,18,40,94,701,2.276595744680851,2.392296718972896,-0.11570097429204473,-0.44237108082678217,0.3181382219928979
Lung5_Rep1,P5,19,40,284,1203,2.4471830985915495,3.0133000831255194,-0.56611698453397,-0.8019531570135694,-0.3489970788989966
Lung5_Rep1,P5,20,40,207,664,3.154589371980676,3.4201807228915664,-0.26559135091089026,-0.6158379896397184,0.09499301554042257
Lung5_Rep1,P5,21,40,40,264,2.3,3.3068181818181817,-1.0068181818181818,-1.6750189393939394,-0.21422348484848477
Lung5_Rep1,P5,22,40,99,297,1.3737373737373737,2.7676767676767677,-1.393939393939394,-1.80479797979798,-0.9723905723905721
Lung5_Rep1,P5,23,40,31,283,4.870967741935484,5.095406360424028,-0.22443861848854407,-1.410774535506668,0.974695087199362
Lung5_Rep1,P5,24,40,51,408,3.156862745098039,3.247549019607843,-0.09068627450980404,-0.5989583333333334,0.4731617647058825
Lung5_Rep1,P5,25,40,29,334,9.172413793103448,8.928143712574851,0.24427008052859733,-1.486803117902126,2.410974602519101
Lung5_Rep1,P5,26,40,467,771,1.423982869379015,2.5408560311284045,-1.1168731617493894,-1.418841391779635,-0.8280812482468053
Lung5_Rep1,P5,27,40,905,1262,0.5403314917127072,1.0736925515055467,-0.5333610597928394,-0.6396740243934473,-0.428994886657152
Lung5_Rep1,P5,28,40,665,851,1.0481203007518798,2.475910693301998,-1.427790392550118,-1.6335414770769463,-1.2244743468542094
Lung5_Rep1,P5,29,40,291,683,1.0584192439862543,2.1478770131771596,-1.0894577691909053,-1.2937457547810598,-0.8921782312719807
Lung5_Rep1,P5,30,40,36,332,11.027777777777779,10.081325301204819,0.9464524765729596,-0.509479585006694,2.3572289156626494
Lung5_Rep2,P5,1,40,64,979,3.0,3.836567926455567,-0.836567926455567,-1.4182001723697653,-0.23015752681307466
Lung5_Rep2,P5,2,40,415,641,1.8650602409638555,2.989079563182527,-1.1240193222186716,-1.520498750070485,-0.6520007330413695
Lung5_Rep2,P5,3,40,477,1116,1.2955974842767295,2.118279569892473,-0.8226820856157435,-1.0615654798133496,-0.5758127916413067
Lung5_Rep2,P5,4,40,437,880,4.878718535469107,6.0625,-1.1837814645308926,-1.671946250260037,-0.7690039915747872
Lung5_Rep2,P5,5,40,563,869,1.7531083481349912,3.14614499424626,-1.3930366461112689,-1.7575276905121542,-1.082170968856222
Lung5_Rep2,P5,7,40,652,992,0.9386503067484663,2.038306451612903,-1.0996561448644369,-1.3791656874628933,-0.8096421680189987
Lung5_Rep2,P5,8,40,655,1096,0.850381679389313,1.9406934306569343,-1.0903117512676213,-1.2722643756616705,-0.8969555148492783
Lung5_Rep2,P5,9,40,243,1104,4.152263374485597,4.388586956521739,-0.23632358203614245,-0.5788054660941135,0.11000738056897502
Lung5_Rep2,P5,10,40,547,994,1.9360146252285193,3.327967806841046,-1.3919531816125268,-1.607018482007217,-1.164102990888659
Lung5_Rep2,P5,11,40,521,538,2.5758157389635317,4.288104089219331,-1.7122883502557995,-2.1767705263683657,-1.2446026193551147
Lung5_Rep2,P5,12,40,433,931,2.0739030023094687,2.9484425349087005,-0.8745395325992318,-1.230918665022834,-0.5075759135549199
Lung5_Rep2,P5,13,40,302,1019,3.519867549668874,4.659470068694799,-1.139602519025925,-1.4789898387589444,-0.7744978683165552
Lung5_Rep2,P5,14,40,220,1024,3.418181818181818,3.671875,-0.253693181818182,-0.5328249289772728,0.13242587002840914
Lung5_Rep2,P5,15,40,268,950,3.8358208955223883,4.461052631578947,-0.6252317360565587,-1.0560732521602514,-0.2503042026708556
Lung5_Rep2,P5,16,40,431,870,2.8375870069605567,4.010344827586207,-1.17275782062565,-1.5667589407152573,-0.6700998746566388
Lung5_Rep2,P5,17,40,445,1012,1.7662921348314606,2.7401185770750986,-0.973826442243638,-1.2643759159745969,-0.7103133188257762
Lung5_Rep2,P5,18,40,178,889,4.882022471910112,4.888638920134983,-0.00661644822487073,-0.45217325362419597,0.42830648626786855
Lung5_Rep2,P5,19,40,221,973,3.1221719457013575,3.9013360739979444,-0.7791641282965869,-1.0838114382443624,-0.40328728613747633
Lung5_Rep2,P5,20,40,130,743,5.369230769230769,7.306864064602961,-1.9376332953721924,-2.8310743865824617,-1.042109949270111
Lung5_Rep2,P5,21,40,79,331,4.367088607594937,4.969788519637462,-0.6026999120425254,-1.4796493173735128,0.32711862786339807
Lung5_Rep2,P5,22,40,109,326,2.302752293577982,4.279141104294479,-1.976388810716497,-2.607556143411943,-1.2143229020093431
Lung5_Rep2,P5,23,40,158,401,3.3734177215189876,5.3740648379052365,-2.000647116386249,-2.533243236844597,-1.3415764386502105
Lung5_Rep2,P5,24,40,36,275,3.888888888888889,4.189090909090909,-0.3002020202020206,-1.2213914141414146,0.6618459595959597
Lung5_Rep2,P5,25,40,36,340,8.0,7.85,0.15000000000000036,-1.1635784313725492,1.7353839869281058
Lung5_Rep2,P5,26,40,202,489,3.366336633663366,5.196319018404908,-1.8299823847415415,-2.3643088541983035,-1.2911587094292254
Lung5_Rep2,P5,27,40,760,1247,1.236842105263158,2.1058540497193263,-0.8690119444561684,-1.0437992497784156,-0.6719598879415862
Lung5_Rep2,P5,28,40,717,1023,1.2719665271966527,2.9266862170087977,-1.654719689812145,-1.916197335754631,-1.4345886657095999
Lung5_Rep2,P5,29,40,715,941,1.5608391608391607,2.667375132837407,-1.1065359719982464,-1.323970296441072,-0.8613670548367679
Lung5_Rep2,P5,30,40,195,495,3.825641025641026,6.335353535353535,-2.5097125097125095,-3.1959906759906755,-1.7792890442890443
Lung5_Rep3,P5,1,40,214,761,1.5934579439252337,3.0775295663600524,-1.4840716224348187,-1.8539084087587656,-1.1736223856951624
Lung5_Rep3,P5,2,40,295,809,1.3932203389830509,2.2941903584672434,-0.9009700194841925,-1.1818729965850285,-0.5532302905868305
Lung5_Rep3,P5,3,40,450,1131,0.8377777777777777,1.4862953138815207,-0.648517536103743,-0.8001134689065723,-0.48762319481285005
Lung5_Rep3,P5,4,40,493,1055,1.7768762677484786,3.2729857819905215,-1.4961095142420429,-1.7359454639839267,-1.2236418388241062
Lung5_Rep3,P5,5,40,457,1127,1.1378555798687089,2.0452528837622004,-0.9073973038934915,-1.1337597249916995,-0.6546506186910117
Lung5_Rep3,P5,6,40,134,779,5.17910447761194,5.912708600770218,-0.7336041231582779,-1.4470245052018476,-0.09545796371160868
Lung5_Rep3,P5,7,40,675,1128,0.5748148148148148,1.5132978723404256,-0.9384830575256108,-1.148438829787234,-0.7817123719464144
Lung5_Rep3,P5,8,40,776,1078,0.42912371134020616,1.0732838589981446,-0.6441601476579384,-0.7630853958265593,-0.5193737089493717
Lung5_Rep3,P5,9,40,263,1005,2.612167300380228,3.270646766169154,-0.6584794657889259,-0.9690331611902464,-0.38879140419575114
Lung5_Rep3,P5,10,40,562,888,1.1921708185053381,2.3344594594594597,-1.1422886409541215,-1.3895971594370173,-0.9381547361418358
Lung5_Rep3,P5,11,40,355,576,2.256338028169014,4.407986111111111,-2.1516480829420965,-2.5716460044992173,-1.6580423513302032
Lung5_Rep3,P5,12,40,184,1475,1.0054347826086956,1.4935593220338983,-0.48812453942520273,-0.7757042188651437,-0.25666424097273394
Lung5_Rep3,P5,13,40,301,1166,1.4053156146179402,2.0051457975986278,-0.5998301829806876,-0.8915793125259996,-0.3673486890468022
Lung5_Rep3,P5,14,40,219,1081,2.105022831050228,2.2590194264569843,-0.15399659540675614,-0.3222145485112297,0.024413066710596943
Lung5_Rep3,P5,15,40,351,915,1.3675213675213675,2.428415300546448,-1.0608939330250804,-1.2710370837420017,-0.8765998785670917
Lung5_Rep3,P5,16,40,337,895,1.9020771513353116,3.2458100558659218,-1.3437329045306101,-1.6480530643369862,-1.0397000314971077
Lung5_Rep3,P5,17,40,394,1149,1.3248730964467006,2.133159268929504,-0.8082861724828034,-1.0170913904388275,-0.6133061523372787
Lung5_Rep3,P5,18,40,152,1212,0.8618421052631579,0.9447194719471947,-0.08287736668403689,-0.2129955923223901,0.07747253343755427
Lung5_Rep3,P5,19,40,253,977,2.632411067193676,2.9283520982599796,-0.29594103106630376,-0.5918253223346457,-0.0041444326222482356
Lung5_Rep3,P5,20,40,218,794,2.871559633027523,3.91183879093199,-1.0402791579044672,-1.549001686964158,-0.5043086913317769
Lung5_Rep3,P5,21,40,58,354,2.913793103448276,3.805084745762712,-0.8912916423144361,-1.7714640561075397,-0.08449493473602146
Lung5_Rep3,P5,22,40,69,249,2.971014492753623,3.8112449799196786,-0.8402304871660555,-1.6322638379605374,-0.10553954950235675
Lung5_Rep3,P5,23,40,27,277,3.814814814814815,4.859205776173285,-1.04439096135847,-2.3373545928600077,0.2794190399786083
Lung5_Rep3,P5,24,40,47,449,2.3191489361702127,2.714922048997773,-0.39577311282756034,-1.0113905605838034,0.2579277827796996
Lung5_Rep3,P5,25,40,18,355,7.055555555555555,6.577464788732394,0.4780907668231613,-0.7855985915492958,1.6935367762128326
Lung5_Rep3,P5,26,40,446,802,1.2130044843049328,2.4301745635910224,-1.2171700792860896,-1.4003719680619082,-0.9728074712322333
Lung5_Rep3,P5,27,40,1154,1423,0.35181975736568455,0.9557273366127899,-0.6039075792471054,-0.6678455334556939,-0.5259731497032533
Lung5_Rep3,P5,28,40,520,908,1.2153846153846153,2.868942731277533,-1.6535581158929176,-1.8898947390715013,-1.4390043629278209
Lung5_Rep3,P5,29,40,362,423,0.9723756906077348,1.7352245862884161,-0.7628488956806814,-1.009434224103026,-0.5167419314812637
Lung5_Rep3,P5,30,40,27,332,7.7407407407407405,8.608433734939759,-0.8676929941990181,-2.0622434181169127,0.616331994645248
Lung6,P6,1,40,283,1986,0.14840989399293286,0.15458207452165157,-0.006172180528718707,-0.049187732857920635,0.0482927310964739
Lung6,P6,2,40,760,2486,0.12631578947368421,0.12711182622687048,-0.0007960367531862633,-0.03235661811407038,0.029850055045094647
Lung6,P6,3,40,789,2196,0.28390367553865653,0.2978142076502732,-0.013910532111616691,-0.06618713942390936,0.027387463899104493
Lung6,P6,4,40,743,2082,0.24360699865410498,0.25024015369836694,-0.006633155044261957,-0.05279420282547452,0.04713567423393234
Lung6,P6,5,40,1213,1471,0.18713932399010716,0.23317471108089735,-0.04603538709079019,-0.09534838983749017,0.005676774888851425
Lung6,P6,6,40,807,2277,0.15737298636926889,0.1963109354413702,-0.038937949072101324,-0.0833559450983081,0.007884608163418572
Lung6,P6,7,40,683,2497,0.19619326500732065,0.1726071285542651,0.023586136453055545,-0.01789550095546574,0.07642302534637468
Lung6,P6,8,40,740,2083,0.21216216216216216,0.24339894383101296,-0.0312367816688508,-0.07712077175591338,0.019104835152002703
Lung6,P6,9,40,754,1796,0.28514588859416445,0.2817371937639198,0.0034086948302446407,-0.05296787585734289,0.05459527656507537
Lung6,P6,10,40,66,1237,0.8939393939393939,1.1859337105901375,-0.2919943166507436,-0.6040193772813014,0.031290267264398354
Lung6,P6,11,40,266,2239,0.10150375939849623,0.08351942831621259,0.017984331082283644,-0.01740816422476469,0.05328200190068741
Lung6,P6,12,40,837,2151,0.07048984468339307,0.07903300790330078,-0.00854316321990771,-0.03643054243337682,0.015581275025869465
Lung6,P6,13,40,227,1592,0.4845814977973568,0.47173366834170855,0.012847829455648274,-0.11234234221769639,0.16771301441126335
Lung6,P6,14,40,275,1065,1.5127272727272727,1.5023474178403755,0.010379854886897188,-0.18596969696969692,0.2506077678190355
Lung6,P6,15,40,74,680,2.1486486486486487,2.0602941176470586,0.08835453100159008,-0.22602742448330676,0.4213871224165343
Lung6,P6,16,40,375,1602,0.3626666666666667,0.33395755305867664,0.028709113607990056,-0.047351935081148586,0.10804881398252188
Lung6,P6,17,40,487,2341,0.13552361396303902,0.15719777872703972,-0.021674164764000692,-0.061130771261689,0.01794914246267982
Lung6,P6,18,40,836,2159,0.29066985645933013,0.23622047244094488,0.054449384018385255,0.0030806560276222176,0.1097270162067766
Lung6,P6,19,40,684,1446,0.6023391812865497,0.5401106500691563,0.06222853121739347,-0.026841741282667194,0.14150772851908477
Lung6,P6,20,40,80,1387,0.8,0.6870944484498919,0.11290555155010817,-0.1386474855803894,0.4221072909156454
Lung6,P6,21,40,478,1781,0.2824267782426778,0.24143739472206627,0.040989383520611544,-0.019459121033503356,0.09838218503543918
Lung6,P6,22,40,993,1924,0.08862034239677745,0.16943866943866945,-0.080818327041892,-0.10629068238584856,-0.05537516513724974
Lung6,P6,23,40,1128,2540,0.18262411347517732,0.16771653543307086,0.014907578042106462,-0.020954026358407343,0.047338959624727776
Lung6,P6,24,40,712,2623,0.14185393258426968,0.13343499809378573,0.008418934490483948,-0.03454994602629292,0.053087946621717126
Lung6,P6,25,40,283,1193,1.6219081272084805,1.26487845766974,0.3570296695387405,0.15216649536904034,0.5653120085066302
Lung6,P6,26,40,506,1718,0.29446640316205536,0.3987194412107101,-0.10425303804865477,-0.1742932884547249,-0.013412162317613543
Lung6,P6,27,40,660,2185,0.1393939393939394,0.20274599542334096,-0.06335205602940155,-0.09694603356216629,-0.024685094653630113
Lung6,P6,28,40,730,2068,0.136986301369863,0.18181818181818182,-0.04483188044831882,-0.0808038671471344,-0.006629395087570529
Lung6,P6,29,40,902,2182,0.1729490022172949,0.20302474793767186,-0.030075745720376967,-0.06893376263360165,0.006457464926703272
Lung6,P6,30,40,221,1270,1.2171945701357465,0.8393700787401575,0.37782449139558905,0.19601899027327477,0.5751418035415257
Lung9_Rep1,P9,1,40,362,1969,3.027624309392265,4.365667851701371,-1.338043542309106,-1.5864478140458882,-1.081163033932024
Lung9_Rep1,P9,2,40,632,1739,1.9240506329113924,3.3185738930419784,-1.394523260130586,-1.5748621534273297,-1.2043555195041526
Lung9_Rep1,P9,3,40,173,1908,4.086705202312139,4.272536687631027,-0.1858314853188885,-0.5058279862095711,0.1161951200300528
Lung9_Rep1,P9,4,40,248,2059,2.5846774193548385,4.123360854783876,-1.538683435429037,-1.838474527644174,-1.2393899618511963
Lung9_Rep1,P9,5,40,751,805,1.9720372836218376,2.373913043478261,-0.4018757598564233,-0.5882830759815072,-0.21464610333220294
Lung9_Rep1,P9,6,40,467,707,1.8458244111349036,2.6364922206506365,-0.7906678095157329,-1.0087633908695244,-0.5777738824662523
Lung9_Rep1,P9,7,40,432,1375,2.7962962962962963,5.548363636363637,-2.7520673400673403,-3.029540951178451,-2.5243851851851846
Lung9_Rep1,P9,8,40,561,893,1.0106951871657754,2.855543113101904,-1.8448479259361283,-2.076298273559653,-1.6321692985450311
Lung9_Rep1,P9,9,40,756,666,1.7222222222222223,2.433933933933934,-0.7117117117117115,-0.9237156799656797,-0.4902742027742028
Lung9_Rep1,P9,10,40,486,565,2.117283950617284,3.088495575221239,-0.971211624603955,-1.2340144397101134,-0.7324514731053569
Lung9_Rep1,P9,11,40,456,654,1.3530701754385965,2.948012232415902,-1.5949420569773054,-1.8585310035409623,-1.3756478351842913
Lung9_Rep1,P9,12,40,583,618,0.855917667238422,1.5339805825242718,-0.6780629152858498,-0.842265552576507,-0.503696703247903
Lung9_Rep1,P9,13,40,758,592,2.0567282321899736,2.439189189189189,-0.38246095699921545,-0.6318441132425301,-0.14539562237039128
Lung9_Rep1,P9,14,40,609,580,1.4729064039408868,1.8827586206896552,-0.40985221674876837,-0.616531198686371,-0.223951149425287
Lung9_Rep1,P9,15,40,830,952,0.946987951807229,1.8623949579831933,-0.9154070061759644,-1.0510031512605045,-0.7605360306773311
Lung9_Rep1,P9,16,40,648,608,1.5401234567901234,2.5328947368421053,-0.9927712800519819,-1.2354379873294346,-0.7711856319038337
Lung9_Rep1,P9,17,40,951,727,1.2607781282860147,2.2806052269601103,-1.0198270986740956,-1.211659774623686,-0.8056726286816017
Lung9_Rep1,P9,18,40,1030,709,0.8203883495145631,1.3921015514809592,-0.5717132019663961,-0.6891515466882111,-0.44522477987593617
Lung9_Rep1,P9,19,40,807,1172,1.0123915737298637,2.349829351535836,-1.3374377778059725,-1.4801407849829353,-1.180493183577147
Lung9_Rep1,P9,20,40,1195,698,0.5598326359832636,1.1977077363896849,-0.6378751004064213,-0.758972767380801,-0.5279890242294182
Lung9_Rep2,P9,1,40,384,1214,1.7473958333333333,1.9810543657331137,-0.2336585323997804,-0.437385880010983,-0.030362888694398675
Lung9_Rep2,P9,2,40,598,787,0.919732441471572,1.4307496823379924,-0.5110172408664204,-0.6787989826316438,-0.3478159940164801
Lung9_Rep2,P9,3,40,667,794,1.3673163418290855,2.6876574307304786,-1.3203410889013931,-1.5288770444752433,-1.0782334431021265
Lung9_Rep2,P9,4,40,683,1004,0.6076134699853587,1.5189243027888446,-0.9113108328034859,-1.034381653473952,-0.8004464936739134
Lung9_Rep2,P9,5,40,844,810,0.8092417061611374,1.2790123456790123,-0.4697706395178749,-0.5988295009069101,-0.35434614709496226
Lung9_Rep2,P9,6,40,388,665,0.9484536082474226,1.5413533834586466,-0.592899775211224,-0.7665302108363692,-0.3826062902100612
Lung9_Rep2,P9,7,40,578,769,0.8788927335640139,1.2925877763329,-0.413695042768886,-0.5427650051070684,-0.2953755720141648
Lung9_Rep2,P9,8,40,618,722,1.186084142394822,1.763157894736842,-0.57707375234202,-0.7479232220817759,-0.4121590063559511
Lung9_Rep2,P9,9,40,947,1146,0.5353748680042238,1.0200698080279231,-0.4846949400236993,-0.5762157663310795,-0.3896840578588396
Lung9_Rep2,P9,10,40,695,1013,0.6215827338129496,1.0424481737413622,-0.42086543992841263,-0.5133076480572698,-0.33132333619777427
Lung9_Rep2,P9,11,40,583,984,0.9262435677530018,1.3932926829268293,-0.4670491151738275,-0.6400997869862919,-0.3209418448172474
Lung9_Rep2,P9,12,40,408,877,0.9338235294117647,1.6784492588369442,-0.7446257294251795,-0.8934785616070828,-0.5945546034833545
Lung9_Rep2,P9,13,40,488,998,0.6004098360655737,0.812625250501002,-0.21221541443542824,-0.31269229031834156,-0.13315226765005422
Lung9_Rep2,P9,14,40,742,1048,0.5673854447439353,0.6927480916030534,-0.12536264685911813,-0.20131710252875462,-0.05801308100656362
Lung9_Rep2,P9,15,40,770,807,0.5662337662337662,0.7930607187112764,-0.22682695247751017,-0.31939237033103207,-0.14145423968844034
Lung9_Rep2,P9,16,40,450,793,0.9133333333333333,1.5018915510718789,-0.5885582177385456,-0.7455706179066834,-0.41668039792629946
Lung9_Rep2,P9,17,40,613,978,1.6215334420880914,2.2883435582822087,-0.6668101161941173,-0.8212522142935778,-0.5033628489076151
Lung9_Rep2,P9,18,40,559,712,0.4561717352415027,0.7008426966292135,-0.24467096138771083,-0.3356853379831561,-0.13982696327712005
Lung9_Rep2,P9,19,40,742,923,1.0148247978436657,1.2426868905742146,-0.2278620927305488,-0.34905872097607427,-0.10071287667952555
Lung9_Rep2,P9,20,40,1117,951,0.7287376902417189,0.9600420609884333,-0.2313043707467144,-0.31116002379815993,-0.14599229760502772
Lung9_Rep2,P9,21,40,363,624,1.3360881542699725,1.9022435897435896,-0.5661554354736171,-0.7505632151938971,-0.37252794553930907
Lung9_Rep2,P9,22,40,735,882,1.3972789115646258,1.9195011337868482,-0.5222222222222224,-0.7070351473922901,-0.3486961451247166
Lung9_Rep2,P9,23,40,357,490,0.6862745098039216,1.1408163265306122,-0.4545418167266906,-0.6292266906762706,-0.29620548219287707
