sample,patient,fov,radius_um,n_cldn4hi,n_cldn4lo,n_cd8nk,keren_tumor_high,keren_immune_high,homog_high,n_aa_high,n_bb_high,n_ab_high,keren_tumor_low,keren_immune_low,homog_low,n_aa_low,n_bb_low,n_ab_low
Lung5_Rep2,P5,9,20,243,1104,589,2.2525252525252526,0.5617128463476071,0.3101529902642559,198,794,446,0.8374384236453202,2.9974811083123427,0.39561170212765956,2842,794,2380
Lung5_Rep2,P5,9,40,243,1104,589,3.143302180685358,0.6753681392235609,0.35729461756373937,642,2988,2018,1.0091647573422204,3.2429718875502007,0.43491921005386,9602,2988,9690
Lung5_Rep2,P5,9,60,243,1104,589,3.6155115511551155,0.6829800498753117,0.36486261448792673,1212,6416,4382,1.0274944136791995,3.2967581047381547,0.43925738256427294,20586,6416,21152
Lung5_Rep2,P5,9,80,243,1104,589,4.152360515021459,0.7068493150684931,0.37656903765690375,1864,10950,7740,1.033558178752108,3.3583561643835615,0.44144338807260153,35580,10950,36774
Lung5_Rep2,P5,10,20,547,994,409,0.19458896982310095,0.9166666666666666,0.13831360946745563,1922,408,374,0.7304785894206549,4.264705882352941,0.3841059602649007,2382,408,1740
Lung5_Rep2,P5,10,40,547,994,409,0.3483552631578947,1.3524904214559388,0.2169192953707497,6080,1566,2118,0.8060428849902534,4.22477650063857,0.4036607687614399,8208,1566,6616
Lung5_Rep2,P5,10,60,547,994,409,0.4323020625415835,1.571342200725514,0.25319045299561616,12024,3308,5198,0.8394617793759425,4.375453446191052,0.4132594792142531,17242,3308,14474
Lung5_Rep2,P5,10,80,547,994,409,0.4876492383696995,1.7055435565154788,0.2749535747446611,19432,5556,9476,0.8352869435598618,4.4377249820014395,0.41279089234890337,29518,5556,24656
Lung5_Rep2,P5,11,20,521,538,773,0.279045643153527,0.2834562697576396,0.1232813932172319,1928,1898,538,0.8787346221441125,0.5268703898840885,0.24777006937561943,1138,1898,1000
Lung5_Rep2,P5,11,40,521,538,773,0.482907520690896,0.37760270118176703,0.17485342019543973,5558,7108,2684,1.2456803455723542,0.6491277433877322,0.29910540645663164,3704,7108,4614
Lung5_Rep2,P5,11,60,521,538,773,0.6685181511604841,0.44133053954950235,0.210008101202717,10082,15272,6740,1.491324703938309,0.7091409114719749,0.3246013667425968,7262,15272,10830
Lung5_Rep2,P5,11,80,521,538,773,0.8021271333168439,0.4999614584136283,0.2354692321655473,16172,25946,12972,1.7067375886524823,0.7420026208278733,0.34087609334608165,11280,25946,19252
Lung5_Rep2,P5,12,20,433,931,538,0.33535353535353535,0.28970331588132636,0.13452188006482982,990,1146,332,0.48265460030165913,1.1169284467713787,0.2520677432059866,2652,1146,1280
Lung5_Rep2,P5,12,40,433,931,538,0.6301754385964913,0.41458910433979684,0.2000445533526398,2850,4332,1796,0.6034293251264015,1.2673130193905817,0.290169133192389,9098,4332,5490
Lung5_Rep2,P5,12,60,433,931,538,0.829803619561032,0.46155493681730564,0.22874429466086402,5194,9338,4310,0.6993398232068927,1.3386164060826728,0.31476631748589845,17874,9338,12500
Lung5_Rep2,P5,12,80,433,931,538,0.9370325693606755,0.49052791108865873,0.24355678183984447,8290,15836,7768,0.7483888660359248,1.3786309674160142,0.32663076002393776,29172,15836,21832
Lung5_Rep2,P5,13,20,302,1019,633,0.8803418803418803,0.46396396396396394,0.2330316742081448,468,888,412,0.9705882352941176,2.6013513513513513,0.4141269272140552,2380,888,2310
Lung5_Rep2,P5,13,40,302,1019,633,1.5014124293785311,0.6126801152737752,0.3031945236737022,1416,3470,2126,1.1054714784633295,2.736599423631124,0.4405269994433105,8590,3470,9496
Lung5_Rep2,P5,13,60,302,1019,633,1.9213313161875945,0.6934206934206935,0.33754152823920264,2644,7326,5080,1.1632630286798349,2.8457548457548456,0.4522735161402291,17922,7326,20848
Lung5_Rep2,P5,13,80,302,1019,633,2.263366336633663,0.740165128703254,0.35805466363849947,4040,12354,9144,1.203461768021752,2.937833899951433,0.4605486891861026,30158,12354,36294
Lung5_Rep2,P5,14,20,220,1024,477,2.8852459016393444,0.7213114754098361,0.3659043659043659,122,488,352,0.7706342311033884,3.6352459016393444,0.3886941279579316,2302,488,1774
Lung5_Rep2,P5,14,40,220,1024,477,3.3721973094170403,0.7603640040444893,0.38289205702647655,446,1978,1504,0.899736779133764,3.801820020222447,0.4211469534050179,8358,1978,7520
Lung5_Rep2,P5,14,60,220,1024,477,3.8959276018099547,0.8099717779868297,0.4013986013986014,884,4252,3444,0.9252620899560365,3.860771401693321,0.42738870085915126,17742,4252,16416
Lung5_Rep2,P5,14,80,220,1024,477,3.915693904020752,0.8344389165284688,0.40753239740820735,1542,7236,6038,0.9405273243904051,3.9339414040906577,0.4315122483628426,30266,7236,28466
Lung5_Rep2,P5,15,20,268,950,595,1.5071428571428571,0.4647577092511013,0.26211180124223604,280,908,422,1.0214216163583252,2.3105726872246697,0.41462450592885375,2054,908,2098
Lung5_Rep2,P5,15,40,268,950,595,2.47710843373494,0.6275946275946276,0.3336579032781564,830,3276,2056,1.1085534920219722,2.5873015873015874,0.43695226311990926,7646,3276,8476
Lung5_Rep2,P5,15,60,268,950,595,3.1530612244897958,0.7192318882746581,0.369341102644554,1568,6874,4944,1.0869097429766885,2.6453302298516146,0.4351488465588207,16730,6874,18184
Lung5_Rep2,P5,15,80,268,950,595,3.463893249607535,0.7595524956970741,0.3838392624162825,2548,11620,8826,1.1018485977366979,2.698106712564544,0.43894380197687116,28454,11620,31352
Lung5_Rep2,P5,16,20,431,870,838,0.4055045871559633,0.21666666666666667,0.12374020156774916,1090,2040,442,0.5425181278839816,0.8068627450980392,0.24494047619047618,3034,2040,1646
Lung5_Rep2,P5,16,40,431,870,838,0.7345345345345345,0.3156943727413526,0.1808636498077492,3330,7748,2446,0.6753774680603949,0.9006195147134745,0.2784739404581371,10332,7748,6978
Lung5_Rep2,P5,16,60,431,870,838,0.9955710218285353,0.38057806264360866,0.21588804280716198,6322,16538,6294,0.7673750717978174,0.9694037973152739,0.2998765478283641,20892,16538,16032
Lung5_Rep2,P5,16,80,431,870,838,1.181657848324515,0.42581738577784056,0.2383964576579426,10206,28322,12060,0.8302028549962435,1.014405762304922,0.31344781688450546,34606,28322,28730
Lung5_Rep2,P5,17,20,445,1012,544,0.20418006430868169,0.3016627078384798,0.10854700854700855,1244,842,254,0.36704119850187267,1.6294536817102139,0.23051075268817203,3738,842,1372
Lung5_Rep2,P5,17,40,445,1012,544,0.4032837352488456,0.49063670411985016,0.1812312658519714,3898,3204,1572,0.4129560685033507,1.7309612983770286,0.25004508566275924,13430,3204,5546
Lung5_Rep2,P5,17,60,445,1012,544,0.6150997150997151,0.645440956651719,0.23951630796538717,7020,6690,4318,0.47097782408096445,1.8920777279521674,0.273840429214261,26876,6690,12658
Lung5_Rep2,P5,17,80,445,1012,544,0.8325999617371341,0.7827338129496403,0.2874694497655063,10454,11120,8704,0.534328910259374,2.0785971223021584,0.2982759510659165,43258,11120,23114
Lung5_Rep2,P5,18,20,178,889,699,3.7,0.3042763157894737,0.21945432977461446,100,1216,370,1.096133751306165,1.725328947368421,0.40130068859984697,1914,1216,2098
Lung5_Rep2,P5,18,40,178,889,699,5.606451612903226,0.3712088850918411,0.2582466567607727,310,4682,1738,1.2442026910964787,1.856471593336181,0.4269155206286837,6986,4682,8692
Lung5_Rep2,P5,18,60,178,889,699,6.3280757097791795,0.40321608040201007,0.2748698273499589,634,9950,4012,1.3145432530606753,1.9640201005025126,0.44055187339375085,14866,9950,19542
Lung5_Rep2,P5,18,80,178,889,699,6.375680580762251,0.40996615707783873,0.2780812158632154,1102,17138,7026,1.3914838500769044,2.0059516863111213,0.45102463855579755,24706,17138,34378
Lung5_Rep2,P5,19,20,221,973,493,0.8224852071005917,0.41492537313432837,0.2161741835147745,338,670,278,0.7797427652733119,2.8955223880597014,0.38054138877991367,2488,670,1940
Lung5_Rep2,P5,19,40,221,973,493,1.5972222222222223,0.5958549222797928,0.3026315789473684,864,2316,1380,0.8372298191442435,3.2780656303972364,0.40008431703204045,9068,2316,7592
Lung5_Rep2,P5,19,60,221,973,493,2.327433628318584,0.6798793623438173,0.3447673148350448,1356,4642,3156,0.8310369833212473,3.4562688496337786,0.4011802360472094,19306,4642,16044
Lung5_Rep2,P5,19,80,221,973,493,2.9558232931726907,0.7664670658682635,0.3783575375915692,1992,7682,5888,0.8499602907935733,3.6222337932829993,0.4077308560208657,32738,7682,27826
Lung5_Rep2,P5,20,20,130,743,940,3.3,0.14878268710550044,0.12462235649546828,100,2218,330,1.684796044499382,1.2290351668169521,0.41542212740018286,1618,2218,2726
Lung5_Rep2,P5,20,40,130,743,940,4.2560975609756095,0.16034918447048013,0.13384467881112178,328,8706,1396,2.00406053894426,1.2471858488398806,0.43463293571371386,5418,8706,10858
Lung5_Rep2,P5,20,60,130,743,940,4.807807807807808,0.16558072189471507,0.13798155649401017,666,19338,3202,2.140332083556508,1.2398386596338815,0.4397974906449483,11202,19338,23976
Lung5_Rep2,P5,20,80,130,743,940,5.53921568627451,0.16869700226919862,0.14068024500771875,1020,33492,5650,2.1928745626126602,1.234981488116565,0.44135473131589054,18862,33492,41362
Lung5_Rep2,P5,21,20,79,331,714,3.4,0.13097072419106318,0.11198945981554677,50,1298,170,1.8280542986425339,0.6224961479198767,0.31711145996860285,442,1298,808
Lung5_Rep2,P5,21,40,79,331,714,4.859154929577465,0.1377245508982036,0.11811023622047244,142,5010,690,2.1225806451612903,0.656686626746507,0.33401015228426395,1550,5010,3290
Lung5_Rep2,P5,21,60,79,331,714,5.209150326797386,0.151492111765824,0.12832072130091773,306,10522,1594,2.3025261860751693,0.7103212317049991,0.3518501082760569,3246,10522,7474
Lung5_Rep2,P5,21,80,79,331,714,5.813765182186235,0.16178458765209555,0.1359977270574865,494,17752,2872,2.3952879581151834,0.7216088328075709,0.3567251461988304,5348,17752,12810
Lung5_Rep2,P5,22,20,109,326,638,0.3194444444444444,0.09406952965235174,0.06774668630338733,288,978,92,1.0862619808306708,0.6952965235173824,0.29772329246935203,626,978,680
Lung5_Rep2,P5,22,40,109,326,638,0.610705596107056,0.1293147861926842,0.09642719938532462,822,3882,502,1.459205020920502,0.7187017001545595,0.3250232991612302,1912,3882,2790
Lung5_Rep2,P5,22,60,109,326,638,0.8796791443850267,0.16206896551724137,0.12038053421148921,1496,8120,1316,1.879907621247113,0.8019704433497536,0.3598585322723254,3464,8120,6512
Lung5_Rep2,P5,22,80,109,326,638,1.2056338028169014,0.18802167227998243,0.13989976029636086,2130,13658,2568,2.2112784859018926,0.8383365060770245,0.3780624711087631,5178,13658,11450
Lung5_Rep2,P5,23,20,158,401,690,0.5281385281385281,0.21070811744386875,0.13090128755364808,462,1158,244,1.6309148264984228,0.8929188255613126,0.36588818117480537,634,1158,1034
Lung5_Rep2,P5,23,40,158,401,690,0.7758369723435226,0.24315693430656934,0.15621336459554513,1374,4384,1066,2.1400198609731875,0.9831204379562044,0.40250280164363095,2014,4384,4310
Lung5_Rep2,P5,23,60,158,401,690,1.0793787748058672,0.25981308411214954,0.17314878892733565,2318,9630,2502,2.4825641025641025,1.00539979231568,0.41711183870411855,3900,9630,9682
Lung5_Rep2,P5,23,80,158,401,690,1.537766300839251,0.28750754375377185,0.1949901768172888,3098,16570,4764,2.699746353836398,1.027761013880507,0.42673148240954195,6308,16570,17030
Lung5_Rep2,P5,24,20,36,275,564,2.5833333333333335,0.09309309309309309,0.08244680851063829,24,666,62,2.3457943925233646,0.7537537537537538,0.36324167872648333,214,666,502
Lung5_Rep2,P5,24,40,36,275,564,8.235294117647058,0.10802469135802469,0.09635237439779766,34,2592,280,3.2,0.8888888888888888,0.41025641025641024,720,2592,2304
Lung5_Rep2,P5,24,60,36,275,564,15.80952380952381,0.11669595782073813,0.10381488430268918,42,5690,664,3.5546448087431695,0.9145869947275923,0.42110373846900795,1464,5690,5204
Lung5_Rep2,P5,24,80,36,275,564,22.72,0.1160842019211118,0.10353627415238789,50,9786,1136,3.7089125102207685,0.927038626609442,0.4258355238452873,2446,9786,9072
Lung5_Rep2,P5,25,20,36,340,809,,0.09328358208955224,0.08532423208191127,0,1608,150,3.621761658031088,0.8694029850746269,0.41214622641509435,386,1608,1398
Lung5_Rep2,P5,25,40,36,340,809,28.8,0.0973630831643002,0.08845208845208845,20,5916,576,3.6966759002770084,0.9022988505747126,0.4203811623877776,1444,5916,5338
Lung5_Rep2,P5,25,60,36,340,809,37.705882352941174,0.10147221782491689,0.09189964157706093,34,12634,1282,3.855218855218855,0.9062846287794839,0.42322761883640125,2970,12634,11450
Lung5_Rep2,P5,25,80,36,340,809,43.04,0.10073020033701555,0.09131800050920819,50,21364,2152,3.9574989783408254,0.9065718030331399,0.42449480559330205,4894,21364,19368
Lung5_Rep2,P5,26,20,202,489,705,0.8291139240506329,0.1829608938547486,0.13034825870646766,316,1432,262,1.2469879518072289,0.86731843575419,0.33841961852861036,996,1432,1242
Lung5_Rep2,P5,26,40,202,489,705,1.5280898876404494,0.2514792899408284,0.17759206059023244,890,5408,1360,1.3923287671232876,0.9397189349112426,0.3594059405940594,3650,5408,5082
Lung5_Rep2,P5,26,60,202,489,705,2.0478527607361965,0.2903618649965205,0.20274538386783283,1630,11496,3338,1.5918949771689497,0.9704244954766875,0.3761294672960216,7008,11496,11156
Lung5_Rep2,P5,26,80,202,489,705,2.235074626865672,0.3046795523906409,0.21143663960465936,2680,19660,5990,1.721601153984854,0.9713123092573753,0.38308457711442784,11092,19660,19096
Lung5_Rep2,P5,27,20,760,1247,313,0.09917355371900827,0.5094339622641509,0.0766501064584812,2178,424,216,0.2984142239308025,2.9292452830188678,0.21310912834591628,4162,424,1242
Lung5_Rep2,P5,27,40,760,1247,313,0.27934621099554235,1.2207792207792207,0.1852216748768473,6730,1540,1880,0.3419270833333333,3.4103896103896103,0.23708920187793428,15360,1540,5252
Lung5_Rep2,P5,27,60,760,1247,313,0.41373350094280326,1.711963589076723,0.24992880873279544,12728,3076,5266,0.3857051691129547,3.929778933680104,0.2599346292792018,31340,3076,12088
Lung5_Rep2,P5,27,80,760,1247,313,0.5141221003591187,2.1221955128205128,0.2927166224580018,20606,4992,10594,0.42013552758954503,4.346955128205129,0.27699063082382375,51650,4992,21700
Lung5_Rep2,P5,28,20,717,1023,551,0.0898379970544919,0.2230347349177331,0.06018746916625555,2716,1094,244,0.5195071868583162,1.3875685557586837,0.2743043006866643,2922,1094,1518
Lung5_Rep2,P5,28,40,717,1023,551,0.2159090909090909,0.4578313253012048,0.12794612794612795,8448,3984,1824,0.6002405773857258,1.5030120481927711,0.30018046921997193,9976,3984,5988
Lung5_Rep2,P5,28,60,717,1023,551,0.3742299794661191,0.7185805815672746,0.197480698902885,15584,8116,5832,0.7006692354491989,1.7028092656481024,0.3317330772923668,19724,8116,13820
Lung5_Rep2,P5,28,80,717,1023,551,0.5402308606348667,0.9507094846900672,0.25621930601400855,23564,13390,12730,0.7819427148194271,1.8757281553398057,0.35561974343726105,32120,13390,25116
Lung5_Rep2,P5,29,20,715,941,452,0.17019607843137255,0.6235632183908046,0.11793478260869565,2550,696,434,0.4569805194805195,1.617816091954023,0.26271581894540363,2464,696,1126
Lung5_Rep2,P5,29,40,715,941,452,0.2782348541510845,0.8122270742358079,0.17166589755422243,8022,2748,2232,0.5531070956368445,1.826783114992722,0.29802897174067916,9076,2748,5020
Lung5_Rep2,P5,29,60,715,941,452,0.388023493360572,1.1030852994555354,0.2230295024218406,15664,5510,6078,0.6268608760843954,2.1245009074410164,0.3261632766787406,18674,5510,11706
Lung5_Rep2,P5,29,80,715,941,452,0.4649756557248312,1.339289753449446,0.2565869301438724,25468,8842,11842,0.6615777706802939,2.3426826509839405,0.3403213616797555,31310,8842,20714
Lung5_Rep2,P5,30,20,195,495,966,0.3711340206185567,0.13043478260869565,0.08801955990220049,776,2208,288,1.670428893905192,0.6702898550724637,0.3235679930039353,886,2208,1480
Lung5_Rep2,P5,30,40,195,495,966,0.633276740237691,0.1720479704797048,0.11916932907348243,2356,8672,1492,1.9502487562189055,0.7232472324723247,0.345374449339207,3216,8672,6272
Lung5_Rep2,P5,30,60,195,495,966,0.9253196930946291,0.19577922077922078,0.13911104275607505,3910,18480,3618,2.12192118226601,0.7458874458874459,0.35562435500515993,6496,18480,13784
Lung5_Rep2,P5,30,80,195,495,966,1.2866666666666666,0.22073961113229126,0.15854326396495072,5400,31476,6948,2.214180478821363,0.7639471343245647,0.36223675092645596,10860,31476,24046
Lung5_Rep3,P5,1,20,214,761,362,0.25957446808510637,0.24110671936758893,0.1111111111111111,470,506,122,0.793010752688172,2.3320158102766797,0.37177063642091995,1488,506,1180
Lung5_Rep3,P5,1,40,214,761,362,0.44285714285714284,0.4064362336114422,0.17487179487179488,1540,1678,682,0.8725782414307004,2.7914183551847436,0.39931798806479113,5368,1678,4684
Lung5_Rep3,P5,1,60,214,761,362,0.6480117820324006,0.5759162303664922,0.23366967604885822,2716,3056,1760,0.8981925488749539,3.18717277486911,0.4120135363790186,10844,3056,9740
Lung5_Rep3,P5,1,80,214,761,362,0.7918326693227091,0.691304347826087,0.2695829094608342,4016,4600,3180,0.893569095618876,3.4495652173913043,0.4151101344634542,17758,4600,15868
Lung5_Rep3,P5,2,20,295,809,404,0.30859375,0.2532051282051282,0.12210200927357033,512,624,158,0.41944194419441944,1.4935897435897436,0.2466913710958179,2222,624,932
Lung5_Rep3,P5,2,40,295,809,404,0.5330739299610895,0.38232558139534883,0.18210013291980506,1542,2150,822,0.48058001035732784,1.7265116279069768,0.2732224348594141,7724,2150,3712
Lung5_Rep3,P5,2,60,295,809,404,0.6604026845637584,0.45179063360881544,0.2115219260533104,2980,4356,1968,0.5381451505904206,1.862258953168044,0.29453198750998477,15074,4356,8112
Lung5_Rep3,P5,2,80,295,809,404,0.698547215496368,0.47153364205938436,0.21967005076142132,4956,7342,3462,0.5793273174733388,1.9237265050394987,0.30807485931160844,24380,7342,14124
Lung5_Rep3,P5,3,20,450,1131,176,0.11764705882352941,1.0704225352112675,0.09583858764186633,1292,142,152,0.2693282636248416,5.985915492957746,0.20491803278688525,3156,142,850
Lung5_Rep3,P5,3,40,450,1131,176,0.19758909853249476,1.737327188940092,0.15067945643485212,3816,434,754,0.2938811188811189,7.746543778801843,0.2206615909687582,11440,434,3362
Lung5_Rep3,P5,3,60,450,1131,176,0.2702205882352941,2.1201923076923075,0.19333625602805787,6528,832,1764,0.3014106050305914,8.526442307692308,0.2254783548407603,23536,832,7094
Lung5_Rep3,P5,3,80,450,1131,176,0.30416156670746636,2.2154531946508174,0.21101047268610246,9804,1346,2982,0.30362201537838934,8.918276374442794,0.22697878455545892,39536,1346,12004
Lung5_Rep3,P5,4,20,493,1055,435,0.24853801169590642,0.568561872909699,0.1474414570685169,1368,598,340,0.6547528517110266,2.879598662207358,0.3478787878787879,2630,598,1722
Lung5_Rep3,P5,4,40,493,1055,435,0.4179389312977099,0.7398648648648649,0.2107795957651588,4192,2368,1752,0.7356199403493822,2.916385135135135,0.37005679991426427,9388,2368,6906
Lung5_Rep3,P5,4,60,493,1055,435,0.5100250626566416,0.8172690763052208,0.23899001761597183,7980,4980,4070,0.773142509135201,3.059036144578313,0.38163234630993537,19704,4980,15234
Lung5_Rep3,P5,4,80,493,1055,435,0.5686795994993742,0.8518865713616124,0.25430250454736253,12784,8534,7270,0.7754303599374022,3.019217248652449,0.38156024167752634,33228,8534,25766
Lung5_Rep3,P5,5,20,457,1127,319,0.20250521920668058,0.3943089430894309,0.11800486618004866,958,492,194,0.37436224489795916,2.386178861788618,0.2444814660558101,3136,492,1174
Lung5_Rep3,P5,5,40,457,1127,319,0.34278180619644033,0.593607305936073,0.17851012701682115,3034,1752,1040,0.4206204379562044,2.6312785388127855,0.26613555016741713,10960,1752,4610
Lung5_Rep3,P5,5,60,457,1127,319,0.4471658502449265,0.7257240204429302,0.21672036628794303,5716,3522,2556,0.4522348059133742,2.9704713231118682,0.28185785872083624,23134,3522,10462
Lung5_Rep3,P5,5,80,457,1127,319,0.5553292600135777,0.8404109589041096,0.2505871540896559,8838,5840,4908,0.46527742653381216,3.1503424657534245,0.28846033239259955,39542,5840,18398
Lung5_Rep3,P5,6,20,134,779,780,2.136986301369863,0.21024258760107817,0.16065911431513905,146,1484,312,1.2281722933643773,1.4218328840970351,0.39721385542168675,1718,1484,2110
Lung5_Rep3,P5,6,40,134,779,780,4.08235294117647,0.2427422175585869,0.1864088100993822,340,5718,1388,1.5282017252820173,1.6110528156698147,0.4395457581830327,6028,5718,9212
Lung5_Rep3,P5,6,60,134,779,780,5.621527777777778,0.26091861402095085,0.19958086785009863,576,12410,3238,1.6911955815464588,1.6778404512489928,0.45718426137361673,12312,12410,20822
Lung5_Rep3,P5,6,80,134,779,780,6.658256880733945,0.26964517926806614,0.20581354129741228,872,21532,5806,1.7771754912399573,1.7053687534831878,0.46531667384747954,20662,21532,36720
Lung5_Rep3,P5,7,20,675,1128,280,0.06042884990253411,0.3069306930693069,0.04806201550387597,2052,404,124,0.22240618101545254,1.995049504950495,0.16673562267273478,3624,404,806
Lung5_Rep3,P5,7,40,675,1128,280,0.1203847347192057,0.49363867684478374,0.08824198317034342,6446,1572,776,0.278330344040437,2.1717557251908395,0.19789009969858568,12266,1572,3414
Lung5_Rep3,P5,7,60,675,1128,280,0.16822726551341058,0.6370192307692307,0.11745152354570637,12602,3328,2120,0.3133408071748879,2.3515625,0.21660669803487406,24976,3328,7826
Lung5_Rep3,P5,7,80,675,1128,280,0.20202507232401157,0.7368976433345058,0.13685654559707341,20740,5686,4190,0.32414159462983533,2.3608863876187125,0.2217963122067279,41414,5686,13424
Lung5_Rep3,P5,8,20,776,1078,124,0.041666666666666664,1.1956521739130435,0.03870513722730472,2640,92,110,0.19292803970223324,6.760869565217392,0.1579481970543423,3224,92,622
Lung5_Rep3,P5,8,40,776,1078,124,0.0781506688570758,1.9821428571428572,0.06992860142797144,8522,336,666,0.2052874378992193,6.886904761904762,0.16621175118517453,11272,336,2314
Lung5_Rep3,P5,8,60,776,1078,124,0.1096951524237881,2.5823529411764707,0.09520711342441987,16008,680,1756,0.22229995627459553,7.476470588235294,0.17755116295313264,22870,680,5084
Lung5_Rep3,P5,8,80,776,1078,124,0.13900870839098234,3.247148288973384,0.11762275325390813,24574,1052,3416,0.22828021355767675,8.047528517110266,0.18165822676165136,37086,1052,8466
Lung5_Rep3,P5,9,20,263,1005,442,0.540650406504065,0.5341365461847389,0.21178343949044587,492,498,266,0.6731748726655348,3.1847389558232932,0.3572072072072072,2356,498,1586
Lung5_Rep3,P5,9,40,263,1005,442,1.0504587155963303,0.7355460385438972,0.301978021978022,1308,1868,1374,0.7376570915619389,3.519271948608137,0.3788175636740809,8912,1868,6574
Lung5_Rep3,P5,9,60,263,1005,442,1.5346358792184724,0.9037656903765691,0.36256819135543433,2252,3824,3456,0.7586424293369759,3.776150627615063,0.38715212611936295,19034,3824,14440
Lung5_Rep3,P5,9,80,263,1005,442,1.8080180688876342,1.033903777849532,0.39677819083023547,3542,6194,6404,0.7820802005012532,4.0303519535033905,0.3957639747614065,31920,6194,24964
Lung5_Rep3,P5,10,20,562,888,333,0.16116248348745046,0.6321243523316062,0.11380597014925373,1514,386,244,0.47036328871892924,2.5492227979274613,0.28422876949740034,2092,386,984
Lung5_Rep3,P5,10,40,562,888,333,0.2859581732821169,0.9266943291839558,0.17933618843683083,4686,1446,1340,0.583943661971831,2.867219917012448,0.326662464544595,7100,1446,4146
Lung5_Rep3,P5,10,60,562,888,333,0.35285220397579947,1.0771767810026385,0.20997814067120998,9256,3032,3266,0.624710214100641,3.021767810026385,0.34110201042442295,14666,3032,9162
Lung5_Rep3,P5,10,80,562,888,333,0.4015489629824101,1.1972602739726028,0.2311819830713422,15236,5110,6118,0.6623450750163079,3.179256360078278,0.3540667770900532,24528,5110,16246
Lung5_Rep3,P5,11,20,355,576,698,0.27788649706457924,0.2002820874471086,0.10425844346549193,1022,1418,284,0.8700147710487445,0.8307475317348378,0.29822784810126585,1354,1418,1178
Lung5_Rep3,P5,11,40,355,576,698,0.5386684599865501,0.2767795438838977,0.15457352373600927,2974,5788,1602,1.1126205083260299,0.8773324118866621,0.329099157485418,4564,5788,5078
Lung5_Rep3,P5,11,60,355,576,698,0.7816742081447964,0.3321583079634674,0.18903884734634324,5304,12482,4146,1.2669039145907472,0.9126742509213267,0.34661960688857785,8992,12482,11392
Lung5_Rep3,P5,11,80,355,576,698,0.9671692607003891,0.3777186817361573,0.21361048447738748,8224,21058,7954,1.4109050028105676,0.9535568430050337,0.3626512551923424,14232,21058,20080
Lung5_Rep3,P5,12,20,184,1475,264,0.1328125,0.10828025477707007,0.056291390728476824,256,314,34,0.160062893081761,3.2420382165605095,0.13234529381175247,6360,314,1018
Lung5_Rep3,P5,12,40,184,1475,264,0.6065573770491803,0.30528052805280526,0.1687956204379562,610,1212,370,0.2066216469705496,3.6353135313531353,0.16353648578427735,21324,1212,4406
Lung5_Rep3,P5,12,60,184,1475,264,0.874113475177305,0.37662337662337664,0.2083685545224007,1128,2618,986,0.23080555293228822,3.73414820473644,0.17855707762557077,42356,2618,9776
Lung5_Rep3,P5,12,80,184,1475,264,1.1575829383886256,0.4529439035697728,0.24560080442433382,1688,4314,1954,0.2500216431477794,4.016689847009736,0.19052645467739807,69306,4314,17328
Lung5_Rep3,P5,13,20,301,1166,286,0.2715654952076677,0.7456140350877193,0.166015625,626,228,170,0.34743742550655543,5.114035087719298,0.24547368421052632,3356,228,1166
Lung5_Rep3,P5,13,40,301,1166,286,0.49823321554770317,1.0071428571428571,0.25,1698,840,846,0.3838450172385487,5.566666666666666,0.2642106452706521,12182,840,4676
Lung5_Rep3,P5,13,60,301,1166,286,0.6810228802153432,1.1447963800904977,0.29923122412773506,2972,1768,2024,0.41477902740377,5.92420814479638,0.2793513628847282,25252,1768,10474
Lung5_Rep3,P5,13,80,301,1166,286,0.8250868055555556,1.2432962720732506,0.33153121730031393,4608,3058,3802,0.44146445295870584,6.103989535644212,0.29162890978970724,42282,3058,18666
Lung5_Rep3,P5,14,20,219,1081,301,1.2911392405063291,1.1724137931034482,0.3805970149253731,158,174,204,0.4265785609397944,6.67816091954023,0.28620689655172415,2724,174,1162
Lung5_Rep3,P5,14,40,219,1081,301,2.134259259259259,1.392749244712991,0.4573412698412698,432,662,922,0.5003073140749846,7.377643504531722,0.3190488633394304,9762,662,4884
Lung5_Rep3,P5,14,60,219,1081,301,2.360869565217391,1.4856361149110806,0.4769433465085639,920,1462,2172,0.5291617240015817,7.322845417236662,0.3304320987654321,20232,1462,10706
Lung5_Rep3,P5,14,80,219,1081,301,2.329145728643216,1.4338747099767981,0.4702003550595993,1592,2586,3708,0.5385684503127172,7.192575406032483,0.3337999353935609,34536,2586,18600
Lung5_Rep3,P5,15,20,351,915,330,0.18078175895765472,0.8222222222222222,0.12906976744186047,1228,270,222,0.5749202975557917,4.007407407407407,0.33457019171304886,1882,270,1082
Lung5_Rep3,P5,15,40,351,915,330,0.2472952086553323,0.9523809523809523,0.1641025641025641,3882,1008,960,0.6438713416401043,4.408730158730159,0.3597215476768658,6902,1008,4444
Lung5_Rep3,P5,15,60,351,915,330,0.3269656699889258,1.0736363636363637,0.20040726285423383,7224,2200,2362,0.674444139445512,4.467272727272727,0.36947368421052634,14572,2200,9828
Lung5_Rep3,P5,15,80,351,915,330,0.4050934408208135,1.1919137466307277,0.23215035699286013,10916,3710,4422,0.69260731964619,4.601078167115903,0.375775987320037,24646,3710,17070
Lung5_Rep3,P5,16,20,337,895,531,0.273542600896861,0.3505747126436782,0.1331877729257642,892,696,244,0.4444444444444444,1.9080459770114941,0.2649640861931365,2988,696,1328
