sample,patient,radius_um,keren_immune_high,keren_tumor_high,homog_high,n_ab_high,n_aa_high,n_bb_high,keren_immune_low,keren_tumor_low,homog_low,n_ab_low,n_aa_low,n_bb_low,delta_keren_immune,delta_homog
Lung12,P12,20,0.3036117381489842,0.4766967924862662,0.15645902402140405,5380,11286,17720,1.7256207674943567,0.60245094176058,0.3087003048842046,30578,50756,17720,-1.4220090293453724,-0.15224128086280053
Lung13,P13,20,0.27722772277227725,0.2332373508844097,0.11242750210677638,4536,19448,16362,0.9649187140936316,0.5475480335714781,0.25888757706939525,15788,28834,16362,-0.6876909913213544,-0.14646007496261887
Lung5_Rep1,P5,20,0.28284463061690784,0.2268978157934932,0.11182204825172193,5942,26188,21008,1.556073876618431,0.5414223723872934,0.2865633437357551,32690,60378,21008,-1.273229246001523,-0.17474129548403317
Lung5_Rep2,P5,20,0.2854889589905363,0.35034066274388354,0.1359226217295966,9050,25832,31700,1.3746372239747635,0.7293542663944029,0.32273259172579283,43576,59746,31700,-1.0891482649842272,-0.18680996999619623
Lung5_Rep3,P5,20,0.27881948296904474,0.19111719522397141,0.10184397163120568,5026,26298,18026,1.7672251192721624,0.4631309606885322,0.2684509463536312,31856,68784,18026,-1.4884056363031177,-0.16660697472242553
Lung6,P6,20,1.1341301460823374,0.05329173166926677,0.04843466424682396,1708,32050,1506,5.227091633466135,0.031984137947847005,0.03081017612524462,7872,246122,1506,-4.092961487383798,0.01762448812157934
Lung9_Rep1,P9,20,0.8302893494767084,0.24506359781950332,0.15910967792677652,8092,33020,9746,3.1245639236609892,0.5018788318280704,0.30188155520748655,30452,60676,9746,-2.2942745741842807,-0.14277187728071003
Lung9_Rep2,P9,20,1.8810615989515072,0.2520193151887621,0.181832578468945,11482,45560,6104,5.742136304062909,0.3676547716449535,0.256799132524471,35050,95334,6104,-3.8610747051114025,-0.07496655405552602
Lung12,P12,40,0.39493403073668126,0.7032967032967034,0.20185938931527012,26880,38220,68062,1.848755546413564,0.6823012688428587,0.332609063418554,125830,184420,68062,-1.4538215156768828,-0.1307496741032839
Lung13,P13,40,0.5139410649663967,0.4600481273523786,0.19533409308235417,29824,64828,58030,1.1841805962433225,0.7065972936289228,0.30677678571428574,68718,97252,58030,-0.6702395312769258,-0.11144269263193157
Lung5_Rep1,P5,40,0.3936092955700799,0.39022815859380816,0.16384863963306578,31436,80558,79866,1.6812410788070018,0.6296553341148886,0.3141720676665341,134274,213250,79866,-1.287631783236922,-0.15032342803346832
Lung5_Rep2,P5,40,0.38833004712094377,0.5902372123736476,0.189776253470521,46480,78748,119692,1.484827724492865,0.8456911729716869,0.35014697653891924,177722,210150,119692,-1.096497677371921,-0.16037072306839825
Lung5_Rep3,P5,40,0.37870062219649836,0.32206142941523924,0.1482446501195156,26172,81264,69110,1.892085081753726,0.5414934322770867,0.2962733031838244,130762,241484,69110,-1.5133844595572277,-0.1480286530643088
Lung6,P6,40,1.95266507557677,0.07703533990333312,0.06899799007688308,9818,127448,5028,7.48170246618934,0.03868429387640935,0.03705907503039163,37618,972436,5028,-5.52903739061257,0.03193891504649145
Lung9_Rep1,P9,40,1.051655409146274,0.30923890923890923,0.19287788631425032,37990,122850,36124,3.503986269516111,0.5509907368714305,0.3225492444512397,126578,229728,36124,-2.452330860369837,-0.1296713581369894
Lung9_Rep2,P9,40,2.1194728628402983,0.2934412061266625,0.20493260009389042,48892,166616,23068,5.955262701577944,0.3909012787607346,0.2683764490757563,137376,351434,23068,-3.8357898387376452,-0.06344384898186589
