sample,patient,radius_um,keren_immune_high,keren_tumor_high,homog_high,n_ab_high,n_aa_high,n_bb_high,keren_immune_low,keren_tumor_low,homog_low,n_ab_low,n_aa_low,n_bb_low,delta_keren_immune,delta_homog
Lung12,P12,60,0.46789456612182156,0.8720004205324993,0.23342550182578045,66354,76094,141814,1.9520075591972583,0.7216874882682962,0.3450733721260714,276822,383576,141814,-1.4841129930754366,-0.11164787030029097
Lung13,P13,60,0.7273996208857487,0.6770008019246191,0.2596146158151435,84422,124700,116060,1.3751507840772015,0.825198544010589,0.34024917495970736,159600,193408,116060,-0.6477511631914528,-0.08063455914456386
Lung5_Rep1,P5,60,0.46371960920651006,0.5186171264382966,0.1966691990883282,78696,151742,169706,1.7510636041153524,0.6735250787606809,0.32724577736371824,297166,441210,169706,-1.2873439949088423,-0.13057657827539004
Lung5_Rep2,P5,60,0.4548753587438628,0.7811070230935281,0.2232821316857735,115068,147314,252966,1.5584940268652705,0.9172351216788424,0.3660485482325502,394246,429820,252966,-1.1036186681214077,-0.1427664165467767
Lung5_Rep3,P5,60,0.44751486976140015,0.42927782587025526,0.17972499533238884,65458,152484,146270,1.9749230874410337,0.5827086779360149,0.3103207495686886,288872,495740,146270,-1.5274082176796335,-0.13059575423629977
Lung6,P6,60,2.5635303578608766,0.09338381767049449,0.0826543245888675,25502,273088,9948,9.19501407318054,0.043665429021241736,0.041649023020064124,91472,2094838,9948,-6.631483715319662,0.04100530156880337
Lung9_Rep1,P9,60,1.2160119265575142,0.3700198965380024,0.22099849318128884,92986,251300,76468,3.700868337082178,0.5779479638933137,0.3332815153463679,282998,489660,76468,-2.4848564105246638,-0.11228302216507907
Lung9_Rep2,P9,60,2.3208489903786598,0.32925986244712885,0.22381420760675216,112408,341396,48434,6.12970227526118,0.40592245408033517,0.2757354375289076,296886,731386,48434,-3.8088532848825203,-0.05192122992215545
Lung12,P12,80,0.525686815511959,1.0072815140359697,0.2567364805376784,124224,123326,236308,2.024603483589214,0.7461408658059968,0.35283905530021886,478430,641206,236308,-1.498916668077255,-0.09610257476254047
Lung13,P13,80,0.9242300588462695,0.8813837031878834,0.3108910104282933,172136,195302,186248,1.5559576478673596,0.9199400661557899,0.36633816063590946,289794,315014,186248,-0.63172758902109,-0.05544715020761615
Lung5_Rep1,P5,80,0.5108733533142817,0.6144218759168756,0.21810353036398694,146590,238582,286940,1.801679793685091,0.700947479173898,0.33538162120081744,516974,737536,286940,-1.2908064403708093,-0.1172780908368305
Lung5_Rep2,P5,80,0.5059486449267895,0.9317513305557712,0.24692986466715436,216034,231858,426988,1.6102326060685546,0.9636137864534864,0.3761111566970269,687550,713512,426988,-1.104283961141765,-0.12918129202987252
Lung5_Rep3,P5,80,0.49468295558229103,0.5108055828844903,0.20083592853630552,122530,239876,247694,2.0243122562516653,0.6077004559480496,0.31851774681456846,501410,825094,247694,-1.5296293006693742,-0.11768181827826293
Lung6,P6,80,3.125962031811185,0.10513328242759953,0.09232214632889717,48740,463602,15592,10.903283735248845,0.04758516564566232,0.045235220271713596,170004,3572626,15592,-7.77732170343766,0.04708692605718357
Lung9_Rep1,P9,80,1.3594439370249392,0.4301142680818342,0.24627154483400732,175632,408338,129194,3.823985634007771,0.5947540257338778,0.3398038085517021,494036,830656,129194,-2.464541696982832,-0.0935322637176948
Lung9_Rep2,P9,80,2.5124169723406364,0.36283363220192777,0.24072561302854864,202742,558774,80696,6.301848914444334,0.41606313591632493,0.28072815517901917,508534,1222252,80696,-3.7894319421036977,-0.04000254215047053
