sample,patient,n_high,n_low,mean_high_20,mean_low_20,median_high_20,median_low_20,delta_mean_20,mean_high_40,mean_low_40,median_high_40,median_low_40,delta_mean_40,mean_high_60,mean_low_60,median_high_60,median_low_60,delta_mean_60,mean_high_80,mean_low_80,median_high_80,median_low_80,delta_mean_80
Lung5_Rep1,P5,10142,23959,0.29294024847170186,0.682207103802329,0.0,0.0,-0.3892668553306271,1.5497929402484718,2.8021620267957763,1.0,2.0,-1.2523690865473045,3.879708144350227,6.201552652447932,2.0,5.0,-2.321844508097705,7.2268783277460065,10.788722400767979,5.0,9.0,-3.5618440730219723
Lung5_Rep2,P5,10209,23488,0.4432363600744441,0.9276226158038147,0.0,1.0,-0.48438625572937055,2.2764227642276422,3.7832510217983653,1.0,3.0,-1.506828257570723,5.6356156332647664,8.392498297002724,4.0,7.0,-2.756882663737958,10.580566167107454,14.636197207084468,8.0,13.0,-4.055631039977014
Lung5_Rep3,P5,9811,25573,0.2561410661502395,0.6228444062096743,0.0,0.0,-0.3667033400594348,1.3338089899092855,2.556641770617448,0.0,2.0,-1.2228327807081625,3.3359494445010704,5.647988112462363,2.0,4.0,-2.3120386679612923,6.244521455509123,9.803503695303641,4.0,8.0,-3.5589822397945188
Lung6,P6,17592,56257,0.048544793087767164,0.06996462662424231,0.0,0.0,-0.021419833536475148,0.2790472942246476,0.3343406153900848,0.0,0.0,-0.055293321165437226,0.724818099135971,0.8129832731926694,0.0,0.0,-0.08816517405669844,1.385288767621646,1.510958636258599,0.5,1.0,-0.12566986863695284
Lung9_Rep1,P9,12735,19996,0.3177071063996859,0.7614522904580916,0.0,0.0,-0.4437451840584057,1.491558696505693,3.1650830166033206,1.0,3.0,-1.6735243200976275,3.650804868472713,7.076365273054611,3.0,7.0,-3.425560404581898,6.8956419316843345,12.353370674134826,5.0,12.0,-5.457728742450492
Lung9_Rep2,P9,23343,39248,0.24594096731354154,0.4465195678760701,0.0,0.0,-0.20057860056252858,1.0472518528038384,1.7501019160211986,1.0,1.0,-0.7028500632173602,2.4077453626354797,3.7821799836934367,2.0,3.0,-1.374434621057957,4.342672321466821,6.47847024052181,3.0,5.0,-2.1357979190549896
Lung12,P12,7575,21278,0.3551155115511551,0.718535576651941,0.0,0.0,-0.3634200651007859,1.7742574257425743,2.9568098505498637,1.0,2.0,-1.1825524248072894,4.37980198019802,6.504887677413291,3.0,5.0,-2.1250856972152707,8.19960396039604,11.242363004041733,6.0,9.0,-3.0427590436456935
Lung13,P13,8827,13346,0.25693893735130846,0.5914880863179979,0.0,0.0,-0.3345491489666894,1.689362184207545,2.5744792447175184,1.0,2.0,-0.8851170605099734,4.7820324005891015,5.979319646335981,4.0,5.0,-1.197287245746879,9.750538121672143,10.8569608871572,8.0,9.0,-1.106422765485057
