cohort	predictor	endpoint	n_unadjusted	unadj_rho	unadj_p	unadj_ci_lo	unadj_ci_hi	n_partial	partial_rho	partial_p	note
NSCLC	CLDN4	CD8A	188	-0.07432631337512438	0.3107177342450628	-0.2128944662628002	0.07089039105936175	188	-0.016216163615160685	0.8256528585680722	
NSCLC	CLDN4	CD274	188	-0.055395723731143	0.4502116493266	-0.2070942883890325	0.10436934409641987	188	-0.011364743522589045	0.8773152748056324	
NSCLC	CLDN4	ImmuneScore	188	-0.041608648617409566	0.5707483399817026	-0.1762001097849089	0.09919172935796046	188	0.14096334149881726	0.05431206104967438	
NSCLC	CLDN4	StromalScore	188	-0.13022410769594747	0.07487532714397285	-0.2697322618913335	0.01718529640915432	188	-0.17150175304415916	0.01892821329515758	
NSCLC	CLDN4	TumorPurity	188	0.08402819541743195	0.2515960303146226	-0.06045506987889698	0.21714280802893107	188			
NSCLC	CD8A	ImmuneScore	188	0.8245787031769508	6.871702996180597e-48	0.7608249412220526	0.8673772395182398	188	0.525485423188436	1.1472184233123037e-14	positive control
NSCLC	CD274	CD8A	188	0.5781252539700599	3.709503679495746e-18	0.4503691724510635	0.6905375428200149	188	0.29949116754473487	3.127167907081314e-05	
NSCLC	CD8A	TumorPurity	188	-0.7594305291426693	1.4434696927819736e-36	-0.8130616506851515	-0.6872807265757772	188			
NSCLC	CD274	TumorPurity	188	-0.5463756102053974	5.045423760162802e-16	-0.6475615789867926	-0.4154837705231806	188			
ADC	CLDN4	CD8A	85	-0.3450850107484854	0.0012190455256313286	-0.5402310762549373	-0.15537790054094172	85	-0.1413327682777103	0.19971115518352103	
ADC	CLDN4	CD274	85	-0.10293140512018761	0.34854116888149966	-0.33588935180233687	0.13436652865936044	85	0.10679800178900765	0.33358286583184293	
ADC	CLDN4	ImmuneScore	85	-0.33068204025796366	0.0019944899499546123	-0.5143234179351189	-0.13896699728859724	85	-0.026219621916093144	0.812853252547832	
ADC	CLDN4	StromalScore	85	-0.3178815712331444	0.0030304187472623006	-0.5104940560335232	-0.11170269293212076	85	0.008821276198253482	0.9365248180915728	
ADC	CLDN4	TumorPurity	85	0.340297049052179	0.0014395322354849628	0.14256187885394012	0.5306609963504911	85			
ADC	CD8A	ImmuneScore	85	0.8468243111197966	1.792034884234728e-24	0.779260251537468	0.8927214154504434	85	0.610985951200449	6.740986542506937e-10	positive control
ADC	CD274	CD8A	85	0.6298612468243111	1.0611371617230482e-10	0.43525189601160913	0.7809727727354139	85	0.3911453471564926	0.0002342377445616398	
ADC	CD8A	TumorPurity	85	-0.7604651162790698	3.1167698004470994e-17	-0.8217641603291025	-0.6683341342391922	85			
ADC	CD274	TumorPurity	85	-0.5491108071135431	5.279792185567096e-08	-0.6989942912301508	-0.34804715386451895	85			
SQC	CLDN4	CD8A	61	-0.15748281332628236	0.22546831034975354	-0.3892340894212171	0.09474019816979293	61	0.05391024882172007	0.6824660155570271	
SQC	CLDN4	CD274	61	-0.13410893707033314	0.30281330882831864	-0.40765730222403723	0.15647786274955505	61	0.01476991843109641	0.9108181049591888	
SQC	CLDN4	ImmuneScore	61	-0.20285563194077205	0.1168981753831878	-0.42854779471736404	0.05021634522160412	61	0.2688454475779262	0.03779506176378724	
SQC	CLDN4	StromalScore	61	-0.3323109465891062	0.008882222409556075	-0.5422685067441334	-0.08500406692877477	61	-0.2840797204018461	0.02782677594938235	
SQC	CLDN4	TumorPurity	61	0.27377049180327867	0.032764832010632516	0.023002690243213202	0.4898850990103978	61			
SQC	CD8A	ImmuneScore	61	0.7525647805393971	2.6812328767264434e-12	0.6030213599428285	0.8456916635655057	61	0.37929700161434965	0.002801040897539221	positive control
SQC	CD274	CD8A	61	0.5656266525647804	2.0341215902624895e-06	0.3079436733765043	0.7680171669699388	61	0.31399013391183006	0.014560536994441063	
SQC	CD8A	TumorPurity	61	-0.7088313061872025	1.6376889327747383e-10	-0.82675734973928	-0.5395979662581271	61			
SQC	CD274	TumorPurity	61	-0.5337387625594923	9.445073805356756e-06	-0.7093164282318779	-0.2886912574614244	61			
BAS	CLDN4	CD8A	39	-0.11801619433198382	0.4742764460543415	-0.4029649536826676	0.19870739573814572	39	0.26621859093003497	0.10618788488759963	
BAS	CLDN4	CD274	39	0.03137651821862348	0.8496087680033834	-0.2677408797547798	0.3320079778009838	39	0.24600760651561504	0.13653407806200718	
BAS	CLDN4	ImmuneScore	39	-0.32732793522267206	0.04194432870050769	-0.5647619300239242	-0.017491289809044543	39	-0.04524339363973123	0.7873753458148972	
BAS	CLDN4	StromalScore	39	-0.3244939271255061	0.043858929328572806	-0.5708720429417636	-0.011039335443754777	39	-0.043273714607322745	0.7964325222046434	
BAS	CLDN4	TumorPurity	39	0.3311740890688259	0.0394549663746821	0.03259960770318848	0.5763766785057438	39			
BAS	CD8A	ImmuneScore	39	0.8485829959514171	8.948107785229212e-12	0.7035000088043426	0.924994661538332	39	0.44992851908927306	0.0045938548214772505	positive control
BAS	CD274	CD8A	39	0.5461538461538462	0.00032237471566161797	0.28951415292500515	0.7465774231077067	39	0.2672719414085316	0.10475997585323395	
BAS	CD8A	TumorPurity	39	-0.805668016194332	6.148722444992874e-10	-0.8939897031715204	-0.6404987216859429	39			
BAS	CD274	TumorPurity	39	-0.5087044534412954	0.0009436568580817453	-0.7419616735150313	-0.2241794350914548	39			
LCNE	CLDN4	CD8A	56	-0.28776486671223517	0.031509145367789766	-0.5378327972075834	-0.022137426740446445	56	-0.32466391966885433	0.015589903304383222	
LCNE	CLDN4	CD274	56	-0.09460013670539988	0.48798733188893206	-0.3544200565883141	0.1940720064598915	56	-0.028676599293223082	0.8353623182660591	
LCNE	CLDN4	ImmuneScore	56	-0.15160628844839374	0.2646827677747544	-0.39023454425577353	0.12469105424045443	56	-0.19671585838952768	0.15001374473508874	
LCNE	CLDN4	StromalScore	56	-0.05809979494190021	0.6705943113036172	-0.31150345890390974	0.22651892880740127	56	0.10108387684012485	0.46275171985600766	
LCNE	CLDN4	TumorPurity	56	0.10451127819548872	0.44334676127977557	-0.18303295174482842	0.3512004612146535	56			
LCNE	CD8A	ImmuneScore	56	0.8297334244702667	2.7309594833348955e-15	0.687215250286281	0.9103196990921781	56	0.5423146054951578	1.8959620953374853e-05	positive control
LCNE	CD274	CD8A	56	0.710868079289132	8.338472068071117e-10	0.5408367151964486	0.8234449259298942	56	0.36455163546260616	0.006212496670545592	
LCNE	CD8A	TumorPurity	56	-0.7654818865345181	6.375959628242056e-12	-0.8663733179244494	-0.601707282836805	56			
LCNE	CD274	TumorPurity	56	-0.7141490088858511	6.424820996313939e-10	-0.8291900327317328	-0.5441692720109049	56			
NSCLC_plus_LCNE	CLDN4	CD8A	244	-0.11342907533383723	0.07698869923674505	-0.23482526418198138	0.018847124727897752	244	-0.10668251962672105	0.09707968467549359	
NSCLC_plus_LCNE	CLDN4	CD274	244	-0.03926826346810734	0.5415467977816133	-0.17472142564533757	0.0952480119211631	244	-0.005620600693317356	0.9305400341088418	
NSCLC_plus_LCNE	CLDN4	ImmuneScore	244	-0.034277949188175574	0.5941403310798529	-0.15697413930249612	0.09521331602689712	244	0.08147172161653149	0.20566534335079947	
NSCLC_plus_LCNE	CLDN4	StromalScore	244	-0.0841463968708309	0.19020137274569007	-0.2057427783970705	0.04504646916412676	244	-0.09908142217871947	0.12347379496720173	
NSCLC_plus_LCNE	CLDN4	TumorPurity	244	0.05758067647216748	0.37048592277748416	-0.07291183097607265	0.18098953833882547	244			
NSCLC_plus_LCNE	CD8A	ImmuneScore	244	0.8168758699593984	9.270758317703465e-60	0.7636250102357356	0.8584734810300354	244	0.5223634602016218	2.05392146492999e-18	positive control
NSCLC_plus_LCNE	CD274	CD8A	244	0.6130527985328922	1.4142089431699094e-26	0.5091922332285569	0.7061112316428548	244	0.3012445644825375	1.7243785049403024e-06	
NSCLC_plus_LCNE	CD8A	TumorPurity	244	-0.7531863747320422	6.474367433793814e-46	-0.8040163120575313	-0.6867811135516537	244			
NSCLC_plus_LCNE	CD274	TumorPurity	244	-0.6043269766923162	1.105145446248445e-25	-0.6952197065492135	-0.5097980318425152	244			
