gsm	histo	histo_raw	CLDN4	CD8A	CD274	CLDN4_log2p1	CD8A_log2p1	CD274_log2p1	ESTIMATE_StromalScore	ESTIMATE_ImmuneScore	ESTIMATE_Score	ESTIMATE_TumorPurity	in_primary_nsclc
GSM748095	SQC	SQC	9.052123	6.239709	5.9892874	3.3294283244621377	2.855931709367293	2.8051453716389028	2427.368924925892	4556.264389927503	6983.633314853394	-0.059272474226933165	True
GSM748097	SQC	SQC	9.731377	5.092396	4.1536837	3.4237633027255834	2.6070097186913532	2.3656039965603037	-120.04211375601562	1220.7078644705584	1100.6657507145428	0.7203065563056067	True
GSM748098	SQC	SQC	8.30775	5.7505116	7.5988207	3.2184324614304223	2.7549968436173544	3.104138812497869	983.7755387663447	2259.9757774224245	3243.751316188769	0.47032945009646415	True
GSM748099	SQC	SQC	8.222112	7.778828	7.56667	3.205097186988551	3.134028348479435	3.0987345149451886	4185.641908341593	6074.693028343072	10260.334936684665	-0.5143838684194949	True
GSM748100	ADC	ADC	9.815806	7.6779075	7.1787252	3.435069274646354	3.117347208187092	3.0318759909711024	1971.936663282056	5484.253517862617	7456.190181144673	-0.12831832718420141	True
GSM748101	ADC	ADC	8.647916	8.175629	7.319785	3.270217346405598	3.1978070597625488	3.056546246702715	4466.147681325992	7283.859365051008	11750.007046377	-0.6881640575612235	True
GSM748102	ADC	ADC	7.251491	9.78648	7.0632653	3.0446548301405056	3.4311522354256434	3.0113641908796596	4164.733516418022	6922.744626579528	11087.47814299755	-0.6144621487063389	True
GSM748103	ADC	ADC	9.2165575	7.6320667	6.76595	3.35283725257981	3.1097060125770244	2.9571624186828753	5256.016866722296	6613.715207003119	11869.732073725416	-0.7008082163529875	True
GSM748104	ADC	ADC	9.078437	6.7242484	5.994915	3.3332000127736685	2.949394559897814	2.806306526321616	2979.315105909983	5360.700184697094	8340.015290607076	-0.25554209693806934	True
GSM748105	SQC	SQC	10.293905	7.380574	6.644919	3.4974724959725303	3.0670490599859135	2.9345012159199735	3295.186397792528	5652.09947913816	8947.285876930688	-0.3405940512357595	True
GSM748106	SQC	SQC	7.317908	6.7765985	4.660735	3.0562207281824207	2.9591392554347857	2.500989387334754	1891.4737968815807	3486.1850635293936	5377.658860410975	0.17551728477940692	True
GSM748108	ADC	ADC	8.168573	8.054413	7.7111588	3.196697209717227	3.178621113904372	3.122864645783195	4274.870552254224	7655.783629995752	11930.654182249975	-0.7071593526024833	True
GSM748109	SQC	SQC	7.628148	8.482742	7.624574	3.109050923488953	3.2453042846312896	3.1084531984285375	4978.896612005908	7258.26036805711	12237.156980063017	-0.7382441430595442	True
GSM748110	SQC	SQC	8.596285	7.9604287	6.4667253	3.2624760048573744	3.1635677577927597	2.900475655425037	2913.500373598924	5042.382933551574	7955.883307150498	-0.2006508689741182	True
GSM748111	ADC	ADC	9.470428	8.364557	8.488099	3.388248511449979	3.227210747909875	3.246119063221175	4124.935486587026	6285.5277559884435	10410.46324257547	-0.5331555741275568	True
GSM748112	SQC	SQC	7.191902	4.823662	5.329988	3.0341984564317	2.5419266252697184	2.662202764684122	3314.789096871213	4143.503639906568	7458.292736777781	-0.12862440040455073	True
GSM748113	ADC	ADC	9.850214	6.453034	4.280907	3.439651592275468	2.8978278411056944	2.4007857348916066	1034.7283373384869	2303.075303692564	3337.8036410310506	0.45810153102877793	True
GSM748115	SQC	SQC	7.560444	7.1450777	6.3197775	3.097685626064058	3.0259284614113207	2.871799795432094	4385.326619304237	5695.431533087824	10080.758152392062	-0.49160268785658906	True
GSM748116	ADC	ADC	8.9084835	8.7775955	7.5383973	3.3086642688702206	3.2894797221577656	3.0939652941625204	3469.1676464896086	6422.745042486096	9891.912688975704	-0.46727751228652287	True
GSM748117	SQC	SQC	9.370425	8.373716	7.4852448	3.374403114672856	3.2286210854507784	3.084956282237172	545.7772029718369	4935.450462406007	5481.2276653778445	0.16053088094478532	True
GSM748119	SQC	SQC	7.9687743	6.6055703	6.1672	3.1649108355193953	2.927056431793767	2.841409613338105	2790.912188265437	4909.284997986313	7700.19718625175	-0.16374972920512063	True
GSM748120	SQC	SQC	7.7924876	6.5666623	5.0302024	3.1362713952266277	2.9196570591136526	2.5922064261014457	1967.0009950972199	3151.524297598926	5118.525292696146	0.21282861100216613	True
GSM748121	ADC	ADC	8.458279	7.9476457	5.982972	3.2415776989938254	3.1615081311206796	2.8038411878815213	3067.6243209971435	5932.524299853541	9000.148620850685	-0.3478794165199164	True
GSM748122	ADC	ADC	7.7287426	7.4719734	5.0915527	3.1257738445308583	3.0826980596149127	2.606810009260547	3140.5998157628646	4399.452414740737	7540.052230503602	-0.14051650645715374	True
GSM748123	ADC	ADC	8.8817425	7.9139137	7.870221	3.3047654623009866	3.1560589935751215	3.148970049467956	4132.420395316337	6476.79242753725	10609.212822853588	-0.5576070155252856	True
GSM748124	ADC	ADC	7.8874483	9.135696	7.5737114	3.151769262321301	3.3413732543653127	3.099919855363854	3332.8260589092906	6444.35210476423	9777.178163673521	-0.45232202296173063	True
GSM748125	ADC	ADC	9.147739	9.258824	8.543586	3.343086413740837	3.358793454817895	3.2545314603946633	4544.099461841426	7350.350717520729	11894.450179362155	-0.7033918667661262	True
GSM748126	ADC	ADC	8.720998	7.4147944	6.2228284	3.281104434791932	3.072928022390158	2.8525638952288763	2374.541875552745	5315.997857117201	7690.539732669946	-0.16235109789476398	True
GSM748127	ADC	ADC	7.314736	8.720409	7.559444	3.0556704574347058	3.2810170185489262	3.097517085820976	4915.750228482428	6972.0464235746185	11887.796652057046	-0.7026973188045831	True
GSM748128	ADC	ADC	8.763831	8.250999	7.1881695	3.28744732404451	3.209609168280174	3.033540967319602	4664.660835209558	6687.790588924902	11352.45142413446	-0.6446757546353648	True
GSM748130	ADC	ADC	9.055696	6.447439	5.632009	3.3299410354066064	2.8967444017902935	2.7294459646512985	1469.7614194920297	4261.696357130035	5731.457776622065	0.12417624579664074	True
GSM748131	ADC	ADC	8.74368	8.815346	7.936193	3.2844667533187617	3.295039124918741	3.1596603448561487	3465.783617083281	7611.209792462451	11076.993409545732	-0.6132472037216813	True
GSM748132	SQC	SQC	8.1258335	7.4481573	8.353811	3.1899563321842246	3.0786366971273806	3.2255542784342706	4541.371101427836	6239.8390014626	10781.210102890436	-0.5783849163775941	True
GSM748133	SQC	SQC	6.832547	7.9701796	8.157833	2.9694815216615678	3.165136870923289	3.1950062566178605	5627.866772243578	6581.434628487501	12209.30140073108	-0.7354798952177156	True
GSM748134	ADC	ADC	8.444285	7.531506	6.63984	3.2394415784029262	3.092800431690757	2.933542424435938	5135.274616751139	7207.549358635868	12342.823975387008	-0.7486174024952484	True
GSM748135	ADC	ADC	8.434675	7.1716413	5.2333794	3.237972821592125	3.0306258773373056	2.6400145262961185	1575.4813657892485	3623.6686896420415	5199.15005543129	0.2012503367599208	True
GSM748136	SQC	SQC	7.40258	6.8120947	5.8681765	3.0708323733326037	2.9657094380101987	2.779927114529745	3408.3214526522165	4601.543941996701	8009.865394648918	-0.20840728197121125	True
GSM748137	ADC	ADC	8.700922	8.047812	6.146531	3.2781218711775586	3.177568952594145	2.837243112720522	3716.845237847637	6420.373662640295	10137.218900487933	-0.49880288576182386	True
GSM748138	ADC	ADC	9.227684	7.5522356	7.952843	3.354407586989849	3.096301597477225	3.162345886924152	2139.1638682757143	5651.389674000347	7790.553542276062	-0.17681917909047337	True
GSM748139	ADC	ADC	8.431149	8.875638	6.601328	3.237433545621629	3.3038739542230453	2.9262514885094766	4320.548925822685	6659.9449917987295	10980.493917621414	-0.6019972442420031	True
GSM748140	ADC	ADC	9.662493	6.3463674	5.2914867	3.4144728892920204	2.8770310486565163	2.6534009712029816	1557.314384926596	2942.824885605515	4500.139270532111	0.30052293076690023	True
GSM748141	SQC	SQC	8.649324	7.264468	7.3828263	3.270427875436815	3.046921953399694	3.0674367357559835	3381.22175057999	6067.326338968579	9448.548089548569	-0.4087902776648889	True
GSM748142	ADC	ADC	8.854881	6.9234242	6.765221	3.3008384504928703	2.9861240425207254	2.9570269846340738	3080.1800274453726	5451.542355939395	8531.722383384767	-0.28264339227771307	True
GSM748143	ADC	ADC	9.891083	7.555637	6.5070825	3.4450755164392364	3.096875272894558	2.9082523377573617	2819.1696868906165	4350.421110046493	7169.590796937109	-0.08649542004559863	True
GSM748145	SQC	SQC	7.5743346	7.6524625	7.164787	3.100024717171418	3.1131107837260283	3.029415249773258	2606.063234598595	4265.222133233527	6871.285367832122	-0.04280277963430999	True
GSM748146	ADC	ADC	8.934416	8.670137	8.43857	3.312435160361931	3.2735363289803496	3.238568299186364	3910.040418509423	6992.460919687738	10902.501338197162	-0.5928164625488636	True
GSM748147	ADC	ADC	9.791061	6.438664	5.7847223	3.431764815522848	2.8950435334770575	2.7622897670646442	2060.79698276063	4285.908045027725	6346.705027788355	0.034179790056937207	True
GSM748148	SQC	SQC	7.184353	9.709599	10.096401	3.032868371423242	3.4208325570911193	3.4720199244908256	3477.860967395958	7227.993529448029	10705.854496843987	-0.5693262834220203	True
GSM748149	LCC	LCC	8.055598	9.025587	9.685676	3.1788099148527413	3.3256148041058675	3.417606273919093	4244.00897863715	6498.534757495261	10742.543736132411	-0.5737455329585105	True
GSM748150	ADC	ADC	8.315598	7.212854	5.785759	3.219648383653549	3.037883651497387	2.7625101928430285	3822.846440819198	5611.739737954567	9434.586178773765	-0.40691903744611346	True
GSM748151	SQC	SQC	7.7460456	6.7084036	5.840306	3.128630870340269	2.9464321108753073	2.7740608652877725	3130.1832501598574	5702.210339668774	8832.393589828633	-0.3246898546629501	True
GSM748152	ADC	ADC	8.06319	8.651075	6.9332585	3.1800189296490333	3.2706896481621897	2.9879135590202544	3372.3181203829295	6880.608177220666	10252.926297603595	-0.5134509659276696	True
GSM748154	SQC	SQC	8.205461	5.3478208	4.562284	3.2024899720651603	2.6662614012354013	2.4756774079229174	2514.6652388118823	3232.5091671333953	5747.174405945278	0.1218867544182219	True
GSM748155	SQC	SQC	8.426277	7.2428317	5.7422323	3.236688076924512	3.0431400385916194	2.753226335462798	1500.2333470243968	3366.5651784253387	4866.798525449735	0.2487791352692746	True
GSM748156	SQC	SQC	6.9815626	6.659982	6.1537895	2.9966712194528764	2.9373410020012445	2.838707667707746	3372.4471324038395	5237.290674545469	8609.73780694931	-0.2936094334525304	True
GSM748157	ADC	ADC	9.851301	6.4071703	5.5361595	3.4397961176241134	2.8889225069252307	2.708443189580804	1315.5086130463023	4009.494294538693	5325.002907584995	0.18312126255642058	True
GSM748159	SQC	SQC	10.492923	6.5954905	5.600439	3.5226738607829335	2.925143133794915	2.7225619823590343	893.6601134953831	3567.2626216332537	4460.922735128637	0.30600835555280137	True
GSM748160	LCC	LCC	9.006038	8.0265255	5.289139	3.322798931273995	3.1741707708144413	2.652862521801882	167.5047777490323	3617.5871967963567	3785.091974545389	0.3987941474300341	True
GSM748161	ADC	ADC	8.507461	7.2621427	6.114737	3.2490601158730112	3.0465159779868745	2.8308104277554738	4080.012237655543	5723.7546048763925	9803.766842531935	-0.4557993973403785	True
GSM748162	ADC	ADC	8.049605	9.2708	8.363535	3.1778548223640435	3.3604766534745827	3.2270532909374023	3191.1361478922427	6659.787638107678	9850.92378599992	-0.46194966169144247	True
GSM748163	SQC	SQC	8.981167	6.2042274	5.4218817	3.319208505611032	2.8488437203439294	2.682996088857622	2900.3498194411013	3880.499269122483	6780.849088563584	-0.02953656700980153	True
GSM748164	ADC	ADC	8.620805	6.796076	5.8152747	3.266157613425569	2.962748154768285	2.7687718082176778	3601.930685014273	5261.235664299245	8863.166349313518	-0.3289588786058766	True
GSM748165	SQC	SQC	8.596405	8.092716	7.6931925	3.262494045413952	3.1847112927103085	3.119886091664946	4554.43479509922	6705.4291714669525	11259.863966566172	-0.634226993318474	True
GSM748166	ADC	ADC	8.018299	7.771192	6.716374	3.1728553430499757	3.13277291742837	2.9479230701455825	4909.020147075124	6768.1753611451695	11677.195508220295	-0.6803702480404742	True
GSM748167	ADC	ADC	8.784495	6.056023	6.644693	3.2904973920072482	2.8188552635501756	2.934458566168068	2464.290446355179	4865.766848484109	7330.057294839287	-0.10993560019353796	True
GSM748169	ADC	ADC	8.522953	7.781058	7.113683	3.251409012382634	3.1343947756827184	3.0203569378335837	4963.822886462142	6689.237442805317	11653.06032926746	-0.6777696031808688	True
GSM748170	ADC	ADC	9.422268	8.779968	6.017397	3.3815973529559735	3.289829744695215	2.810935983293589	4595.389841696502	6004.15141663863	10599.541258335132	-0.5564279758553129	True
GSM748171	ADC	ADC	9.476296	6.194735	7.6709585	3.3890568225463964	2.8469415498944763	3.1161914798097703	3041.0570752898675	5089.054356130833	8130.111431420701	-0.2256370730313104	True
GSM748172	SQC	SQC	8.173463	5.7171135	6.042196	3.197466456808127	2.7478414065361587	2.816025381176185	209.19414644641915	2092.972369380505	2302.1665158269243	0.5874286249254188	True
GSM748173	ADC	ADC	8.709593	8.113813	7.858768	3.279410823019554	3.1880547692071497	3.1471060753178457	5738.429199705381	6098.706183339027	11837.135383044408	-0.6973869598037974	True
GSM748175	ADC	ADC	7.723742	9.1075535	6.597548	3.1249471036759893	3.3373619348047034	2.925533884475205	5970.705930835628	7363.9394372855395	13334.645368121168	-0.836882084816979	True
GSM748177	SQC	SQC	8.286422	5.4098783	9.362131	3.2151228423383347	2.680296965634463	3.373248822524078	2616.639146071968	3794.107307929925	6410.746454001893	0.024783372449337652	True
GSM748178	ADC	ADC	10.1389675	7.8017144	6.9035873	3.477543606590061	3.1377845596001612	2.982507615977746	3128.108248235491	5585.015960769116	8713.124209004607	-0.3080821196258744	True
GSM748179	ADC	ADC	10.03219	6.2960777	9.440777	3.46364730363374	2.867121093648458	3.3841571757927107	418.0545214001477	3168.95733522154	3587.0118566216875	0.42528557473961515	True
GSM748180	ADC	ADC	9.035328	7.482783	6.407751	3.327015866170862	3.084537656487799	2.8890356054687474	2606.03819886599	5978.1029692955	8584.14116816149	-0.29001568056002563	True
GSM748181	ADC	ADC	9.106432	7.149143	6.4178114	3.3372018493539626	3.02664834711551	2.890993587368599	3182.0510162612327	5480.452699237241	8662.503715498475	-0.301004599804188	True
GSM748182	SQC	SQC	8.108043	6.3807807	6.0466075	3.1871411026010525	2.883773425018551	2.8169288573842084	1098.3963593263652	3451.6877987373055	4550.084158063671	0.29352248074188725	True
GSM748183	SQC	SQC	7.876821	7.6106734	6.2022476	3.1500431057788423	3.1061260683829683	2.848447197577613	4807.533892636832	5469.220919113495	10276.754811750328	-0.5164493040112077	True
GSM748185	ADC	ADC	7.04799	8.794752	8.666485	3.008628512529204	3.2920089643765125	3.272991381434499	3477.7120220908632	5838.301109509701	9316.013131600565	-0.39095922588891135	True
GSM748186	ADC	ADC	10.003703	9.283947	9.335163	3.4599172005220233	3.3623221750262755	3.369489237152151	2729.540095128179	6615.590007748357	9345.130102876536	-0.39488949775597876	True
GSM748187	ADC	ADC	6.9331517	8.580427	8.490622	2.98789413687896	3.260089958367927	3.2465026422420804	5855.025003413601	7843.751305994238	13698.776309407838	-0.8649307270510624	True
GSM748188	ADC	ADC	8.852561	6.712649	5.8076043	3.300498776525003	2.947226455832191	2.7671471811163064	3591.9412320175	5531.187849550605	9123.129081568106	-0.3647463733154477	True
GSM748189	ADC	ADC	8.213628	10.111943	8.762358	3.203769350341805	3.4740391988668	3.2872296584468597	3949.0144113368015	8096.247229883505	12045.261641220306	-0.7189535306974068	True
GSM748191	SQC	SQC	7.894337	8.00583	6.1303635	3.1528870683973143	3.170859244671567	2.8339756259370312	3675.9766608334903	5204.914424811996	8880.891085645486	-0.3314147437698397	True
GSM748192	SQC	SQC	8.09042	7.1668935	8.17997	3.1843469520562557	3.0297874144283874	3.1984894389417033	2108.054965633104	3624.408578874162	5732.463544507265	0.12402975205439247	True
GSM748193	SQC	SQC	7.7269506	7.239767	8.004891	3.125477630626004	3.042603542178252	3.170708813087554	3359.548684174536	5081.727880232446	8441.276564406982	-0.2698838042722433	True
GSM748195	SQC	SQC	8.536213	6.4123135	6.068618	3.2534164600672555	2.889923900702821	2.8214281783387456	2516.18679956056	4556.538725443288	7072.725525003848	-0.07232174391310423	True
GSM748196	BAS	BAS	8.30389	7.0728774	6.528707	3.217834039911666	3.0130829821546987	2.9124021139193204	3334.8397365531587	4085.0496019591765	7419.889338512336	-0.12303203878343912	True
GSM748197	LCNE	LCNE	7.6348195	6.9934688	4.2968287	3.1101660203510035	2.9988217027221973	2.4051288524796206	1897.006565154078	2964.346217549309	4861.352782703387	0.24955329550882072	False
GSM748198	LCNE	LCNE	8.571226	7.804935	7.3276477	3.258703734620817	3.138312353798245	3.0579090369113793	2816.016659233368	5203.90539518231	8019.922054415678	-0.20985084113398442	False
GSM748199	LCNE	LCNE	8.927328	6.385106	5.5454974	3.3114054599606044	2.8846186284479987	2.7105028284191257	2805.4345570505284	3884.9665137562124	6690.401070806741	-0.016263426518308265	False
GSM748200	LCNE	LCNE	7.493983	8.395606	7.069836	3.0864412212541588	3.231986215929486	3.0125393544955124	3379.8908551282902	6844.448473542363	10224.339328670652	-0.5098455869028372	False
GSM748201	LCNE	LCNE	7.7635784	7.1820045	6.2907004	3.1315200805331016	3.032454330690381	2.8660574174422924	636.3804950523125	2909.061668112119	3545.442163164432	0.4308002479719138	False
GSM748202	LCNE	LCNE	8.765751	5.6278853	4.835775	3.287730993657862	2.7285486359701934	2.544924260801766	1174.253988326693	2194.297092308945	3368.551080635638	0.4540849470091506	False
GSM748203	LCNE	LCNE	5.5060587	6.84438	5.0783916	2.7017838389509574	2.9716594247239296	2.6036896233924356	20.24360550960887	2358.9583172121297	2379.201922721739	0.5782400483026721	False
GSM748206	LCNE	LCNE	4.860733	5.341047	5.099204	2.5510811133389746	2.6647210701750828	2.6086209705138033	-589.1367114528673	927.4712412384728	338.33452978560547	0.7932606066210675	False
GSM748207	LCNE	LCNE	6.028085	8.075954	6.4765263	2.813131639885975	3.1820492969630867	2.9023681292321855	2730.1301760025153	4837.521605849202	7567.651781851718	-0.1445264407443152	False
GSM748210	LCNE	LCNE	7.99531	7.100971	7.4457655	3.169173001071664	3.0180948429264567	3.078228190700223	2465.942823031083	4604.955396748853	7070.898219779936	-0.0720542164966623	False
GSM748211	LCNE	LCNE	8.28087	8.160316	6.686924	3.2142600516733584	3.1953973672926854	2.9424064047243563	4259.8371216134765	5755.272201902407	10015.109323515884	-0.48318835085230405	False
GSM748212	LCNE	LCNE	9.178392	5.9176607	4.1186233	3.347437754840917	2.79028425360215	2.3557558365267486	699.7931906406611	1857.8423259411306	2557.6355165817918	0.5566749954393565	False
GSM748214	LCNE	LCNE	7.920085	6.2560368	9.405105	3.1570574577346164	2.8591817727135793	3.379219618558877	1047.2236217977943	2664.4364254439256	3711.66004724172	0.40865552721409554	False
GSM748216	LCNE	LCNE	6.2039714	8.315435	7.3683915	2.8487924537094758	3.2196231398260418	3.0649503470313624	2215.698626625073	6258.848394126254	8474.547020751326	-0.27458306359300916	False
GSM748217	LCNE	LCNE	9.616638	5.535577	4.4529157	3.4082550711394295	2.7083146114287158	2.447027852113699	819.8639873675902	2725.7446829392984	3545.6086703068886	0.43077819084244756	False
GSM748229	LCNE	LCNE	7.3010592	8.746713	7.8350163	3.053295433458552	3.284915763669075	3.1432327964528937	3510.5853647602707	5918.291144186695	9428.876508946967	-0.40615330810126654	False
GSM748239	ADC	ADC	6.501651	8.080974	9.457639	2.90720814592643	3.182847045270487	3.3864852688939773	2544.173280656581	4992.090506295786	7536.263786952368	-0.13996590262407982	True
GSM748240	ADC	ADC	8.642422	5.7338123	5.631961	3.2693955705747184	2.751423507676811	2.7294355229265417	2706.0694485826257	3858.20726361851	6564.2767122011355	0.002249447356588351	True
GSM748242	ADC	ADC	8.412932	7.82571	6.9355865	3.234644172794474	3.1417123432310206	2.9883368531011136	4046.670679922855	5864.1404246329785	9910.811104555833	-0.46972829454580556	True
GSM748243	ADC	ADC	7.8020086	7.306138	6.1512566	3.137832781317927	3.0541778412139187	2.8381967707442954	4404.198036801312	5718.720576163634	10122.918612964946	-0.4969824516011618	True
GSM748264	ADC	ADC	9.108065	6.298119	6.5293865	3.3374349415755398	2.8675246750810928	2.9125323178234135	3235.5977412397424	5810.826958519409	9046.42469975915	-0.3542398506104263	True
GSM748271	ADC	ADC	8.123887	6.6330824	5.6953573	3.189648578878333	2.932265765471901	2.7431610475112915	769.3713346344714	3767.9005732892756	4537.271907923747	0.29531980998888036	True
