subset	gene_x	gene_y	n	rho	p	ci_low	ci_high	rho_adj_epithelial	p_adj_epithelial	verdict	note
NSCLC_all	TACSTD2	CD8A	196	-0.08544175186669749	0.2337666579080535	-0.2214520976538156	0.06530903978844503	-0.04888116504203593	0.4973877916200675	NO_EVIDENCE	companion only; not the claim
NSCLC_all	TACSTD2	CD274	196	0.06993282279721728	0.3300614211392634	-0.06559023814046966	0.21502176221938143	0.11361541108574871	0.11376885614145553	NO_EVIDENCE	companion only; not the claim
LUAD	TACSTD2	CD8A	106	-0.12435700430763032	0.2040527803657388	-0.3085552228209427	0.07567748299439071	0.06413610543868807	0.5156907847258774	NO_EVIDENCE	companion only; not the claim
LUAD	TACSTD2	CD274	106	0.157548429352344	0.10676236401781525	-0.03461561988814506	0.3455107226749112	0.2217575107886883	0.02299469522281573	OPPOSITE	companion only; not the claim
LUSC	TACSTD2	CD8A	66	-0.006241519674355497	0.96033118759863	-0.24650600762846125	0.2560823299809451	-0.01944551740824466	0.8778089663972092	NO_EVIDENCE	companion only; not the claim
LUSC	TACSTD2	CD274	66	-0.1738231917336395	0.1627698394144284	-0.40854827742018246	0.09642205817200863	-0.1924509544267434	0.12456785128000743	NO_EVIDENCE	companion only; not the claim
LCC	TACSTD2	CD8A	24	-0.005217391304347826	0.9806966832535792	-0.394052163849364	0.4116911140695572	-0.014557477264751845	0.9474374751079655	UNDERPOWERED	companion only; not the claim
LCC	TACSTD2	CD274	24	0.11565217391304347	0.5904783168868414	-0.30375335491972816	0.5481738104101864	0.15013563991571496	0.49412453368723724	UNDERPOWERED	companion only; not the claim
