gene	probe	is_named	is_collapse	mean_rma
CLDN4	1569421_at	False	False	5.453251185010204
CLDN4	201428_at	True	True	9.036538676846938
CD8A	205758_at	True	True	7.69546681775
CD274	223834_at	True	False	6.484805822193879
CD274	227458_at	False	True	7.96379283880102
TACSTD2	202285_s_at	False	False	5.766688547479592
TACSTD2	202286_s_at	True	True	12.575840205913265
TACSTD2	202287_s_at	False	False	4.997684888948979
TACSTD2	227128_s_at	False	False	5.452032931163266
