gene	unit	stratum	n_arms	n_R	n_NR	rho	abs_rho	spearman_p	cliff_R_vs_NR	abs_cliff	cliff_eligible	OR_response_given_high_gene	OR_low	OR_high	fisher_p	OR_eligible	a_high_R	b_high_NR	c_low_R	d_low_NR	median_R	median_NR
Tacstd2	arm	pan-cancer	62	41	21	0.05240744455963944	0.05240744455963944	0.685817981866025	0.06387921022067355	0.06387921022067355	True	0.8658008658008657	0.30212612258866184	2.4811199137590227	1.0	True	20	11	21	10	0.34704131928100046	0.42800483053675253
Tacstd2	arm	Colorectal	9	8	1	-0.5477225575051661	0.5477225575051661	0.12687036692367107			False					False	4	1	4	0	0.2463924798945385	0.460429307496847
Tacstd2	arm	Gastric	5	4	1	0.7071067811865475	0.7071067811865475	0.18169011381620942			False					False	0	0	0	0	5.164627468505969	1.27678568719933
Tacstd2	arm	Liver	2	1	1						False					False	0	0	0	0	0.0604735557997394	0.0738270869335435
Tacstd2	arm	Lung	2	1	1						False					False	0	0	0	0	0.29875589613712	0.297849969636445
Tacstd2	arm	Mammary	29	17	12	0.008368274087557229	0.008368274087557229	0.9656354386485285	0.009803921568627416	0.009803921568627416	True	1.125	0.2563367668315857	4.937352591450608	1.0	True	9	6	8	6	1.46919348992629	1.359733109320095
Tacstd2	arm	Melanoma	13	9	4	0.2749207073845788	0.2749207073845788	0.36331992364990146	0.33333333333333326	0.33333333333333326	True	1.25	0.11800727709409327	13.2407088653875	1.0	True	5	2	4	2	0.1621063958169895	0.01255855279410825
Tacstd2	arm	Sarcoma	2	1	1						False					False	0	0	0	0	0.9763494979905245	0.668633588210434
Tacstd2	study	pan-cancer	22	11	11	-0.059218383605903	0.059218383605903	0.7934949674128627			False	3.0625	0.5389552505770577	17.402012949976896	0.3948559180757324	True	7	4	4	7		
Cldn4	arm	pan-cancer	63	42	21	-0.07788361756887807	0.07788361756887807	0.5440329650302723	-0.09523809523809523	0.09523809523809523	True	0.6818181818181818	0.23733070782907478	1.9587689992171358	0.595034599017261	True	20	12	22	9	0.46327475029903475	0.802872662137829
Cldn4	arm	Colorectal	9	8	1	-0.4125143236626951	0.4125143236626951	0.2698650128645064			False					False	4	1	4	0	0.15413456534515751	0.379810127166109
Cldn4	arm	Gastric	5	4	1	0.7071067811865475	0.7071067811865475	0.18169011381620942			False					False	0	0	0	0	3.818367145866195	1.091529689442325
Cldn4	arm	HeadNeck	1	1	0						False					False	0	0	0	0	6.56575765761271	
Cldn4	arm	Liver	2	1	1						False					False	0	0	0	0	0.813119939123847	0.991084062016367
Cldn4	arm	Lung	2	1	1						False					False	0	0	0	0	0.138449148826943	0.20070759537315302
Cldn4	arm	Mammary	29	17	12	-0.19247030401381626	0.19247030401381626	0.3171726086178195	-0.22549019607843135	0.22549019607843135	True	0.6349206349206349	0.14289880506221136	2.821046771332489	0.7103816512796233	True	8	7	9	5	4.09155284944799	5.679002845455715
Cldn4	arm	Melanoma	13	9	4	0.5810872031479765	0.5810872031479765	0.03727753826744754	0.6666666666666667	0.6666666666666667	True					False	9	4	0	0	0.0450009312387138	0.0
Cldn4	arm	Sarcoma	2	1	1						False					False	0	0	0	0	0.0693390930473855	0.16738151036613774
Cldn4	study	pan-cancer	23	12	11	-0.051610987847575014	0.051610987847575014	0.8150859943682841			False	3.5	0.6283014498508332	19.497010555853898	0.2203467551428246	True	8	4	4	7		
