term	es	nes	nom_p	n_set_in_rank	mean_stat	lead_genes	n_lead	contrast	accession	anchor	rank_metric	n_genes_ranked	n_q4	n_q1	n_total	headline	fdr	direction
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.43648569244661584	1.3772489899525897	0.000999000999000999	198	3.097836181377334	PARP14,LY6E,TRIM14,TDRD7,HERC6,TRIM26,HELZ2,CMPK2,TRAFD1,PLA2G4A,USP18,MX2,MVP,OAS3,DDX60,CASP7,IFIH1,ZNFX1,PELI1,CASP3,CASP8,IRF2,PARP12,UPP1,IDO1	119	GSE285029_CLDN4_Q4_vs_Q1	GSE285029	CLDN4	welch_t_Q4_minus_Q1	20062	59	59	234	True	0.0014985014985014985	UP_in_CLDN4_Q4
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	0.5088238411665987	1.3675974271155895	0.04895104895104895	21	2.9436292296242117	TAP2,TAPBP,HLA-A,TAPBPL,ERAP1,HLA-F,HLA-E,IRF1,CANX,HLA-C,B2M,HLA-B,PDIA3,TAP1,NLRC5,PSMB9,CALR,PSMB8	18	GSE285029_CLDN4_Q4_vs_Q1	GSE285029	CLDN4	welch_t_Q4_minus_Q1	20062	59	59	234	True	0.04895104895104895	UP_in_CLDN4_Q4
KEGG_TIGHT_JUNCTION	0.4381136422411124	1.3734341701017037	0.000999000999000999	165	2.9158564007728454	CLDN4,CGN,MARVELD2,LLGL2,TJP3,CRB3,CLDN3,DLG3,ERBB2,CLDN7,OCLN,EPB41L4B,PARD6B,TJP2,F11R,CLDN23,PRKCZ,PARD3,CTTN,NEDD4L,EZR,MYH14,MAPK9,CCND1,MAP3K5	56	GSE285029_CLDN4_Q4_vs_Q1	GSE285029	CLDN4	welch_t_Q4_minus_Q1	20062	59	59	234	True	0.0014985014985014985	UP_in_CLDN4_Q4
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.43651792846670373	1.3908899169233735	0.000999000999000999	198	3.097836181377334	PARP14,LY6E,TRIM14,TDRD7,HERC6,TRIM26,HELZ2,CMPK2,TRAFD1,PLA2G4A,USP18,MX2,MVP,OAS3,DDX60,CASP7,IFIH1,ZNFX1,PELI1,CASP3,CASP8,IRF2,PARP12,UPP1,IDO1	119	GSE285029_CLDN4_Q4_vs_Q1	GSE285029	CLDN4	welch_t_Q4_minus_Q1_drop_CLDN4	20061	59	59	234	True	0.0014985014985014985	UP_in_CLDN4_Q4
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	0.508852450182797	1.3428028751257113	0.04895104895104895	21	2.9436292296242117	TAP2,TAPBP,HLA-A,TAPBPL,ERAP1,HLA-F,HLA-E,IRF1,CANX,HLA-C,B2M,HLA-B,PDIA3,TAP1,NLRC5,PSMB9,CALR,PSMB8	18	GSE285029_CLDN4_Q4_vs_Q1	GSE285029	CLDN4	welch_t_Q4_minus_Q1_drop_CLDN4	20061	59	59	234	True	0.04895104895104895	UP_in_CLDN4_Q4
KEGG_TIGHT_JUNCTION	0.4307589640882821	1.350498905271503	0.000999000999000999	164	2.864317371072539	CGN,MARVELD2,LLGL2,TJP3,CRB3,CLDN3,DLG3,ERBB2,CLDN7,OCLN,EPB41L4B,PARD6B,TJP2,F11R,CLDN23,PRKCZ,PARD3,CTTN,NEDD4L,EZR,MYH14,MAPK9,CCND1,MAP3K5,SCRIB	95	GSE285029_CLDN4_Q4_vs_Q1	GSE285029	CLDN4	welch_t_Q4_minus_Q1_drop_CLDN4	20061	59	59	234	True	0.0014985014985014985	UP_in_CLDN4_Q4
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.38500056676655786	1.2269299380693846	0.006993006993006993	198	0.19614175119834037	VAMP8,LY6E,LGALS3BP,TRIM14,TRIM26,PARP14,TRAFD1,TDRD7,USP18,PELI1,PLA2G4A,ADAR,OAS3,HELZ2,MX2,CASP7,MVP,IFIH1,TRIM25,CMPK2,SRI,IRF7,UPP1,HERC6,ICAM1	121	GSE285029_CLDN4_Q4_vs_Q1	GSE285029	CLDN4	spearman_vs_CLDN4	20067	59	59	234	True	0.01048951048951049	UP_in_CLDN4_Q4
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	0.4745402968070365	1.2833891984733923	0.0969030969030969	21	0.19771540781446473	HLA-A,CANX,TAPBP,TAP2,HLA-C,HLA-F,TAPBPL,PDIA3,PSMB8,ERAP1,HLA-E,IRF1,HLA-B,CALR,B2M,PSMB9,TAP1,HLA-G	18	GSE285029_CLDN4_Q4_vs_Q1	GSE285029	CLDN4	spearman_vs_CLDN4	20067	59	59	234	True	0.0969030969030969	UP_in_CLDN4_Q4
KEGG_TIGHT_JUNCTION	0.43923967870443625	1.391262372572148	0.000999000999000999	165	0.2040035886967932	CLDN4,CLDN3,ERBB2,CGN,LLGL2,CRB3,CLDN7,MARVELD2,TJP3,MARVELD3,EPB41L4B,OCLN,CTTN,CLDN23,DLG3,F11R,TJP2,SCRIB,CCND1,MYH14,CLDN9,PARD6B,MAPK9,EZR,PARD3	56	GSE285029_CLDN4_Q4_vs_Q1	GSE285029	CLDN4	spearman_vs_CLDN4	20067	59	59	234	True	0.002997002997002997	UP_in_CLDN4_Q4
