source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank
Epi_TACSTD2high,T_cell,CXCL16,CXCR6,1.0338261,0.0,0.9642924,0.4564236417215767,1.054083683408048,0.19322748,0.76777434,0.1583091932479846,0.5775748575190989
Epi_TACSTD2low,T_cell,CXCL16,CXCR6,1.0656397,0.0,1.0095031,0.4853469309142673,1.269917365333244,0.20228693,0.77183396,0.1583091932479846,0.6208559532373786
Epi_TACSTD2high,NK,CXCL16,CXCR6,1.1241766,0.0,1.209521,0.5212034003199404,0.9085909125577378,0.24236704,0.787359,0.17980882365811793,0.8126849624191561
Epi_TACSTD2low,NK,CXCL16,CXCR6,1.1559902,0.0,1.2662292,0.550126689512631,1.1244245944829339,0.2537304,0.79116935,0.1583091932479846,0.8608634534997879
