gene,mean_high,mean_low,log2FC_high_vs_low,spearman_rho,spearman_p,welch_t,welch_p,mwu_p,spearman_fdr,welch_fdr,up_in_trop2_high,n_high,n_low,n_total
CLDN1,9.244229890699627,7.3251741667024355,1.9190557239971913,0.42575680511486985,1.7718886861796866e-23,9.538290978153674,4.835228339074979e-19,2.3280596773301172e-18,5.620280113524844e-21,1.5670344364984736e-16,True,167,167,501
CLDN4,7.638235800405398,6.592822597524487,1.045413202880911,0.39143583748836996,8.587182907798253e-20,8.048973480178175,1.7432405580215836e-14,6.618657403568795e-15,1.691864177834225e-17,2.4517198338665816e-12,True,167,167,501
CLDN7,6.54764097900162,5.601488216373171,0.9461527626284489,0.3721204284657776,6.702925247462339e-18,7.784281132193464,1.0159513533279714e-13,5.87429009516543e-13,1.0409084332205058e-15,1.2247279872301938e-11,True,167,167,501
F11R,7.618803943742629,7.147599508792022,0.4712044349506064,0.23363589951570962,1.2245028508002398e-07,6.013178854349717,5.502275560116092e-09,2.1478650899330452e-07,2.2253013205684652e-06,2.0524084416232867e-07,True,167,167,501
PARD3,5.70404317634419,5.399393930120979,0.3046492462232111,0.13647985629887296,0.0022020209785295424,3.545168804163234,0.0004515601640131046,0.001225878252095393,0.009569703238548466,0.0031985392422112903,True,167,167,501
