gene,mean_high,mean_low,log2FC_high_vs_low,spearman_rho,spearman_p,welch_t,welch_p,mwu_p,spearman_fdr,welch_fdr,up_in_trop2_high,n_high,n_low,n_total
SYT7,3.200157887013638,3.262174750560164,-0.062016863546526135,-0.03141193385528387,0.4829840996216259,-0.42022324307530107,0.6745942658389076,0.88465979565415,0.629564305076436,0.8070490118151973,False,167,167,501
USF1,6.333929507831783,6.384160046701013,-0.050230538869230124,-0.03141455733950428,0.48294753156454323,-0.9698061749945321,0.3328623131334741,0.45651969939593295,0.6295436560706953,0.519831485878256,False,167,167,501
COX19,3.2200875963842757,3.2530171470521134,-0.03292955066783776,-0.03141942410000715,0.4828796990393748,-0.5083486918247546,0.6115556081130779,0.7535749198092084,0.6294832592933717,0.760495287564279,False,167,167,501
FO393414.1,0.023908682463986943,0.027228259755417747,-0.0033195772914308037,-0.031424277821942424,0.48281205338396227,-0.34458621188012456,0.7306677359795702,0.27449986379141655,0.6294317692399093,0.845219326172503,False,167,167,501
AC104131.1,0.05376074076152913,0.057239444171416146,-0.003478703409887013,-0.031435792683134275,0.4826515928794921,-0.11291292831995899,0.9101679145653567,0.8733913173402517,0.6292409223128524,0.9524181050777026,False,167,167,501
TFPT,4.929030077748975,4.963652997944641,-0.03462292019566604,-0.03144810131679758,0.4824801030424112,-0.5297517475068697,0.596638870856517,0.78083613942265,0.6290540223440748,0.7488368763864788,False,167,167,501
AL355835.1,0.18296213426224342,0.20821193874319452,-0.0252498044809511,-0.03144814029735154,0.4824795599989302,-1.357880773845703,0.17544688710379835,0.3792318573341007,0.6290540223440748,0.33656866109299594,False,167,167,501
CPM,3.653100883108669,3.8943624710112705,-0.24126158790260144,-0.031454063983586605,0.482397040157185,-1.6387070640988077,0.102277129854765,0.3515498416556565,0.6289823977140592,0.2286092436215958,False,167,167,501
AC005514.1,0.2196193860888979,0.223998662515812,-0.004379276426914103,-0.03145442211367672,0.4823920514753418,-0.11610283718194973,0.9076412373416597,0.8030753120826142,0.6289823977140592,0.951146608645588,False,167,167,501
AC022778.1,0.03260524877392672,0.03520021084838484,-0.0025949620744581195,-0.031455757385514704,0.4823734516472347,-0.18230758309539907,0.8554555539749864,0.42777807913767996,0.6289823977140592,0.9209366983433779,False,167,167,501
AL359198.1,0.246191752438579,0.3169214977594565,-0.0707297453208775,-0.03146079458572228,0.4823032888656009,-1.951259195200599,0.05205929145965704,0.31548106032128187,0.6289335012165826,0.13809607065490517,False,167,167,501
AC020913.1,0.12164364531123271,0.1255048897897446,-0.0038612444785118966,-0.031474463294271594,0.48211292632656205,-0.1926080500824335,0.8473837114521827,0.7940629351620695,0.6287035956679835,0.9164826153750101,False,167,167,501
AC010491.1,0.7701687961046102,0.8552647258647209,-0.08509592976011071,-0.03147888318027912,0.4820513797961613,-1.3658039021241963,0.1730152871186616,0.8132023541359011,0.6286884960636356,0.33325878380184426,False,167,167,501
IDI2-AS1,0.855703163228371,0.9048788983530156,-0.04917573512464457,-0.031485469876104025,0.48195966853103184,-0.8078453256320792,0.41976892736569144,0.63771667329545,0.6286870505565498,0.6020473126076455,False,167,167,501
KRT8P24,0.18568537063363652,0.23664464497474527,-0.05095927434110875,-0.03148852392053249,0.48191714810213676,-1.8712983104156293,0.06230626601608414,0.20484175189340004,0.6286499207151806,0.1579338835470045,False,167,167,501
AP000870.1,0.06206380770464331,0.0735079850226293,-0.011444177317985992,-0.031491005591670715,0.48188259813129963,-0.7750472453562852,0.43886577700017976,0.28461897822148263,0.6286231862916885,0.6191940758558957,False,167,167,501
DLGAP5,4.674115588996997,4.6580915381156975,0.01602405088129988,-0.03149137581410883,0.48187744398798826,0.1673375896742771,0.8672115092311432,0.7432679084902163,0.6286231862916885,0.9278304277033071,False,167,167,501
AP005431.1,0.6197304161880232,0.6498289904522514,-0.03009857426422824,-0.031491511343585556,0.48187555718830616,-0.5641424897219748,0.573041789559587,0.35372634503382305,0.6286231862916885,0.7317006040129413,False,167,167,501
IMPA1P1,0.3729129299181595,0.48597571885068225,-0.11306278893252275,-0.031492546948769615,0.4818611399437817,-1.6029527580297502,0.10994520234392309,0.6502467878708076,0.6286231862916885,0.2409205893988053,False,167,167,501
AC092625.1,0.1432585300958117,0.18513882896225864,-0.04188029886644695,-0.03149678543604599,0.48180213600703403,-0.936801367600785,0.3495807085389507,0.5357771042616508,0.628591561574638,0.5367197943253014,False,167,167,501
RN7SL792P,0.08438801180818045,0.08693396306509969,-0.0025459512569192405,-0.031518436380518385,0.48150079457614436,-0.13847213835316347,0.8899515427240167,0.6026526781903632,0.6282533925554593,0.9414398220537613,False,167,167,501
ARFGAP2,5.679762719105274,5.719788623679456,-0.04002590457418176,-0.03151847699024263,0.48150022945937193,-0.7028307913354845,0.4826573173534706,0.4886502318710162,0.6282533925554593,0.65771986170983,False,167,167,501
AC019185.1,0.2268913767943205,0.24410008522051255,-0.017208708426192043,-0.03152263392640613,0.4814423842737368,-0.3799146336335763,0.704253808892163,0.2560111688866078,0.6282138349893102,0.8279110332481626,False,167,167,501
AL592045.1,0.08652681284306081,0.0899632468464248,-0.0034364340033639917,-0.03152595110935296,0.48139622724587955,-0.16824970782356355,0.8664903909144036,0.5096377959364129,0.6281719340416851,0.9274541510043889,False,167,167,501
MIR4434,0.19845779389554674,0.20735748537298215,-0.008899691477435412,-0.03152600577965826,0.4813954665546171,-0.1583212527721941,0.8742999281133874,0.8891078570313322,0.6281719340416851,0.9324399582931141,False,167,167,501
AC245884.8,1.4720950508116895,1.4811226652049772,-0.009027614393287697,-0.031526115637013796,0.4813939379839938,-0.11612511747896535,0.9076236955251235,0.9313613417497445,0.6281719340416851,0.951146608645588,False,167,167,501
AC008015.1,0.024623043098952656,0.01926289040997832,0.005360152688974336,-0.03152932934745903,0.48134922313246853,0.5188623077874304,0.6043090034720299,0.7369429145452648,0.6281719340416851,0.7546522552991307,False,167,167,501
AL645939.4,0.4268298196529271,0.5170239825478713,-0.0901941628949442,-0.03153698164838218,0.48124275979499387,-1.2736960136696702,0.20366284974863633,0.1269635460629909,0.628099955907179,0.3730595382415899,False,167,167,501
AC007663.4,1.4166575698995185,1.4671349850046818,-0.05047741510516324,-0.031554788346245595,0.4809950719576775,-0.7467090573755033,0.455786621040068,0.7773586424797473,0.6278418446930947,0.6343821255219245,False,167,167,501
TNXA,0.13130395060000838,0.17167547950028972,-0.04037152890028134,-0.03155621124640016,0.48097528266931766,-1.788257759377397,0.07478585017315098,0.3258453956385876,0.6278418446930947,0.18139736101510115,False,167,167,501
BRWD1P3,0.03275496086708774,0.032953103962350155,-0.00019814309526241386,-0.031561666369823285,0.4808994184691869,-0.015166777499890517,0.9879097910589111,0.3061996239677781,0.6278006413187219,0.9938539062494163,False,167,167,501
AK4P3,0.3636651629525021,0.4302588486992158,-0.0665936857467137,-0.0315654276182562,0.48084711471064273,-1.2309648358173964,0.21921252817864226,0.20333668508052294,0.6277850992036077,0.39257071795713927,False,167,167,501
AC023034.1,0.5090290083958066,0.5456918362605391,-0.03666282786473252,-0.03157059520661237,0.480775259487608,-0.7718488119340546,0.44075831790462716,0.608807278492788,0.6277279355790208,0.6209240246311949,False,167,167,501
AL359555.1,0.04985140320011702,0.05938694046299531,-0.009535537262878285,-0.03157403766654028,0.480727395380727,-0.7992333511298525,0.424760830806837,0.3860441636705788,0.6277009847516752,0.6067973104099715,False,167,167,501
LINC00706,0.24416441549210188,0.25469754564565944,-0.010533130153557557,-0.03157715567252668,0.4806840447287509,-0.28620679258544224,0.7748985693460207,0.49978077169402746,0.62768213770653,0.8731623255022591,False,167,167,501
AL353604.1,0.014334028415703704,0.012688182054845452,0.0016458463608582524,-0.03157969596380723,0.4806487278020168,0.19613219301330603,0.8446959531733501,0.41823972792412134,0.6276543461770387,0.9147877944667946,False,167,167,501
RNU6-1121P,0.34260122351214456,0.42462905615880464,-0.08202783264666008,-0.03158749688891965,0.480540282631908,-1.4058591922396515,0.16072872096510776,0.30146381783367837,0.6275860300899242,0.31688037542179764,False,167,167,501
NACAP5,0.05165526879808917,0.04899404158936016,0.0026612272087290084,-0.03159412281294859,0.4804481822718473,0.1864997871593397,0.8521736474686133,0.5318801731348555,0.627506178643896,0.9191292675779257,False,167,167,501
AF233439.2,0.11494167296213377,0.13999341061687756,-0.02505173765474379,-0.03159447842616776,0.48044323951842866,-0.9360381608723353,0.3500192944731442,0.5655740695869091,0.627506178643896,0.5370378321042688,False,167,167,501
AC024597.1,0.03891727148705918,0.03990921238675284,-0.0009919408996936566,-0.03161284487472794,0.48018799740998624,-0.10581678946223075,0.9157984196674664,0.6701597587652315,0.6272908048885449,0.9555538529611233,False,167,167,501
AC009245.1,1.4522742450367374,1.4806748447395786,-0.028400599702841145,-0.031623592492172066,0.4800386698686194,-0.44133158867646355,0.6592604312649852,0.5341884990354433,0.6271803210706419,0.7964764993083335,False,167,167,501
HDHD2,0.616430698611505,0.6439930521912341,-0.027562353579729137,-0.031626366656555355,0.48000012969066513,-0.7307647878423795,0.46545375966809016,0.993218149788256,0.6271736188695348,0.6430145779760198,False,167,167,501
LCLAT1,3.888777796021484,3.921421133223852,-0.032643337202368006,-0.03162821766824915,0.47997441538013913,-0.441954052070114,0.6588480474360202,0.46964497607311806,0.6271736188695348,0.7961073156331172,False,167,167,501
AC097654.1,0.04601025180674631,0.021841439371119115,0.024168812435627195,-0.03164225871708094,0.479779381093908,1.293404801154829,0.19735877039687458,0.4296295551110283,0.6269507490405544,0.3651273225977427,False,167,167,501
AL513122.1,0.03048884270886532,0.03472178403699649,-0.0042329413281311686,-0.03165139334260983,0.4796525216084835,-0.5169959153711645,0.6055492506950886,0.26234056521327676,0.6268293070863984,0.7556408011945724,False,167,167,501
RPL15P3,4.296243394917466,4.401797338483852,-0.10555394356638548,-0.03165216976405755,0.47964173969520024,-1.229055058559054,0.2199222183817651,0.41840645217591,0.6268293070863984,0.3933438878005287,False,167,167,501
RAET1K,1.0469352600861361,1.1254506825487467,-0.07851542246261056,-0.031657129551951046,0.4795728678371245,-1.000335208373248,0.3179051026659177,0.7342860515721118,0.6267618404239372,0.5042376072500799,False,167,167,501
AC083843.3,0.8375666405575208,0.8923870684991273,-0.054820427941606464,-0.03166011195299032,0.47953145665992336,-0.76700546072781,0.44363126095347805,0.6041141812020541,0.626744348685187,0.6234591665058871,False,167,167,501
SSX2IP,3.6159366213087947,3.637255680910877,-0.02131905960208247,-0.031660997486962265,0.4795191612352887,-0.26611814036689796,0.7903196387816199,0.8039822657981972,0.626744348685187,0.8827515677647704,False,167,167,501
AP001160.1,0.6535080106747206,0.6750524216116068,-0.021544410936886194,-0.03166250568346035,0.4794982206871314,-0.4704082905708258,0.6383723298337398,0.5586868946398049,0.6267375404626725,0.7809448857869247,False,167,167,501
RPL21P16,4.466317177048057,4.542133219309063,-0.07581604226100591,-0.031679080842595624,0.47926811573697914,-0.6817305056503405,0.4958848241079028,0.5197540224463566,0.6264917053902104,0.6684096436639294,False,167,167,501
FAM27E3,0.48471600917279734,0.5518336969227072,-0.0671176877499099,-0.03168185631770208,0.4792295910271826,-1.5252194404214712,0.1282033001922291,0.4203561247262956,0.6264779676458468,0.26903924539213847,False,167,167,501
AL807776.1,0.16299253172619202,0.18935800447381845,-0.026365472747626434,-0.03168365491781405,0.47920462663477925,-1.12586194632721,0.26108702241146775,0.6359753582050874,0.6264636439044128,0.4422381453692805,False,167,167,501
LINC02332,0.20799146872487587,0.188940186855798,0.01905128186907787,-0.03168969050699709,0.47912085842389907,0.6173151643874477,0.5374593610036401,0.8562744361420136,0.6263724429158276,0.7026199895216977,False,167,167,501
AC044849.1,0.3083140870486653,0.34641263363738967,-0.03809854658872436,-0.03169404044388677,0.47906049039849563,-1.1641597502941763,0.24525181588585712,0.7204635211463664,0.6263118294186418,0.42380530667823507,False,167,167,501
PRSS45P,0.04571357992175803,0.05798214218297953,-0.0122685622612215,-0.031694699756981096,0.47905134087314205,-0.7495038043158381,0.4540863508969289,0.5222917058316785,0.6263118294186418,0.6326653569319081,False,167,167,501
MAGEA8-AS1,0.2658315583810521,0.3357855448777886,-0.06995398649673651,-0.03169477501485472,0.47905029649856345,-1.5048188499577704,0.13340755156458772,0.38404556802344303,0.6263118294186418,0.277203091255093,False,167,167,501
AL606748.2,0.12669718757919526,0.14031955329777226,-0.013622365718577,-0.031710757284440526,0.4788285341504691,-0.38477237697120775,0.7006527583437945,0.5495422012265665,0.6260817822349242,0.8257057389364073,False,167,167,501
AC008870.2,1.7387420856201978,1.7640966633963246,-0.02535457777612682,-0.031718397390958185,0.47872254342736464,-0.32200722984325303,0.7476520267367449,0.9187577775694447,0.6259797980365891,0.8563114344184126,False,167,167,501
CFAP221,0.8107550461533574,0.8735627823893313,-0.06280773623597391,-0.031719595521539946,0.4787059229952031,-0.763959607913975,0.44544220701733633,0.5131603250575847,0.6259797980365891,0.6250025809143012,False,167,167,501
AP000356.3,0.21884256528536314,0.25742478222342274,-0.038582216938059605,-0.03172376105077921,0.4786481413416911,-1.4313437021584496,0.1533732474456726,0.7493878340948762,0.6259374115019237,0.3065682734641458,False,167,167,501
MIR181B2,0.19422419186530815,0.2312272948973366,-0.037003103032028445,-0.031725246895104406,0.4786275315443775,-0.7493978536813011,0.45415962531083254,0.5915952989523858,0.6259287616828193,0.6327151701659011,False,167,167,501
AC243967.3,0.012818428692136395,0.01155783972577289,0.0012605889663635048,-0.03172686428532732,0.4786050976542495,0.2624278891871756,0.7932239950788214,0.4096068206954273,0.6259287616828193,0.8844053039140728,False,167,167,501
AL136455.1,0.011623719924292394,0.011879827202667028,-0.0002561072783746343,-0.03173347750076849,0.4785133755024709,-0.04377229340191913,0.9651186323331861,0.5758092502182401,0.6258526745422579,0.9828756196481786,False,167,167,501
ACADSB,3.8556102949699893,3.9588802157481404,-0.10326992077815111,-0.03174358927746714,0.47837314848549545,-1.1621202497848333,0.24606067484444705,0.5625045307235634,0.6256875677857313,0.4247980244631765,False,167,167,501
PTCHD3P2,0.2769364821062577,0.28882844775187255,-0.011891965645614844,-0.031743651986118886,0.47837227893100864,-0.2918537259846608,0.7705808154054081,0.4706314542240285,0.6256875677857313,0.8704231281064564,False,167,167,501
AC002347.1,0.33050978366855194,0.3441667976248384,-0.01365701395628649,-0.03176235001324837,0.47811303966964847,-0.38233177154095005,0.7024601031380038,0.7491314353975924,0.6254022282526208,0.8269326608955592,False,167,167,501
AC087301.1,0.8146753447361202,0.8375575545801328,-0.02288220984401257,-0.031769201643852225,0.4780180642391574,-0.3939108643808568,0.6939000896437115,0.8329860118713516,0.6252962826859337,0.8211353021438682,False,167,167,501
LINC02048,0.11819222884740052,0.18291888170741377,-0.06472665286001325,-0.031772726279966086,0.47796921070284804,-2.0656601064456055,0.03990593397024405,0.6057720658491739,0.6252506648183385,0.11319547097641877,False,167,167,501
AC011406.1,0.09484451746982402,0.09959452936500875,-0.00475001189518473,-0.03178454827509773,0.4778053707497712,-0.24675761503041338,0.8052490623423803,0.6822529846802765,0.6250729049466981,0.8912639843998159,False,167,167,501
HEXA,2.646196004328538,2.705160642449471,-0.058964638120933,-0.03178553006109839,0.47779176564427805,-1.172295686720119,0.24191893135006123,0.335955729635276,0.6250729049466981,0.4198681472195327,False,167,167,501
TMEM262,0.1031058954226506,0.10687978292279086,-0.003773887500140266,-0.03179303703746646,0.4776877446558015,-0.4178155916090177,0.6763522464531309,0.5113124291599418,0.624973867656976,0.8083476622850759,False,167,167,501
ARL11,2.2296415525039355,2.3085650130186717,-0.0789234605147362,-0.03179316495406394,0.47768597227676257,-0.9641766749762868,0.33566026907068675,0.24629953318585218,0.624973867656976,0.5227407853582211,False,167,167,501
AL157407.1,0.020414333751284746,0.01918790775578659,0.0012264259954981559,-0.03179763933232842,0.47762397871413076,0.14817573591853336,0.8823099173149284,0.43717052411501633,0.6249452860949294,0.9370177494663868,False,167,167,501
HHATL,0.06554698648128696,0.13958261330518296,-0.074035626823896,-0.03180201350897154,0.4775633777100961,-1.6778020339535695,0.09506486260026742,0.36249722426593534,0.6248842745671837,0.21675661049882028,False,167,167,501
RNU6-510P,1.7769355310808723,1.8930178770123325,-0.11608234593146016,-0.03180411210606486,0.4775343046777252,-1.1830733891333531,0.23764048454272482,0.43619650563765855,0.6248645145383592,0.41505186201776173,False,167,167,501
P4HA1,6.894097688398138,6.976603335516475,-0.08250564711833697,-0.031813631700741966,0.4774024365617691,-0.8479631953590895,0.39707593533470875,0.5353072371122429,0.6247102397094202,0.581608178814093,False,167,167,501
RPEP4,0.09275323350087197,0.09148265594890323,0.0012705775519687434,-0.03181633832902211,0.4773649472090847,0.07500822056002147,0.9402582874840035,0.516340596487022,0.6246794598408024,0.969434082932237,False,167,167,501
SURF4,8.124090251937536,8.171139527065383,-0.04704927512784707,-0.031818212181215284,0.47733899353097137,-0.8473128008689458,0.3974317783781032,0.45446630138446875,0.62466377418888,0.581908272102017,False,167,167,501
AC010325.1,0.5148709182281577,0.5023766340166548,0.012494284211502893,-0.03182233813717416,0.4772818499376123,0.23832535442816025,0.8117960202266216,0.7496596205131176,0.6246388808046522,0.8953639632767494,False,167,167,501
SLC25A4,4.278196927716277,4.360256025622158,-0.08205909790588173,-0.03182660972874967,0.4772226932551225,-1.1040863703008812,0.27035684379005864,0.40677136608823883,0.6245846814099877,0.4528984819344744,False,167,167,501
AL136126.1,1.2452461335076463,1.3028878998308862,-0.05764176632323981,-0.03182671350750042,0.47722125608730076,-0.7997982441020612,0.4244005531679477,0.6515375312410205,0.6245846814099877,0.6063988479564006,False,167,167,501
HSPE1P13,0.13497588574544633,0.14584781604016248,-0.010871930294716142,-0.031835591765849866,0.47709831531432495,-0.4101132576222242,0.681988415559274,0.6969378493224005,0.6244584446625071,0.8124567124147081,False,167,167,501
CARD16,3.6518908189221997,3.6921260944904595,-0.04023527556825979,-0.0318399694634635,0.47703770195811573,-0.5325156805006361,0.5947281051768855,0.26916610924304685,0.6243973830774904,0.7474671849355353,False,167,167,501
MIR4436A,0.18401565966792538,0.20958954439124086,-0.025573884723315482,-0.031843061128291515,0.47699489747222634,-0.5336461553880878,0.5939456160950203,0.564025366641684,0.6243596287329622,0.7467779046634748,False,167,167,501
AHCYL2,4.000418613686841,4.073755253964456,-0.07333664027761522,-0.031843454816193134,0.4769894469645055,-0.8002477589012743,0.42417284986698706,0.9435311654206624,0.6243596287329622,0.6062478121389214,False,167,167,501
RNA5SP284,0.4035713547480474,0.4680834701788439,-0.06451211543079649,-0.03184417401623075,0.476979489912776,-0.8846057083966168,0.3770140402877462,0.4331822534474731,0.6243596287329622,0.5628812891802993,False,167,167,501
AC055716.2,0.05956102876659446,0.06559104899546571,-0.006030020228871252,-0.031849133872018216,0.47691082567975074,-0.6223010614145469,0.5342204112749979,0.2321673140470304,0.6243043982936096,0.6999859677986194,False,167,167,501
AL161785.1,1.3174523360259347,1.3398805915165024,-0.022428255490567706,-0.03185724853198626,0.47679849798055646,-0.23594738860814643,0.8136221504623006,0.38532758628910935,0.6241938946720841,0.8964214780202481,False,167,167,501
ACTL9,0.012640265296350504,0.01120954108132512,0.0014307242150253842,-0.03185921432761739,0.4767712885024498,0.2147792284577241,0.8301056617390786,0.6582100430057296,0.6241775293840929,0.9062993266189472,False,167,167,501
AL096854.1,1.0899880248052571,1.221867302387576,-0.13187927758231877,-0.03186002921191648,0.4767600095640208,-1.0380634404339673,0.2999971846751296,0.3190597150030451,0.6241775293840929,0.4854574892325963,False,167,167,501
AC016405.1,0.2032096122011504,0.23631036454065338,-0.033100752339502965,-0.03186216219978739,0.4767304872418487,-1.1026502500395163,0.27103889331038516,0.8127166388821496,0.6241775293840929,0.45356370068149615,False,167,167,501
AC090912.2,0.5172158142462839,0.6261736403227208,-0.10895782607643689,-0.03186261641761608,0.4767242006190821,-2.117301474785779,0.03507464451267225,0.35654391537908137,0.6241775293840929,0.10270252724792153,False,167,167,501
MS4A8,1.112526606328267,1.2251902605830802,-0.11266365425481317,-0.03186328775816523,0.4767149089822004,-0.6776189569991636,0.4984983184567795,0.4647721983453006,0.6241775293840929,0.670581971145096,False,167,167,501
AC022559.1,0.12132707622365566,0.12544925954637443,-0.00412218332271877,-0.031870242642555134,0.47661865626199446,-0.14428368237711978,0.8853640523510408,0.9060595436811595,0.6241046049673968,0.9384592450106986,False,167,167,501
SMYD3-IT1,0.12919234862517148,0.12900922549289526,0.000183123132276225,-0.03188076641444308,0.47647303179741973,0.007651847412515288,0.9938995631840858,0.47978151769710586,0.6239321858086256,0.9966626209912375,False,167,167,501
HPGDS,1.331407634026609,1.4393893923009777,-0.10798175827436873,-0.03188491847077986,0.4764155837052304,-1.421434163270487,0.15614989169807095,0.3010647589131369,0.6239300312044722,0.3105054866120935,False,167,167,501
POT1,3.560915712281946,3.609487694041724,-0.04857198175977828,-0.03188916267598264,0.47635686454650455,-0.7323675483366342,0.4644666005795117,0.5245430752136702,0.6238713991618458,0.6419086012273441,False,167,167,501
AC087477.2,0.32039012329214345,0.35358969556635167,-0.03319957227420822,-0.031894717206804916,0.47628002282695775,-1.0635980951236292,0.2882881469113061,0.2378603880027832,0.623789028373927,0.4731696239297315,False,167,167,501
NDUFB4P3,0.04049816672785646,0.04657767379080075,-0.0060795070629442935,-0.03190747818281651,0.4761035123562677,-0.4743038911354888,0.6355952119340894,0.6670388984693527,0.6236309010842818,0.7790663066857403,False,167,167,501
INGX,0.07659470231265508,0.08756544991891474,-0.010970747606259657,-0.0319105487958805,0.476061044816035,-0.846850460931736,0.39769588832914626,0.19152635510621563,0.6235935380122529,0.5821827877890029,False,167,167,501
KDM5C-IT1,0.12698509845148706,0.1327002697922802,-0.005715171340793135,-0.03191152585717756,0.4760475321864889,-0.33981491502834016,0.7342110595715232,0.6851191191653054,0.6235935380122529,0.847392069120761,False,167,167,501
OR7E102P,0.20036961385001628,0.25818308619609803,-0.05781347234608175,-0.0319218090907637,0.4759053291276873,-1.8312733273095256,0.06810184304139554,0.27265481150051885,0.6234626069863407,0.16879776259052173,False,167,167,501
RPL17P1,0.08705931530839539,0.09116763443630435,-0.00410831912790896,-0.03192715162982071,0.4758314582840977,-0.1865849916659852,0.8521000956775954,0.7542349584003736,0.6233840922226839,0.9191292675779257,False,167,167,501
AC009549.1,0.6023728992460144,0.5895034824594699,0.012869416786544519,-0.03193508499031236,0.4757217759332945,0.1717301411034809,0.8637543147264728,0.4122157295631341,0.6232830116182294,0.9261526188645692,False,167,167,501
ELAPOR1,3.128626859131765,3.1963530640229383,-0.06772620489117331,-0.031937781806904104,0.4756844943541285,-0.35209430628958505,0.724992304332138,0.6164228431561269,0.6232645844464184,0.8416659864698095,False,167,167,501
HNRNPA3P9,0.8313014963779293,0.8984595515954467,-0.06715805521751739,-0.03194129688515737,0.4756359032851934,-1.1143304866171686,0.2659758385971274,0.6770481449694401,0.6232191761206747,0.4478108252051177,False,167,167,501
AL357153.2,0.19059878488169366,0.19099555426948853,-0.0003967693877948708,-0.031948114971151007,0.47554166046537616,-0.013997886087427682,0.9888402884055139,0.6046320878609617,0.6231795296120677,0.9941350382549409,False,167,167,501
NOP14,4.844948144485584,4.879219745502648,-0.03427160101706406,-0.03194866044802826,0.4755341210663395,-0.5714617616467577,0.5680819957704024,0.6421747146181253,0.6231795296120677,0.7277828467154247,False,167,167,501
KCNG3,1.0547330348645052,1.0909995121279366,-0.03626647726343135,-0.0319551570854691,0.47544433174113043,-0.41824445140158023,0.6760388523557224,0.6204163756639911,0.6231142063821338,0.8081458753042345,False,167,167,501
SEC23A-AS1,0.09447710933174727,0.11178210253021632,-0.01730499319846905,-0.03196530991804056,0.4753040291078218,-1.0722207506390125,0.28441752696419353,0.476380290025573,0.6229485815794814,0.46861621663998826,False,167,167,501
MAMDC4,1.8915871040697911,1.9209783963719793,-0.029391292302188177,-0.03197142199857499,0.47521957680419374,-0.2980841751892183,0.7658253958433741,0.6782924059941082,0.6228744022328926,0.8675987268127815,False,167,167,501
AC092068.3,0.04170028780145242,0.05114381729010865,-0.009443529488656226,-0.03197427080028235,0.4751802169298003,-1.0537992035059127,0.2928171885061802,0.4553430292558971,0.6228744022328926,0.4779894860482664,False,167,167,501
TUBG1,6.096749321614016,6.073350992025499,0.02339832958851762,-0.031975570770808946,0.4751622567509116,0.3296024563988797,0.7419186382795709,0.5058857400270156,0.622872289434544,0.8524925925138229,False,167,167,501
AC011979.1,1.0725468580935082,1.1109298737430013,-0.03838301564949309,-0.03197897520189039,0.47511522345129065,-0.5603400746012064,0.5756258909494066,0.4138577667687712,0.6228654038878946,0.7337273732955585,False,167,167,501
EIF4A1P9,0.09180172189470152,0.0977209552092576,-0.005919233314556072,-0.031979855118769385,0.4751030675336656,-0.479591555364979,0.6318382264146609,0.33251454302385197,0.6228654038878946,0.7762850078986464,False,167,167,501
AC005632.3,1.2402551026611186,1.2678631367706235,-0.027608034109504853,-0.031983875943781985,0.47504752261428185,-0.5257217197127018,0.5994357553834625,0.4479982577308117,0.6228314200692173,0.7509569950635848,False,167,167,501
ACIN1,5.7525833052714335,5.7773651006992806,-0.024781795427847086,-0.03199312927929003,0.47491970767779285,-0.3491216782138179,0.7272241668496934,0.65112934385981,0.6227186081732565,0.8431131832496618,False,167,167,501
AC069218.1,0.8633249725949086,0.8834833693148213,-0.020158396719912708,-0.031998616309206376,0.4748439250462496,-0.35729484182576365,0.721098965996357,0.5495766374426865,0.6226374957126911,0.8393522149551329,False,167,167,501
AC040169.2,0.11247836675950963,0.12738918610981065,-0.014910819350301016,-0.032006898685213295,0.4747295477842107,-0.9728608836015846,0.33134799509592283,0.6296011288603736,0.6225057699328889,0.5180910904336143,False,167,167,501
ZNF30-AS1,0.30712968254429507,0.3822774263495923,-0.0751477438052972,-0.032023005850849655,0.474507155590945,-1.6200750342111176,0.10619840320239307,0.1904892181445148,0.6222506385177957,0.23490861985379236,False,167,167,501
Z95327.1,0.0911688682239696,0.11091216668987282,-0.01974329846590321,-0.032027190707114225,0.47444938447379104,-0.7279830063174824,0.46714270931707236,0.4770913644795097,0.6221931231294227,0.6447105638306716,False,167,167,501
PLA2G3,2.088896254108018,2.268143894930985,-0.1792476408229673,-0.032029563769975344,0.47441662651951544,-1.0525896919698803,0.2933019688335565,0.3840837274444998,0.6221931231294227,0.47836387485305437,False,167,167,501
AC023509.2,0.03331679733805153,0.03936028267029358,-0.006043485332242048,-0.03203720625193931,0.47431113749062875,-1.163730153682195,0.24541565827886885,0.5532979795908259,0.6221030327320708,0.4240445796964971,False,167,167,501
PGC,2.9153899327319768,2.9453191778195746,-0.029929245087597867,-0.03203848469685049,0.4742934923949993,-0.1144737558965792,0.9089316119552168,0.8685767275354259,0.6220981334352146,0.9519262226743423,False,167,167,501
AC013244.2,0.27899048376099966,0.28242630619516207,-0.0034358224341624055,-0.03205001175830482,0.4741344121396706,-0.06813695377409684,0.9457178785395889,0.6476568331493033,0.6219259575473554,0.9723778033382059,False,167,167,501
RPL15P14,0.4128184953486693,0.42942449644337943,-0.01660600109471011,-0.03205762510362619,0.47402935950979935,-0.3987704793544746,0.6903190474950617,0.44465568919243914,0.6218428731621232,0.818413452448551,False,167,167,501
GNA14-AS1,0.05769594285911527,0.0691819762699266,-0.011486033410811329,-0.032065777939773284,0.4739168768670941,-0.8342703658753626,0.40472857785245087,0.5040976770456751,0.6217774256963104,0.5886679882693602,False,167,167,501
EXTL2P1,0.07802881653983505,0.07803582584083286,-7.009300997812273e-06,-0.03206601577342705,0.4739135957552057,-0.00035758438273226335,0.9997149120939441,0.4761993597997686,0.6217774256963104,0.9998714074846157,False,167,167,501
Z93020.1,0.05330069830926398,0.050192781346374275,0.0031079169628897077,-0.032068722932882675,0.47387624912965026,0.17965574581487986,0.8575354296390345,0.838850553700484,0.621769681572331,0.9221768870416739,False,167,167,501
