cohort,gene,endpoint,n_high,n_low,events_high,events_low,logrank_p
OV,TACSTD2,OS,209,210,135,126,0.015097015044274999
OV,CLDN4,OS,209,210,144,117,0.002275677776528822
OV,TACSTD2,PFI,209,210,151,152,0.0398427376815738
OV,CLDN4,PFI,209,210,154,149,0.10629161639369848
