cohort,gene,immune_feature,spearman_rho,p_value,n,purity_adj_partial_rho,purity_adj_p,n_purity_adj,fdr_bh,purity_adj_fdr_bh
OV,TACSTD2,T cells,0.12498822000685089,0.01025848343965584,421,0.0640018005214405,0.19700562107654543,409,0.02642233102812837,0.43341236636839997
OV,TACSTD2,CD8 T cells,-0.0032600435321108764,0.9468270623679444,421,-0.050548675388047276,0.30841576351816613,409,0.9623350423444823,0.5219343690307426
OV,TACSTD2,Cytotoxic lymphocytes,0.1650837786680004,0.0006725660243608461,421,0.1326087114177142,0.007313931300739673,409,0.0036991131339846536,0.032181297723254565
OV,TACSTD2,B lineage,-0.11263892753012542,0.020797137821115724,421,-0.18972993069404623,0.00011541017136611423,409,0.045753703206454596,0.0009352706455608708
OV,TACSTD2,NK cells,0.2260731051097027,2.7908609274498516e-06,421,0.19150120933000478,9.927799755748213e-05,409,6.139894040389673e-05,0.0009352706455608708
OV,TACSTD2,Monocytic lineage,0.143004613897658,0.0032756328392280153,421,0.08298099817197004,0.0941542931895289,409,0.010294846066145192,0.2301549389077373
OV,TACSTD2,Myeloid dendritic cells,0.0774153810526248,0.11271908325937381,421,0.014362008725638975,0.7724105508810111,409,0.16532132211374828,0.8920211874733839
OV,TACSTD2,Neutrophils,0.21759376150861107,6.622520436908849e-06,421,0.18854565304157372,0.000127536906212846,409,7.284772480599734e-05,0.0009352706455608708
OV,TACSTD2,Endothelial cells,0.0023083962001682165,0.9623350423444823,421,-0.02276731006824847,0.6465748507510101,409,0.9623350423444823,0.7902581509179012
OV,TACSTD2,Fibroblasts,0.030951228416077402,0.5265183668497189,421,-0.03748984319748872,0.4501290337207231,409,0.6750032206222117,0.6601892494570606
OV,TACSTD2,GEP18,0.15497758986968832,0.0014241446495413534,421,0.1081392176908331,0.028961381070291198,409,0.006266236457981955,0.09102148336377233
OV,TACSTD2,CYT,0.1514308872224465,0.0018341478825892729,421,0.10984293952475115,0.026511991598304398,409,0.0067252089028273345,0.09102148336377233
OV,TACSTD2,CD274,0.12410975609461958,0.01080913542059797,421,0.09668425555515539,0.05099657587261874,409,0.02642233102812837,0.14024058364970152
OV,TACSTD2,PDCD1,0.021735012069467385,0.656542523948431,421,-0.03454552555844119,0.4865213385672881,409,0.7602071329929202,0.6689668405300211
OV,TACSTD2,PDCD1LG2,0.0940786437167205,0.053746620865600676,421,0.029362559719511197,0.5542507546862969,409,0.09853547158693458,0.7172656825352078
OV,TACSTD2,CTLA4,0.07834367199019747,0.1084571992013101,421,0.009878572861721294,0.8423174599341781,409,0.16532132211374828,0.8920211874733839
OV,TACSTD2,LAG3,0.029047292048946873,0.5522753623272642,421,0.006741090070702725,0.8920211874733839,409,0.6750032206222117,0.8920211874733839
OV,TACSTD2,TIGIT,0.0702669784786754,0.15007950011740256,421,0.006944201538103483,0.8887885116992668,409,0.2063593126614285,0.8920211874733839
OV,TACSTD2,HAVCR2,0.19278742781236283,6.853465029876001e-05,421,0.14741603316567375,0.002837211908273464,409,0.0005025874355242401,0.015604665495504051
OV,TACSTD2,CD8A,0.08936182547927395,0.06698628134865303,421,0.043125897783129606,0.3849389578964483,409,0.11336139920541281,0.6049040766944187
OV,TACSTD2,GZMB,0.0949719167766368,0.05150231409369664,421,0.05699123954766108,0.2507339588452978,409,0.09853547158693458,0.5014679176905956
OV,TACSTD2,CXCL9,0.016145425422592178,0.7411634574469347,421,-0.05300527249987601,0.2854662928887178,409,0.8152798031916282,0.5219343690307426
OV,CLDN4,T cells,-0.0037835890623768727,0.9383035768942088,421,0.06121317270758321,0.21727397730030443,409,0.9829846996034568,0.6219967316746923
OV,CLDN4,CD8 T cells,-0.13986771185117053,0.0040343929790478275,421,-0.11088709139163107,0.02510071843198451,409,0.0443783227695261,0.2761079027518296
OV,CLDN4,Cytotoxic lymphocytes,-0.055934945490393476,0.2521372679221249,421,-0.0004699250756156773,0.99244981108684,409,0.598468246409328,0.99244981108684
OV,CLDN4,B lineage,-0.10319064933895342,0.034289273474142005,421,-0.05711545194790859,0.24970102022384927,409,0.21278582001951848,0.6219967316746923
OV,CLDN4,NK cells,-0.0005913315332324461,0.990348197377079,421,0.05442757092562837,0.2727186678648385,409,0.990348197377079,0.6219967316746923
OV,CLDN4,Monocytic lineage,-0.01618997229088301,0.7404749119490326,421,0.052776728226104026,0.2875514951700936,409,0.9155366457981375,0.6219967316746923
OV,CLDN4,Myeloid dendritic cells,-0.020073590783140378,0.6812980642776022,421,0.03335237552406546,0.5017078544812119,409,0.9155366457981375,0.7411679750783539
OV,CLDN4,Neutrophils,0.16807227849994452,0.0005342541855781815,421,0.21251185751203108,1.4985315686603731e-05,409,0.011753592082719993,0.00032967694510528206
OV,CLDN4,Endothelial cells,0.016899344984135204,0.7295386304449739,421,0.04830087265356253,0.3304516064532797,409,0.9155366457981375,0.6219967316746923
OV,CLDN4,Fibroblasts,-0.053653566885434135,0.2720310210951491,421,0.0013693404670887671,0.9780015405194687,409,0.598468246409328,0.99244981108684
OV,CLDN4,GEP18,-0.014323506755202896,0.7694953839813731,421,0.04987366646713669,0.314928908842057,409,0.9155366457981375,0.6219967316746923
OV,CLDN4,CYT,-0.045626928823110334,0.3503610038332996,421,0.013239806701332233,0.7897600758753008,409,0.6423285070277159,0.965262314958701
OV,CLDN4,CD274,0.010350312901570182,0.8323060416346705,421,0.05008238756180612,0.31290541500423874,409,0.9155366457981375,0.6219967316746923
OV,CLDN4,PDCD1,-0.012292201724944798,0.8014472654397652,421,0.027007733796348916,0.5864724384119885,409,0.9155366457981375,0.7962370692290859
OV,CLDN4,PDCD1LG2,-0.06415649620386706,0.18890637036674732,421,-0.007035248733941663,0.8873400199371917,409,0.5194925185085552,0.99244981108684
OV,CLDN4,CTLA4,-0.09245563566704475,0.05803249636895958,421,-0.05226024551152777,0.2923014354698664,409,0.21278582001951848,0.6219967316746923
OV,CLDN4,LAG3,-0.026754012836574106,0.5840954904510868,421,0.02495307934122486,0.6152740989497482,409,0.9155366457981375,0.7962370692290859
OV,CLDN4,TIGIT,-0.08195924532295061,0.0930566363069897,421,-0.03306971983353161,0.5053418011897867,409,0.2924637141076819,0.7411679750783539
OV,CLDN4,HAVCR2,-0.020176354136345578,0.6797565608552484,421,0.04671170954840494,0.3466283509938682,409,0.9155366457981375,0.6219967316746923
OV,CLDN4,CD8A,-0.09267928074816556,0.057425616677690645,421,-0.044725210851077585,0.36754352326231815,409,0.21278582001951848,0.6219967316746923
OV,CLDN4,GZMB,-0.04916036587775691,0.3142732513745555,421,-0.001869921279129966,0.9699629871970114,409,0.628546502749111,0.99244981108684
OV,CLDN4,CXCL9,-0.09943070067238433,0.041436331454098946,421,-0.059012040413362256,0.23429628497622323,409,0.21278582001951848,0.6219967316746923
