cohort,gene,endpoint,model,n,n_events,HR_per_SD,CI95_low,CI95_high,p_value
OV,TACSTD2,OS,unadjusted,419,261,1.1165036991055577,0.9776362471152229,1.2750964520748516,0.10390594644400762
OV,TACSTD2,OS,adjusted,416,260,1.2205459313363423,1.0617862829855407,1.4030435261537333,0.005059395025191235
OV,CLDN4,OS,unadjusted,419,261,1.1635084983618769,1.0176586266587377,1.3302614357086147,0.02668335739999894
OV,CLDN4,OS,adjusted,416,260,1.1960995065429796,1.0446946748519115,1.3694470393994862,0.009509592215973318
OV,TACSTD2,PFI,unadjusted,419,303,1.1075854821741802,0.984568326579626,1.2459730495136943,0.08893079775654149
OV,TACSTD2,PFI,adjusted,416,303,1.1457240386624283,1.0126526493517614,1.2962821690233521,0.030806535626234838
OV,CLDN4,PFI,unadjusted,419,303,1.0489011140059292,0.9309767532528752,1.18176264135356,0.43268755677538595
OV,CLDN4,PFI,adjusted,416,303,1.0505947462611243,0.9325185814347524,1.1836217989064322,0.41713801720075316
