nhood_id	index_row	k_distance	n_cells	n_patients	majority_class	majority_frac	class_group	n_malignant	n_T/NK	n_other	frac_malignant	frac_T/NK	frac_other	tested
nh18	18282	2.0294811725616455	48	11	T/NK	0.9375	T/NK	0	45	3	0.0	0.9375	0.0625	True
nh19	19204	1.9403997659683228	48	14	T/NK	1.0	T/NK	0	48	0	0.0	1.0	0.0	True
nh20	5237	1.8390816450119019	155	33	malignant	0.967741935483871	malignant	150	2	3	0.967741935483871	0.012903225806451613	0.01935483870967742	True
nh21	8085	1.6425116062164307	64	23	other	0.921875	other	0	5	59	0.0	0.078125	0.921875	True
nh22	26309	1.9825716018676758	85	7	other	0.7058823529411765	other	1	24	60	0.011764705882352941	0.2823529411764706	0.7058823529411765	True
nh23	5202	2.376424789428711	78	26	other	0.7051282051282052	other	1	22	55	0.01282051282051282	0.28205128205128205	0.7051282051282052	True
nh24	7200	2.3383066654205322	71	22	other	0.9014084507042254	other	0	7	64	0.0	0.09859154929577464	0.9014084507042254	True
nh25	26359	2.0214004516601562	60	24	T/NK	0.9166666666666666	T/NK	2	55	3	0.03333333333333333	0.9166666666666666	0.05	True
nh26	19210	1.6561373472213745	132	28	T/NK	0.9621212121212122	T/NK	1	127	4	0.007575757575757576	0.9621212121212122	0.030303030303030304	True
nh27	26000	1.4554673433303833	117	21	other	0.7692307692307693	other	14	13	90	0.11965811965811966	0.1111111111111111	0.7692307692307693	True
nh28	22376	1.6081148386001587	68	25	other	0.9117647058823529	other	2	4	62	0.029411764705882353	0.058823529411764705	0.9117647058823529	True
nh29	20125	1.525081753730774	53	21	other	0.9622641509433962	other	0	2	51	0.0	0.03773584905660377	0.9622641509433962	True
nh30	27984	1.6298707723617554	92	24	other	0.9130434782608695	other	4	4	84	0.043478260869565216	0.043478260869565216	0.9130434782608695	True
nh31	19312	2.395883083343506	71	29	other	0.8873239436619719	other	1	7	63	0.014084507042253521	0.09859154929577464	0.8873239436619719	True
nh32	28282	2.0794522762298584	68	22	T/NK	0.9264705882352942	T/NK	0	63	5	0.0	0.9264705882352942	0.07352941176470588	True
nh33	25986	2.203803300857544	88	29	other	0.875	other	0	11	77	0.0	0.125	0.875	True
nh34	12713	2.3227031230926514	80	23	malignant	0.9	malignant	72	1	7	0.9	0.0125	0.0875	True
nh35	21741	1.5374374389648438	108	29	T/NK	1.0	T/NK	0	108	0	0.0	1.0	0.0	True
nh36	10363	1.7312628030776978	78	4	malignant	1.0	malignant	78	0	0	1.0	0.0	0.0	False
nh37	16018	1.6986263990402222	154	16	malignant	0.948051948051948	malignant	146	6	2	0.948051948051948	0.03896103896103896	0.012987012987012988	True
nh38	2948	2.8089146614074707	64	24	other	0.8125	other	8	4	52	0.125	0.0625	0.8125	True
nh39	24647	2.1318018436431885	66	18	malignant	0.9393939393939394	malignant	62	3	1	0.9393939393939394	0.045454545454545456	0.015151515151515152	True
nh40	25771	1.8866164684295654	58	5	other	0.5689655172413793	other	4	21	33	0.06896551724137931	0.3620689655172414	0.5689655172413793	True
nh41	16853	2.4455361366271973	53	22	T/NK	0.8490566037735849	T/NK	0	45	8	0.0	0.8490566037735849	0.1509433962264151	True
nh42	24074	1.9477510452270508	72	19	T/NK	0.9861111111111112	T/NK	0	71	1	0.0	0.9861111111111112	0.013888888888888888	True
nh43	9292	2.176021099090576	55	19	T/NK	1.0	T/NK	0	55	0	0.0	1.0	0.0	True
nh44	13430	2.6919684410095215	44	17	other	0.75	other	6	5	33	0.13636363636363635	0.11363636363636363	0.75	True
nh45	9425	1.3520716428756714	103	26	other	0.9223300970873787	other	2	6	95	0.019417475728155338	0.05825242718446602	0.9223300970873787	True
nh46	26919	2.1791441440582275	118	21	other	0.7372881355932204	other	2	29	87	0.01694915254237288	0.2457627118644068	0.7372881355932204	True
nh47	27070	2.18673038482666	128	27	other	0.7265625	other	2	33	93	0.015625	0.2578125	0.7265625	True
nh48	8127	2.089972496032715	98	22	other	0.9387755102040817	other	0	6	92	0.0	0.061224489795918366	0.9387755102040817	True
nh49	20086	2.456296682357788	59	18	other	0.7627118644067796	other	0	14	45	0.0	0.23728813559322035	0.7627118644067796	True
nh50	18028	1.9923787117004395	89	10	T/NK	0.8764044943820225	T/NK	3	78	8	0.033707865168539325	0.8764044943820225	0.0898876404494382	True
nh51	9626	2.4843099117279053	55	20	other	0.8	other	1	10	44	0.01818181818181818	0.18181818181818182	0.8	True
nh52	8285	2.662482738494873	64	26	other	0.984375	other	0	1	63	0.0	0.015625	0.984375	True
nh53	27969	2.0678951740264893	63	19	T/NK	1.0	T/NK	0	63	0	0.0	1.0	0.0	True
nh54	4286	1.4578944444656372	186	40	T/NK	0.989247311827957	T/NK	1	184	1	0.005376344086021506	0.989247311827957	0.005376344086021506	True
nh55	27491	1.840951681137085	69	2	malignant	0.8985507246376812	malignant	62	3	4	0.8985507246376812	0.043478260869565216	0.057971014492753624	False
nh56	28243	3.0965042114257812	46	13	other	0.7608695652173914	other	1	10	35	0.021739130434782608	0.21739130434782608	0.7608695652173914	True
nh57	25904	2.11194109916687	51	18	T/NK	0.9607843137254902	T/NK	0	49	2	0.0	0.9607843137254902	0.0392156862745098	True
nh58	25889	2.0908238887786865	59	8	other	0.7457627118644068	other	0	15	44	0.0	0.2542372881355932	0.7457627118644068	True
nh59	18662	1.6945812702178955	106	29	T/NK	0.9433962264150944	T/NK	0	100	6	0.0	0.9433962264150944	0.05660377358490566	True
nh60	727	1.8635668754577637	58	15	malignant	1.0	malignant	58	0	0	1.0	0.0	0.0	True
nh61	7257	2.4471435546875	71	24	malignant	0.9577464788732394	malignant	68	1	2	0.9577464788732394	0.014084507042253521	0.028169014084507043	True
nh62	27757	2.1669974327087402	69	18	malignant	0.7536231884057971	malignant	52	3	14	0.7536231884057971	0.043478260869565216	0.2028985507246377	True
nh63	244	1.6386001110076904	183	34	T/NK	0.907103825136612	T/NK	0	166	17	0.0	0.907103825136612	0.09289617486338798	True
nh64	2472	1.9735523462295532	53	21	T/NK	0.9622641509433962	T/NK	2	51	0	0.03773584905660377	0.9622641509433962	0.0	True
nh65	18677	1.7219293117523193	101	24	T/NK	0.9504950495049505	T/NK	0	96	5	0.0	0.9504950495049505	0.04950495049504951	True
nh66	25555	2.124643325805664	70	10	other	0.8285714285714286	other	0	12	58	0.0	0.17142857142857143	0.8285714285714286	True
nh67	8912	2.7140190601348877	39	17	other	0.7692307692307693	other	0	9	30	0.0	0.23076923076923078	0.7692307692307693	True
nh68	17077	1.928465485572815	95	23	other	0.6210526315789474	other	9	27	59	0.09473684210526316	0.28421052631578947	0.6210526315789474	True
nh69	780	1.787252426147461	59	18	T/NK	0.9830508474576272	T/NK	0	58	1	0.0	0.9830508474576272	0.01694915254237288	True
nh70	22804	1.9165403842926025	62	24	T/NK	1.0	T/NK	0	62	0	0.0	1.0	0.0	True
nh71	2805	2.852168321609497	50	14	other	0.98	other	1	0	49	0.02	0.0	0.98	True
nh72	14768	1.8102871179580688	57	19	other	0.9122807017543859	other	1	4	52	0.017543859649122806	0.07017543859649122	0.9122807017543859	True
nh73	2526	1.7747273445129395	99	21	other	0.6161616161616161	other	9	29	61	0.09090909090909091	0.29292929292929293	0.6161616161616161	True
nh74	24874	1.9853709936141968	80	12	T/NK	0.9	T/NK	0	72	8	0.0	0.9	0.1	True
nh75	11572	3.7529242038726807	45	5	malignant	0.9333333333333333	malignant	42	0	3	0.9333333333333333	0.0	0.06666666666666667	True
nh76	12046	2.1388988494873047	84	17	malignant	0.9523809523809523	malignant	80	2	2	0.9523809523809523	0.023809523809523808	0.023809523809523808	True
nh77	25897	2.228402853012085	73	29	other	0.958904109589041	other	1	2	70	0.0136986301369863	0.0273972602739726	0.958904109589041	True
nh78	23679	1.9570863246917725	48	13	T/NK	0.9583333333333334	T/NK	0	46	2	0.0	0.9583333333333334	0.041666666666666664	True
nh79	25936	2.159095048904419	42	10	T/NK	0.9285714285714286	T/NK	1	39	2	0.023809523809523808	0.9285714285714286	0.047619047619047616	True
nh80	10108	1.8017765283584595	74	25	T/NK	1.0	T/NK	0	74	0	0.0	1.0	0.0	True
nh81	5979	2.0060067176818848	50	19	T/NK	1.0	T/NK	0	50	0	0.0	1.0	0.0	True
nh82	268	2.0549349784851074	47	18	T/NK	0.7446808510638298	T/NK	2	35	10	0.0425531914893617	0.7446808510638298	0.2127659574468085	True
nh83	11073	3.55513334274292	48	15	malignant	0.6041666666666666	malignant	29	1	18	0.6041666666666666	0.020833333333333332	0.375	True
nh84	5605	1.577125906944275	121	32	T/NK	1.0	T/NK	0	121	0	0.0	1.0	0.0	True
nh85	130	1.9485456943511963	110	32	T/NK	0.8454545454545455	T/NK	2	93	15	0.01818181818181818	0.8454545454545455	0.13636363636363635	True
nh86	20517	2.1542088985443115	60	13	other	0.7	other	4	14	42	0.06666666666666667	0.23333333333333334	0.7	True
nh87	8457	2.0239644050598145	45	12	malignant	1.0	malignant	45	0	0	1.0	0.0	0.0	True
nh88	12628	2.060425043106079	63	18	malignant	0.9682539682539683	malignant	61	1	1	0.9682539682539683	0.015873015873015872	0.015873015873015872	True
nh89	20148	2.4286136627197266	53	9	malignant	0.8301886792452831	malignant	44	5	4	0.8301886792452831	0.09433962264150944	0.07547169811320754	True
nh90	19858	1.7240196466445923	113	20	T/NK	0.9646017699115044	T/NK	0	109	4	0.0	0.9646017699115044	0.035398230088495575	True
nh91	16186	1.942240834236145	76	7	malignant	0.9605263157894737	malignant	73	3	0	0.9605263157894737	0.039473684210526314	0.0	True
nh92	9980	1.929729700088501	65	22	T/NK	0.8	T/NK	3	52	10	0.046153846153846156	0.8	0.15384615384615385	True
nh93	19320	1.782726526260376	96	33	T/NK	0.9479166666666666	T/NK	1	91	4	0.010416666666666666	0.9479166666666666	0.041666666666666664	True
nh94	13275	1.9815689325332642	63	26	T/NK	0.9365079365079365	T/NK	0	59	4	0.0	0.9365079365079365	0.06349206349206349	True
nh95	161	1.8074649572372437	72	22	T/NK	0.875	T/NK	0	63	9	0.0	0.875	0.125	True
nh96	10407	2.166775703430176	45	2	malignant	1.0	malignant	45	0	0	1.0	0.0	0.0	False
nh97	23400	2.8778958320617676	35	10	other	0.6	other	4	10	21	0.11428571428571428	0.2857142857142857	0.6	True
nh98	25673	1.4407144784927368	114	13	other	0.8245614035087719	other	10	10	94	0.08771929824561403	0.08771929824561403	0.8245614035087719	True
nh99	9137	2.2887330055236816	57	17	other	0.7543859649122807	other	7	7	43	0.12280701754385964	0.12280701754385964	0.7543859649122807	True
nh100	2084	2.203542709350586	47	20	T/NK	0.9574468085106383	T/NK	1	45	1	0.02127659574468085	0.9574468085106383	0.02127659574468085	True
nh101	18517	1.5716197490692139	85	16	other	0.9647058823529412	other	0	3	82	0.0	0.03529411764705882	0.9647058823529412	True
nh102	21339	1.5320324897766113	122	31	T/NK	1.0	T/NK	0	122	0	0.0	1.0	0.0	True
nh103	10691	1.739209532737732	61	2	malignant	0.9836065573770492	malignant	60	0	1	0.9836065573770492	0.0	0.01639344262295082	False
nh104	4089	1.7387728691101074	75	23	other	0.8933333333333333	other	3	5	67	0.04	0.06666666666666667	0.8933333333333333	True
nh105	21127	1.7951881885528564	130	35	T/NK	0.9923076923076923	T/NK	0	129	1	0.0	0.9923076923076923	0.007692307692307693	True
nh106	26861	3.151803493499756	42	22	other	0.9047619047619048	other	1	3	38	0.023809523809523808	0.07142857142857142	0.9047619047619048	True
nh107	24388	1.5790122747421265	93	10	malignant	0.8387096774193549	malignant	78	8	7	0.8387096774193549	0.08602150537634409	0.07526881720430108	True
nh108	7077	2.7485511302948	38	21	other	0.9736842105263158	other	0	1	37	0.0	0.02631578947368421	0.9736842105263158	True
nh109	26219	1.751022219657898	96	24	T/NK	0.9166666666666666	T/NK	2	88	6	0.020833333333333332	0.9166666666666666	0.0625	True
nh110	18414	2.1478264331817627	50	20	T/NK	0.96	T/NK	1	48	1	0.02	0.96	0.02	True
nh111	15946	2.0986883640289307	67	9	malignant	0.7910447761194029	malignant	53	1	13	0.7910447761194029	0.014925373134328358	0.19402985074626866	True
nh112	19518	2.3732011318206787	51	17	malignant	0.9411764705882353	malignant	48	1	2	0.9411764705882353	0.0196078431372549	0.0392156862745098	True
nh113	14567	2.0285990238189697	38	20	T/NK	0.7631578947368421	T/NK	0	29	9	0.0	0.7631578947368421	0.23684210526315788	True
nh114	13095	2.017087936401367	94	25	malignant	0.8829787234042553	malignant	83	6	5	0.8829787234042553	0.06382978723404255	0.05319148936170213	True
nh115	17965	1.6859192848205566	55	17	other	0.9272727272727272	other	0	4	51	0.0	0.07272727272727272	0.9272727272727272	True
nh116	12386	2.121828079223633	80	19	malignant	0.95	malignant	76	1	3	0.95	0.0125	0.0375	True
nh117	9862	1.8727169036865234	78	34	T/NK	0.8333333333333334	T/NK	2	65	11	0.02564102564102564	0.8333333333333334	0.14102564102564102	True
nh118	4085	1.8212624788284302	86	31	T/NK	0.9767441860465116	T/NK	1	84	1	0.011627906976744186	0.9767441860465116	0.011627906976744186	True
nh119	27648	2.1833255290985107	81	26	other	0.8148148148148148	other	2	13	66	0.024691358024691357	0.16049382716049382	0.8148148148148148	True
nh120	25826	2.0092694759368896	79	9	other	0.6455696202531646	other	0	28	51	0.0	0.35443037974683544	0.6455696202531646	True
nh121	6120	2.5869176387786865	55	17	malignant	0.9272727272727272	malignant	51	0	4	0.9272727272727272	0.0	0.07272727272727272	True
nh122	23361	1.6325172185897827	49	8	other	0.7551020408163265	other	7	5	37	0.14285714285714285	0.10204081632653061	0.7551020408163265	True
nh123	17723	1.9029245376586914	83	26	T/NK	0.9879518072289156	T/NK	0	82	1	0.0	0.9879518072289156	0.012048192771084338	True
nh124	7543	1.5895894765853882	107	18	other	0.8691588785046729	other	11	3	93	0.102803738317757	0.028037383177570093	0.8691588785046729	True
nh125	669	1.9365770816802979	54	15	T/NK	0.9259259259259259	T/NK	1	50	3	0.018518518518518517	0.9259259259259259	0.05555555555555555	True
nh126	4399	2.455106496810913	53	21	other	0.9245283018867925	other	1	3	49	0.018867924528301886	0.05660377358490566	0.9245283018867925	True
nh127	9573	1.80440354347229	84	25	other	0.9523809523809523	other	1	3	80	0.011904761904761904	0.03571428571428571	0.9523809523809523	True
nh128	4781	1.9865663051605225	74	20	malignant	0.9594594594594594	malignant	71	1	2	0.9594594594594594	0.013513513513513514	0.02702702702702703	True
nh129	22981	1.879003643989563	84	26	T/NK	0.8571428571428571	T/NK	1	72	11	0.011904761904761904	0.8571428571428571	0.13095238095238096	True
nh130	23466	1.9048508405685425	65	20	T/NK	0.9076923076923077	T/NK	1	59	5	0.015384615384615385	0.9076923076923077	0.07692307692307693	True
nh131	8971	2.087398052215576	46	16	T/NK	0.8913043478260869	T/NK	0	41	5	0.0	0.8913043478260869	0.10869565217391304	True
nh132	3383	2.044276237487793	75	16	malignant	0.9466666666666667	malignant	71	2	2	0.9466666666666667	0.02666666666666667	0.02666666666666667	True
nh133	14744	1.5404690504074097	119	27	other	0.9411764705882353	other	1	6	112	0.008403361344537815	0.05042016806722689	0.9411764705882353	True
nh134	20664	1.7070529460906982	77	15	other	0.935064935064935	other	0	5	72	0.0	0.06493506493506493	0.935064935064935	True
nh135	118	1.8588415384292603	95	29	T/NK	0.9473684210526315	T/NK	0	90	5	0.0	0.9473684210526315	0.05263157894736842	True
nh136	3090	1.5850648880004883	77	13	other	0.8961038961038961	other	7	1	69	0.09090909090909091	0.012987012987012988	0.8961038961038961	True
nh137	28453	1.7677714824676514	86	3	malignant	0.8837209302325582	malignant	76	4	6	0.8837209302325582	0.046511627906976744	0.06976744186046512	False
nh138	8792	2.3338656425476074	75	15	other	0.8933333333333333	other	0	8	67	0.0	0.10666666666666667	0.8933333333333333	True
nh139	25379	2.0162649154663086	95	7	T/NK	0.5894736842105263	T/NK	18	56	21	0.18947368421052632	0.5894736842105263	0.22105263157894736	True
nh140	5509	2.0535008907318115	69	12	malignant	0.9420289855072463	malignant	65	0	4	0.9420289855072463	0.0	0.057971014492753624	True
nh141	23489	1.5171908140182495	82	21	other	0.9878048780487805	other	0	1	81	0.0	0.012195121951219513	0.9878048780487805	True
nh142	27280	1.7025843858718872	88	19	T/NK	1.0	T/NK	0	88	0	0.0	1.0	0.0	True
nh143	7973	1.4175410270690918	97	24	other	0.9278350515463918	other	2	5	90	0.020618556701030927	0.05154639175257732	0.9278350515463918	True
nh144	21991	1.9996027946472168	78	21	other	0.6923076923076923	other	0	24	54	0.0	0.3076923076923077	0.6923076923076923	True
nh145	5411	2.2469046115875244	52	16	malignant	0.9038461538461539	malignant	47	3	2	0.9038461538461539	0.057692307692307696	0.038461538461538464	True
nh146	17121	2.1053035259246826	46	11	T/NK	1.0	T/NK	0	46	0	0.0	1.0	0.0	True
nh147	24135	1.695552110671997	123	21	T/NK	0.9024390243902439	T/NK	2	111	10	0.016260162601626018	0.9024390243902439	0.08130081300813008	True
nh148	135	1.5555531978607178	147	32	T/NK	0.7619047619047619	T/NK	1	112	34	0.006802721088435374	0.7619047619047619	0.23129251700680273	True
nh149	19553	1.963005542755127	57	15	T/NK	0.9298245614035088	T/NK	2	53	2	0.03508771929824561	0.9298245614035088	0.03508771929824561	True
nh150	19777	1.7314321994781494	162	40	T/NK	0.9320987654320988	T/NK	0	151	11	0.0	0.9320987654320988	0.06790123456790123	True
nh151	24862	1.5121406316757202	71	9	other	0.8450704225352113	other	0	11	60	0.0	0.15492957746478872	0.8450704225352113	True
nh152	28545	2.0731401443481445	63	23	T/NK	0.8888888888888888	T/NK	1	56	6	0.015873015873015872	0.8888888888888888	0.09523809523809523	True
nh153	16979	1.9176828861236572	107	14	other	0.7009345794392523	other	5	27	75	0.04672897196261682	0.2523364485981308	0.7009345794392523	True
nh154	13395	2.245227336883545	63	9	malignant	0.9523809523809523	malignant	60	2	1	0.9523809523809523	0.031746031746031744	0.015873015873015872	True
nh155	22884	1.395043134689331	102	10	other	0.7450980392156863	other	11	15	76	0.10784313725490197	0.14705882352941177	0.7450980392156863	True
nh156	2521	1.9146463871002197	69	20	other	0.6231884057971014	other	6	20	43	0.08695652173913043	0.2898550724637681	0.6231884057971014	True
nh157	10225	1.7165483236312866	89	30	T/NK	1.0	T/NK	0	89	0	0.0	1.0	0.0	True
nh158	20394	2.2030467987060547	75	13	other	0.7066666666666667	other	0	22	53	0.0	0.29333333333333333	0.7066666666666667	True
nh159	15713	1.8163658380508423	70	24	T/NK	1.0	T/NK	0	70	0	0.0	1.0	0.0	True
nh160	8109	2.116666078567505	74	13	malignant	0.9054054054054054	malignant	67	2	5	0.9054054054054054	0.02702702702702703	0.06756756756756757	True
nh161	20257	2.0876624584198	45	16	T/NK	1.0	T/NK	0	45	0	0.0	1.0	0.0	True
nh162	13529	1.8652921915054321	84	32	T/NK	0.8809523809523809	T/NK	3	74	7	0.03571428571428571	0.8809523809523809	0.08333333333333333	True
nh163	5720	1.6352578401565552	108	29	T/NK	0.9444444444444444	T/NK	0	102	6	0.0	0.9444444444444444	0.05555555555555555	True
nh164	3702	1.822951078414917	155	35	malignant	0.9612903225806452	malignant	149	2	4	0.9612903225806452	0.012903225806451613	0.025806451612903226	True
nh165	23552	1.5783421993255615	81	17	other	0.9259259259259259	other	0	6	75	0.0	0.07407407407407407	0.9259259259259259	True
nh166	2362	2.712151527404785	36	13	T/NK	0.8888888888888888	T/NK	0	32	4	0.0	0.8888888888888888	0.1111111111111111	True
nh167	10556	1.8876923322677612	60	2	malignant	1.0	malignant	60	0	0	1.0	0.0	0.0	False
nh168	27353	1.845702886581421	100	6	malignant	0.9	malignant	90	2	8	0.9	0.02	0.08	True
nh169	23942	1.6135504245758057	82	17	other	0.8658536585365854	other	2	9	71	0.024390243902439025	0.10975609756097561	0.8658536585365854	True
nh170	23884	1.9281657934188843	117	20	T/NK	0.9572649572649573	T/NK	0	112	5	0.0	0.9572649572649573	0.042735042735042736	True
nh171	20766	1.5201090574264526	195	43	T/NK	1.0	T/NK	0	195	0	0.0	1.0	0.0	True
nh172	6858	2.3032145500183105	62	11	malignant	0.9838709677419355	malignant	61	0	1	0.9838709677419355	0.0	0.016129032258064516	True
nh173	23543	1.8481262922286987	110	24	T/NK	0.990909090909091	T/NK	0	109	1	0.0	0.990909090909091	0.00909090909090909	True
nh174	12924	1.8736623525619507	81	13	malignant	0.9259259259259259	malignant	75	5	1	0.9259259259259259	0.06172839506172839	0.012345679012345678	True
nh175	25264	2.3703384399414062	78	5	T/NK	0.5769230769230769	T/NK	21	45	12	0.2692307692307692	0.5769230769230769	0.15384615384615385	True
nh176	10971	2.874116897583008	35	14	other	0.8857142857142857	other	0	4	31	0.0	0.11428571428571428	0.8857142857142857	True
nh177	22292	2.6815338134765625	50	17	other	0.84	other	1	7	42	0.02	0.14	0.84	True
nh178	27988	2.145237922668457	63	18	malignant	0.9523809523809523	malignant	60	1	2	0.9523809523809523	0.015873015873015872	0.031746031746031744	True
nh179	5204	1.4997119903564453	119	31	T/NK	0.9915966386554622	T/NK	1	118	0	0.008403361344537815	0.9915966386554622	0.0	True
nh180	9698	2.179891347885132	35	16	T/NK	0.9714285714285714	T/NK	0	34	1	0.0	0.9714285714285714	0.02857142857142857	True
nh181	698	1.7695072889328003	114	34	T/NK	0.8508771929824561	T/NK	0	97	17	0.0	0.8508771929824561	0.14912280701754385	True
nh182	22901	2.2645835876464844	41	16	T/NK	0.7560975609756098	T/NK	2	31	8	0.04878048780487805	0.7560975609756098	0.1951219512195122	True
nh183	58	1.898809552192688	94	35	T/NK	0.9787234042553191	T/NK	0	92	2	0.0	0.9787234042553191	0.02127659574468085	True
nh184	8851	1.9192593097686768	49	21	T/NK	0.8571428571428571	T/NK	0	42	7	0.0	0.8571428571428571	0.14285714285714285	True
nh185	7191	2.216024160385132	63	20	malignant	0.9523809523809523	malignant	60	2	1	0.9523809523809523	0.031746031746031744	0.015873015873015872	True
nh186	3123	1.9545687437057495	113	22	malignant	0.9911504424778761	malignant	112	0	1	0.9911504424778761	0.0	0.008849557522123894	True
nh187	25461	2.00003719329834	58	10	other	0.5	other	11	18	29	0.1896551724137931	0.3103448275862069	0.5	True
nh188	26670	1.394648790359497	109	12	other	0.7522935779816514	other	15	12	82	0.13761467889908258	0.11009174311926606	0.7522935779816514	True
nh189	26763	2.3204219341278076	77	21	other	0.7532467532467533	other	0	19	58	0.0	0.24675324675324675	0.7532467532467533	True
nh190	15086	1.620002031326294	47	9	other	1.0	other	0	0	47	0.0	0.0	1.0	True
nh191	22054	2.0779788494110107	92	13	other	0.6086956521739131	other	3	33	56	0.03260869565217391	0.358695652173913	0.6086956521739131	True
nh192	16528	1.7766371965408325	78	30	T/NK	0.9743589743589743	T/NK	0	76	2	0.0	0.9743589743589743	0.02564102564102564	True
nh193	21520	1.4695947170257568	134	27	other	0.9477611940298507	other	2	5	127	0.014925373134328358	0.03731343283582089	0.9477611940298507	True
nh194	4977	1.672329306602478	107	26	T/NK	0.9906542056074766	T/NK	0	106	1	0.0	0.9906542056074766	0.009345794392523364	True
nh195	11507	2.723792552947998	43	12	malignant	0.9534883720930233	malignant	41	0	2	0.9534883720930233	0.0	0.046511627906976744	True
nh196	5416	2.7864091396331787	46	9	other	0.9565217391304348	other	0	2	44	0.0	0.043478260869565216	0.9565217391304348	True
nh197	15986	1.9858695268630981	82	14	malignant	0.7804878048780488	malignant	64	7	11	0.7804878048780488	0.08536585365853659	0.13414634146341464	True
nh198	2	1.885882019996643	70	27	T/NK	0.8714285714285714	T/NK	0	61	9	0.0	0.8714285714285714	0.12857142857142856	True
nh199	1670	2.4143924713134766	40	11	T/NK	0.95	T/NK	0	38	2	0.0	0.95	0.05	True
nh200	12883	1.800344467163086	110	38	T/NK	0.9454545454545454	T/NK	1	104	5	0.00909090909090909	0.9454545454545454	0.045454545454545456	True
nh201	13309	2.0668892860412598	56	22	T/NK	0.7678571428571429	T/NK	3	43	10	0.05357142857142857	0.7678571428571429	0.17857142857142858	True
nh202	19174	1.9091578722000122	77	23	T/NK	0.948051948051948	T/NK	1	73	3	0.012987012987012988	0.948051948051948	0.03896103896103896	True
nh203	8913	2.006132125854492	46	22	T/NK	0.9782608695652174	T/NK	0	45	1	0.0	0.9782608695652174	0.021739130434782608	True
nh204	15212	1.8349521160125732	70	26	T/NK	0.9857142857142858	T/NK	0	69	1	0.0	0.9857142857142858	0.014285714285714285	True
nh205	12629	2.2892656326293945	31	18	T/NK	1.0	T/NK	0	31	0	0.0	1.0	0.0	True
nh206	20493	1.9294688701629639	127	17	other	0.7874015748031497	other	0	27	100	0.0	0.2125984251968504	0.7874015748031497	True
nh207	16285	2.4987876415252686	44	13	malignant	0.9772727272727273	malignant	43	0	1	0.9772727272727273	0.0	0.022727272727272728	True
nh208	13133	1.9060335159301758	84	9	malignant	0.9047619047619048	malignant	76	5	3	0.9047619047619048	0.05952380952380952	0.03571428571428571	True
nh209	23255	1.9974842071533203	36	11	T/NK	0.9444444444444444	T/NK	0	34	2	0.0	0.9444444444444444	0.05555555555555555	True
nh210	2475	1.9201029539108276	107	32	T/NK	0.9252336448598131	T/NK	2	99	6	0.018691588785046728	0.9252336448598131	0.056074766355140186	True
