leiden	n_cells	mean_CLDN4	mean_DPT	mean_AT2	mean_barrier	frac_PR	frac_PD_SD	frac_malignant
0	474	1.268165647452182	0.0691015924747546	0.06365443883130312	1.3852526240966136	0.9831223628691983	0.010548523206751054	0.9915611814345991
1	724	0.07432823709983444	0.09632541260357884	0.059042897815876384	0.23056631869139446	0.106353591160221	0.38535911602209943	0.38950276243093923
2	273	1.733507972979087	0.11545127271350487	0.0867421549410397	1.132779918184547	0.21978021978021978	0.40293040293040294	0.8351648351648352
3	506	0.9979445033732001	0.16937598480066293	0.007662467982976103	0.8352234185198628	0.9901185770750988	0.005928853754940711	0.958498023715415
4	376	0.8265690098269659	0.018919235833504414	0.2621889680056007	1.5450177371347256	0.015957446808510637	0.9521276595744681	0.9335106382978723
5	337	1.3629941450867542	0.08092827817496985	0.025456222404484887	1.3716450336603514	0.011869436201780416	0.9821958456973294	0.9970326409495549
6	513	0.8678232598092112	0.07986195714414468	0.0024187826869255923	0.6770161539875398	0.001949317738791423	0.9961013645224172	0.9337231968810916
7	305	1.731024111780234	0.04274943694472313	1.7050254588840092	1.4023250153797713	0.10163934426229508	0.2819672131147541	0.6032786885245902
8	140	0.012464266767660716	0.07417113315314054	0.06342883559789599	0.092980580202904	0.007142857142857143	0.7571428571428571	0.5142857142857142
9	197	0.880530264491371	0.8985384260942488	0.05145433947053669	2.382914129328267	0.0	0.0	0.9543147208121827
10	228	1.9942719275634606	0.029740920976588602	0.17726287784245762	1.8295374528976516	0.0	0.013157894736842105	0.9956140350877193
11	479	0.5766644331983255	0.13460312620396406	0.003179607744725949	1.055203914733685	0.0	0.9979123173277662	0.8997912317327766
12	420	2.0331509721659673	0.026193228266423656	0.8797930799817819	1.904080378857277	0.9809523809523809	0.004761904761904762	0.9928571428571429
13	387	0.9419281587809247	0.00898154610348324	0.24648196204657166	1.40691680907891	0.0	0.9664082687338501	0.937984496124031
14	470	0.9894754762881359	0.5932063714620915	0.008938968701597638	2.1343958827385583	0.0	0.0	0.997872340425532
15	156	2.5124763710501687	0.04711645633841936	0.0398589313008834	2.2309245229154917	0.0	0.0	0.9935897435897436
16	499	2.190084081737123	0.19891714551047476	0.6398570980459762	0.9639235969182403	0.0	1.0	1.0
17	498	1.7098827681800666	0.27981496783324994	0.019103381476529506	1.2173552607199618	0.0	1.0	1.0
18	438	1.4950583942039668	0.4771967261145104	0.06215013931983845	0.5550818261016881	1.0	0.0	1.0
19	61	1.0344300143004288	0.5139180754051834	0.06623745159113352	0.5724429279272584	1.0	0.0	1.0
20	496	1.6998303244033002	0.6790058922863775	0.008445267779250797	0.5774296443652877	1.0	0.0	1.0
21	403	0.9202389026710035	0.30248055113456385	0.015313178268561031	0.7555725782504402	0.0	0.0	0.9925558312655087
22	178	1.173469986632526	0.016695814861214898	0.35553062959713183	1.9433705470111486	0.0	0.0	0.9550561797752809
23	493	1.6223426462274613	0.022048993755895155	0.29771838403139134	1.830675973427187	0.0	1.0	1.0
24	449	0.562736742230057	0.36908194306565817	0.04664413416074025	1.3772304169499832	0.9933184855233853	0.0066815144766146995	0.9977728285077951
