patient	cohort	unit	malig_def	tissue	n_cells	n_malignant	n_tnk	frac_tnk	in_count_matrix	tacstd2	junction_hallmark	junction_hallmark_no_cldn4	junction_kegg	junction_kegg_no_cldn4	included	exclude_reason
LX255B	GSE123902	donor	marker_malig	METASTASIS	3886	228	1583	0.4073597529593412	True	8.058040926124384	3.227723726999845	3.200004939253789	4.037502077070857	4.0078292163851215	True	
LX653	GSE123902	donor	marker_malig	PRIMARY	392	145	49	0.125	True	9.475294191408256	3.756864222431998	3.730369819898627	4.563329160956242	4.5351791299077675	True	
LX661	GSE123902	donor	marker_malig	PRIMARY	4566	117	3726	0.8160315374507228	True	7.826225385962002	3.2638802827924898	3.2379182437661713	4.411003005673726	4.385751039600535	True	
LX666	GSE123902	donor	marker_malig	METASTASIS	1316	786	177	0.1344984802431611	True	3.354142833536838	3.4870451151582693	3.467143187182316	4.042344471651537	4.0208688328092785	True	
LX675	GSE123902	donor	marker_malig	PRIMARY	3435	618	1336	0.3889374090247453	True	8.024582013916174	4.079832366164891	4.05976481910662	4.679930980886107	4.658539229464376	True	
LX676	GSE123902	donor	marker_malig	PRIMARY	4014	147	2606	0.6492277030393623	True	9.38153294548659	3.4683923760684956	3.4395253935593675	4.431647241135042	4.401529118525922	True	
LX679	GSE123902	donor	marker_malig	PRIMARY	2017	497	625	0.3098661378284581	True	7.8058318499464585	3.607594775074093	3.583863891474061	4.547917468441652	4.524128332223099	True	
LX680	GSE123902	donor	marker_malig	PRIMARY	941	258	344	0.3655685441020191	True	4.821694624327586	3.020507843670434	2.988427193640271	4.30432819147948	4.272251426067635	True	
LX681	GSE123902	donor	marker_malig	METASTASIS	1630	1207	86	0.052760736196319	True	8.60894013425979	3.442271530690661	3.4153519108833503	4.653061785094602	4.62701801798083	True	
LX682	GSE123902	donor	marker_malig	PRIMARY	4092	421	2558	0.6251221896383187	True	9.017035396741667	4.3778203415529475	4.354991387359562	4.561614545000963	4.534018506073674	True	
LX684	GSE123902	donor	marker_malig	PRIMARY	378	173	92	0.2433862433862433	True	7.160174780323994	3.2123843962533063	3.188896414012804	4.452789574733653	4.431268166930146	True	
LX699	GSE123902	donor	marker_malig	METASTASIS	2671	46	2263	0.8472482216398353	True	7.584045093152076	3.482764480638225	3.4632895588621313	4.237550803865994	4.217917643215285	True	
LX701	GSE123902	donor	marker_malig	METASTASIS	788	90	322	0.4086294416243655	True	7.050510406376062	2.9989652142184986	2.9858371945646174	3.9135092003911587	3.9029264304105933	True	
BRONCHO_11	GSE131907	sample	author_malig	mLN	3178	203	809	0.2545626179987413	True	7.468552184497202	3.3695312173877894	3.3402538073305195	4.308575524151599	4.277781433731407	True	
BRONCHO_58	GSE131907	sample	author_malig	tL/B	2813	460	1546	0.5495911837895485	True	9.430223316513032	3.7234311531222355	3.6983336648642027	4.547351250110526	4.5210774256869195	True	
EBUS_06	GSE131907	sample	author_malig	tL/B	2303	1186	611	0.2653061224489796	True	9.59308071225007	3.232867735926642	3.2038498485388867	4.520652707060292	4.492465339121057	True	
EBUS_10	GSE131907	sample	author_malig	mLN	5144	367	1530	0.2974339035769829	True	8.707008433197604	3.374017012919884	3.34535374669515	4.367297262319747	4.337632359496388	True	
EBUS_12	GSE131907	sample	author_malig	mLN	3115	257	328	0.1052969502407704	True	10.49190080798881	3.545937377215032	3.5190544792181777	4.437734233353028	4.409651864351362	True	
EBUS_13	GSE131907	sample	author_malig	mLN	3550	376	1150	0.323943661971831	True	0.0	3.316824740567261	3.333238762649877	3.9471976773717734	3.9720230316119665	True	
EBUS_15	GSE131907	sample	author_malig	mLN	1105	256	479	0.4334841628959276	True	9.212593469893818	3.735598719298246	3.7075480871354087	4.336332447018844	4.304874680484811	True	
EBUS_19	GSE131907	sample	author_malig	mLN	2112	217	1427	0.6756628787878788	True	9.13150919169725	3.4021667638712643	3.372432536631003	4.353405092534239	4.322114455091706	True	
EBUS_28	GSE131907	sample	author_malig	tL/B	5182	4640	232	0.0447703589347742	True	8.889992217765608	3.4654031283136244	3.430032220583676	4.5031392812276465	4.465303666593881	True	
EBUS_49	GSE131907	sample	author_malig	tL/B	1775	114	1126	0.6343661971830986	True	9.060435418932757	3.0564607597211375	3.0290564497964043	4.327336718282822	4.301074261701698	True	
EBUS_51	GSE131907	sample	author_malig	mLN	3275	1285	1143	0.3490076335877862	True	8.683316715786662	3.4878914878495624	3.460988211352642	4.486077575116023	4.458664854353676	True	
NS_02	GSE131907	sample	author_malig	mBrain	2313	181	977	0.4223951578037181	True	1.4315138640624794	3.158061135376351	3.1303814351050674	4.054388866531966	4.025330994497965	True	
NS_03	GSE131907	sample	author_malig	mBrain	2990	2713	145	0.0484949832775919	True	7.399143924863372	3.4741045811104523	3.4405164127514656	4.31498142264378	4.278107960867629	True	
NS_04	GSE131907	sample	author_malig	mBrain	1904	1229	131	0.0688025210084033	True	7.341023159035879	3.3991765942906094	3.371266845007572	4.452669310345503	4.42434846789079	True	
NS_06	GSE131907	sample	author_malig	mBrain	1070	83	383	0.3579439252336449	True	9.541441248369667	3.348252778559538	3.316493010949995	3.976881981201536	3.9409276939727773	True	
NS_07	GSE131907	sample	author_malig	mBrain	5730	5108	166	0.0289703315881326	True	8.46965226261139	3.383377653032717	3.35123199606967	4.45237635130175	4.41881352061156	True	
NS_12	GSE131907	sample	author_malig	mBrain	3182	2811	22	0.0069138906348208	True	7.9701722786011935	3.614288321963897	3.5850837631833286	4.457937679660121	4.42661199020291	True	
NS_13	GSE131907	sample	author_malig	mBrain	4845	1352	1780	0.3673890608875129	True	8.293578501135862	3.442497147647521	3.415334221591802	4.482283188503445	4.454814831066203	True	
NS_16	GSE131907	sample	author_malig	mBrain	1317	79	385	0.2923310554290053	True	3.9180842561866807	3.3386082500592935	3.337344421236971	4.053631034024812	4.05671014396767	True	
NS_17	GSE131907	sample	author_malig	mBrain	2409	1112	410	0.170195101701951	True	8.38721618125829	3.239303890772513	3.2030268002903295	4.246819773498777	4.207643547483514	True	
NS_19	GSE131907	sample	author_malig	mBrain	3300	755	370	0.1121212121212121	True	8.57159731446326	3.3824146429022037	3.357627749486234	4.289707711755456	4.264370604824549	True	
P0031	GSE205335	patient	author_malig	Lung	6428	319	3824	0.5948973242065961	True	8.582306202129333	3.6755532339234978	3.651603740819671	4.710930837949483	4.687487213341558	True	
P1006	GSE205335	patient	author_malig	Effusion,Lung	6090	1282	2998	0.4922824302134647	True	9.586433332861736	3.3998443559885194	3.372189018223717	4.654744605460949	4.628061076446998	True	
P1015	GSE205335	patient	author_malig	LN	1195	291	473	0.3958158995815899	True	9.175440000434072	3.87905334015008	3.851375049943569	4.417269135965531	4.385872441756112	True	
P1016	GSE205335	patient	author_malig	LN,Liver	6924	5336	763	0.1101964182553437	True	5.931553687230184	3.574241838645195	3.5481637033990956	4.367285418987052	4.3395727619795	True	
P1017	GSE205335	patient	author_malig	LN,Liver	6266	2186	2370	0.3782317267794446	True	9.81029386109441	3.8486993472807582	3.817721624540118	4.69903282399957	4.665514085357578	True	
P1018	GSE205335	patient	author_malig	Bronchus	5029	1180	2546	0.5062636707098827	True	9.07054733335027	3.8537810277609714	3.8244609092954445	4.679816731352588	4.648230148605822	True	
P1025	GSE205335	patient	author_malig	LN	1222	980	128	0.1047463175122749	True	5.1940593765874095	2.947229649565007	2.9152150426007024	4.174145202639678	4.141779819691729	True	
P1027	GSE205335	patient	author_malig	LN	4600	1318	2619	0.5693478260869566	True	9.910986995924741	3.816067850391006	3.7812672748798755	4.713643588133766	4.675611331036346	True	
P1030	GSE205335	patient	author_malig	LN	861	603	140	0.1626016260162601	True	9.884019071367078	3.6619902307013934	3.6276803455197375	4.514942244399852	4.477237304358276	True	
P1037	GSE205335	patient	author_malig	LN	4983	3671	611	0.1226168974513345	True	8.122009045281432	3.08843289558382	3.058053127135121	4.130003053306397	4.098488509823545	True	
P1056	GSE205335	patient	author_malig	LN,Liver	5103	2386	1354	0.265334117185969	True	10.573521073000702	3.6447778266664907	3.6160193116589308	4.5051443729206095	4.474490602657832	True	
P1062	GSE205335	patient	author_malig	LN	3057	188	1934	0.6326463853451095	True	8.654690243796422	3.6622652077884554	3.635295765065468	4.57193071187152	4.543855960620189	True	
P1063	GSE205335	patient	author_malig	Bronchus,LN	4297	131	3144	0.7316732604142425	True	7.211340712739395	3.1016115507952593	3.0803448135731784	4.351085449352339	4.332425276899368	True	
P1072	GSE205335	patient	author_malig	LN	1273	406	586	0.4603299293008641	True	8.126908714453155	3.1851648578754714	3.1568503189908252	4.393716075073433	4.365898069926121	True	
P1076	GSE205335	patient	author_malig	LN	6975	849	2089	0.2994982078853047	True	8.423142981514426	3.2686595808686154	3.2404550165300745	4.206787362247471	4.17734060972486	True	
P1079	GSE205335	patient	author_malig	LN	1277	543	501	0.3923257635082224	True	8.390807239722243	3.2757515814005567	3.246224496382167	4.423703233345282	4.393959600949173	True	
P1084	GSE205335	patient	author_malig	LN	3534	196	2350	0.6649688737973967	True	9.06381591566749	3.7746321066482147	3.740348271361853	4.6967453447249525	4.659525299155076	True	
P1089	GSE205335	patient	author_malig	LN	1609	1063	272	0.1690490988191423	True	10.527026416432454	3.437237682629957	3.401821375936207	4.46576183318881	4.427808741415379	True	
P1090	GSE205335	patient	author_malig	LN	976	566	247	0.2530737704918033	True	10.168829091262348	3.3555887057814013	3.326532376664489	4.236984043621093	4.206092042433353	True	
P1115	GSE205335	patient	author_malig	Liver	4397	3769	271	0.0616329315442347	True	3.372326811806315	3.1290087836219675	3.0999000166503734	4.299344034974945	4.270274382856222	True	
