,TJ_core,TJ_kegg,CD8,GEP
TCGA-69-7978-01,-0.10286441678479531,0.060241393748956325,1.124544383540791,1.3379504089528311
TCGA-62-8399-01,0.15247431297751862,0.02215761334039491,-0.2989549409322539,-0.5850740587515468
TCGA-78-7539-01,-0.049378654230463725,-0.009555297902329604,1.0343474526068137,0.7112746749808807
TCGA-73-4658-01,0.10892016656987606,0.22018171480446153,0.19033521080525484,0.38643846711446256
TCGA-44-6775-01,-0.11460363155560183,0.15785522540118746,-0.6128241087566242,0.03537002618491182
TCGA-44-2655-01,0.13629072285151872,0.1212119532047585,-0.6819800917160466,-0.39516359158142617
TCGA-44-3398-01,-0.2845568921950074,0.1518339834115522,0.34071364130075066,0.3450016149277187
TCGA-62-8397-01,-0.13031239876145903,-0.16039012784659756,-1.5046568961797575,-0.79694215438012
TCGA-53-A4EZ-01,-0.12417121151840292,-0.1978137403426635,-0.40520050486487036,-0.9265467514871655
TCGA-50-7109-01,-0.07211954595351967,-0.039006487142466385,0.4097946748452358,0.029994553335461152
TCGA-38-6178-01,0.3388903359655343,0.09052641442371079,-1.2800810235560593,-0.34122046892288416
TCGA-86-8056-01,0.46202315062907207,0.19501888730004477,-0.48878069211892416,-0.5226777133505498
TCGA-55-1592-01,0.19529556382612617,0.09735132537345992,-0.7715853834855709,-0.3302310947718292
TCGA-86-A4JF-01,0.2523079522955114,-0.010841713490842942,0.0916914341768797,0.3599520266843143
TCGA-69-7974-01,0.27695388521324077,0.17972814615493954,0.030504495193286945,0.5379382941885115
TCGA-86-A456-01,0.23034581612003394,-0.13940367116100674,-0.292086480040205,0.1151151240934673
TCGA-97-8547-01,-0.18311876206130234,-0.00432478016228051,-1.8656688515976576,-0.33952713769717446
TCGA-55-1595-01,0.03902664616593425,0.030713051767190976,0.325344539027526,-0.05609250563834589
TCGA-NJ-A4YP-01,-0.23822230206858008,-0.1797246077646316,0.08715205068971252,0.12473652381808471
TCGA-05-4424-01,0.1914341399604154,0.16560054878347483,0.34825352316867497,0.15365774856645276
TCGA-97-A4M7-01,0.4073544440878704,0.16530303088416406,0.1439853728828338,0.5739576503250008
TCGA-44-2668-01,-0.47146536255910726,0.10815445626046923,0.8798040053241645,0.9136906700235576
TCGA-NJ-A55A-01,0.30020291197908316,0.1630972445760508,0.31267047297627115,0.16094286007879804
TCGA-05-5420-01,-0.7234598020750497,-0.24345679083880958,1.3621479092549715,1.2451053117194566
TCGA-55-1594-01,-0.15319352799984404,-0.10980194617668707,1.002927950944878,-0.12967250367274546
TCGA-44-2659-01,0.16741561338511932,0.06878060973911006,1.0347114116293021,0.5002434706567349
