,TJ_15__zmean,TJ_15__ssgsea,TJ_claim_module__zmean,TJ_claim_module__ssgsea,KEGG_TIGHT_JUNCTION__zmean,KEGG_TIGHT_JUNCTION__ssgsea,GOCC_TIGHT_JUNCTION__zmean,GOCC_TIGHT_JUNCTION__ssgsea,CD8_zmean,CYT_zmean,GEP_zmean,ESTIMATE_purity
TCGA-69-7978-01,-0.12232129092963778,4178.915385884533,-0.07177054348879466,7462.242979115259,0.01574508625050422,786.0244015158883,0.08872534235947493,1652.103911817294,1.124544383540791,1.131741281592471,1.3379504089528311,0.483
TCGA-62-8399-01,-0.02831843946540201,4410.360264524427,-0.18070570222299415,7210.097083699176,0.16792947209997366,1025.3607442211758,0.14430601534596982,2111.0264204697673,-0.2989549409322539,-0.4024787434284365,-0.5850740587515468,0.8196
TCGA-78-7539-01,0.25059983263531044,5101.124890469982,0.4561248690280549,8039.938249823136,0.12761581836441635,912.164795240159,0.04977708813794192,1715.2696875927072,1.0343474526068137,0.63967694932044,0.7112746749808807,0.71
TCGA-73-4658-01,0.2043267250847143,5253.706624804523,0.14280606485274908,7785.803205898284,0.15305224673092568,962.382721916614,0.05309793068872683,1814.4942095885108,0.19033521080525484,-0.04952862338588164,0.38643846711446256,0.4689
TCGA-44-6775-01,0.12280259990475043,5005.028040912066,0.012455555712742424,7782.51363264004,0.12400887664974294,781.4101691823885,0.17764262313054452,1971.828559771357,-0.6128241087566242,-0.8451200445127279,0.03537002618491182,0.5219
TCGA-44-2655-01,0.15938978992394895,4669.686694094536,0.41550046087956527,8106.0048395934,0.04369308557726277,960.8589871786403,-0.015630645414636476,1762.0256280956994,-0.6819800917160466,-0.6503261963049675,-0.39516359158142617,0.7856
TCGA-44-3398-01,-0.552201514940288,3448.9544034695973,-0.5782156316208418,7350.114346853225,-0.10555162393775841,663.4407519280455,-0.07913036245790116,1291.095997626406,0.34071364130075066,0.4072327281484042,0.3450016149277187,0.4853
TCGA-62-8397-01,-0.12190249955312167,5025.861884023563,-0.2515213469819716,7033.718257399329,-0.22352441090502853,668.4755613942773,-0.16972251881044392,1778.4749145339624,-1.5046568961797575,0.2958192820487645,-0.79694215438012,0.7641
TCGA-53-A4EZ-01,-0.3823543743054598,4213.654798979591,-0.6078727161946674,6249.258614842456,-0.20780345310931717,599.0499450780221,-0.2102164658088734,1356.7262488116137,-0.40520050486487036,-0.8890796895112208,-0.9265467514871655,0.9139
TCGA-50-7109-01,0.018990643204936975,4516.511112910923,-0.08874626241503271,6794.403275837756,-0.01574170119406421,650.6200423897393,0.029405445165561667,1601.8759004165029,0.4097946748452358,0.6291833703762929,0.029994553335461152,0.7532
