TJ_set,samples,norm,method,n_NR,n_R,median_NR,median_R,direction,MWU_two,MWU_NRgtR,Welch_two,Welch_NRgtR
TJ_core,all16,logCPM,zmean,11,5,0.10021024064293725,-0.03935489493218642,NR>R,0.22115384615384617,0.11057692307692309,0.26659936401656603,0.13329968200828302
TJ_core,all16,logCPM,meanexpr,11,5,4.013273938740075,3.8370479148907397,NR>R,0.3195970695970696,0.1597985347985348,0.2851553160001804,0.1425776580000902
TJ_core,all16,logCPM,rankmean,11,5,0.5333333333333334,0.47738095238095235,NR>R,0.18040293040293043,0.09020146520146521,0.26769491787059896,0.13384745893529948
TJ_core,all16,logcounts,zmean,11,5,0.1312237209471099,-0.08709765747563292,NR>R,0.26739926739926745,0.13369963369963372,0.3508936838135758,0.1754468419067879
TJ_core,all16,logcounts,meanexpr,11,5,8.153804091322938,7.784410906542162,NR>R,0.37728937728937734,0.18864468864468867,0.3507335991808134,0.1753667995904067
TJ_core,all16,logcounts,rankmean,11,5,0.5464285714285715,0.455952380952381,NR>R,0.26739926739926745,0.13369963369963372,0.3769810514999593,0.18849052574997965
TJ_core,fresh_only,logCPM,zmean,6,5,0.19223537330136728,0.018588762119260225,NR>R,0.12554112554112554,0.06277056277056277,0.23860547750113612,0.11930273875056806
TJ_core,fresh_only,logCPM,meanexpr,6,5,4.030918279183984,3.8370479148907397,NR>R,0.24675324675324672,0.12337662337662336,0.25878048353747124,0.12939024176873562
TJ_core,fresh_only,logCPM,rankmean,6,5,0.5553571428571429,0.48571428571428577,NR>R,0.16992989526206792,0.08496494763103396,0.2624151151804132,0.1312075575902066
TJ_core,fresh_only,logcounts,zmean,6,5,0.2028590556466341,-0.07161667022793965,NR>R,0.12554112554112554,0.06277056277056277,0.27486149422074946,0.13743074711037473
TJ_core,fresh_only,logcounts,meanexpr,6,5,8.197296781104946,7.784410906542162,NR>R,0.24675324675324672,0.12337662337662336,0.2875865979000094,0.1437932989500047
TJ_core,fresh_only,logcounts,rankmean,6,5,0.5633928571428571,0.46071428571428574,NR>R,0.12554112554112554,0.06277056277056277,0.25785877257371387,0.12892938628685693
TJ_kegg,all16,logCPM,zmean,11,5,0.09454599246114109,-0.0009189094920880671,NR>R,0.440934065934066,0.220467032967033,0.34879361761060035,0.17439680880530017
TJ_kegg,all16,logCPM,meanexpr,11,5,4.832331694957567,4.783509701155792,NR>R,0.5833333333333334,0.2916666666666667,0.35840969932182837,0.17920484966091418
TJ_kegg,all16,logCPM,rankmean,11,5,0.5254065040650406,0.4963414634146342,NR>R,0.5833333333333334,0.2916666666666667,0.4089769589632781,0.20448847948163906
