setting	geneset	ligand	pearson	pearson_p	auroc	aupr	n_background	n_geneset
high_barrier_to_all_TNK	a_priori_exhaustion	CD274	0.12866406773429612	0.03967580078337954	0.5799881936245572	0.1014873672589568	256	14
high_barrier_to_all_TNK	a_priori_exhaustion	ALCAM	0.05328962835344884	0.3958451795226466	0.46340023612750886	0.13042352953647857	256	14
high_barrier_to_all_TNK	a_priori_exhaustion	TNFSF9	0.05135909667712393	0.4132063107177441	0.48110979929161746	0.07228321162417778	256	14
high_barrier_to_all_TNK	a_priori_exhaustion	COL6A1	0.034618877589499296	0.5813892113868646	0.37544273907910264	0.07710482568288396	256	14
high_barrier_to_all_TNK	a_priori_exhaustion	PDGFA	0.025284179145524784	0.6872193566863793	0.4135182998819362	0.06510094267765912	256	14
high_barrier_to_all_TNK	a_priori_exhaustion	CALR	0.02347237671005066	0.7085742354378405	0.38252656434474613	0.053620717041803725	256	14
high_barrier_to_all_TNK	a_priori_exhaustion	HLA-DRB1	0.015257906663496055	0.808047276714077	0.38961038961038963	0.06605925541245869	256	14
high_barrier_to_all_TNK	a_priori_exhaustion	CD40	0.014820295950424205	0.8134503227127688	0.4589728453364817	0.0563984141282363	256	14
high_barrier_to_all_TNK	a_priori_exhaustion	CX3CL1	0.009354929526352779	0.8815933786578898	0.37042502951593864	0.04802148174829128	256	14
high_barrier_to_all_TNK	a_priori_exhaustion	ADAM17	0.0038774705584873337	0.9507729509174674	0.41233766233766234	0.05703164630202691	256	14
high_barrier_to_all_TNK	a_priori_exhaustion	HMGB1	0.0036224259573410106	0.9540072174373787	0.39935064935064934	0.05751143195005688	256	14
high_barrier_to_all_TNK	a_priori_exhaustion	TGM2	-0.0022869374579487893	0.9709538642204661	0.4031877213695395	0.05164529687711255	256	14
high_barrier_to_all_TNK	a_priori_exhaustion	TGFA	-0.002969656814456184	0.962288405688408	0.35035419126328216	0.04862304247275173	256	14
high_barrier_to_all_TNK	a_priori_exhaustion	ANGPTL4	-0.00482876002140107	0.9387170105484226	0.3639315230224321	0.049100433870282637	256	14
high_barrier_to_all_TNK	a_priori_exhaustion	PRNP	-0.01195679484434782	0.8490119225715924	0.365702479338843	0.06420803029658555	256	14
high_barrier_to_all_TNK	a_priori_exhaustion	TGFB1	-0.020184944090056355	0.7478986804817253	0.4574970484061393	0.05429769297038725	256	14
high_barrier_to_all_TNK	a_priori_exhaustion	EDIL3	-0.026630587818370376	0.6715078888574925	0.43536009445100354	0.06180193457159815	256	14
high_barrier_to_all_TNK	a_priori_exhaustion	CXCL16	-0.04310148734743359	0.49235497194970107	0.3462219598583235	0.04142578542066967	256	14
high_barrier_to_all_TNK	a_priori_exhaustion	CD58	-0.04424649020195714	0.48091941675569816	0.40023612750885473	0.04561913888610412	256	14
high_barrier_to_all_TNK	a_priori_exhaustion	CD99	-0.045111457901453246	0.472376943706376	0.34031877213695394	0.04107698776336799	256	14
high_barrier_to_all_TNK	a_priori_exhaustion	IFITM1	-0.04654011284626206	0.4584512415451535	0.46989374262101535	0.05290580689273608	256	14
high_barrier_to_all_TNK	a_priori_exhaustion	CCL18	-0.04961707869958954	0.42925029910174917	0.42798110979929166	0.04961926295287429	256	14
high_barrier_to_all_TNK	a_priori_exhaustion	TYROBP	-0.04976718841288416	0.4278537768915142	0.3305785123966942	0.04038989618943086	256	14
high_barrier_to_all_TNK	a_priori_exhaustion	LTF	-0.05337023643357154	0.3951299342300679	0.33234946871310506	0.04350210293973639	256	14
high_barrier_to_all_TNK	a_priori_exhaustion	CCL4	-0.05347128797133997	0.3942343895608711	0.3293978748524203	0.040389611800670945	256	14
high_barrier_to_all_TNK	a_priori_exhaustion	CD9	-0.0545795777694999	0.38449278107531676	0.34504132231404955	0.041385086207237735	256	14
high_barrier_to_all_TNK	a_priori_exhaustion	EDN1	-0.05591846781500753	0.37292144998186233	0.3282172373081464	0.04027048068907065	256	14
high_barrier_to_all_TNK	a_priori_exhaustion	TNC	-0.057361211629337994	0.36069542098202667	0.3544864226682408	0.04181001067704465	256	14
high_barrier_to_all_TNK	a_priori_exhaustion	CCL5	-0.05780403720042525	0.3569935732145073	0.37367178276269186	0.04315872823936054	256	14
high_barrier_to_all_TNK	a_priori_exhaustion	HLA-DQB1	-0.06059662197048316	0.3341998766893538	0.3385478158205431	0.04095423754738675	256	14
high_barrier_to_all_TNK	a_priori_exhaustion	HBEGF	-0.06136719706183623	0.3280782273009773	0.332939787485242	0.040654236891504575	256	14
high_barrier_to_all_TNK	a_priori_exhaustion	CD47	-0.06276573086326744	0.3171538696307983	0.32910271546635184	0.04044190506997876	256	14
