setting	geneset	ligand	pearson	pearson_p	auroc	aupr	n_background	n_geneset	rank
high_barrier_MPR_to_MPR_TNK	empirical_NMPR_TNK_down	HBEGF	0.23500044609809972	0.0001477107295594235	0.5254174397031539	0.220174549805704	256	11	1
high_barrier_MPR_to_MPR_TNK	empirical_NMPR_TNK_down	CLEC2D	0.06711193694000221	0.28473520232848815	0.43858998144712436	0.06658857486017797	256	11	2
high_barrier_MPR_to_MPR_TNK	empirical_NMPR_TNK_down	CD274	0.048926663597309086	0.43570728746651877	0.5354359925788497	0.07092771327782157	256	11	3
high_barrier_MPR_to_MPR_TNK	empirical_NMPR_TNK_down	TNFSF9	0.04553224271142353	0.4682514821664402	0.4538033395176252	0.052118476173208354	256	11	4
high_barrier_MPR_to_MPR_TNK	empirical_NMPR_TNK_down	NECTIN3	0.03415046462787461	0.5865157274149106	0.39591836734693875	0.06534490729879741	256	11	5
high_barrier_MPR_to_MPR_TNK	empirical_NMPR_TNK_down	PDGFA	0.02474554530706561	0.693543036883653	0.4007421150278293	0.07900519546012144	256	11	6
high_barrier_MPR_to_MPR_TNK	empirical_NMPR_TNK_down	ITGAL	0.022330228489165882	0.7221554832735794	0.4037105751391466	0.047049628417654976	256	11	7
high_barrier_MPR_to_MPR_TNK	empirical_NMPR_TNK_down	ANGPTL4	0.015848338083603485	0.8007718441939484	0.4471243042671614	0.0445571740586743	256	11	8
high_barrier_MPR_to_MPR_TNK	empirical_NMPR_TNK_down	PRNP	0.0015332031168857688	0.9805246046327218	0.3803339517625232	0.03994018594161874	256	11	9
high_barrier_MPR_to_MPR_TNK	empirical_NMPR_TNK_down	HMGB1	-0.010071124054426747	0.8726026396747921	0.37031539888682746	0.04212569493788637	256	11	10
high_barrier_MPR_to_MPR_TNK	empirical_NMPR_TNK_down	IL7	-0.012810277446200375	0.8383771376583266	0.4278293135435992	0.04265243532781223	256	11	11
high_barrier_MPR_to_MPR_TNK	empirical_NMPR_TNK_down	TGM2	-0.03423363868534672	0.5856039146664693	0.4096474953617811	0.038113796697270594	256	11	12
high_barrier_MPR_to_MPR_TNK	empirical_NMPR_TNK_down	CXCL10	-0.03887755413174495	0.5357642755385688	0.38664192949907233	0.036059934850929835	256	11	13
high_barrier_MPR_to_MPR_TNK	empirical_NMPR_TNK_down	CD99	-0.040140156702321926	0.5225905662645824	0.3450834879406308	0.03313723556355225	256	11	14
high_barrier_MPR_to_MPR_TNK	empirical_NMPR_TNK_down	CXCL16	-0.04075374976506212	0.5162487411151377	0.3332096474953618	0.03255617982446312	256	11	15
high_barrier_MPR_to_MPR_TNK	empirical_NMPR_TNK_up	ADAM9	0.3088871807567314	4.6107537202067045e-07	0.6924302788844621	0.23132030943158763	256	5	1
high_barrier_MPR_to_MPR_TNK	empirical_NMPR_TNK_up	TGFA	0.21405381312392374	0.0005644353886201869	0.7059760956175298	0.12947899335081076	256	5	2
high_barrier_MPR_to_MPR_TNK	empirical_NMPR_TNK_up	IFITM1	0.16589734076383883	0.007818160256284698	0.7235059760956175	0.11361720807726076	256	5	3
high_barrier_MPR_to_MPR_TNK	empirical_NMPR_TNK_up	HLA-DRA	0.113448249722979	0.06996400678678108	0.6852589641434264	0.0954147996011891	256	5	4
high_barrier_MPR_to_MPR_TNK	empirical_NMPR_TNK_up	TNFSF9	0.10187099528958393	0.10390869592350252	0.5625498007968128	0.031687871932669975	256	5	5
high_barrier_MPR_to_MPR_TNK	empirical_NMPR_TNK_up	ANGPTL4	0.09465255334014208	0.1309356631748014	0.6908366533864542	0.07849872092786238	256	5	6
high_barrier_MPR_to_MPR_TNK	empirical_NMPR_TNK_up	WNT7B	0.08308363020999708	0.18512979233162807	0.6422310756972112	0.04159151975315062	256	5	7
high_barrier_MPR_to_MPR_TNK	empirical_NMPR_TNK_up	MDK	0.07944999711153208	0.20516148625774897	0.7330677290836654	0.04592563459621073	256	5	8
high_barrier_MPR_to_MPR_TNK	empirical_NMPR_TNK_up	COL28A1	0.07514173820432392	0.230886401044771	0.7163346613545817	0.04558300513187732	256	5	9
high_barrier_MPR_to_MPR_TNK	empirical_NMPR_TNK_up	MELTF	0.07343469429165485	0.24168460312144047	0.7043824701195219	0.04486371471665589	256	5	10
high_barrier_MPR_to_MPR_TNK	empirical_NMPR_TNK_up	HLA-F	0.07026343567733748	0.2626719266892814	0.6677290836653387	0.051801676336475685	256	5	11
high_barrier_MPR_to_MPR_TNK	empirical_NMPR_TNK_up	HLA-B	0.06632651446233122	0.2904224325511638	0.6876494023904383	0.044450192664478375	256	5	12
high_barrier_MPR_to_MPR_TNK	empirical_NMPR_TNK_up	EDIL3	0.06359973349365212	0.3107534287278511	0.6454183266932271	0.046229079777284854	256	5	13
high_barrier_MPR_to_MPR_TNK	empirical_NMPR_TNK_up	VSIG10	0.05957708120453151	0.3424111290326748	0.6239043824701195	0.054694862661225696	256	5	14
high_barrier_MPR_to_MPR_TNK	empirical_NMPR_TNK_up	HLA-DRB5	0.05689191005535422	0.36464462898186284	0.6948207171314741	0.041687585503687376	256	5	15
high_barrier_NMPR_to_NMPR_TNK	a_priori_cytotoxicity	HLA-DRA	0.2996943521546148	1.0375755851939217e-06	0.39315230224321135	0.23182626796337666	256	14	1
high_barrier_NMPR_to_NMPR_TNK	a_priori_cytotoxicity	TYROBP	0.29550536641426584	1.487851438349027e-06	0.4988193624557261	0.23847773400435338	256	14	2
high_barrier_NMPR_to_NMPR_TNK	a_priori_cytotoxicity	CCL4	0.28038209107931455	5.216858551736645e-06	0.42237308146399055	0.2397499191319351	256	14	3
high_barrier_NMPR_to_NMPR_TNK	a_priori_cytotoxicity	HLA-DQB1	0.26075148886110755	2.3902175240536006e-05	0.404073199527745	0.246181265268958	256	14	4
high_barrier_NMPR_to_NMPR_TNK	a_priori_cytotoxicity	CD47	0.21811653318761742	0.00043941653480987394	0.35094451003541915	0.16281226539772437	256	14	5
high_barrier_NMPR_to_NMPR_TNK	a_priori_cytotoxicity	CD58	0.21386345212095062	0.0005710319852033086	0.345926800472255	0.1507360464923357	256	14	6
high_barrier_NMPR_to_NMPR_TNK	a_priori_cytotoxicity	CD274	0.21164027332108856	0.0006535393277504668	0.6490554899645808	0.34768858446070827	256	14	7
high_barrier_NMPR_to_NMPR_TNK	a_priori_cytotoxicity	HLA-A	0.20139766961430206	0.001195908179779031	0.4743211334120425	0.2417620798334203	256	14	8
high_barrier_NMPR_to_NMPR_TNK	a_priori_cytotoxicity	TNC	0.1941177087872229	0.0018059403753179098	0.3438606847697756	0.1350711263404552	256	14	9
high_barrier_NMPR_to_NMPR_TNK	a_priori_cytotoxicity	ULBP2	0.17576375681785444	0.004795674204354638	0.4309327036599764	0.23103217864591613	256	14	10
high_barrier_NMPR_to_NMPR_TNK	a_priori_cytotoxicity	HLA-DRB1	0.17499149966063682	0.00498719239805904	0.4014167650531287	0.16553293622939536	256	14	11
high_barrier_NMPR_to_NMPR_TNK	a_priori_cytotoxicity	ITGB2	0.17136591123559153	0.005981401120487616	0.3577331759149941	0.16725743980206317	256	14	12
high_barrier_NMPR_to_NMPR_TNK	a_priori_cytotoxicity	SPP1	0.16934189606348535	0.00661052776557133	0.34031877213695394	0.15116181738511936	256	14	13
high_barrier_NMPR_to_NMPR_TNK	a_priori_cytotoxicity	CX3CL1	0.16904585783852968	0.006707343002768519	0.4008264462809918	0.10844948624915018	256	14	14
high_barrier_NMPR_to_NMPR_TNK	a_priori_cytotoxicity	S100A8	0.16665901349498494	0.0075353776711163875	0.3544864226682408	0.14872721424001967	256	14	15
high_barrier_NMPR_to_NMPR_TNK	a_priori_exhaustion	CD274	0.12866406773429612	0.03967580078337954	0.5799881936245572	0.1014873672589568	256	14	1
high_barrier_NMPR_to_NMPR_TNK	a_priori_exhaustion	ALCAM	0.05328962835344884	0.3958451795226466	0.46340023612750886	0.13042352953647857	256	14	2
high_barrier_NMPR_to_NMPR_TNK	a_priori_exhaustion	TNFSF9	0.05135909667712393	0.4132063107177441	0.48110979929161746	0.07228321162417778	256	14	3
high_barrier_NMPR_to_NMPR_TNK	a_priori_exhaustion	COL6A1	0.034618877589499296	0.5813892113868646	0.37544273907910264	0.07710482568288396	256	14	4
high_barrier_NMPR_to_NMPR_TNK	a_priori_exhaustion	PDGFA	0.025284179145524784	0.6872193566863793	0.4135182998819362	0.06510094267765912	256	14	5
high_barrier_NMPR_to_NMPR_TNK	a_priori_exhaustion	CALR	0.02347237671005066	0.7085742354378405	0.38252656434474613	0.053620717041803725	256	14	6
high_barrier_NMPR_to_NMPR_TNK	a_priori_exhaustion	HLA-DRB1	0.015257906663496055	0.808047276714077	0.38961038961038963	0.06605925541245869	256	14	7
high_barrier_NMPR_to_NMPR_TNK	a_priori_exhaustion	CX3CL1	0.009354929526352779	0.8815933786578898	0.37042502951593864	0.04802148174829128	256	14	8
high_barrier_NMPR_to_NMPR_TNK	a_priori_exhaustion	ADAM17	0.0038774705584873337	0.9507729509174674	0.41233766233766234	0.05703164630202691	256	14	9
high_barrier_NMPR_to_NMPR_TNK	a_priori_exhaustion	HMGB1	0.0036224259573410106	0.9540072174373787	0.39935064935064934	0.05751143195005688	256	14	10
high_barrier_NMPR_to_NMPR_TNK	a_priori_exhaustion	TGM2	-0.0022869374579487893	0.9709538642204661	0.4031877213695395	0.05164529687711255	256	14	11
high_barrier_NMPR_to_NMPR_TNK	a_priori_exhaustion	TGFA	-0.002969656814456184	0.962288405688408	0.35035419126328216	0.04862304247275173	256	14	12
high_barrier_NMPR_to_NMPR_TNK	a_priori_exhaustion	ANGPTL4	-0.00482876002140107	0.9387170105484226	0.3639315230224321	0.049100433870282637	256	14	13
high_barrier_NMPR_to_NMPR_TNK	a_priori_exhaustion	PRNP	-0.01195679484434782	0.8490119225715924	0.365702479338843	0.06420803029658555	256	14	14
high_barrier_NMPR_to_NMPR_TNK	a_priori_exhaustion	TGFB1	-0.020184944090056355	0.7478986804817253	0.4574970484061393	0.05429769297038725	256	14	15
high_barrier_NMPR_to_NMPR_TNK	empirical_NMPR_TNK_down	HBEGF	0.23500044609809972	0.0001477107295594235	0.5254174397031539	0.220174549805704	256	11	1
high_barrier_NMPR_to_NMPR_TNK	empirical_NMPR_TNK_down	EDN1	0.07617569995344889	0.22451405574544103	0.42634508348794065	0.059514262573560614	256	11	2
high_barrier_NMPR_to_NMPR_TNK	empirical_NMPR_TNK_down	CD274	0.048926663597309086	0.43570728746651877	0.5354359925788497	0.07092771327782157	256	11	3
high_barrier_NMPR_to_NMPR_TNK	empirical_NMPR_TNK_down	TNFSF9	0.04553224271142353	0.4682514821664402	0.4538033395176252	0.052118476173208354	256	11	4
high_barrier_NMPR_to_NMPR_TNK	empirical_NMPR_TNK_down	PDGFA	0.02474554530706561	0.693543036883653	0.4007421150278293	0.07900519546012144	256	11	5
high_barrier_NMPR_to_NMPR_TNK	empirical_NMPR_TNK_down	ANGPTL4	0.015848338083603485	0.8007718441939484	0.4471243042671614	0.0445571740586743	256	11	6
high_barrier_NMPR_to_NMPR_TNK	empirical_NMPR_TNK_down	PRNP	0.0015332031168857688	0.9805246046327218	0.3803339517625232	0.03994018594161874	256	11	7
high_barrier_NMPR_to_NMPR_TNK	empirical_NMPR_TNK_down	HMGB1	-0.010071124054426747	0.8726026396747921	0.37031539888682746	0.04212569493788637	256	11	8
high_barrier_NMPR_to_NMPR_TNK	empirical_NMPR_TNK_down	TGM2	-0.03423363868534672	0.5856039146664693	0.4096474953617811	0.038113796697270594	256	11	9
high_barrier_NMPR_to_NMPR_TNK	empirical_NMPR_TNK_down	CD99	-0.040140156702321926	0.5225905662645824	0.3450834879406308	0.03313723556355225	256	11	10
high_barrier_NMPR_to_NMPR_TNK	empirical_NMPR_TNK_down	CXCL16	-0.04075374976506212	0.5162487411151377	0.3332096474953618	0.03255617982446312	256	11	11
high_barrier_NMPR_to_NMPR_TNK	empirical_NMPR_TNK_down	OCLN	-0.042681176885699265	0.49658884607659415	0.4512059369202226	0.04249361956453537	256	11	12
high_barrier_NMPR_to_NMPR_TNK	empirical_NMPR_TNK_down	TYROBP	-0.04284147904983211	0.49497181655194356	0.3721706864564007	0.035045819387048885	256	11	13
high_barrier_NMPR_to_NMPR_TNK	empirical_NMPR_TNK_down	CCL4	-0.04581273929500179	0.4655124904717141	0.3588126159554731	0.034072728096657776	256	11	14
high_barrier_NMPR_to_NMPR_TNK	empirical_NMPR_TNK_down	NPNT	-0.04594230896502703	0.46425026391699986	0.438961038961039	0.04054472366901753	256	11	15
high_barrier_NMPR_to_NMPR_TNK	empirical_NMPR_TNK_up	ADAM9	0.3088871807567314	4.6107537202067045e-07	0.6924302788844621	0.23132030943158763	256	5	1
high_barrier_NMPR_to_NMPR_TNK	empirical_NMPR_TNK_up	TGFA	0.21405381312392374	0.0005644353886201869	0.7059760956175298	0.12947899335081076	256	5	2
high_barrier_NMPR_to_NMPR_TNK	empirical_NMPR_TNK_up	IFITM1	0.16589734076383883	0.007818160256284698	0.7235059760956175	0.11361720807726076	256	5	3
high_barrier_NMPR_to_NMPR_TNK	empirical_NMPR_TNK_up	HLA-DRA	0.113448249722979	0.06996400678678108	0.6852589641434264	0.0954147996011891	256	5	4
high_barrier_NMPR_to_NMPR_TNK	empirical_NMPR_TNK_up	TNFSF9	0.10187099528958393	0.10390869592350252	0.5625498007968128	0.031687871932669975	256	5	5
high_barrier_NMPR_to_NMPR_TNK	empirical_NMPR_TNK_up	ANGPTL4	0.09465255334014208	0.1309356631748014	0.6908366533864542	0.07849872092786238	256	5	6
high_barrier_NMPR_to_NMPR_TNK	empirical_NMPR_TNK_up	WNT7B	0.08308363020999708	0.18512979233162807	0.6422310756972112	0.04159151975315062	256	5	7
high_barrier_NMPR_to_NMPR_TNK	empirical_NMPR_TNK_up	MDK	0.07944999711153208	0.20516148625774897	0.7330677290836654	0.04592563459621073	256	5	8
high_barrier_NMPR_to_NMPR_TNK	empirical_NMPR_TNK_up	CLCF1	0.0749334036702875	0.2321856890326106	0.6071713147410358	0.061275972477689206	256	5	9
high_barrier_NMPR_to_NMPR_TNK	empirical_NMPR_TNK_up	MELTF	0.07343469429165485	0.24168460312144047	0.7043824701195219	0.04486371471665589	256	5	10
high_barrier_NMPR_to_NMPR_TNK	empirical_NMPR_TNK_up	HLA-F	0.07026343567733748	0.2626719266892814	0.6677290836653387	0.051801676336475685	256	5	11
high_barrier_NMPR_to_NMPR_TNK	empirical_NMPR_TNK_up	HLA-B	0.06632651446233122	0.2904224325511638	0.6876494023904383	0.044450192664478375	256	5	12
high_barrier_NMPR_to_NMPR_TNK	empirical_NMPR_TNK_up	VSIG10	0.05957708120453151	0.3424111290326748	0.6239043824701195	0.054694862661225696	256	5	13
high_barrier_NMPR_to_NMPR_TNK	empirical_NMPR_TNK_up	HLA-DRB5	0.05689191005535422	0.36464462898186284	0.6948207171314741	0.041687585503687376	256	5	14
high_barrier_NMPR_to_NMPR_TNK	empirical_NMPR_TNK_up	HMGB1	0.05636906193268619	0.3690759328629093	0.5641434262948207	0.04090525908294253	256	5	15
high_barrier_to_all_TNK	a_priori_cytotoxicity	HLA-DRA	0.2996943521546148	1.0375755851939217e-06	0.39315230224321135	0.23182626796337666	256	14	1
high_barrier_to_all_TNK	a_priori_cytotoxicity	TYROBP	0.29550536641426584	1.487851438349027e-06	0.4988193624557261	0.23847773400435338	256	14	2
high_barrier_to_all_TNK	a_priori_cytotoxicity	CCL4	0.28038209107931455	5.216858551736645e-06	0.42237308146399055	0.2397499191319351	256	14	3
high_barrier_to_all_TNK	a_priori_cytotoxicity	HLA-DQB1	0.26075148886110755	2.3902175240536006e-05	0.404073199527745	0.246181265268958	256	14	4
high_barrier_to_all_TNK	a_priori_cytotoxicity	CD47	0.21811653318761742	0.00043941653480987394	0.35094451003541915	0.16281226539772437	256	14	5
high_barrier_to_all_TNK	a_priori_cytotoxicity	CD58	0.21386345212095062	0.0005710319852033086	0.345926800472255	0.1507360464923357	256	14	6
high_barrier_to_all_TNK	a_priori_cytotoxicity	CD274	0.21164027332108856	0.0006535393277504668	0.6490554899645808	0.34768858446070827	256	14	7
high_barrier_to_all_TNK	a_priori_cytotoxicity	HLA-A	0.20139766961430206	0.001195908179779031	0.4743211334120425	0.2417620798334203	256	14	8
high_barrier_to_all_TNK	a_priori_cytotoxicity	TNC	0.1941177087872229	0.0018059403753179098	0.3438606847697756	0.1350711263404552	256	14	9
high_barrier_to_all_TNK	a_priori_cytotoxicity	ULBP2	0.17576375681785444	0.004795674204354638	0.4309327036599764	0.23103217864591613	256	14	10
high_barrier_to_all_TNK	a_priori_cytotoxicity	HLA-DRB1	0.17499149966063682	0.00498719239805904	0.4014167650531287	0.16553293622939536	256	14	11
high_barrier_to_all_TNK	a_priori_cytotoxicity	ITGB2	0.17136591123559153	0.005981401120487616	0.3577331759149941	0.16725743980206317	256	14	12
high_barrier_to_all_TNK	a_priori_cytotoxicity	SPP1	0.16934189606348535	0.00661052776557133	0.34031877213695394	0.15116181738511936	256	14	13
high_barrier_to_all_TNK	a_priori_cytotoxicity	CX3CL1	0.16904585783852968	0.006707343002768519	0.4008264462809918	0.10844948624915018	256	14	14
high_barrier_to_all_TNK	a_priori_cytotoxicity	S100A8	0.16665901349498494	0.0075353776711163875	0.3544864226682408	0.14872721424001967	256	14	15
high_barrier_to_all_TNK	a_priori_exhaustion	CD274	0.12866406773429612	0.03967580078337954	0.5799881936245572	0.1014873672589568	256	14	1
high_barrier_to_all_TNK	a_priori_exhaustion	ALCAM	0.05328962835344884	0.3958451795226466	0.46340023612750886	0.13042352953647857	256	14	2
high_barrier_to_all_TNK	a_priori_exhaustion	TNFSF9	0.05135909667712393	0.4132063107177441	0.48110979929161746	0.07228321162417778	256	14	3
high_barrier_to_all_TNK	a_priori_exhaustion	COL6A1	0.034618877589499296	0.5813892113868646	0.37544273907910264	0.07710482568288396	256	14	4
high_barrier_to_all_TNK	a_priori_exhaustion	PDGFA	0.025284179145524784	0.6872193566863793	0.4135182998819362	0.06510094267765912	256	14	5
high_barrier_to_all_TNK	a_priori_exhaustion	CALR	0.02347237671005066	0.7085742354378405	0.38252656434474613	0.053620717041803725	256	14	6
high_barrier_to_all_TNK	a_priori_exhaustion	HLA-DRB1	0.015257906663496055	0.808047276714077	0.38961038961038963	0.06605925541245869	256	14	7
high_barrier_to_all_TNK	a_priori_exhaustion	CD40	0.014820295950424205	0.8134503227127688	0.4589728453364817	0.0563984141282363	256	14	8
high_barrier_to_all_TNK	a_priori_exhaustion	CX3CL1	0.009354929526352779	0.8815933786578898	0.37042502951593864	0.04802148174829128	256	14	9
high_barrier_to_all_TNK	a_priori_exhaustion	ADAM17	0.0038774705584873337	0.9507729509174674	0.41233766233766234	0.05703164630202691	256	14	10
high_barrier_to_all_TNK	a_priori_exhaustion	HMGB1	0.0036224259573410106	0.9540072174373787	0.39935064935064934	0.05751143195005688	256	14	11
high_barrier_to_all_TNK	a_priori_exhaustion	TGM2	-0.0022869374579487893	0.9709538642204661	0.4031877213695395	0.05164529687711255	256	14	12
high_barrier_to_all_TNK	a_priori_exhaustion	TGFA	-0.002969656814456184	0.962288405688408	0.35035419126328216	0.04862304247275173	256	14	13
high_barrier_to_all_TNK	a_priori_exhaustion	ANGPTL4	-0.00482876002140107	0.9387170105484226	0.3639315230224321	0.049100433870282637	256	14	14
high_barrier_to_all_TNK	a_priori_exhaustion	PRNP	-0.01195679484434782	0.8490119225715924	0.365702479338843	0.06420803029658555	256	14	15
high_barrier_to_all_TNK	empirical_NMPR_TNK_down	HBEGF	0.23500044609809972	0.0001477107295594235	0.5254174397031539	0.220174549805704	256	11	1
high_barrier_to_all_TNK	empirical_NMPR_TNK_down	EDN1	0.07617569995344889	0.22451405574544103	0.42634508348794065	0.059514262573560614	256	11	2
high_barrier_to_all_TNK	empirical_NMPR_TNK_down	CD274	0.048926663597309086	0.43570728746651877	0.5354359925788497	0.07092771327782157	256	11	3
high_barrier_to_all_TNK	empirical_NMPR_TNK_down	TNFSF9	0.04553224271142353	0.4682514821664402	0.4538033395176252	0.052118476173208354	256	11	4
high_barrier_to_all_TNK	empirical_NMPR_TNK_down	PDGFA	0.02474554530706561	0.693543036883653	0.4007421150278293	0.07900519546012144	256	11	5
high_barrier_to_all_TNK	empirical_NMPR_TNK_down	ANGPTL4	0.015848338083603485	0.8007718441939484	0.4471243042671614	0.0445571740586743	256	11	6
high_barrier_to_all_TNK	empirical_NMPR_TNK_down	PRNP	0.0015332031168857688	0.9805246046327218	0.3803339517625232	0.03994018594161874	256	11	7
high_barrier_to_all_TNK	empirical_NMPR_TNK_down	HMGB1	-0.010071124054426747	0.8726026396747921	0.37031539888682746	0.04212569493788637	256	11	8
high_barrier_to_all_TNK	empirical_NMPR_TNK_down	TGM2	-0.03423363868534672	0.5856039146664693	0.4096474953617811	0.038113796697270594	256	11	9
high_barrier_to_all_TNK	empirical_NMPR_TNK_down	CD99	-0.040140156702321926	0.5225905662645824	0.3450834879406308	0.03313723556355225	256	11	10
high_barrier_to_all_TNK	empirical_NMPR_TNK_down	CXCL16	-0.04075374976506212	0.5162487411151377	0.3332096474953618	0.03255617982446312	256	11	11
high_barrier_to_all_TNK	empirical_NMPR_TNK_down	OCLN	-0.042681176885699265	0.49658884607659415	0.4512059369202226	0.04249361956453537	256	11	12
high_barrier_to_all_TNK	empirical_NMPR_TNK_down	TYROBP	-0.04284147904983211	0.49497181655194356	0.3721706864564007	0.035045819387048885	256	11	13
high_barrier_to_all_TNK	empirical_NMPR_TNK_down	CCL4	-0.04581273929500179	0.4655124904717141	0.3588126159554731	0.034072728096657776	256	11	14
high_barrier_to_all_TNK	empirical_NMPR_TNK_down	NPNT	-0.04594230896502703	0.46425026391699986	0.438961038961039	0.04054472366901753	256	11	15
high_barrier_to_all_TNK	empirical_NMPR_TNK_up	ADAM9	0.3088871807567314	4.6107537202067045e-07	0.6924302788844621	0.23132030943158763	256	5	1
high_barrier_to_all_TNK	empirical_NMPR_TNK_up	TGFA	0.21405381312392374	0.0005644353886201869	0.7059760956175298	0.12947899335081076	256	5	2
high_barrier_to_all_TNK	empirical_NMPR_TNK_up	IFITM1	0.16589734076383883	0.007818160256284698	0.7235059760956175	0.11361720807726076	256	5	3
high_barrier_to_all_TNK	empirical_NMPR_TNK_up	HLA-DRA	0.113448249722979	0.06996400678678108	0.6852589641434264	0.0954147996011891	256	5	4
high_barrier_to_all_TNK	empirical_NMPR_TNK_up	TNFSF9	0.10187099528958393	0.10390869592350252	0.5625498007968128	0.031687871932669975	256	5	5
high_barrier_to_all_TNK	empirical_NMPR_TNK_up	ANGPTL4	0.09465255334014208	0.1309356631748014	0.6908366533864542	0.07849872092786238	256	5	6
high_barrier_to_all_TNK	empirical_NMPR_TNK_up	WNT7B	0.08308363020999708	0.18512979233162807	0.6422310756972112	0.04159151975315062	256	5	7
