ligand	n_a	n_b	mean_a	mean_b	median_a	median_b	U	p
AGRN	4	8	0.269800390205182	0.15028004235624048	0.26611561230492664	0.15292179377211376	4.0	0.04848484848484849
ALCAM	4	8	1.5566887783905812	0.8710437355401104	1.5326731031640506	0.7730669031091018	4.0	0.04848484848484849
CLCF1	4	8	0.04696861384765734	0.13745234278209262	0.03944324951676691	0.08159564548802592	28.0	0.04848484848484849
HMGB1	4	8	1.3226466494587248	1.1339954768885416	1.2891735568695284	1.1156328593135756	4.0	0.04848484848484849
NECTIN2	4	8	0.37943397242694754	0.5717575644885728	0.37543727574788194	0.5531444938370695	27.0	0.07272727272727274
NECTIN3	4	8	0.11564757909941711	0.05359945615556888	0.11368730138836108	0.03785633505493001	5.0	0.07272727272727274
DUSP18	4	8	0.2421581969328105	0.08445552229517414	0.26145072548156545	0.08182209450136138	5.0	0.07272727272727274
SPP1	4	8	0.019460240087549697	0.4042216183215014	0.0	0.10770618627019107	26.5	0.08382517056160711
IL7	4	8	0.14356158489579535	0.013385098801609995	0.17408230960128146	0.001603603445382564	6.0	0.09431681566928811
COL5A1	4	8	0.09965790542609843	0.07387713354739378	0.09272074222491916	0.0052688940442918615	6.0	0.10418435720952934
ADAM15	4	8	0.13887219596924874	0.2040875992624297	0.10710328135532184	0.19586618924165333	26.0	0.1090909090909091
COL9A2	4	8	0.26263511573677933	0.07851265123657353	0.295308753892046	0.06785828096123282	6.0	0.1090909090909091
ADAM28	4	8	0.22127670627389762	0.08997980450427545	0.18752890569182662	0.058623944329143314	6.0	0.1090909090909091
F11R	4	8	1.3599905321617247	1.016392766099555	1.189269046820155	1.0405955905932354	6.0	0.1090909090909091
PECAM1	4	8	0.10601182053607316	0.0549812673285721	0.1038437935499491	0.03000441317282242	6.0	0.1090909090909091
PCSK9	4	8	0.07455057619310179	0.020026626616153315	0.0875048363285196	0.007166391277682266	7.0	0.14598627771734832
CD320	4	8	0.03214224558294326	0.10072105680737238	0.016004367001576588	0.07404356883258885	25.0	0.14812567710104305
FN1	4	8	0.3793677709276843	0.22193733610542898	0.30985727301610166	0.0943335421676405	7.0	0.15353535353535355
HLA-DQA1	4	8	1.0369946059017743	0.8919737977481907	1.0977955847916259	0.6279833355637275	7.0	0.15353535353535355
ITGB2	4	8	0.0609442568853053	0.14588741202516975	0.0748915038376787	0.09522673286611774	25.0	0.15353535353535355
NPNT	4	8	0.2766084700177507	0.1847995135295784	0.2743414338534698	0.1705618182277838	7.0	0.15353535353535355
MDK	4	8	0.8178362849580387	1.1301808287081752	0.7707719332681409	1.0590564890511118	25.0	0.15353535353535355
HLA-DOB	4	8	0.13980693969918742	0.08364626384451482	0.13776680005115868	0.04866570922789798	7.0	0.15353535353535355
HLA-DOA	4	8	0.340825143741233	0.24392778971343376	0.315056191003928	0.22585731284602706	7.0	0.15353535353535355
TSPAN33	4	8	0.08084016408110864	0.0315183491555624	0.05557170452740691	0.02205882873955008	7.0	0.15353535353535355
PODXL	4	8	0.12630040661548425	0.05612643422450857	0.15677164894429285	0.05585481342804091	7.0	0.15353535353535355
SELPLG	4	8	0.08453624464204315	0.012274459730838606	0.05986351365427217	0.004899106596594125	7.5	0.1666255757371301
CRLF1	4	8	0.13765292582813865	0.09232044949698993	0.1396191210034264	0.015322003014623099	8.0	0.20193980169397174
TGOLN2	4	8	0.8340993571203866	0.5799970528119289	0.8317311396462693	0.5366973863737021	8.0	0.21414141414141416
CLEC11A	4	8	0.12279879580014924	0.05101835413744137	0.09061690048929222	0.046054053515261095	8.0	0.21414141414141416
TSPAN3	4	8	1.589574109456953	1.054169313739045	1.8094104330382592	1.11883308052925	8.0	0.21414141414141416
TYROBP	4	8	0.17063918858636115	0.24440343692409577	0.19028511476027232	0.2789417559714128	24.0	0.21414141414141416
MPZL3	4	8	0.15843903421793396	0.1806609847891245	0.13098910964890942	0.16917879911577988	23.0	0.2828282828282829
HLA-DRB3	4	8	0.5057286978353337	0.23549793977834743	0.3189847987808688	0.07173113158245567	9.0	0.2828282828282829
JAG2	4	8	0.17518156022476805	0.12887862072122586	0.21639640301085222	0.10646718169149744	9.0	0.2828282828282829
CTF1	4	8	0.09876889576573188	0.14647112347370012	0.06033707057552855	0.15274063029727858	23.0	0.2828282828282829
WNT7B	4	8	0.21235542162243032	0.15752057801723607	0.17829377860063525	0.11115649557478763	9.0	0.2828282828282829
RECK	4	8	0.061711265468119336	0.014310376369621243	0.06477376794674487	0.010253057866612302	9.0	0.2828282828282829
LYZ	4	8	0.5868361154182449	0.29689108628547883	0.6605637059841165	0.31487494480977296	9.0	0.2828282828282829
LAMB3	4	8	0.494376477026719	0.6889580551373297	0.3836499717070257	0.638470855592897	23.0	0.2828282828282829
HLA-DMB	4	8	0.4112156172259517	0.2793487758377066	0.34043377449598144	0.2452095580790835	9.0	0.2828282828282829
CALR	4	8	1.9871954643098237	2.2508455143145305	1.9935527297973588	2.1436613895387175	23.0	0.2828282828282829
CD99	4	8	0.956803469956047	0.8990345820217399	0.9930082060462787	0.9048449828837857	9.0	0.2828282828282829
COPA	4	8	0.8588183415502176	0.8051364394839959	0.9024164184909633	0.8151951686590557	9.0	0.2828282828282829
CXADR	4	8	0.7028914134765998	0.5489075917522699	0.6259304512130273	0.593338090029833	9.0	0.2828282828282829
OMG	4	8	0.30281210981118994	0.06078854411239268	0.1487701303023529	0.0	11.0	0.36312923949633724
COL6A1	4	8	0.17965548101191778	0.1447131599739916	0.1517845732041669	0.06136941178314753	10.0	0.3676767676767677
CD40	4	8	0.25611315111484034	0.16847621010404168	0.27399423272711504	0.11986822058021279	10.0	0.3676767676767677
PTPRC	4	8	0.11114456504682588	0.06856595425098164	0.08479095007764811	0.05869117879446503	10.0	0.3676767676767677
TIMP3	4	8	0.2010672384417171	0.26511246611653805	0.07508132485134485	0.20677151072692546	22.0	0.3676767676767677
TGFA	4	8	0.1306319420299557	0.2556635914495883	0.13370040459264146	0.2203242676513023	22.0	0.3676767676767677
COL27A1	4	8	0.19622736697162085	0.13481227239284146	0.19545015709662455	0.09427896832694332	10.0	0.3676767676767677
CFH	4	8	0.6106257291753499	0.4337469830034869	0.6400982892892066	0.3071381887692366	10.0	0.3676767676767677
LGALS3BP	4	8	1.4845234903096252	1.7398242360284784	1.6459061610303336	1.8264694906989152	22.0	0.3676767676767677
HLA-DMA	4	8	0.7180024558219573	0.5108696420992402	0.6763473784379662	0.46671920984607307	10.0	0.3676767676767677
ADAM10	4	8	0.48964885263055735	0.456471449648418	0.5096935656228662	0.4461431496457187	10.0	0.3676767676767677
IFITM1	4	8	0.18454764098478654	0.09759236091732451	0.1981590874732304	0.09631788769719374	10.0	0.3676767676767677
TIMP1	4	8	0.3074894065346332	0.6067425001724309	0.23502029574517613	0.47715353974140573	22.0	0.3676767676767677
ANGPTL4	4	8	0.0866083472461408	0.15721968808323905	0.05422652574212045	0.1360485333238954	21.0	0.4365633631067837
COL8A1	4	8	0.12112951344604031	0.07764956354507534	0.14438370821495672	0.05331358324701574	11.0	0.44389846580145875
HLA-DQB1	4	8	0.8438814021727131	0.7344594498772483	0.929699360706773	0.3922758390306806	11.0	0.46060606060606063
HLA-DPB1	4	8	1.3743624995733297	1.1277358380126064	1.5016929880822132	1.040945001943661	11.0	0.46060606060606063
LAMA5	4	8	0.27190029224361234	0.34829339291136596	0.2540328391957261	0.3040424422183498	21.0	0.46060606060606063
LGALS3	4	8	1.6773511536061103	1.8322810920871078	1.6653183410055843	1.7823735493587811	21.0	0.46060606060606063
CXCL14	4	8	0.6740508164778101	0.6542889904534221	0.6459780958956229	0.581548864596096	11.0	0.46060606060606063
CLEC2B	4	8	0.18463917201399122	0.15190542843412758	0.10564450964855471	0.057547823877687726	11.0	0.46060606060606063
APOE	4	8	0.16436987099778227	0.21018864212813204	0.15055483967511324	0.20257924963439533	21.0	0.46060606060606063
COL6A2	4	8	0.1316843489980788	0.10733598603801396	0.08577024300922284	0.04562724041899901	11.0	0.46060606060606063
CEACAM1	4	8	0.23008053812466855	0.3232672526630449	0.2307882780309894	0.36371368027896256	21.0	0.46060606060606063
ST14	4	8	0.3427522063085472	0.4192839084581713	0.3035925563880296	0.39331351061377556	21.0	0.46060606060606063
TNC	4	8	0.15877440365022846	0.3352180838377733	0.12585945344839838	0.18248097518940715	21.0	0.46060606060606063
FBLN1	4	8	0.0683767108149704	0.14073326368471972	0.0491317631040428	0.07787923384726436	21.0	0.46060606060606063
SPON2	4	8	0.1634649953098445	0.06684852268048028	0.16574160777047683	0.04652261131563671	11.0	0.46060606060606063
TIMP2	4	8	0.22855844564131494	0.3734245947550043	0.2399840246859022	0.33415181282310813	21.0	0.46060606060606063
TNFSF15	4	8	0.1511427569681644	0.09580966886584094	0.09373424612362838	0.049071729614339976	11.0	0.46060606060606063
PVR	4	8	0.1419747807895249	0.11021127681314673	0.14302273643409205	0.09462171643937539	11.0	0.46060606060606063
COL28A1	4	8	0.12879587590313074	0.0539389978441871	0.07150824583973345	0.011324288892646174	11.5	0.496151813220973
HLA-DRB5	4	8	1.0126151731932316	0.6400565187291634	0.8964560685286275	0.11800692726298881	12.0	0.5515177080217877
HLA-F	4	8	0.8224724159145211	0.7958161296930197	0.8330739462284367	0.6721799290233564	12.0	0.5696969696969697
ICAM1	4	8	1.0034701241364765	0.7422460861828892	0.9707433703239325	0.6087913849005967	12.0	0.5696969696969697
NAMPT	4	8	0.6138151716243617	0.7702711383046977	0.502021317269628	0.6355221522002976	20.0	0.5696969696969697
LGALS9	4	8	0.4198877131532847	0.36072351117648027	0.4634063207919178	0.3964544721406041	12.0	0.5696969696969697
JAG1	4	8	0.33655045091424673	0.2844190949724278	0.32686013869207564	0.17794525364063168	12.0	0.5696969696969697
IL15	4	8	0.05943545559040515	0.038284940735010035	0.06686591781937265	0.03252759064767175	12.0	0.5696969696969697
LTF	4	8	0.557838087695244	0.8137979677501628	0.5262719594973404	0.2990268899637421	12.0	0.5696969696969697
HLA-DRA	4	8	2.4373503300074097	1.8933547349759638	2.4964754824068525	2.18471969995088	12.0	0.5696969696969697
GPC3	4	8	0.16916340277657652	0.059120962204622235	0.07666821890437227	0.04109243286639834	12.0	0.5696969696969697
HLA-E	4	8	2.2284988122677696	2.1118151692478153	2.2602052615208006	1.895158803495034	12.0	0.5696969696969697
COL1A1	4	8	0.25809250867583966	0.3549956783736031	0.25005201838620356	0.24020247481156246	20.0	0.5696969696969697
CD274	4	8	0.13424779229723263	0.15230492230935067	0.09256279277352986	0.0633640002329296	12.0	0.5696969696969697
CEACAM5	4	8	0.2097558092465517	0.4204604247767161	0.21759993017139945	0.3470418920606989	20.0	0.5696969696969697
CDH1	4	8	0.8702731402415423	0.8317034445349941	0.9010456126580031	0.7779272634684634	12.0	0.5696969696969697
ITGAL	4	8	0.053011728266713985	0.048936191611068075	0.04467929043435637	0.021014334837882776	12.0	0.5696969696969697
CCL5	4	8	0.21877154647144248	0.15596880972111246	0.23141837771745755	0.14113533400334843	12.0	0.5696969696969697
CD38	4	8	0.2040023037353525	0.13949125122814238	0.16604963181896595	0.17227865059971728	12.0	0.5696969696969697
ADAM17	4	8	0.4208692497616448	0.4341560767762226	0.33633058552800693	0.4010693073499805	20.0	0.5696969696969697
THBS1	4	8	0.23575374070984362	0.15869949315009219	0.2529683634339819	0.1211813945709675	12.0	0.5696969696969697
PSEN1	4	8	0.36018045780966884	0.29276236791345234	0.3831364523900483	0.3100351956008357	12.0	0.5696969696969697
PDGFA	4	8	0.3184149814371581	0.28618000726451365	0.26177392196922855	0.1869492909837763	12.0	0.5696969696969697
VSIG10	4	8	0.09621664500410548	0.08102224006598832	0.07480276965954935	0.08179708116040643	20.0	0.5696969696969697
TNFSF12	4	8	0.059953315480187036	0.08435417933123483	0.03816052930755008	0.0758159014736435	20.0	0.5696969696969697
SLPI	4	8	2.0123638225495553	1.817157582954635	2.300993767397742	1.9160713196270067	12.0	0.5696969696969697
PLXNA1	4	8	0.22143242260070828	0.18802895428524102	0.23297318215499907	0.17817455830151346	12.0	0.5696969696969697
ICAM4	4	8	0.0609840348524856	0.1040130047367948	0.057142093060479834	0.07937474177166895	19.0	0.6689389731413145
COL4A1	4	8	0.09808387431070895	0.05032247687370157	0.07107040745984282	0.027779339184501456	13.0	0.6689389731413145
TFPI	4	8	0.3346706442895966	0.548384540127578	0.31290826005441097	0.3565917755768491	19.0	0.6828282828282828
NUCB2	4	8	0.821501837498464	0.7254811031872137	0.905147075819759	0.597100066005553	13.0	0.6828282828282828
HLA-DRB1	4	8	1.8306412958551608	1.5641471547916237	1.5919115756301934	1.51814239561129	13.0	0.6828282828282828
FAM3C	4	8	0.5762583088339744	0.5041358889020373	0.5892893522916132	0.5053791599318876	13.0	0.6828282828282828
HSPG2	4	8	0.2420851653813085	0.19460340966935127	0.19300606943236429	0.1654920587059004	13.0	0.6828282828282828
ITGB1	4	8	1.1027496730454838	1.325846129170883	1.0526702364168148	1.1300647341433887	19.0	0.6828282828282828
LGALS1	4	8	0.19381850933133912	0.4545384217677617	0.1866707100798031	0.25829097499840026	19.0	0.6828282828282828
CD82	4	8	0.5921670613094473	0.5869889802521633	0.610700929908228	0.5631752808174093	13.0	0.6828282828282828
CD47	4	8	1.1223985199978992	1.0704707352986227	1.0667594660630695	0.9393209396457515	13.0	0.6828282828282828
CCL4	4	8	0.09073933962643524	0.13179705061001584	0.09083921840538449	0.1623455200558827	19.0	0.6828282828282828
FAM200A	4	8	0.13384035560812388	0.05853850693219218	0.13413944088269908	0.051250987728705955	13.0	0.6828282828282828
LAMC1	4	8	0.2921325464496767	0.2767684316607093	0.27500619774877044	0.2215486424300834	13.0	0.6828282828282828
CD59	4	8	1.521643294281664	1.3811752582634158	1.6359044854935747	1.2871815410872793	13.0	0.6828282828282828
PLAU	4	8	0.2902507523724334	0.3624918741374662	0.23277058024595335	0.16555961856743268	19.0	0.6828282828282828
PTDSS1	4	8	0.3646096337373522	0.37997928385960444	0.2525371802026914	0.38401969966638644	19.0	0.6828282828282828
OCLN	4	8	0.560331303548924	0.46949045836174513	0.5618186236798122	0.4373281248662677	13.0	0.6828282828282828
S100A9	4	8	0.44095900721854686	0.891793618400702	0.47905759006373105	0.5468549866602425	19.0	0.6828282828282828
HP	4	8	0.06555899544126587	0.21902312104291477	0.07348627022576495	0.12566023092647163	18.5	0.729506525490593
CXCL10	4	8	0.15974130229147357	0.16980804946777575	0.15060203375640815	0.043440980930768265	13.5	0.7336467888227649
MELTF	4	8	0.08081542382915113	0.11536868030366859	0.06586679833192777	0.1175367137573225	18.5	0.7336467888227649
FGF2	4	8	0.10532709547964861	0.0576825734832238	0.0	0.0037415436274592243	18.0	0.7763422280609799
BTNL9	4	8	0.03140706414696634	0.022333507753772568	0.024759523280355744	0.0009300661239950652	14.0	0.7856641679105147
ZG16B	4	8	0.035430497501328845	0.05113618082978834	0.012195620143258333	0.018010536500413694	18.0	0.7916517768672336
TSLP	4	8	0.05863920393610738	0.022550292029767324	0.004209085087073187	0.012801511387647865	18.0	0.7916517768672336
COL7A1	4	8	0.07352197644503272	0.08380733898170656	0.07008342050487422	0.04563914376465065	18.0	0.7953755978949296
SIRPA	4	8	0.04808110173225057	0.0634580927125843	0.04178107882168502	0.03347449410363882	18.0	0.7985617630048201
MFAP2	4	8	0.05502240536939636	0.07735475134234181	0.04141995389853538	0.09182770304067012	18.0	0.7985617630048201
B2M	4	8	3.9083631472836373	3.947374150399148	3.9156098088044886	4.058690493200853	18.0	0.8080808080808081
CCL18	4	8	0.18920320671998994	0.1539625346427816	0.16034399396139817	0.09591246646085963	14.0	0.8080808080808081
BACE1	4	8	0.11046972733423627	0.07736996553767096	0.07255528620115448	0.08598732670792798	14.0	0.8080808080808081
S100A4	4	8	0.4756948464636114	0.48495532442427836	0.5515062594913015	0.3704410806491035	14.0	0.8080808080808081
PRNP	4	8	0.4390204114822849	0.4495461984943433	0.40917887671839936	0.27446167216084744	14.0	0.8080808080808081
S100A8	4	8	0.2702581630057024	0.41526938761724363	0.30948814080585596	0.18105073466826893	14.0	0.8080808080808081
CLEC2D	4	8	0.06405551144669586	0.07026456576721228	0.06340451094012972	0.07087002863832384	18.0	0.8080808080808081
CEACAM6	4	8	1.1532671204820986	1.3625962706648895	1.3381614410870228	1.3294612666778356	18.0	0.8080808080808081
LAMA3	4	8	0.1960288127501709	0.32151705826334603	0.1303187785135486	0.10776176920372851	14.0	0.8080808080808081
LAMC2	4	8	0.7044580903246975	0.7545233128052906	0.850326751155702	0.5155153519416539	14.0	0.8080808080808081
MMP7	4	8	1.1756175572066263	1.5707624950887582	0.951040139367975	1.1554958228702845	18.0	0.8080808080808081
ADAM9	4	8	0.40136338322548865	0.5463308619691496	0.4599175515832518	0.4693438612530423	18.0	0.8080808080808081
COL4A5	4	8	0.10617119151174131	0.12859472580411582	0.09639424377298106	0.06929439951299891	18.0	0.8080808080808081
COL4A3	4	8	0.14369229780005394	0.07168822433304438	0.05441269662292392	0.0431896132271863	14.0	0.8080808080808081
CD9	4	8	1.5769485041620674	1.643156821570093	1.3599180461335894	1.4849531205364226	18.0	0.8080808080808081
CD58	4	8	0.1464044966024946	0.14000967421009863	0.14251326253951951	0.14739758392048105	14.0	0.8080808080808081
CXCL16	4	8	0.8755042304613887	1.0241949459428448	0.8940565378659537	0.8629682205651728	18.0	0.8080808080808081
CD55	4	8	1.2141066133151126	1.2243519057895988	1.2433696832351657	1.1475803833080778	18.0	0.8080808080808081
TNFSF9	4	8	0.09933084971362915	0.14387348394862304	0.08583709764723466	0.09576282122875268	17.5	0.8649006171360114
EDIL3	4	8	0.14833072464846608	0.11239046039203304	0.13990458268464565	0.04801818200022173	14.5	0.8649006171360114
CX3CL1	4	8	0.3151068241188299	0.2903921140904382	0.3150773733720822	0.249603271926362	17.0	0.9333333333333333
C3	4	8	1.0365238935795558	1.0260666395199107	1.0191412515786265	1.004794504965306	15.0	0.9333333333333333
CCL20	4	8	0.23017299681044762	0.3840542318111859	0.23297956844623066	0.15291839541378202	17.0	0.9333333333333333
FURIN	4	8	0.43121283123431914	0.545294887159591	0.42473898404222266	0.4235253643115794	17.0	0.9333333333333333
EDN1	4	8	0.18646647540493919	0.18491546465271702	0.1781750459778678	0.17450008306492187	15.0	0.9333333333333333
MICB	4	8	0.05031878506666307	0.05368091312422182	0.048996497821245225	0.057103477095736724	17.0	0.9333333333333333
MMP14	4	8	0.31029578212973796	0.31541762000649676	0.26000342851330716	0.3056756022615339	17.0	0.9333333333333333
NECTIN1	4	8	0.33230234337454984	0.28440054222388667	0.29865769913812545	0.24079186867503605	15.0	0.9333333333333333
HBEGF	4	8	0.41793941543003604	0.4683390979808436	0.4565453015483666	0.4624040964891758	17.0	0.9333333333333333
GRN	4	8	1.0117195166618609	1.0653474417713185	1.0744582191979881	1.0093402191690504	15.0	0.9333333333333333
EFNB2	4	8	0.2573551487224991	0.372945656443253	0.25488520421296	0.2442338451463464	17.0	0.9333333333333333
NECTIN4	4	8	0.46297064776936286	0.38327797197697255	0.25930494136832344	0.334032852356126	17.0	0.9333333333333333
SECTM1	4	8	0.1894824955333344	0.20180207508000325	0.23028121054181275	0.13563567511368532	17.0	0.9333333333333333
TGFB1	4	8	0.08372568778948158	0.10739697584976934	0.09233529795610293	0.06792326462913684	17.0	0.9333333333333333
SDC2	4	8	0.1388705682747196	0.11652318158794747	0.14070566232213466	0.09237664529004921	17.0	0.9333333333333333
LFNG	4	8	0.08530436550119755	0.0896121051732865	0.07104523804154966	0.1004370325885567	17.0	0.9333333333333333
MICA	4	8	0.15551134032146913	0.14647529551359406	0.12086088567503656	0.11202363976861211	16.0	1.0
LAMB2	4	8	0.15561583764431355	0.1568937463835945	0.1685094680130979	0.15384372887436365	16.0	1.0
HLA-B	4	8	2.861446283373133	2.8895840334105665	2.861765315093372	2.945323077694855	16.0	1.0
HLA-A	4	8	3.423364675928536	3.4637637741521248	3.460567980128279	3.4530918851637153	16.0	1.0
ADGRE5	4	8	0.26774684012505756	0.25320671952073937	0.2450472933899877	0.24638546555566312	16.0	1.0
CCL4L2	4	8	0.08012478357220035	0.07518745794115896	0.08676475295580073	0.06678542486086621	16.0	1.0
APP	4	8	1.3230063993577577	1.2901718065053944	1.2792490955486182	1.215234462691289	16.0	1.0
TGFBI	4	8	0.1512370209613504	0.2704615634280376	0.1747026220922711	0.09829067115795803	16.0	1.0
ULBP2	4	8	0.08819844177286329	0.11397917069031349	0.10631346304085236	0.03877288855075312	16.0	1.0
TGM2	4	8	0.28050446033048154	0.5920760816902069	0.2554833076988202	0.2531435215177814	16.0	1.0
