ligand	vs	n	rho	p
NUCB2	tnk_cyto	12	0.06993006993006995	0.8290236405313092
NUCB2	tnk_exh	12	-0.20979020979020982	0.512840943181826
NUCB2	tnk_exh_minus_cyto	12	-0.41958041958041964	0.1745190081300594
OCLN	tnk_cyto	12	-0.3846153846153847	0.21702022575997731
OCLN	tnk_exh	12	-0.7552447552447553	0.004508435484294223
OCLN	tnk_exh_minus_cyto	12	-0.07692307692307693	0.8121826980280591
OMG	tnk_cyto	12	-0.19554159649365715	0.5424886939749823
OMG	tnk_exh	12	-0.3869227334874493	0.2140396230417583
OMG	tnk_exh_minus_cyto	12	-0.01248137849959514	0.9692904867967745
PCSK9	tnk_cyto	12	0.42958811727443924	0.16339862080856338
PCSK9	tnk_exh	12	0.0563394252163199	0.8619373037131001
PCSK9	tnk_exh_minus_cyto	12	-0.3873335483621993	0.2135115526743915
PDGFA	tnk_cyto	12	-0.08391608391608392	0.7954145018538978
PDGFA	tnk_exh	12	-0.2657342657342658	0.4038330883147116
PDGFA	tnk_exh_minus_cyto	12	-0.3846153846153847	0.21702022575997731
PECAM1	tnk_cyto	12	-0.41958041958041964	0.1745190081300594
PECAM1	tnk_exh	12	-0.2937062937062937	0.3541476412329215
PECAM1	tnk_exh_minus_cyto	12	0.20979020979020982	0.512840943181826
PLAU	tnk_cyto	12	0.3916083916083916	0.20806346369535322
PLAU	tnk_exh	12	0.5524475524475525	0.06251148327961523
PLAU	tnk_exh_minus_cyto	12	-0.11188811188811189	0.729194990751066
PLXNA1	tnk_cyto	12	0.10489510489510491	0.7456094809807079
PLXNA1	tnk_exh	12	-0.4545454545454546	0.13765791634772948
PLXNA1	tnk_exh_minus_cyto	12	-0.4125874125874127	0.18256397857316675
PODXL	tnk_cyto	12	-0.35664335664335667	0.2551377517589572
PODXL	tnk_exh	12	-0.6923076923076924	0.012593030496094112
PODXL	tnk_exh_minus_cyto	12	-0.10489510489510491	0.7456094809807079
PRNP	tnk_cyto	12	0.3916083916083916	0.20806346369535322
PRNP	tnk_exh	12	0.6573426573426573	0.020185498509854093
PRNP	tnk_exh_minus_cyto	12	-0.08391608391608392	0.7954145018538978
PSEN1	tnk_cyto	12	0.2797202797202798	0.37856866966230307
PSEN1	tnk_exh	12	0.3706293706293707	0.23562100351264567
PSEN1	tnk_exh_minus_cyto	12	-0.04195804195804196	0.8969858708195542
PTDSS1	tnk_cyto	12	0.46153846153846156	0.13094806950717272
PTDSS1	tnk_exh	12	0.6223776223776225	0.030675895061640146
PTDSS1	tnk_exh_minus_cyto	12	-0.09090909090909093	0.7787253962454419
PTPRC	tnk_cyto	12	-0.43356643356643365	0.15910576941219534
PTPRC	tnk_exh	12	-0.06993006993006995	0.8290236405313092
PTPRC	tnk_exh_minus_cyto	12	0.3076923076923077	0.33058925941210965
PVR	tnk_cyto	12	0.2377622377622378	0.45680085263992326
PVR	tnk_exh	12	-0.04895104895104895	0.8799185788786748
PVR	tnk_exh_minus_cyto	12	-0.5174825174825175	0.08486877113393476
RECK	tnk_cyto	12	-0.37762237762237766	0.22620604493502647
RECK	tnk_exh	12	-0.4755244755244756	0.118175957013032
RECK	tnk_exh_minus_cyto	12	0.2377622377622378	0.45680085263992326
S100A4	tnk_cyto	12	0.5524475524475525	0.06251148327961523
S100A4	tnk_exh	12	0.08391608391608392	0.7954145018538978
S100A4	tnk_exh_minus_cyto	12	-0.5734265734265735	0.05126558978649151
S100A8	tnk_cyto	12	-0.0979020979020979	0.7621216559962992
S100A8	tnk_exh	12	0.17482517482517487	0.5868236643627043
S100A8	tnk_exh_minus_cyto	12	-0.027972027972027972	0.9312343512018807
S100A9	tnk_cyto	12	-0.2657342657342658	0.4038330883147116
S100A9	tnk_exh	12	0.20979020979020982	0.512840943181826
S100A9	tnk_exh_minus_cyto	12	0.09090909090909093	0.7787253962454419
SDC2	tnk_cyto	12	-0.5104895104895105	0.08991373630263919
SDC2	tnk_exh	12	-0.4755244755244756	0.118175957013032
SDC2	tnk_exh_minus_cyto	12	0.17482517482517487	0.5868236643627043
SECTM1	tnk_cyto	12	0.37762237762237766	0.22620604493502647
SECTM1	tnk_exh	12	0.46153846153846156	0.13094806950717272
SECTM1	tnk_exh_minus_cyto	12	-0.2657342657342658	0.4038330883147116
SELPLG	tnk_cyto	12	0.2313533535018416	0.46937777096642685
SELPLG	tnk_exh	12	-0.01779641180783397	0.9562226317931497
SELPLG	tnk_exh_minus_cyto	12	-0.1957605298861737	0.5420277922098976
SIRPA	tnk_cyto	12	0.5534159099872935	0.061957825399860576
SIRPA	tnk_exh	12	0.3327500724607145	0.2905884894424697
SIRPA	tnk_exh_minus_cyto	12	-0.2206658375265791	0.4907024914340438
SLPI	tnk_cyto	12	-0.06293706293706294	0.8459309212287789
SLPI	tnk_exh	12	-0.5174825174825175	0.08486877113393476
SLPI	tnk_exh_minus_cyto	12	-0.3706293706293707	0.23562100351264567
SPON2	tnk_cyto	12	-0.2937062937062937	0.3541476412329215
SPON2	tnk_exh	12	-0.37762237762237766	0.22620604493502647
SPON2	tnk_exh_minus_cyto	12	-0.21678321678321683	0.49855598552418845
SPP1	tnk_cyto	12	0.6157558485510555	0.0330339699851744
SPP1	tnk_exh	12	0.4449102951958493	0.14726129996832263
SPP1	tnk_exh_minus_cyto	12	-0.40219890685704773	0.1949344338995251
ST14	tnk_cyto	12	-0.07692307692307693	0.8121826980280591
ST14	tnk_exh	12	-0.1188811188811189	0.712884219214772
ST14	tnk_exh_minus_cyto	12	-0.18181818181818185	0.5717012385276553
TFPI	tnk_cyto	12	-0.5594405594405596	0.05858947538856764
TFPI	tnk_exh	12	-0.25874125874125875	0.41677476889913817
TFPI	tnk_exh_minus_cyto	12	0.34965034965034975	0.26523878689278996
TGFA	tnk_cyto	12	0.5314685314685316	0.07536233505348361
TGFA	tnk_exh	12	0.5734265734265735	0.05126558978649151
TGFA	tnk_exh_minus_cyto	12	-0.30069930069930073	0.34225952894002437
TGFB1	tnk_cyto	12	0.46153846153846156	0.13094806950717272
TGFB1	tnk_exh	12	0.7412587412587414	0.005801150474478245
TGFB1	tnk_exh_minus_cyto	12	-0.1958041958041958	0.5419358857313173
TGFBI	tnk_cyto	12	0.5986063929233989	0.039741280549141084
TGFBI	tnk_exh	12	0.556351824011159	0.06030002554107383
TGFBI	tnk_exh_minus_cyto	12	-0.3521214076019994	0.26164342813511765
TGM2	tnk_cyto	12	-0.27272727272727276	0.39109677094189615
TGM2	tnk_exh	12	-0.23076923076923078	0.470531995381542
TGM2	tnk_exh_minus_cyto	12	0.027972027972027972	0.9312343512018807
TGOLN2	tnk_cyto	12	-0.4685314685314686	0.12445479118883407
TGOLN2	tnk_exh	12	-0.5034965034965035	0.09515736659412467
TGOLN2	tnk_exh_minus_cyto	12	0.04895104895104895	0.8799185788786748
THBS1	tnk_cyto	12	-0.4055944055944056	0.19083587400450036
THBS1	tnk_exh	12	-0.3846153846153847	0.21702022575997731
THBS1	tnk_exh_minus_cyto	12	0.35664335664335667	0.2551377517589572
TIMP1	tnk_cyto	12	-0.09090909090909093	0.7787253962454419
TIMP1	tnk_exh	12	-0.44055944055944063	0.1517350357167303
TIMP1	tnk_exh_minus_cyto	12	-0.2517482517482518	0.4299187850328841
TIMP2	tnk_cyto	12	-0.1328671328671329	0.6805975082860817
TIMP2	tnk_exh	12	0.02097902097902098	0.9484022252365222
TIMP2	tnk_exh_minus_cyto	12	-0.2447552447552448	0.44326193645018325
TIMP3	tnk_cyto	12	-0.7132867132867133	0.009201779777634764
TIMP3	tnk_exh	12	-0.2867132867132868	0.36625146058358227
TIMP3	tnk_exh_minus_cyto	12	0.3706293706293707	0.23562100351264567
TNC	tnk_cyto	12	-0.1958041958041958	0.5419358857313173
TNC	tnk_exh	12	-0.15384615384615385	0.6330906812462617
TNC	tnk_exh_minus_cyto	12	0.17482517482517487	0.5868236643627043
TNFSF12	tnk_cyto	12	-0.44755244755244755	0.1445863013033476
TNFSF12	tnk_exh	12	-0.6223776223776225	0.030675895061640146
TNFSF12	tnk_exh_minus_cyto	12	0.1398601398601399	0.6646331617926677
TNFSF15	tnk_cyto	12	-0.6153846153846154	0.033169901090105904
TNFSF15	tnk_exh	12	-0.5244755244755246	0.08001937592027474
TNFSF15	tnk_exh_minus_cyto	12	0.18881118881118883	0.5567370561768314
TNFSF9	tnk_cyto	12	0.5253948512537597	0.07939623293714608
TNFSF9	tnk_exh	12	0.5604211746706771	0.05805354965814072
TNFSF9	tnk_exh_minus_cyto	12	-0.1681263524012031	0.6014537771328918
TSLP	tnk_cyto	12	0.2537898243342131	0.42606072918826854
TSLP	tnk_exh	12	0.739616059488278	0.00596951924605374
TSLP	tnk_exh_minus_cyto	12	0.29004551352481495	0.3604571272621032
TSPAN3	tnk_cyto	12	-0.43356643356643365	0.15910576941219534
TSPAN3	tnk_exh	12	-0.6153846153846154	0.033169901090105904
TSPAN3	tnk_exh_minus_cyto	12	-0.006993006993006993	0.9827917689028476
TSPAN33	tnk_cyto	12	-0.18181818181818185	0.5717012385276553
TSPAN33	tnk_exh	12	0.11188811188811189	0.729194990751066
TSPAN33	tnk_exh_minus_cyto	12	0.3706293706293707	0.23562100351264567
TYROBP	tnk_cyto	12	-0.055944055944055944	0.8628980736949713
TYROBP	tnk_exh	12	-0.08391608391608392	0.7954145018538978
TYROBP	tnk_exh_minus_cyto	12	0.02097902097902098	0.9484022252365222
ULBP2	tnk_cyto	12	0.5000123987948392	0.09784496018095067
ULBP2	tnk_exh	12	0.577479108467279	0.049269593383981784
ULBP2	tnk_exh_minus_cyto	12	-0.14789099119283972	0.6464563986783276
VSIG10	tnk_cyto	12	-0.6783216783216784	0.015317329053281715
VSIG10	tnk_exh	12	-0.15384615384615385	0.6330906812462617
VSIG10	tnk_exh_minus_cyto	12	0.44055944055944063	0.1517350357167303
WNT7B	tnk_cyto	12	0.5384615384615385	0.07089431754922311
WNT7B	tnk_exh	12	0.006993006993006993	0.9827917689028476
WNT7B	tnk_exh_minus_cyto	12	-0.3916083916083916	0.20806346369535322
ZG16B	tnk_cyto	12	0.4495705459634632	0.14256430946578083
ZG16B	tnk_exh	12	0.029004551352481492	0.9287016154017113
ZG16B	tnk_exh_minus_cyto	12	-0.47132395947782424	0.12192189331695316
