scope	n_patients	predictor	regulon	spearman_rho	spearman_p	n_q1	n_q4	n_compared	median_q1	median_q4	delta_median	q4q1_r	q4q1_p	thin
triple	90	CLDN4_mean_rank_in_dataset	AUCell:IFN_STAT1	-0.058867110646459817	0.5815416151201224	23	23	46	0.5714285714285714	0.4523809523809524	-0.11904761904761901	-0.18714555765595464	0.281708239251961	False
triple	90	CLDN4_mean_rank_in_dataset	AUCell:MHC_NLRC5	-0.2108274303844092	0.046085866001805115	23	23	46	0.6818181818181818	0.35714285714285715	-0.3246753246753246	-0.4593572778827977	0.007854274359440427	False
triple	90	CLDN4_mean_rank_in_dataset	AUCell:TJ_barrier	0.5214402726442042	1.3663788921769787e-07	23	23	46	0.23809523809523808	0.7380952380952381	0.5	0.7996219281663517	3.548521064998912e-06	False
triple	90	CLDN4_mean_rank_in_dataset	AUCell:ELF3_CollecTRI	-0.0872009746650333	0.4137823557817298	23	23	46	0.4523809523809524	0.38095238095238093	-0.07142857142857145	-0.11153119092627595	0.5240556469270492	False
triple	90	CLDN4_mean_rank_in_dataset	AUCell:HK_CTRL	-0.09928628464647628	0.3518281815443061	23	23	46	0.6666666666666666	0.5952380952380952	-0.0714285714285714	-0.07372400756143671	0.6763376432487211	False
triple	90	CLDN4_mean_stratified_Q	AUCell:IFN_STAT1			24	23	47	0.0032884799440236817	0.0038697682462815633	0.0005812883022578816	-0.17753623188405798	0.3020025360436831	False
triple	90	CLDN4_mean_stratified_Q	AUCell:MHC_NLRC5			24	23	47	0.03313291612766204	0.02081632653061224	-0.012316589597049798	-0.4384057971014492	0.010335128997763095	False
triple	90	CLDN4_mean_stratified_Q	AUCell:TJ_barrier			24	23	47	0.0010995157077407108	0.004611415020614944	0.0035118993128742336	0.7282608695652173	1.9818720533721422e-05	False
triple	90	CLDN4_mean_stratified_Q	AUCell:ELF3_CollecTRI			24	23	47	0.0025679669465563377	0.0021913109756097563	-0.00037665597094658143	-0.17028985507246375	0.32237665407895655	False
triple	90	CLDN4_mean_stratified_Q	AUCell:HK_CTRL			24	23	47	0.2266715893867055	0.23037569944044767	0.00370411005374216	-0.047101449275362306	0.7902256036823868	False
