tma,fov,n_tumor,n_cd8,n_high,n_low,split_rule,median_dist_high,median_dist_low,median_cd8_25_high,median_cd8_25_low,median_cd8_50_high,median_cd8_50_low,median_cd8_100_high,median_cd8_100_low
LUAD_TMA2,1,669,86,306,363,median_split>1,24.950780625155282,25.51665856635685,1.0,0.0,3.0,3.0,11.0,10.0
LUAD_TMA2,2,771,100,339,432,median_split>1,24.31828405041667,25.540457978869394,1.0,0.0,3.0,3.0,11.0,11.0
LUAD_TMA2,3,854,83,385,469,median_split>1,26.233451282847646,24.43579303814599,0.0,1.0,3.0,2.0,10.0,9.0
LUAD_TMA2,4,795,72,325,470,median_split>1,28.510673513308305,28.19019654257873,0.0,0.0,2.0,2.0,8.0,7.0
LUAD_TMA2,5,234,34,68,166,pos_vs_zero,29.189737572635227,25.976158576174747,0.0,0.0,2.0,2.0,6.0,7.0
LUAD_TMA2,6,186,45,56,130,pos_vs_zero,27.506062506913096,27.25557078795259,0.0,0.0,2.0,2.0,5.0,6.0
LUAD_TMA2,7,416,102,176,240,pos_vs_zero,19.11342711364447,22.440356619758152,1.0,1.0,3.0,3.0,13.0,13.0
LUAD_TMA2,8,572,150,208,364,median_split>1,17.64425908804829,19.390847626218893,1.0,1.0,6.0,5.0,20.0,18.0
LUAD_TMA2,9,640,162,281,359,median_split>1,17.536560008986335,17.643481213547684,1.0,1.0,5.0,5.0,18.0,17.0
LUAD_TMA2,10,556,165,245,311,median_split>1,17.40364733561296,19.9164213444864,1.0,1.0,5.0,4.0,20.0,17.0
LUAD_TMA2,11,780,186,283,497,median_split>1,16.918911620502943,16.98334859386784,1.0,1.0,7.0,6.0,24.0,23.0
LUAD_TMA2,12,846,207,385,461,pos_vs_zero,14.63763618566881,16.35675332855648,2.0,2.0,7.0,7.0,26.0,24.0
LUAD_TMA2,13,264,113,79,185,pos_vs_zero,18.99129407154714,17.63035667319028,1.0,1.0,6.0,5.0,15.0,17.0
LUAD_TMA2,14,167,112,41,126,pos_vs_zero,22.764717867051324,18.392220126609274,1.0,1.0,5.0,5.0,19.0,18.0
LUAD_TMA2,15,553,106,187,366,median_split>1,18.995483425658275,19.17340693370086,1.0,1.0,3.0,4.0,13.0,15.0
LUAD_TMA2,16,851,143,401,450,pos_vs_zero,16.684704701397386,17.31467941350435,1.0,1.0,4.0,5.0,19.0,17.0
LUAD_TMA2,17,693,140,341,352,median_split>2,20.29847503710634,20.8416394646198,1.0,1.0,4.0,4.0,18.0,16.0
LUAD_TMA2,18,627,135,295,332,median_split>3,17.44723487588784,19.13037877075179,1.0,1.0,5.0,5.0,18.0,18.0
LUAD_TMA2,20,213,45,91,122,pos_vs_zero,28.09973523923728,29.53626658643438,0.0,0.0,2.0,1.0,6.0,5.0
LUAD_TMA2,21,281,53,92,189,pos_vs_zero,29.297138405976256,26.64303815210246,0.0,0.0,1.0,2.0,7.0,8.0
LUAD_TMA2,22,156,58,47,109,pos_vs_zero,38.1659262393037,29.036100220902973,0.0,0.0,1.0,2.0,7.0,8.0
LUAD_TMA2,23,323,57,112,211,pos_vs_zero,24.855841335778862,28.79142437885356,0.5,0.0,2.0,2.0,7.0,7.0
LUAD_TMA2,24,622,72,271,351,pos_vs_zero,21.466863275179158,22.13151999999991,1.0,1.0,3.0,3.0,8.0,7.0
LUAD_TMA2,25,446,61,111,335,median_split>1,22.90062972933348,25.229285518317422,1.0,0.0,2.0,2.0,8.0,7.0
LUAD_TMA2,26,601,68,190,411,median_split>1,19.332121682001663,24.10316366597584,1.0,1.0,3.0,2.0,10.0,9.0
LUAD_TMA2,27,1100,118,482,618,median_split>1,18.561736154070378,19.91364436531027,1.0,1.0,4.0,4.0,14.0,14.0
LUAD_TMA2,28,1291,197,469,822,median_split>2,15.784201003738042,15.987967535078983,2.0,1.5,7.0,7.0,27.0,25.0
LUAD_TMA2,29,784,94,238,546,median_split>1,21.20997592194406,21.30314658178064,1.0,1.0,3.0,3.0,11.0,11.0
LUAD_TMA2,30,1017,160,407,610,median_split>1,16.069426005977913,17.200823335682294,1.0,1.0,5.0,5.0,20.0,18.0
LUAD_TMA2,40,438,129,135,303,median_split>1,16.61998033967555,17.9922155800341,1.0,1.0,6.0,5.0,23.0,19.0
LUAD_TMA2,41,737,135,314,423,median_split>2,14.998621365231969,19.499461810747075,2.0,1.0,7.0,5.0,26.0,18.0
LUAD_TMA2,42,792,85,343,449,median_split>1,24.08755280704128,25.13276431716996,1.0,0.0,2.0,2.0,10.0,10.0
LUAD_TMA2,43,117,84,31,86,pos_vs_zero,14.220535062899952,22.896234245055915,1.0,1.0,6.0,3.0,16.0,10.0
LUAD_TMA2,44,838,150,402,436,pos_vs_zero,21.55210374370668,19.10236554200529,1.0,1.0,3.0,4.0,13.0,16.0
LUAD_TMA2,45,841,127,390,451,median_split>2,20.287382593295717,19.857860089869455,1.0,1.0,4.0,4.0,14.0,14.0
LUAD_TMA2,46,627,138,255,372,median_split>1,17.260494317695276,19.44243457094808,1.0,1.0,5.0,4.0,18.0,15.0
LUAD_TMA2,47,790,174,391,399,median_split>1,16.379733756320338,18.55472511477497,1.0,1.0,6.0,5.0,24.0,19.0
