tma,fov,n_tumor,n_cd8,n_high,n_low,split_rule,median_dist_high,median_dist_low,median_cd8_25_high,median_cd8_25_low,median_cd8_50_high,median_cd8_50_low,median_cd8_100_high,median_cd8_100_low
MESO_TMA2,1,754,188,68,686,pos_vs_zero,18.738597897873092,18.997481892831598,1.0,1.0,5.0,5.0,21.0,19.0
MESO_TMA2,2,555,69,12,543,pos_vs_zero,23.86161794879157,38.671469692886845,1.0,0.0,2.5,1.0,11.0,4.0
MESO_TMA2,3,718,247,102,616,pos_vs_zero,16.650466308400297,17.540064650784267,1.0,1.0,6.0,6.0,25.5,24.0
MESO_TMA2,4,1142,118,129,1013,pos_vs_zero,23.65391140681782,20.861559597231597,1.0,1.0,3.0,4.0,14.0,13.0
MESO_TMA2,5,1319,105,285,1034,pos_vs_zero,22.695978662133506,22.964031767875355,1.0,1.0,3.0,3.0,12.0,12.0
MESO_TMA2,6,1212,111,107,1105,pos_vs_zero,20.753093214459494,21.9493698770236,1.0,1.0,4.0,4.0,16.0,13.0
MESO_TMA2,7,1201,72,82,1119,pos_vs_zero,21.460713132876254,25.50389846404001,1.0,0.0,3.0,3.0,9.5,9.0
MESO_TMA2,8,469,29,37,432,pos_vs_zero,42.86594253698453,39.51183651121161,0.0,0.0,1.0,1.0,3.0,3.0
MESO_TMA2,9,633,53,51,582,pos_vs_zero,33.25584305483969,29.698643548400685,0.0,0.0,2.0,2.0,8.0,7.0
MESO_TMA2,10,920,134,102,818,pos_vs_zero,17.33325834138322,17.950935777889406,1.0,1.0,4.0,4.0,15.0,15.0
MESO_TMA2,11,1165,90,120,1045,pos_vs_zero,25.407725770455222,23.979198902548582,0.0,1.0,3.0,3.0,11.0,11.0
MESO_TMA2,12,401,75,54,347,pos_vs_zero,27.920508423794047,25.67576565813003,0.0,0.0,2.0,2.0,9.0,9.0
MESO_TMA2,13,223,65,51,172,pos_vs_zero,24.801316008084395,27.813467092908823,1.0,0.0,2.0,2.0,7.0,8.0
MESO_TMA2,14,449,52,39,410,pos_vs_zero,33.24344239724904,32.06606947805281,0.0,0.0,1.0,1.0,6.0,6.0
MESO_TMA2,15,397,39,55,342,pos_vs_zero,42.77725690625669,41.0492786123919,0.0,0.0,1.0,1.0,4.0,4.0
MESO_TMA2,16,711,42,41,670,pos_vs_zero,41.9603119778677,35.7881784269906,0.0,0.0,1.0,1.0,4.0,4.0
MESO_TMA2,17,664,72,70,594,pos_vs_zero,24.683239134534546,26.931650917184236,1.0,0.0,3.0,2.0,9.0,7.0
MESO_TMA2,18,688,62,71,617,pos_vs_zero,29.78502944041546,31.15344878924309,0.0,0.0,2.0,2.0,6.0,6.0
MESO_TMA2,19,439,52,43,396,pos_vs_zero,35.60470853412496,32.33597391636303,0.0,0.0,1.0,1.0,6.0,6.0
MESO_TMA2,20,1053,306,120,933,pos_vs_zero,17.674934563077947,16.80479914691125,2.0,1.0,7.0,7.0,25.0,29.0
MESO_TMA2,21,1628,185,192,1436,pos_vs_zero,19.412728488130035,18.82545095841973,1.0,1.0,5.0,5.0,20.0,20.0
MESO_TMA2,22,1376,105,176,1200,pos_vs_zero,23.584902180657448,23.338491617108755,1.0,1.0,3.0,3.0,11.0,11.0
MESO_TMA2,23,1162,138,152,1010,pos_vs_zero,20.262086091681276,19.30892758133536,1.0,1.0,4.0,4.0,16.0,15.0
MESO_TMA2,24,333,46,38,295,pos_vs_zero,24.655233320861015,25.96404767375155,0.5,0.0,2.0,2.0,7.0,7.0
MESO_TMA2,25,661,43,36,625,pos_vs_zero,36.72054818496201,35.359046923354285,0.0,0.0,1.0,1.0,4.0,4.0
MESO_TMA2,26,781,44,62,719,pos_vs_zero,29.42558684308869,27.70202728049866,0.0,0.0,2.0,2.0,6.0,6.0
MESO_TMA2,27,170,41,36,134,pos_vs_zero,30.227802252330452,32.96306419591862,0.0,0.0,1.5,1.0,5.0,5.0
MESO_TMA2,28,209,92,49,160,pos_vs_zero,22.497505079985036,21.897175245488555,1.0,1.0,5.0,3.0,12.0,13.0
MESO_TMA2,29,969,45,69,900,pos_vs_zero,33.62767236752689,29.080024201406367,0.0,0.0,1.0,1.0,6.0,5.0
MESO_TMA2,30,288,30,30,258,pos_vs_zero,41.33723177700657,42.715987861266726,0.0,0.0,1.0,1.0,3.0,4.0
MESO_TMA2,31,405,41,61,344,pos_vs_zero,37.718473236587535,39.6754375088497,0.0,0.0,1.0,1.0,4.0,4.0
MESO_TMA2,32,674,72,50,624,pos_vs_zero,28.832855649877278,26.108653324855304,0.0,0.0,2.0,2.0,8.0,7.0
MESO_TMA2,33,469,47,56,413,pos_vs_zero,32.789373702858356,31.874200000000148,0.0,0.0,1.0,1.0,6.0,5.0
MESO_TMA2,34,1494,95,126,1368,pos_vs_zero,23.642988694465405,23.889588105222547,1.0,1.0,3.0,3.0,11.0,11.0
MESO_TMA2,35,1132,294,106,1026,pos_vs_zero,15.141557699548834,16.10719325346713,2.0,2.0,8.0,7.0,27.5,28.0
MESO_TMA2,36,761,133,98,663,pos_vs_zero,21.351284106422263,19.75413628289407,1.0,1.0,4.0,4.0,14.0,14.0
MESO_TMA2,37,760,76,78,682,pos_vs_zero,24.18344914485007,25.033981205373856,1.0,0.5,2.0,3.0,8.0,8.0
MESO_TMA2,38,119,16,10,109,pos_vs_zero,72.86274003190812,47.84241894198922,0.0,0.0,0.0,1.0,1.0,2.0
MESO_TMA2,39,1370,144,135,1235,pos_vs_zero,20.775040710121125,20.0727104158855,1.0,1.0,4.0,4.0,18.0,16.0
MESO_TMA2,40,1183,138,183,1000,pos_vs_zero,22.021753773176,20.53026129345404,1.0,1.0,4.0,4.0,16.0,15.0
