tma,fov,n_tumor,n_cd8,n_high,n_low,split_rule,median_dist_high,median_dist_low,median_cd8_25_high,median_cd8_25_low,median_cd8_50_high,median_cd8_50_low,median_cd8_100_high,median_cd8_100_low
MESO_TMA1,1,944,115,381,563,median_split>1,22.470158347464064,22.30667104902928,1.0,1.0,3.0,3.0,13.0,11.0
MESO_TMA1,2,463,32,192,271,pos_vs_zero,38.70972524859311,44.42958250184446,0.0,0.0,1.0,1.0,3.5,3.0
MESO_TMA1,3,675,42,318,357,median_split>2,32.69481113174435,34.15824941298762,0.0,0.0,1.0,1.0,4.0,4.0
MESO_TMA1,4,1163,128,555,608,median_split>5,22.371433323986203,22.893995482517997,1.0,1.0,3.0,3.0,13.0,12.0
MESO_TMA1,5,893,31,402,491,median_split>2,43.17719348140356,42.28949696996505,0.0,0.0,1.0,1.0,3.0,4.0
MESO_TMA1,6,1052,327,499,553,median_split>7,16.40091787953415,14.494114310518643,2.0,2.0,8.0,8.0,34.0,31.0
MESO_TMA1,7,807,62,402,405,median_split>4,24.569079970449188,28.00277528812169,1.0,0.0,2.0,2.0,7.0,7.0
MESO_TMA1,8,355,30,150,205,median_split>2,37.94205742868438,34.304269301857765,0.0,0.0,1.0,1.0,3.0,4.0
MESO_TMA1,10,1377,91,685,692,median_split>3,26.16967758493054,25.25736331979097,0.0,0.0,2.0,2.0,9.0,9.0
MESO_TMA1,11,1098,54,540,558,median_split>2,31.568556904634143,32.141766691011945,0.0,0.0,2.0,1.0,6.0,6.0
MESO_TMA1,12,1316,56,653,663,median_split>2,32.01911435090115,31.53470017902573,0.0,0.0,2.0,1.0,6.0,6.0
MESO_TMA1,13,1401,116,680,721,median_split>23,21.69961915429478,22.45115691305146,1.0,1.0,3.0,3.0,14.0,11.0
MESO_TMA1,14,1832,142,901,931,median_split>33,18.63097986288133,21.495149924131237,1.0,1.0,4.0,3.0,16.0,14.0
MESO_TMA1,15,747,49,352,395,median_split>10,28.7035990789031,28.335578636109208,0.0,0.0,2.0,2.0,6.0,7.0
MESO_TMA1,16,1431,86,711,720,median_split>21,27.169705194573346,26.564585513676167,0.0,0.0,2.0,2.0,9.0,9.0
MESO_TMA1,17,1137,107,559,578,median_split>10,19.4187953152608,24.16452800881182,1.0,1.0,4.0,3.0,13.0,11.0
MESO_TMA1,18,1548,132,769,779,median_split>17,20.466340941048124,21.95464220735229,1.0,1.0,4.0,3.0,13.0,12.0
MESO_TMA1,19,1881,117,938,943,median_split>28,22.532202725558555,22.095210105540076,1.0,1.0,3.0,3.0,12.0,11.0
MESO_TMA1,20,830,41,281,549,median_split>2,41.13962847307474,38.78689657937356,0.0,0.0,1.0,1.0,4.0,4.0
MESO_TMA1,21,777,46,366,411,median_split>1,30.33997474171897,33.37569527312862,0.0,0.0,2.0,1.0,6.0,5.0
MESO_TMA1,22,1280,58,381,899,median_split>2,31.51358954114922,29.599634793421274,0.0,0.0,2.0,2.0,6.0,6.0
MESO_TMA1,23,1626,86,741,885,median_split>3,24.60924096965245,25.505032953865424,1.0,0.0,3.0,2.0,10.0,10.0
MESO_TMA1,24,318,37,63,255,median_split>1,41.22236188076593,39.59039541522788,0.0,0.0,1.0,1.0,4.0,3.0
MESO_TMA1,26,1139,59,431,708,median_split>3,30.772175306844197,31.255138633776205,0.0,0.0,1.0,1.0,6.0,5.0
MESO_TMA1,27,1084,70,368,716,median_split>1,29.26563290586443,29.352288738104875,0.0,0.0,2.0,2.0,6.0,7.0
MESO_TMA1,28,1088,72,460,628,median_split>2,27.6453007373022,28.251410494593028,0.0,0.0,2.0,2.0,8.0,7.0
MESO_TMA1,29,1129,305,531,598,median_split>6,17.142748500148798,14.13814016934737,1.0,2.0,7.0,8.0,30.0,29.0
MESO_TMA1,30,1739,52,710,1029,median_split>3,32.33305018622862,33.39974405391911,0.0,0.0,2.0,1.0,6.0,6.0
MESO_TMA1,31,519,30,234,285,median_split>4,33.49811210325299,28.912520008299197,0.0,0.0,1.0,1.0,3.0,5.0
MESO_TMA1,32,376,23,181,195,median_split>9,26.071921210833,29.047059684035023,0.0,0.0,2.0,2.0,6.0,5.0
MESO_TMA1,33,482,78,63,419,median_split>1,29.92096458921025,28.796951190841522,0.0,0.0,2.0,2.0,7.0,7.0
MESO_TMA1,34,464,79,97,367,median_split>1,31.0948808858798,27.502331706762195,0.0,0.0,2.0,2.0,9.0,8.0
MESO_TMA1,35,567,66,109,458,median_split>1,29.023392028499117,30.82755235499726,0.0,0.0,2.0,2.0,7.0,8.0
MESO_TMA1,36,648,79,105,543,median_split>1,26.734107195052285,26.844275685963826,0.0,0.0,2.0,2.0,9.0,9.0
MESO_TMA1,37,999,79,494,505,median_split>27,24.108409702816694,27.475753933066027,1.0,0.0,3.0,2.0,11.0,10.0
MESO_TMA1,38,1397,102,676,721,median_split>17,22.171332604195854,22.259925543454365,1.0,1.0,3.0,3.0,11.0,11.0
MESO_TMA1,39,1667,143,799,868,median_split>19,21.241938377126015,20.645786872361285,1.0,1.0,4.0,4.0,14.0,14.0
MESO_TMA1,40,1104,67,543,561,median_split>4,31.915930267901636,30.082987435319914,0.0,0.0,2.0,2.0,6.0,7.0
