tma,fov,n_tumor,n_cd8,n_high,n_low,split_rule,median_dist_high,median_dist_low,median_cd8_25_high,median_cd8_25_low,median_cd8_50_high,median_cd8_50_low,median_cd8_100_high,median_cd8_100_low
LUAD_TMA2,1,669,86,293,376,median_split>4,25.552069861209294,25.33285526857458,0.0,0.0,3.0,3.0,11.0,10.0
LUAD_TMA2,2,771,100,368,403,median_split>3,24.501794103008116,24.97570104667528,1.0,1.0,3.0,3.0,11.5,11.0
LUAD_TMA2,3,854,83,381,473,median_split>4,26.72625930509585,23.5997206882795,0.0,1.0,3.0,2.0,10.0,9.0
LUAD_TMA2,4,795,72,324,471,median_split>4,28.234167088994,28.376394788401047,0.0,0.0,2.0,2.0,7.5,7.0
LUAD_TMA2,5,234,34,55,179,median_split>1,24.61071062554641,27.199507634161353,1.0,0.0,2.0,2.0,6.0,7.0
LUAD_TMA2,6,186,45,44,142,median_split>1,21.265209062939384,29.984292217127752,1.0,0.0,2.0,2.0,5.0,6.0
LUAD_TMA2,7,416,102,190,226,median_split>1,20.60895844990541,21.844102503950424,1.0,1.0,3.0,3.0,13.0,13.0
LUAD_TMA2,8,572,150,277,295,median_split>2,16.92703307470065,20.131365324270845,1.0,1.0,6.0,4.0,19.0,17.0
LUAD_TMA2,9,640,162,319,321,median_split>2,17.983368465158254,17.27431863427229,1.0,1.0,5.0,5.0,18.0,17.0
LUAD_TMA2,10,556,165,249,307,median_split>3,18.139962712422623,19.655754110998437,1.0,1.0,5.0,4.0,20.0,17.0
LUAD_TMA2,11,780,186,385,395,median_split>3,17.00335530257251,16.957347241781655,1.0,1.0,6.0,6.0,24.0,23.0
LUAD_TMA2,12,846,207,356,490,median_split>3,15.066719838893066,15.501194259198101,2.0,2.0,7.5,7.0,24.5,25.0
LUAD_TMA2,13,264,113,92,172,median_split>1,18.418622842097935,17.823740851198927,1.0,1.0,6.0,5.0,18.0,16.0
LUAD_TMA2,14,167,112,30,137,median_split>1,22.114218542981085,18.082448924812763,1.0,1.0,4.0,6.0,16.5,19.0
LUAD_TMA2,15,553,106,229,324,median_split>3,19.88516163446633,18.664914978384736,1.0,1.0,4.0,4.0,12.0,17.0
LUAD_TMA2,16,851,143,333,518,median_split>2,17.474163153365787,16.778810434255067,1.0,1.0,4.0,5.0,18.0,18.0
LUAD_TMA2,17,693,140,340,353,median_split>7,20.621438985201188,20.331589847408768,1.0,1.0,4.0,4.0,18.0,16.0
LUAD_TMA2,18,627,135,309,318,median_split>8,17.796969573812042,19.026683344015844,1.0,1.0,5.0,5.0,18.0,17.0
LUAD_TMA2,20,213,45,76,137,median_split>1,29.009030902318386,28.98149033553795,0.0,0.0,1.0,2.0,5.0,5.0
LUAD_TMA2,21,281,53,70,211,median_split>1,24.32955505223992,27.742993316483446,1.0,0.0,1.5,2.0,7.0,8.0
LUAD_TMA2,22,156,58,53,103,median_split>1,36.62619813248353,31.013819571669114,0.0,0.0,1.0,2.0,5.0,8.0
LUAD_TMA2,23,323,57,144,179,median_split>1,26.53880278852224,28.153743072266575,0.0,0.0,2.0,2.0,7.0,7.0
LUAD_TMA2,24,622,72,277,345,median_split>2,21.23614848047563,22.567810456346482,1.0,1.0,3.0,3.0,8.0,7.0
LUAD_TMA2,25,446,61,170,276,median_split>1,22.749983934042707,25.606224561208357,1.0,0.0,2.0,2.0,8.0,7.0
LUAD_TMA2,26,601,68,285,316,median_split>1,22.9794617343396,22.18651702251509,1.0,1.0,3.0,2.0,10.0,10.0
LUAD_TMA2,27,1100,118,500,600,median_split>2,18.61423668913409,19.768759148623992,1.0,1.0,4.0,4.0,14.0,14.0
LUAD_TMA2,28,1291,197,538,753,median_split>2,16.256499430713994,15.643800095066295,1.0,2.0,7.0,7.0,26.0,26.0
LUAD_TMA2,29,784,94,369,415,median_split>1,21.30178835253058,21.2871814490508,1.0,1.0,3.0,3.0,11.0,11.0
LUAD_TMA2,30,1017,160,371,646,median_split>2,16.453758862315308,16.815987143381676,1.0,1.0,5.0,5.0,19.0,19.0
LUAD_TMA2,40,438,129,199,239,median_split>1,17.108535197053243,17.9922155800341,1.0,1.0,6.0,5.0,21.0,20.0
LUAD_TMA2,41,737,135,342,395,median_split>5,15.671623467868022,19.350506441661448,2.0,1.0,7.0,5.0,25.5,18.0
LUAD_TMA2,42,792,85,395,397,median_split>3,23.658803885573167,25.55659896477565,1.0,0.0,2.0,2.0,10.0,9.0
LUAD_TMA2,43,117,84,19,98,median_split>1,19.63366071235701,21.797927406078692,1.0,1.0,3.0,3.5,10.0,12.5
LUAD_TMA2,44,838,150,298,540,median_split>2,23.435714411770125,18.14667745908956,1.0,1.0,3.0,5.0,11.0,18.0
LUAD_TMA2,45,841,127,407,434,median_split>8,19.8166547350856,20.413610288839088,1.0,1.0,4.0,4.0,15.0,14.0
LUAD_TMA2,46,627,138,311,316,median_split>2,16.753065419796652,19.987985298131292,1.0,1.0,5.0,4.0,17.0,15.0
LUAD_TMA2,47,790,174,393,397,median_split>4,16.35984872790694,18.922226959890608,1.0,1.0,6.0,5.0,24.0,19.0
