tma,fov,n_tumor,n_cd8,n_high,n_low,split_rule,median_dist_high,median_dist_low,median_cd8_25_high,median_cd8_25_low,median_cd8_50_high,median_cd8_50_low,median_cd8_100_high,median_cd8_100_low
MESO_TMA2,1,754,188,79,675,pos_vs_zero,21.07407203943211,18.722384686616852,1.0,1.0,5.0,5.0,18.0,20.0
MESO_TMA2,2,555,69,12,543,pos_vs_zero,42.721135103630246,38.19548168480523,0.0,0.0,1.5,1.0,5.0,4.0
MESO_TMA2,3,718,247,90,628,pos_vs_zero,18.790218293589323,17.341581921101355,1.0,1.0,6.0,6.0,24.5,24.0
MESO_TMA2,4,1142,118,115,1027,pos_vs_zero,21.43583983105025,21.213314088845017,1.0,1.0,4.0,4.0,14.0,13.0
MESO_TMA2,5,1319,105,118,1201,pos_vs_zero,23.532183573072846,22.751686116680876,1.0,1.0,3.0,3.0,12.0,12.0
MESO_TMA2,6,1212,111,98,1114,pos_vs_zero,21.258002513231375,21.888608441424587,1.0,1.0,4.0,4.0,15.5,14.0
MESO_TMA2,7,1201,72,80,1121,pos_vs_zero,23.423427213834604,25.50389846404001,1.0,0.0,3.0,3.0,9.5,9.0
MESO_TMA2,8,469,29,37,432,pos_vs_zero,38.10826515429916,40.082846619440986,0.0,0.0,1.0,1.0,4.0,3.0
MESO_TMA2,9,633,53,49,584,pos_vs_zero,28.053875756479414,29.956361176793315,0.0,0.0,2.0,2.0,7.0,7.0
MESO_TMA2,10,920,134,120,800,pos_vs_zero,17.519418065486846,17.98457449852583,1.0,1.0,4.0,4.0,15.0,15.0
MESO_TMA2,11,1165,90,129,1036,pos_vs_zero,23.39654702772899,24.142139503374153,1.0,1.0,3.0,3.0,11.0,11.0
MESO_TMA2,12,401,75,33,368,pos_vs_zero,26.878476174453382,25.90976724941334,0.0,0.0,2.0,2.0,8.0,9.0
MESO_TMA2,13,223,65,32,191,pos_vs_zero,25.720847181330257,27.525467658298123,0.5,0.0,2.0,2.0,8.5,7.0
MESO_TMA2,14,449,52,57,392,pos_vs_zero,31.468797347213126,32.36740575157134,0.0,0.0,2.0,1.0,6.0,6.0
MESO_TMA2,15,397,39,41,356,pos_vs_zero,42.17044931566176,40.73617682380434,0.0,0.0,1.0,1.0,4.0,4.0
MESO_TMA2,16,711,42,63,648,pos_vs_zero,40.53882117883541,35.7881784269906,0.0,0.0,1.0,1.0,5.0,4.0
MESO_TMA2,17,664,72,61,603,pos_vs_zero,24.409728816682733,26.781146240562478,1.0,0.0,2.0,2.0,7.0,7.0
MESO_TMA2,18,688,62,55,633,pos_vs_zero,30.717590473967643,30.86863820348389,0.0,0.0,2.0,2.0,6.0,6.0
MESO_TMA2,19,439,52,27,412,pos_vs_zero,31.477760885069443,32.66880415556007,0.0,0.0,1.0,1.5,6.0,6.0
MESO_TMA2,20,1053,306,122,931,pos_vs_zero,19.543876576702978,16.622156384874877,1.0,2.0,4.0,7.0,18.0,30.0
MESO_TMA2,21,1628,185,139,1489,pos_vs_zero,20.494949647792655,18.671315101106188,1.0,1.0,5.0,5.0,21.0,20.0
MESO_TMA2,22,1376,105,168,1208,pos_vs_zero,23.517792846821656,23.356318635520886,1.0,1.0,3.0,3.0,12.0,11.0
MESO_TMA2,23,1162,138,122,1040,pos_vs_zero,18.261613829812323,19.67469441647824,1.0,1.0,4.0,4.0,16.0,15.0
MESO_TMA2,24,333,46,25,308,pos_vs_zero,25.782039744101013,26.027830178286862,0.0,0.0,2.0,2.0,6.0,7.0
MESO_TMA2,25,661,43,47,614,pos_vs_zero,31.384783731356936,35.515623458969145,0.0,0.0,1.0,1.0,4.0,4.0
MESO_TMA2,26,781,44,50,731,pos_vs_zero,31.97555558080058,27.759936081596866,0.0,0.0,2.0,2.0,6.0,6.0
MESO_TMA2,27,170,41,18,152,pos_vs_zero,45.082897263575305,32.01310200344196,0.0,0.0,1.5,1.0,5.0,5.0
MESO_TMA2,28,209,92,18,191,pos_vs_zero,23.17732016563084,21.844980613953446,1.0,1.0,3.0,3.0,10.5,13.0
MESO_TMA2,29,969,45,54,915,pos_vs_zero,32.64826119163567,29.272554250587998,0.0,0.0,2.0,1.0,6.0,5.0
MESO_TMA2,30,288,30,22,266,pos_vs_zero,46.25705097481048,42.424909462157075,0.0,0.0,1.0,1.0,3.0,4.0
MESO_TMA2,31,405,41,52,353,pos_vs_zero,44.664396262172005,39.169380988747044,0.0,0.0,1.0,1.0,4.0,4.0
MESO_TMA2,32,674,72,72,602,pos_vs_zero,28.867867691990064,26.06982895182145,0.0,0.0,2.0,2.0,8.0,7.0
MESO_TMA2,33,469,47,37,432,pos_vs_zero,25.236165763570416,32.61526862487969,0.0,0.0,1.0,1.0,6.0,5.0
MESO_TMA2,34,1494,95,102,1392,pos_vs_zero,28.248749097389222,23.666893578727407,0.0,1.0,3.0,3.0,11.0,11.0
MESO_TMA2,35,1132,294,132,1000,pos_vs_zero,16.38022073483601,15.870806750329173,1.0,2.0,7.0,7.0,29.0,28.0
MESO_TMA2,36,761,133,91,670,pos_vs_zero,22.671424017807364,19.768224301370672,1.0,1.0,4.0,4.0,14.0,14.0
MESO_TMA2,37,760,76,83,677,pos_vs_zero,23.345787182342423,25.122400765053243,1.0,0.0,2.0,3.0,8.0,9.0
MESO_TMA2,38,119,16,14,105,pos_vs_zero,50.9854647208744,48.26766113766721,0.0,0.0,0.5,1.0,2.0,2.0
MESO_TMA2,39,1370,144,121,1249,pos_vs_zero,19.44894498543287,20.31343679746936,1.0,1.0,4.0,4.0,17.0,16.0
MESO_TMA2,40,1183,138,124,1059,pos_vs_zero,20.82945526778895,20.63564567503464,1.0,1.0,5.0,4.0,17.0,15.0
