tma,fov,n_tumor,n_cd8,n_high,n_low,split_rule,median_dist_high,median_dist_low,median_cd8_25_high,median_cd8_25_low,median_cd8_50_high,median_cd8_50_low,median_cd8_100_high,median_cd8_100_low
LUAD_TMA1,23,372,28,96,276,pos_vs_zero,34.192897973573466,37.92215257976304,0.0,0.0,1.0,1.0,3.0,4.0
LUAD_TMA1,24,557,30,194,363,pos_vs_zero,43.82922514078026,42.90136545668498,0.0,0.0,1.0,1.0,4.0,4.0
LUAD_TMA1,25,809,77,337,472,pos_vs_zero,22.269672282093147,26.36764316426406,1.0,0.0,3.0,2.0,10.0,9.0
LUAD_TMA1,26,989,132,393,596,pos_vs_zero,21.096028492126116,19.962851517871226,1.0,1.0,4.0,4.0,15.0,14.0
LUAD_TMA1,27,494,166,101,393,pos_vs_zero,16.84778923799944,15.997692174066447,2.0,1.0,7.0,6.0,23.0,21.0
LUAD_TMA1,28,745,150,161,584,pos_vs_zero,20.89585914458723,20.105834764356388,1.0,1.0,4.0,4.0,15.0,16.0
LUAD_TMA1,29,767,181,350,417,pos_vs_zero,15.593079049252584,15.233356345074188,2.0,2.0,7.0,7.0,27.0,26.0
LUAD_TMA1,30,807,174,343,464,median_split>1,16.108990429595664,16.20363221175714,2.0,2.0,6.0,6.0,21.0,19.0
LUAD_TMA1,41,440,126,132,308,pos_vs_zero,20.07811453826005,17.26995864974875,1.0,1.0,4.0,5.0,20.0,20.0
LUAD_TMA1,42,415,107,133,282,pos_vs_zero,22.606561204216863,19.21582507677976,1.0,1.0,3.0,5.0,11.0,16.5
LUAD_TMA1,43,209,61,39,170,pos_vs_zero,33.64616671776965,27.882635488592925,0.0,0.0,2.0,2.0,7.0,7.0
LUAD_TMA1,44,234,80,57,177,pos_vs_zero,25.88815698113632,27.36944904442401,0.0,0.0,3.0,2.0,11.0,10.0
LUAD_TMA1,45,346,81,91,255,pos_vs_zero,23.619023161511222,23.9912623916299,1.0,1.0,3.0,2.0,10.0,10.0
LUAD_TMA1,46,321,80,79,242,pos_vs_zero,31.151358974499843,24.73325393637064,0.0,1.0,2.0,3.0,9.0,9.0
LUAD_TMA2,1,669,86,300,369,median_split>1,25.66266185853904,24.98178247481982,0.0,1.0,3.0,3.0,11.0,11.0
LUAD_TMA2,2,771,100,319,452,median_split>1,24.46744735749823,24.99711508981058,1.0,0.5,3.0,3.0,11.0,11.0
LUAD_TMA2,3,854,83,350,504,median_split>1,24.57202729423148,25.63204215477116,1.0,0.0,2.0,2.0,10.0,10.0
LUAD_TMA2,4,795,72,287,508,median_split>1,29.323168730980623,27.992307753511625,0.0,0.0,2.0,2.0,8.0,7.0
LUAD_TMA2,5,234,34,67,167,pos_vs_zero,23.7880879294155,27.307798613728725,1.0,0.0,2.0,2.0,7.0,6.0
LUAD_TMA2,6,186,45,44,142,pos_vs_zero,23.17849311521521,28.880279205705516,1.0,0.0,2.0,2.0,6.0,5.5
LUAD_TMA2,7,416,102,130,286,pos_vs_zero,18.907298123443567,21.79707907651145,1.0,1.0,3.0,3.0,13.0,13.0
LUAD_TMA2,8,572,150,266,306,pos_vs_zero,16.851437943432913,19.72938967500312,1.0,1.0,6.0,5.0,20.0,17.0
LUAD_TMA2,9,640,162,262,378,pos_vs_zero,17.260698485923456,17.963052382752544,1.0,1.0,5.0,4.0,18.5,17.5
LUAD_TMA2,10,556,165,224,332,pos_vs_zero,18.19530594534672,19.569403435773363,1.0,1.0,5.0,4.0,19.0,17.0
LUAD_TMA2,11,780,186,260,520,median_split>1,16.04036031100069,17.456351332091593,1.5,1.0,6.0,6.0,25.5,23.0
LUAD_TMA2,12,846,207,399,447,pos_vs_zero,14.691895511746448,16.24893322036811,2.0,2.0,8.0,7.0,26.0,24.0
LUAD_TMA2,13,264,113,47,217,pos_vs_zero,18.75519680028978,18.06684076591353,1.0,1.0,6.0,5.0,16.0,16.0
LUAD_TMA2,14,167,112,24,143,pos_vs_zero,25.59426982329881,18.082448924812763,0.5,2.0,4.5,5.0,17.5,19.0
LUAD_TMA2,15,553,106,241,312,pos_vs_zero,19.00576247065976,19.319245320522317,1.0,1.0,4.0,4.0,14.0,17.0
LUAD_TMA2,16,851,143,300,551,pos_vs_zero,17.174153503720746,17.283528702298856,1.0,1.0,4.5,5.0,17.0,18.0
LUAD_TMA2,17,693,140,321,372,median_split>2,20.187341708347727,21.06205356771916,1.0,1.0,4.0,5.0,18.0,16.0
LUAD_TMA2,18,627,135,272,355,median_split>2,17.884750165216143,19.063526258486235,1.0,1.0,5.0,5.0,18.0,17.0
LUAD_TMA2,20,213,45,60,153,pos_vs_zero,25.9608953446024,30.7206516718896,0.0,0.0,2.0,1.0,6.0,5.0
LUAD_TMA2,21,281,53,70,211,pos_vs_zero,26.316130211858276,27.74299331648345,0.0,0.0,1.0,2.0,7.0,8.0
LUAD_TMA2,22,156,58,32,124,pos_vs_zero,31.88365083688675,31.360922349585767,0.0,0.0,1.0,2.0,5.0,8.0
LUAD_TMA2,23,323,57,100,223,median_split>1,25.85076028150801,28.153743072266572,0.0,0.0,2.0,2.0,7.0,7.0
LUAD_TMA2,24,622,72,215,407,median_split>1,21.43617728376001,22.13151999999991,1.0,1.0,3.0,3.0,8.0,7.0
LUAD_TMA2,25,446,61,154,292,pos_vs_zero,22.05686016811097,26.427837165638746,1.0,0.0,2.0,2.0,8.0,7.0
LUAD_TMA2,26,601,68,241,360,pos_vs_zero,22.44310060518365,22.349906617016902,1.0,1.0,3.0,2.0,10.0,10.0
LUAD_TMA2,27,1100,118,501,599,pos_vs_zero,19.12489823525329,19.15437757339036,1.0,1.0,4.0,4.0,14.0,14.0
LUAD_TMA2,28,1291,197,351,940,median_split>1,16.441444489581944,15.78511751756075,1.0,2.0,7.0,7.0,26.0,26.0
LUAD_TMA2,29,784,94,271,513,pos_vs_zero,21.90879646980149,20.603019573217548,1.0,1.0,3.0,3.0,11.0,11.0
LUAD_TMA2,30,1017,160,476,541,pos_vs_zero,15.980587418537333,17.059842894141543,1.0,1.0,5.0,5.0,19.0,18.0
LUAD_TMA2,40,438,129,136,302,pos_vs_zero,18.0469515914528,17.138300111674873,1.0,1.0,6.0,6.0,21.0,20.0
LUAD_TMA2,41,737,135,353,384,pos_vs_zero,16.34790610087981,18.5096410513417,2.0,1.0,7.0,5.0,26.0,18.0
LUAD_TMA2,42,792,85,246,546,median_split>1,24.19937004572398,25.08925621543952,1.0,0.0,3.0,2.0,10.0,10.0
LUAD_TMA2,43,117,84,20,97,pos_vs_zero,23.57546248187649,19.40538042589236,1.0,1.0,4.5,3.0,17.0,10.0
LUAD_TMA2,44,838,150,364,474,pos_vs_zero,21.81466038032186,18.615637035705006,1.0,1.0,3.0,5.0,12.5,17.0
LUAD_TMA2,45,841,127,334,507,median_split>2,20.329107339171745,19.87206157414048,1.0,1.0,4.0,4.0,14.0,15.0
LUAD_TMA2,46,627,138,304,323,pos_vs_zero,17.592360269234923,19.43778389360179,1.0,1.0,5.0,4.0,17.0,15.0
LUAD_TMA2,47,790,174,260,530,median_split>1,16.656174049856418,17.835942543281625,1.0,1.0,6.0,5.0,24.0,20.0
