tma,fov,n_tumor,n_cd8,n_high,n_low,split_rule,median_dist_high,median_dist_low,median_cd8_25_high,median_cd8_25_low,median_cd8_50_high,median_cd8_50_low,median_cd8_100_high,median_cd8_100_low
LUAD_TMA1,1,706,84,316,390,pos_vs_zero,24.075988234119123,23.4671469621932,1.0,1.0,3.0,3.0,10.0,10.0
LUAD_TMA1,2,688,120,317,371,pos_vs_zero,21.30450481102925,21.057589675933016,1.0,1.0,3.0,3.0,11.0,12.0
LUAD_TMA1,3,773,169,319,454,pos_vs_zero,18.699188529175043,18.181585183142992,1.0,1.0,5.0,5.0,20.0,20.0
LUAD_TMA1,4,590,157,248,342,pos_vs_zero,20.380309130580883,18.007282231010905,1.0,1.0,4.0,5.0,16.0,19.0
LUAD_TMA1,5,221,72,53,168,pos_vs_zero,26.11849112017924,24.10735672799921,0.0,1.0,2.0,2.0,9.0,8.0
LUAD_TMA1,6,263,70,61,202,pos_vs_zero,25.787370002695937,26.40820571977505,0.0,0.0,2.0,2.0,9.0,9.0
LUAD_TMA1,7,705,165,159,546,pos_vs_zero,23.126312890105797,19.753752500558903,1.0,1.0,3.0,5.0,14.0,17.0
LUAD_TMA1,8,717,188,126,591,pos_vs_zero,17.256299502536145,17.416942713670153,1.0,1.0,5.0,5.0,18.0,19.0
LUAD_TMA1,9,777,148,124,653,pos_vs_zero,19.226353144909734,18.25801273120397,1.0,1.0,4.0,4.0,17.0,17.0
LUAD_TMA1,10,873,92,157,716,pos_vs_zero,24.26975015894492,21.88020148880911,1.0,1.0,2.0,3.0,11.0,11.0
LUAD_TMA1,11,739,85,137,602,pos_vs_zero,23.560454259831843,21.65623261538304,1.0,1.0,3.0,3.0,11.0,12.0
LUAD_TMA1,12,719,102,163,556,pos_vs_zero,18.411878434010877,19.068262593624063,1.0,1.0,4.0,4.0,15.0,13.0
LUAD_TMA1,13,1033,166,301,732,pos_vs_zero,19.24855838300628,18.15661135006335,1.0,1.0,5.0,5.0,20.0,19.0
LUAD_TMA1,14,776,97,250,526,pos_vs_zero,21.266460741996404,22.589832469893054,1.0,1.0,3.0,3.0,13.0,13.0
LUAD_TMA1,15,94,34,12,82,pos_vs_zero,33.79255759979121,38.18399372209444,0.0,0.0,1.0,1.0,3.0,4.0
LUAD_TMA1,16,237,79,22,215,pos_vs_zero,21.189636477985395,22.305049582944047,1.0,1.0,3.0,3.0,10.5,10.0
LUAD_TMA1,17,213,27,34,179,pos_vs_zero,60.46099531121961,37.85936000781967,0.0,0.0,0.0,1.0,3.0,4.0
LUAD_TMA1,22,77,11,11,66,pos_vs_zero,79.75153586048195,70.63415927479379,0.0,0.0,0.0,0.0,1.0,1.0
