tma,fov,n_tumor,n_cd8,n_high,n_low,split_rule,median_dist_high,median_dist_low,median_cd8_25_high,median_cd8_25_low,median_cd8_50_high,median_cd8_50_low,median_cd8_100_high,median_cd8_100_low
LUAD_TMA1,1,706,84,270,436,median_split>2,25.189180156682795,23.257519607339862,0.0,1.0,3.0,3.0,10.0,10.0
LUAD_TMA1,2,688,120,321,367,median_split>2,22.028322333178444,20.17156922502555,1.0,1.0,3.0,4.0,11.0,13.0
LUAD_TMA1,3,773,169,369,404,median_split>2,20.165830717960905,17.054511810911464,1.0,1.0,4.0,5.0,20.0,20.0
LUAD_TMA1,4,590,157,277,313,median_split>2,19.380015855060982,18.94324083766151,1.0,1.0,4.0,5.0,17.0,19.0
LUAD_TMA1,5,221,72,91,130,median_split>1,27.43148831943351,23.3157054954996,0.0,1.0,2.0,3.0,8.0,9.0
LUAD_TMA1,6,263,70,91,172,median_split>2,26.441089778600787,25.144916972740425,0.0,0.5,2.0,2.0,9.0,9.0
LUAD_TMA1,7,705,165,266,439,median_split>1,22.38209854794237,19.226749534872948,1.0,1.0,4.0,5.0,14.0,18.0
LUAD_TMA1,8,717,188,263,454,median_split>1,17.979747936163346,16.940901737944856,1.0,1.0,4.0,5.5,17.0,20.0
LUAD_TMA1,9,777,148,250,527,median_split>2,17.69791824102432,18.711176801049547,1.0,1.0,4.0,4.0,17.0,17.0
LUAD_TMA1,10,873,92,336,537,median_split>2,21.931388091613567,22.502648983583686,1.0,1.0,2.0,3.0,10.0,11.0
LUAD_TMA1,11,739,85,350,389,median_split>3,22.061530805101405,21.83471301376849,1.0,1.0,3.0,3.0,12.0,12.0
LUAD_TMA1,12,719,102,350,369,median_split>3,18.884694633333403,19.08362646781865,1.0,1.0,4.0,4.0,14.0,13.0
LUAD_TMA1,13,1033,166,460,573,median_split>2,18.068416604935827,18.627873534679317,1.0,1.0,6.0,5.0,21.0,17.0
LUAD_TMA1,14,776,97,345,431,median_split>1,23.970449076610524,21.1726967697169,1.0,1.0,3.0,3.0,14.0,12.0
LUAD_TMA1,15,94,34,22,72,median_split>1,40.640075538219676,35.122111098698305,0.0,0.0,1.0,1.0,3.5,4.0
LUAD_TMA1,16,237,79,62,175,median_split>1,20.835338945076266,23.011233272436385,1.0,1.0,3.0,3.0,10.5,10.0
LUAD_TMA1,17,213,27,106,107,pos_vs_zero,40.444436801422924,38.698209119020426,0.0,0.0,1.0,1.0,3.5,4.0
LUAD_TMA1,23,372,28,121,251,median_split>1,36.99954349177801,37.05873451637879,0.0,0.0,1.0,1.0,3.0,4.0
LUAD_TMA1,24,557,30,168,389,median_split>1,43.615847253995575,43.172645800154584,0.0,0.0,1.0,1.0,3.0,4.0
LUAD_TMA1,25,809,77,361,448,median_split>4,22.543757958988117,26.600953282786605,1.0,0.0,3.0,2.0,10.0,8.0
LUAD_TMA1,26,989,132,471,518,median_split>4,20.122739752272125,20.58703229642972,1.0,1.0,4.0,4.0,15.0,14.0
LUAD_TMA1,27,494,166,218,276,median_split>1,16.368590755137518,16.14194851560906,2.0,1.0,7.0,5.0,23.0,21.0
LUAD_TMA1,28,745,150,368,377,median_split>1,20.27862615378057,20.149682404883254,1.0,1.0,4.0,4.0,16.0,15.0
LUAD_TMA1,29,767,181,337,430,median_split>3,15.81533358034141,15.223140105738885,2.0,2.0,7.0,7.0,27.0,26.0
LUAD_TMA1,30,807,174,403,404,median_split>5,16.260948536810478,16.102699559179086,2.0,1.0,6.0,5.0,21.0,18.0
LUAD_TMA1,41,440,126,212,228,median_split>1,20.14051383474001,16.128898759266512,1.0,1.0,5.0,5.0,22.0,19.0
LUAD_TMA1,42,415,107,178,237,median_split>1,22.08364837077277,18.747095619623504,1.0,1.0,3.0,5.0,13.0,16.0
LUAD_TMA1,43,209,61,56,153,median_split>1,28.45337210157744,28.00690808160004,0.0,0.0,2.0,2.0,7.0,7.0
LUAD_TMA1,44,234,80,58,176,median_split>1,27.37239695915138,25.81024405270847,0.0,0.0,3.0,2.0,11.0,10.0
LUAD_TMA1,45,346,81,120,226,median_split>1,23.1925060097264,24.116135149531033,1.0,1.0,2.0,2.0,9.0,11.0
LUAD_TMA1,46,321,80,113,208,median_split>1,28.79946302749446,24.366984688574142,0.0,1.0,2.0,3.0,9.0,10.0
